,what,concept,did,philosophers,in,antiquity,use,to,study,simple,machines,?
stationary,0.21953286230564117,0.24999473989009857,0.08252427726984024,0.19684799015522003,0.22305579483509064,0.1793849617242813,0.29196882247924805,0.27527758479118347,0.2259390652179718,0.32607436180114746,0.2515178620815277,0.12602825462818146
and,0.31309178471565247,0.22126320004463196,0.34479495882987976,0.24866017699241638,0.4954058527946472,0.22560366988182068,0.34145063161849976,0.48971283435821533,0.300253301858902,0.26203423738479614,0.2919604778289795,0.20544172823429108
moving,0.3154623508453369,0.16302655637264252,0.22342470288276672,0.10152768343687057,0.2693832814693451,0.1673586070537567,0.3021065294742584,0.33396485447883606,0.19028671085834503,0.2434203177690506,0.2882991135120392,0.21667467057704926
objects,0.24020016193389893,0.32524287700653076,0.16254889965057373,0.3143441379070282,0.23406893014907837,0.3076983690261841,0.3375573456287384,0.2695634961128235,0.2587573528289795,0.2590053379535675,0.39403706789016724,0.15479016304016113
and,0.31309178471565247,0.22126320004463196,0.34479495882987976,0.24866017699241638,0.4954058527946472,0.22560366988182068,0.34145063161849976,0.48971283435821533,0.300253301858902,0.26203423738479614,0.2919604778289795,0.20544172823429108
simple,0.4218197166919708,0.31572282314300537,0.24971726536750793,0.24941961467266083,0.18105459213256836,0.16670449078083038,0.4560300409793854,0.38820502161979675,0.24869804084300995,0.9999999403953552,0.31321704387664795,0.4614735543727875
machines,0.25512105226516724,0.2942776083946228,0.24531704187393188,0.2649449110031128,0.2209317833185196,0.20226873457431793,0.3805813789367676,0.2695792019367218,0.19811798632144928,0.31321704387664795,1.0,0.17646311223506927
",",0.3087472915649414,0.20029692351818085,0.3015086054801941,0.25358667969703674,0.5201468467712402,0.24010281264781952,0.3276674151420593,0.44245919585227966,0.26425549387931824,0.2595684230327606,0.25857728719711304,0.31091248989105225
but,0.5029441118240356,0.2593584656715393,0.49033689498901367,0.2649441659450531,0.48674455285072327,0.1735636293888092,0.43892642855644226,0.5542377829551697,0.2077558934688568,0.4074248969554901,0.31170201301574707,0.27921953797340393
thinkers,0.3094954192638397,0.3376907408237457,0.22242437303066254,0.669674813747406,0.16533257067203522,0.3042895793914795,0.2130112498998642,0.17417408525943756,0.30002260208129883,0.2512899339199066,0.29700684547424316,0.24928995966911316
such,0.23989605903625488,0.2812780737876892,0.24497397243976593,0.25569236278533936,0.2704046070575714,0.2135738730430603,0.3957899212837219,0.2871878743171692,0.2397305965423584,0.3234153985977173,0.3609457314014435,0.17851735651493073
as,0.31749409437179565,0.26051822304725647,0.3596470057964325,0.21131442487239838,0.3887844979763031,0.20911504328250885,0.3453201949596405,0.42092081904411316,0.23803003132343292,0.275139719247818,0.2588748633861542,0.27043893933296204
aristotle,0.2998286783695221,0.2898872196674347,0.16725905239582062,0.5820666551589966,0.17606331408023834,0.43025606870651245,0.14715857803821564,0.21497178077697754,0.31935909390449524,0.16403324902057648,0.2609665095806122,0.129203200340271
and,0.31309178471565247,0.22126320004463196,0.34479495882987976,0.24866017699241638,0.4954058527946472,0.22560366988182068,0.34145063161849976,0.48971283435821533,0.300253301858902,0.26203423738479614,0.2919604778289795,0.20544172823429108
archimedes,0.32283836603164673,0.26591432094573975,0.18779249489307404,0.4197549521923065,0.1751851737499237,0.37707021832466125,0.190964013338089,0.21263623237609863,0.22303318977355957,0.28686195611953735,0.2980390787124634,0.21126744151115417
retained,0.13867077231407166,0.23677895963191986,0.28948208689689636,0.10110221058130264,0.2674095332622528,0.1377853900194168,0.19991612434387207,0.23284712433815002,0.1428062915802002,0.14005811512470245,0.13625271618366241,0.0590956024825573
fundamental,0.35305243730545044,0.4595892131328583,0.24540147185325623,0.33138930797576904,0.23429831862449646,0.21884594857692719,0.24155603349208832,0.25741058588027954,0.3735083043575287,0.31206780672073364,0.2508534789085388,0.2011919468641281
errors,0.29875442385673523,0.18926823139190674,0.1915959268808365,0.1768905222415924,0.14439299702644348,0.11149144917726517,0.261292427778244,0.1675974726676941,0.12955310940742493,0.2551322877407074,0.2521527409553528,0.22662580013275146
in,0.30808621644973755,0.21857000887393951,0.2593238651752472,0.22073392570018768,1.0,0.24686646461486816,0.2715643048286438,0.45010748505592346,0.2875489294528961,0.18105459213256836,0.2209317833185196,0.20430970191955566
understanding,0.4748767614364624,0.4504954516887665,0.3280439078807831,0.39200979471206665,0.23784463107585907,0.2481425255537033,0.39952611923217773,0.3789423108100891,0.4502938389778137,0.4872492849826813,0.27451834082603455,0.3107462525367737
force,0.16915984451770782,0.17681357264518738,0.1680130809545517,0.16480398178100586,0.21744468808174133,0.12304501980543137,0.20234666764736176,0.24496492743492126,0.17777232825756073,0.1519370824098587,0.15803414583206177,0.1650998443365097
.,0.3567904531955719,0.17851535975933075,0.35288307070732117,0.19786393642425537,0.5591574311256409,0.26532894372940063,0.3711656630039215,0.4645031690597534,0.23432257771492004,0.29104891419410706,0.22565115988254547,0.4130953550338745
