,in,2013,",",abc,'s,identity,was,revamped,by,what,design,agency,?
affiliates,0.17909713089466095,-0.08025147765874863,0.1943977326154709,0.26733168959617615,0.0659567192196846,0.17228098213672638,0.10774493962526321,0.2258545160293579,0.11500819772481918,0.13172908127307892,0.16025221347808838,0.19149798154830933,0.11092336475849152
implemented,0.19736117124557495,-0.32990726828575134,0.25661253929138184,0.1553271859884262,0.013039624318480492,0.2215983271598816,0.2312583029270172,0.3374488949775696,0.20912706851959229,0.2723406255245209,0.338647723197937,0.15386156737804413,0.27067989110946655
the,0.6662389636039734,-0.38509321212768555,0.4933079481124878,0.2068762183189392,-0.01540423184633255,0.22824928164482117,0.48711544275283813,0.3294838070869446,0.4408751428127289,0.42745697498321533,0.27913451194763184,0.24253644049167633,0.22068053483963013
new,0.3758552670478821,-0.17881685495376587,0.36073189973831177,0.20663127303123474,-0.008355522528290749,0.25331684947013855,0.2748313844203949,0.21632319688796997,0.25394493341445923,0.2130378633737564,0.2420760542154312,0.15974117815494537,0.14782847464084625
design,0.21856798231601715,-0.14298184216022491,0.19350415468215942,0.131185382604599,0.04322526603937149,0.18752291798591614,0.2780803442001343,0.2404000610113144,0.20755122601985931,0.23893405497074127,1.0000001192092896,0.16322669386863708,0.16351860761642456
prior,0.24521231651306152,-0.22486795485019684,0.27105793356895447,0.2418920397758484,-0.0369880273938179,0.14817382395267487,0.29096508026123047,0.2564474642276764,0.2645944356918335,0.2537507116794586,0.204878032207489,0.18054111301898956,0.16978254914283752
to,0.45010748505592346,-0.4248543977737427,0.44245919585227966,0.1762417107820511,0.03782717138528824,0.19229429960250854,0.3636345863342285,0.25951525568962097,0.33534231781959534,0.455847829580307,0.26415011286735535,0.24151217937469482,0.29463258385658264
then,0.36253848671913147,-0.3466827869415283,0.36768391728401184,0.1812727302312851,0.010921895503997803,0.22262412309646606,0.27044644951820374,0.24639955163002014,0.3231285512447357,0.4072686731815338,0.12827545404434204,0.1636982411146164,0.2884598970413208
),0.3326910734176636,-0.12193530797958374,0.63033527135849,0.18381085991859436,0.021107977256178856,0.1646432876586914,0.3267642855644226,0.17945876717567444,0.2151763141155243,0.26259949803352356,0.09917057305574417,0.21917250752449036,0.42300865054130554
",",0.5201468467712402,-0.20834597945213318,1.0000001192092896,0.2097204476594925,-0.0016132977325469255,0.20418424904346466,0.45456063747406006,0.2628278434276581,0.3680937886238098,0.3087472915649414,0.19350415468215942,0.21437011659145355,0.31091248989105225
as,0.3887844979763031,-0.3043881952762604,0.48816442489624023,0.2286096066236496,-0.05775856226682663,0.2515811622142792,0.3677520453929901,0.2771870493888855,0.3815547823905945,0.31749409437179565,0.21253643929958344,0.22559653222560883,0.27043893933296204
part,0.4499994218349457,-0.31977495551109314,0.3376222252845764,0.13526929914951324,0.007562864106148481,0.1883399486541748,0.3407018780708313,0.241531640291214,0.28271573781967163,0.3476244807243347,0.20761273801326752,0.19520464539527893,0.08557961881160736
of,0.5696388483047485,-0.2904720902442932,0.4946078956127167,0.14607268571853638,-0.03817026689648628,0.14822673797607422,0.4069072902202606,0.2588852345943451,0.3646814823150635,0.33290785551071167,0.2522938847541809,0.21890796720981598,0.1826142966747284
an,0.2605783939361572,-0.21066007018089294,0.3581022024154663,0.16561369597911835,0.025255560874938965,0.20561933517456055,0.3694365322589874,0.2255387306213379,0.2719563841819763,0.2821882665157318,0.2049156278371811,0.18584272265434265,0.19793890416622162
overhaul,0.24494153261184692,-0.36305275559425354,0.19875004887580872,0.15219144523143768,-0.02276938036084175,0.1921839863061905,0.2572060525417328,0.38110315799713135,0.27360445261001587,0.3071827292442322,0.3813529312610626,0.17322279512882233,0.32258349657058716
of,0.5696388483047485,-0.2904720902442932,0.4946078956127167,0.14607268571853638,-0.03817026689648628,0.14822673797607422,0.4069072902202606,0.2588852345943451,0.3646814823150635,0.33290785551071167,0.2522938847541809,0.21890796720981598,0.1826142966747284
abc,0.1697147786617279,-0.1548854112625122,0.2097204476594925,1.0000001192092896,0.06670809537172318,0.11982347816228867,0.21565799415111542,0.22990576922893524,0.17600902915000916,0.1317344456911087,0.131185382604599,0.12310310453176498,0.19065172970294952
's,-0.037580832839012146,-0.05552978441119194,-0.0016132977325469255,0.06670809537172318,0.9999999403953552,-0.05894738435745239,0.008974763564765453,0.0773421972990036,-0.010884488001465797,0.02692362666130066,0.04322526603937149,-0.003614572109654546,-0.023395681753754616
identity,0.19517956674098969,-0.20063914358615875,0.20418424904346466,0.11982347816228867,-0.05894738435745239,0.9999998807907104,0.16594535112380981,0.14453230798244476,0.20579794049263,0.24968291819095612,0.18752291798591614,0.2250843346118927,0.1520950198173523
by,0.370934396982193,-0.25238490104675293,0.3680937886238098,0.17600902915000916,-0.010884488001465797,0.20579794049263,0.4752357602119446,0.27534133195877075,1.0000001192092896,0.2455483376979828,0.20755122601985931,0.17636965215206146,0.17966607213020325
design,0.21856798231601715,-0.14298184216022491,0.19350415468215942,0.131185382604599,0.04322526603937149,0.18752291798591614,0.2780803442001343,0.2404000610113144,0.20755122601985931,0.23893405497074127,1.0000001192092896,0.16322669386863708,0.16351860761642456
agency,0.18450471758842468,-0.0707893967628479,0.21437011659145355,0.12310310453176498,-0.003614572109654546,0.2250843346118927,0.19805613160133362,0.18235288560390472,0.17636965215206146,0.1771060973405838,0.16322669386863708,1.0000001192092896,0.18185843527317047
loyalkaspar,0.31570306420326233,-0.18773171305656433,0.3126636743545532,0.1368323415517807,0.11814194172620773,0.3318106234073639,0.3510323762893677,0.3058016300201416,0.24905936419963837,0.2586653232574463,0.20205648243427277,0.17609645426273346,0.19499164819717407
.,0.5591574311256409,-0.2911754548549652,0.6812511086463928,0.2567209303379059,-0.003708066651597619,0.23951315879821777,0.40146201848983765,0.294680118560791,0.3936232924461365,0.3567904531955719,0.24995818734169006,0.24682630598545074,0.4130953550338745
