,which,type,of,law,makes,eu,institutions,and,its,member,states,follow,the,law,?
law,0.20205146074295044,0.051303401589393616,0.2816956341266632,1.0000001192092896,0.12979798018932343,0.20359504222869873,0.38910791277885437,0.254730761051178,0.14864613115787506,0.17515966296195984,0.2508668601512909,0.28822946548461914,0.24548950791358948,1.0000001192092896,0.1528988480567932
binds,0.40098831057548523,0.26743704080581665,0.274389386177063,0.2474297434091568,0.39691004157066345,0.20669250190258026,0.18685021996498108,0.26639220118522644,0.2082236260175705,0.09911738336086273,0.16781766712665558,0.18629807233810425,0.24022893607616425,0.2474297434091568,0.11864341795444489
eu,0.15620915591716766,0.09663985669612885,0.1579294353723526,0.20359504222869873,0.1223955750465393,0.9999998807907104,0.22206048667430878,0.16977795958518982,0.16840960085391998,0.2245567888021469,0.17918972671031952,0.1155661940574646,0.14126400649547577,0.20359504222869873,0.21586786210536957
institutions,0.3250819742679596,0.15365764498710632,0.3371490240097046,0.38910791277885437,0.10227259248495102,0.22206048667430878,0.9999998807907104,0.2943127751350403,0.24593600630760193,0.20012737810611725,0.3231864273548126,0.239218607544899,0.2776423394680023,0.38910791277885437,0.19119486212730408
and,0.506277859210968,0.16898801922798157,0.5116966962814331,0.254730761051178,0.34688496589660645,0.16977795958518982,0.2943127751350403,1.0,0.3841775357723236,0.28606608510017395,0.2974761426448822,0.34642475843429565,0.5171257257461548,0.254730761051178,0.20544172823429108
member,0.19141918420791626,0.1253872513771057,0.2701796889305115,0.17515966296195984,0.10309597104787827,0.2245567888021469,0.20012737810611725,0.28606608510017395,0.14811363816261292,0.9999998807907104,0.18290899693965912,0.19088613986968994,0.2806392312049866,0.17515966296195984,0.06826172769069672
states,0.27476921677589417,0.15023280680179596,0.30884552001953125,0.2508668601512909,0.15338724851608276,0.17918972671031952,0.3231864273548126,0.2974761426448822,0.2691997289657593,0.18290899693965912,1.0,0.2024935781955719,0.3463578522205353,0.2508668601512909,0.16272737085819244
to,0.5345056653022766,0.19930607080459595,0.41548454761505127,0.259207159280777,0.35811367630958557,0.1539587825536728,0.21708254516124725,0.48971283435821533,0.3691340684890747,0.19456195831298828,0.2828785181045532,0.39572954177856445,0.535392165184021,0.259207159280777,0.29463258385658264
follow,0.34720125794410706,0.16043582558631897,0.26846790313720703,0.28822946548461914,0.2809630036354065,0.1155661940574646,0.239218607544899,0.34642475843429565,0.215341255068779,0.19088613986968994,0.2024935781955719,1.0,0.3197029232978821,0.28822946548461914,0.26102155447006226
the,0.6521818041801453,0.21819381415843964,0.733189046382904,0.24548950791358948,0.3029823303222656,0.14126400649547577,0.2776423394680023,0.5171257257461548,0.559237003326416,0.2806392312049866,0.3463578522205353,0.3197029232978821,1.0,0.24548950791358948,0.22068053483963013
law,0.20205146074295044,0.051303401589393616,0.2816956341266632,1.0000001192092896,0.12979798018932343,0.20359504222869873,0.38910791277885437,0.254730761051178,0.14864613115787506,0.17515966296195984,0.2508668601512909,0.28822946548461914,0.24548950791358948,1.0000001192092896,0.1528988480567932
.,0.45942068099975586,0.23195341229438782,0.5352458953857422,0.24482665956020355,0.265095978975296,0.1552242487668991,0.22790031135082245,0.588965117931366,0.3566088080406189,0.19907453656196594,0.33941102027893066,0.3185402452945709,0.5934505462646484,0.24482665956020355,0.4130953550338745
