,what,was,the,main,reason,for,the,show,'s,suspension,in,1989,?
off,0.2350364625453949,0.15734454989433289,0.2773582935333252,0.20457573235034943,0.1555730104446411,0.20644043385982513,0.2773582935333252,0.26714572310447693,-0.017884694039821625,0.17964529991149902,0.25627145171165466,-0.010598773136734962,0.12937544286251068
the,0.42745697498321533,0.48711544275283813,1.0,0.38631999492645264,0.29647648334503174,0.4739971458911896,1.0,0.319829523563385,-0.01540423184633255,0.279620885848999,0.6662389636039734,-0.009533590637147427,0.22068053483963013
air,0.10361403971910477,0.18898457288742065,0.2877824306488037,0.1197705790400505,0.1781480759382248,0.15818573534488678,0.2877824306488037,0.17987287044525146,0.03575344383716583,0.2223626673221588,0.22172939777374268,0.031262341886758804,0.1491677612066269
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.27491986751556396,0.42787787318229675,0.9999999403953552,0.4739971458911896,0.3141973614692688,-0.07241261005401611,0.22965626418590546,0.4322226941585541,-0.06098385527729988,0.264628142118454
18,-0.09284763038158417,-0.1265212595462799,-0.07796193659305573,0.017105532810091972,-0.12301724404096603,-0.09931658953428268,-0.07796193659305573,-0.09719254076480865,0.011276401579380035,-0.09527595341205597,-0.061147160828113556,-0.019136352464556694,-0.04919438064098358
months,0.24954822659492493,0.30324822664260864,0.2680157423019409,0.10723336786031723,0.28255295753479004,0.32226935029029846,0.2680157423019409,0.14380083978176117,0.017206644639372826,0.23212754726409912,0.27186378836631775,-0.003420667489990592,0.2804218530654907
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.31122034788131714,0.3219331204891205,0.4726039469242096,0.5934505462646484,0.3016606271266937,-0.003708066651597619,0.22476492822170258,0.5591574311256409,0.0880250409245491,0.4130953550338745
,what,was,the,main,reason,for,the,show,'s,suspension,in,1989,?
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.272861510515213,0.25870686769485474,0.2992613911628723,0.559237003326416,0.2273027002811432,0.03202139586210251,0.20173969864845276,0.3793783485889435,0.02164289355278015,0.15103481709957123
late,0.1576872020959854,0.4393066465854645,0.31481194496154785,0.20941102504730225,0.17092850804328918,0.2018979787826538,0.31481194496154785,0.296935498714447,0.013811700977385044,0.20273327827453613,0.3439198434352875,0.12381565570831299,0.11339222639799118
1980s,-0.06585196405649185,-0.0172738004475832,0.07890266180038452,0.09642072767019272,0.03375320881605148,0.01433656644076109,0.07890266180038452,-0.06472986936569214,0.1363120675086975,0.21663585305213928,0.03401865437626839,0.3125411570072174,-0.0718669518828392
performance,0.1804763227701187,0.2485550493001938,0.260756254196167,0.13829611241817474,0.1958867460489273,0.37339621782302856,0.260756254196167,0.24070924520492554,0.05389726907014847,0.205051451921463,0.252952516078949,-0.05469780042767525,0.1587955504655838
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3177044689655304,0.23645815253257751,0.4185989499092102,0.733189046382904,0.21383242309093475,-0.03817026689648628,0.2304374873638153,0.5696388483047485,0.01702592521905899,0.1826142966747284
three,0.24888746440410614,0.2748996615409851,0.43452659249305725,0.29923519492149353,0.2170233577489853,0.3032672107219696,0.43452659249305725,0.22413067519664764,0.03946888819336891,0.21205997467041016,0.34828072786331177,0.031187664717435837,0.20928427577018738
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.26116618514060974,0.3437597155570984,0.4451248347759247,0.535392165184021,0.29833272099494934,0.03782717138528824,0.22713440656661987,0.45010748505592346,-0.14794839918613434,0.29463258385658264
five,0.18688078224658966,0.310379296541214,0.41977158188819885,0.17525635659694672,0.13330331444740295,0.30701300501823425,0.41977158188819885,0.20115233957767487,0.04895230755209923,0.2169497311115265,0.3634254038333893,0.029338987544178963,0.18342848122119904
million,0.22197039425373077,0.24203833937644958,0.277012437582016,0.1191573217511177,0.17245277762413025,0.18660776317119598,0.277012437582016,0.1627129763364792,0.05079329386353493,0.12373898923397064,0.2596224844455719,0.18304266035556793,0.23092924058437347
viewers,0.29856956005096436,0.1538165658712387,0.24207380414009094,0.1384533792734146,0.16604430973529816,0.18976131081581116,0.24207380414009094,0.42256850004196167,0.13728274405002594,0.11457299441099167,0.15653292834758759,-0.02025885134935379,0.2274174839258194
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.21035033464431763,0.23413166403770447,0.3863949179649353,0.48711544275283813,0.20142383873462677,0.008974763564765453,0.20420148968696594,0.45514053106307983,0.06480737775564194,0.18412111699581146
seen,0.3087027072906494,0.2286430299282074,0.3442007005214691,0.25587764382362366,0.23959451913833618,0.24296747148036957,0.3442007005214691,0.32213258743286133,-0.00155794492457062,0.17852628231048584,0.28402701020240784,0.03611576557159424,0.2567344307899475
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.25940921902656555,0.29302218556404114,0.44774648547172546,0.48381632566452026,0.30768129229545593,-0.05775856226682663,0.18938012421131134,0.3887844979763031,0.08679454773664474,0.27043893933296204
poor,0.2570318877696991,0.23301246762275696,0.21093174815177917,0.13079553842544556,0.2644977569580078,0.2900572121143341,0.21093174815177917,0.18317745625972748,0.07552039623260498,0.18254724144935608,0.23408232629299164,0.00791217852383852,0.12937016785144806
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.2409709095954895,0.23321066796779633,0.34237727522850037,0.457212895154953,0.2018483579158783,-0.08481216430664062,0.14357946813106537,0.4374977946281433,0.011745857074856758,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,1.0,0.38631999492645264,0.29647648334503174,0.4739971458911896,1.0,0.319829523563385,-0.01540423184633255,0.279620885848999,0.6662389636039734,-0.009533590637147427,0.22068053483963013
time,0.36319252848625183,0.3641340136528015,0.43061500787734985,0.14812199771404266,0.33506065607070923,0.3992156386375427,0.43061500787734985,0.19633352756500244,0.01301188487559557,0.1846444308757782,0.3431483507156372,-0.09276824444532394,0.27391523122787476
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.29831406474113464,0.26490068435668945,0.5064792633056641,0.5171257257461548,0.3455478549003601,0.06895173341035843,0.21360312402248383,0.4954058527946472,0.014511989429593086,0.20544172823429108
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.21035033464431763,0.23413166403770447,0.3863949179649353,0.48711544275283813,0.20142383873462677,0.008974763564765453,0.20420148968696594,0.45514053106307983,0.06480737775564194,0.18412111699581146
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.24553878605365753,0.4464869201183319,0.4933079481124878,0.31928569078445435,-0.0016132977325469255,0.1453205645084381,0.5201468467712402,0.16465967893600464,0.31091248989105225
according,0.2776208221912384,0.31116798520088196,0.3202974498271942,0.12122757732868195,0.1688123345375061,0.1956551969051361,0.3202974498271942,0.25896957516670227,-0.0037221983075141907,-0.03501669690012932,0.29259276390075684,-0.04964393004775047,0.21173474192619324
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.26116618514060974,0.3437597155570984,0.4451248347759247,0.535392165184021,0.29833272099494934,0.03782717138528824,0.22713440656661987,0.45010748505592346,-0.14794839918613434,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.38631999492645264,0.29647648334503174,0.4739971458911896,1.0,0.319829523563385,-0.01540423184633255,0.279620885848999,0.6662389636039734,-0.009533590637147427,0.22068053483963013
bbc,0.20634698867797852,0.19087861478328705,0.2735401690006256,0.20090927183628082,0.17948704957962036,0.21995361149311066,0.2735401690006256,0.33555880188941956,0.07641375809907913,0.14586815237998962,0.22430340945720673,0.045454833656549454,0.20556949079036713
board,0.15681391954421997,0.20878413319587708,0.2871673107147217,0.12499964237213135,0.05480166897177696,0.207724466919899,0.2871673107147217,0.11964204162359238,-0.025999367237091064,0.16663427650928497,0.19342480599880219,0.0007000932237133384,0.1261475533246994
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3177044689655304,0.23645815253257751,0.4185989499092102,0.733189046382904,0.21383242309093475,-0.03817026689648628,0.2304374873638153,0.5696388483047485,0.01702592521905899,0.1826142966747284
control,0.2821830213069916,0.19347785413265228,0.32841500639915466,0.20111575722694397,0.23730236291885376,0.2014283388853073,0.32841500639915466,0.1526331752538681,0.03798864781856537,0.19418911635875702,0.24831421673297882,-0.09514615684747696,0.1620711386203766
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.24553878605365753,0.4464869201183319,0.4933079481124878,0.31928569078445435,-0.0016132977325469255,0.1453205645084381,0.5201468467712402,0.16465967893600464,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.27217230200767517,0.29122111201286316,0.44038116931915283,0.5829201340675354,0.24886544048786163,0.04866964742541313,0.24738124012947083,0.539380669593811,-0.0005065788282081485,0.23916715383529663
leading,0.197072371840477,0.27386704087257385,0.3809107840061188,0.282261461019516,0.17925676703453064,0.3854183852672577,0.3809107840061188,0.17404617369174957,-0.05591977760195732,0.1642545461654663,0.33273574709892273,-0.03731314092874527,0.1360926628112793
cause,0.24883218109607697,0.1555917114019394,0.2551237642765045,0.1966862976551056,0.4165874719619751,0.255321204662323,0.2551237642765045,0.23658029735088348,-0.04770376905798912,0.20768125355243683,0.24822883307933807,-0.07091370970010757,0.240532785654068
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3177044689655304,0.23645815253257751,0.4185989499092102,0.733189046382904,0.21383242309093475,-0.03817026689648628,0.2304374873638153,0.5696388483047485,0.01702592521905899,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.38631999492645264,0.29647648334503174,0.4739971458911896,1.0,0.319829523563385,-0.01540423184633255,0.279620885848999,0.6662389636039734,-0.009533590637147427,0.22068053483963013
programme,0.1876801699399948,0.23988407850265503,0.23601844906806946,0.17651598155498505,0.15961430966854095,0.2829385995864868,0.23601844906806946,0.3225559890270233,0.11070065200328827,0.14748503267765045,0.249719500541687,-0.041464097797870636,0.139840766787529
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.032559316605329514,0.0060955071821808815,-0.07241261005401611,-0.01540423184633255,6.513196422019973e-05,0.9999999403953552,0.07091380655765533,-0.037580832839012146,0.06551578640937805,-0.023395681753754616
1989,-0.08951251208782196,0.06480737775564194,-0.009533590637147427,0.011108378879725933,-0.046025898307561874,-0.06098385527729988,-0.009533590637147427,-0.01176610216498375,0.06551578640937805,0.096365787088871,0.006802527233958244,1.0,0.08110656589269638
suspension,0.1873469054698944,0.20420148968696594,0.279620885848999,0.11189301311969757,0.16090355813503265,0.22965626418590546,0.279620885848999,0.1077333465218544,0.07091380655765533,1.0000001192092896,0.17704683542251587,0.096365787088871,0.16699327528476715
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.31122034788131714,0.3219331204891205,0.4726039469242096,0.5934505462646484,0.3016606271266937,-0.003708066651597619,0.22476492822170258,0.5591574311256409,0.0880250409245491,0.4130953550338745
