,iqbal,worried,that,india,'s,mostly,hindu,population,would,do,what,to,muslim,heritage,and,culture,?
the,0.1828971952199936,0.2491360306739807,0.5473989248275757,0.3108653426170349,-0.01540423184633255,0.3490641117095947,0.24637815356254578,0.32044094800949097,0.4133751392364502,0.30239659547805786,0.42745697498321533,0.535392165184021,0.28099653124809265,0.25149020552635193,0.5171257257461548,0.27157285809516907,0.22068053483963013
spiritual,0.39456459879875183,0.15235379338264465,0.2560626268386841,0.2889477014541626,0.045156367123126984,0.15042714774608612,0.45933282375335693,0.1464598923921585,0.21221786737442017,0.2147374302148819,0.2431802898645401,0.24096204340457916,0.3946746587753296,0.2629511058330536,0.2498117983341217,0.32779115438461304,0.1801415979862213
foundations,0.22997313737869263,0.12613804638385773,0.26003509759902954,0.22799742221832275,-0.03480416163802147,0.14559394121170044,0.1629229635000229,0.1501632183790207,0.22637520730495453,0.21410557627677917,0.17929114401340485,0.2047368735074997,0.21638713777065277,0.3149315118789673,0.24498789012432098,0.1926472932100296,0.1452419012784958
of,0.17434294521808624,0.23881499469280243,0.41498205065727234,0.29747170209884644,-0.03817026689648628,0.2964755594730377,0.26595473289489746,0.3060894012451172,0.3353942930698395,0.26150479912757874,0.33290785551071167,0.41548454761505127,0.267849862575531,0.2737451195716858,0.5116966962814331,0.27266472578048706,0.1826142966747284
islam,0.4368200898170471,0.05585872754454613,0.22824111580848694,0.3365086019039154,-0.002025830326601863,0.2340179830789566,0.5362024903297424,0.2840365767478943,0.16905544698238373,0.23242424428462982,0.23237212002277374,0.2398901730775833,0.6905730366706848,0.19512002170085907,0.25070106983184814,0.31789541244506836,0.18358638882637024
and,0.26650312542915344,0.24906258285045624,0.4731321930885315,0.2782815098762512,0.06895173341035843,0.45551156997680664,0.24191761016845703,0.23080337047576904,0.34921059012413025,0.276123583316803,0.31309178471565247,0.48971283435821533,0.255716472864151,0.20273086428642273,1.0,0.2617773115634918,0.20544172823429108
muslim,0.4648188054561615,0.11340422183275223,0.24297045171260834,0.39993828535079956,0.06176655367016792,0.22972215712070465,0.5089266300201416,0.2684124708175659,0.22541315853595734,0.1786540001630783,0.2631456255912781,0.2551989257335663,1.0,0.24676944315433502,0.255716472864151,0.25321581959724426,0.17456822097301483
society,0.16244101524353027,0.1656491607427597,0.23252169787883759,0.1664305329322815,-0.027537118643522263,0.20032067596912384,0.18680042028427124,0.21954093873500824,0.16268430650234222,0.14690564572811127,0.23231269419193268,0.20199917256832123,0.21021299064159393,0.239389106631279,0.24110737442970276,0.35031989216804504,0.1373005360364914
",",0.21315646171569824,0.23346306383609772,0.4137537479400635,0.2621418535709381,-0.0016132977325469255,0.34322500228881836,0.23353105783462524,0.2967977225780487,0.32586824893951416,0.3283645510673523,0.3087472915649414,0.44245919585227966,0.21974200010299683,0.20199330151081085,0.6633074283599854,0.23807421326637268,0.31091248989105225
but,0.17415077984333038,0.36031773686408997,0.7244205474853516,0.2284482717514038,0.04136733338236809,0.3775698244571686,0.19562743604183197,0.1976666897535324,0.5366146564483643,0.4077886939048767,0.5029441118240356,0.5542377829551697,0.27257952094078064,0.14049959182739258,0.5762497186660767,0.20642594993114471,0.27921953797340393
that,0.17375388741493225,0.39578285813331604,1.0,0.23341698944568634,0.04397977516055107,0.3136579096317291,0.23482787609100342,0.20048558712005615,0.5895259380340576,0.44533252716064453,0.6297725439071655,0.5436353087425232,0.24297045171260834,0.19050413370132446,0.4731321930885315,0.24586836993694305,0.32716336846351624
india,0.38283511996269226,0.11754335463047028,0.23341698944568634,1.0,0.08424708992242813,0.16812251508235931,0.5758537650108337,0.1678704172372818,0.21025492250919342,0.18598313629627228,0.23203566670417786,0.23679906129837036,0.39993828535079956,0.1944510042667389,0.2782815098762512,0.22016188502311707,0.10473668575286865
's,0.07606908679008484,-0.0864793211221695,0.04397977516055107,0.08424708992242813,0.9999999403953552,0.12171249091625214,0.06435542553663254,0.012951160781085491,0.036968596279621124,-0.01994597539305687,0.02692362666130066,0.03782717138528824,0.06176655367016792,-0.01993033103644848,0.06895173341035843,-0.02915232628583908,-0.023395681753754616
hindu-majority,0.3496793806552887,0.21227437257766724,0.3721481263637543,0.48832443356513977,0.048611849546432495,0.34144508838653564,0.6554116010665894,0.3857392370700836,0.32486721873283386,0.3169020414352417,0.31678271293640137,0.3308562934398651,0.5236049890518188,0.23673616349697113,0.36170533299446106,0.297981321811676,0.26888683438301086
population,0.12721756100654602,0.160322368144989,0.20048558712005615,0.1678704172372818,0.012951160781085491,0.23442748188972473,0.1807100921869278,1.0,0.13726437091827393,0.15441055595874786,0.2000674307346344,0.19776633381843567,0.2684124708175659,0.2488671988248825,0.23080337047576904,0.26637741923332214,0.14449454843997955
would,0.16778628528118134,0.43706199526786804,0.5895259380340576,0.21025492250919342,0.036968596279621124,0.1854507029056549,0.19145014882087708,0.13726437091827393,1.0000001192092896,0.4102592170238495,0.45766422152519226,0.5965728163719177,0.22541315853595734,0.15201716125011444,0.34921059012413025,0.11985217034816742,0.37178951501846313
crowd,0.2089443802833557,0.15925785899162292,0.23935352265834808,0.0762525126338005,0.02415512129664421,0.05370556563138962,0.10931870341300964,0.18258142471313477,0.2522863745689392,0.09332942217588425,0.19679602980613708,0.2628127932548523,0.203278586268425,0.049000661820173264,0.22952623665332794,0.11513578146696091,0.1185348853468895
out,0.12831933796405792,0.3488069176673889,0.43996092677116394,0.19454754889011383,0.0021837172098457813,0.2648092806339264,0.16301515698432922,0.14538586139678955,0.37045037746429443,0.30558764934539795,0.3633197546005249,0.42386990785598755,0.20520347356796265,0.13005892932415009,0.3881998062133789,0.13053469359874725,0.22020699083805084
muslim,0.4648188054561615,0.11340422183275223,0.24297045171260834,0.39993828535079956,0.06176655367016792,0.22972215712070465,0.5089266300201416,0.2684124708175659,0.22541315853595734,0.1786540001630783,0.2631456255912781,0.2551989257335663,1.0,0.24676944315433502,0.255716472864151,0.25321581959724426,0.17456822097301483
heritage,0.151590958237648,0.18708491325378418,0.19050413370132446,0.1944510042667389,-0.01993033103644848,0.12581419944763184,0.21888479590415955,0.2488671988248825,0.15201716125011444,0.1170981228351593,0.1899084597826004,0.17998197674751282,0.24676944315433502,0.9999999403953552,0.20273086428642273,0.3926030099391937,0.17516329884529114
",",0.21315646171569824,0.23346306383609772,0.4137537479400635,0.2621418535709381,-0.0016132977325469255,0.34322500228881836,0.23353105783462524,0.2967977225780487,0.32586824893951416,0.3283645510673523,0.3087472915649414,0.44245919585227966,0.21974200010299683,0.20199330151081085,0.6633074283599854,0.23807421326637268,0.31091248989105225
culture,0.13442204892635345,0.211758553981781,0.24586836993694305,0.22016188502311707,-0.02915232628583908,0.19763116538524628,0.25670889019966125,0.26637741923332214,0.11985217034816742,0.1603490710258484,0.22475376725196838,0.1957503855228424,0.25321581959724426,0.3926030099391937,0.2617773115634918,1.0,0.13093146681785583
and,0.26650312542915344,0.24906258285045624,0.4731321930885315,0.2782815098762512,0.06895173341035843,0.45551156997680664,0.24191761016845703,0.23080337047576904,0.34921059012413025,0.276123583316803,0.31309178471565247,0.48971283435821533,0.255716472864151,0.20273086428642273,1.0,0.2617773115634918,0.20544172823429108
political,0.30910858511924744,0.20953305065631866,0.2016311138868332,0.19711385667324066,0.04151610657572746,0.18217812478542328,0.265333354473114,0.2505762279033661,0.21712204813957214,0.16049352288246155,0.21846716105937958,0.2065112292766571,0.3745584189891815,0.16778916120529175,0.33013346791267395,0.3027813732624054,0.17130474746227264
influence,0.17900776863098145,0.32590219378471375,0.3612593710422516,0.2195078581571579,0.0246872678399086,0.22212602198123932,0.23388661444187164,0.2546904683113098,0.269414484500885,0.16622374951839447,0.2790174186229706,0.23180463910102844,0.2234411984682083,0.20564809441566467,0.34756016731262207,0.40199482440948486,0.14200882613658905
.,0.2092389315366745,0.2803676128387451,0.4460422694683075,0.29068249464035034,-0.003708066651597619,0.3207794427871704,0.25990793108940125,0.26950228214263916,0.35067233443260193,0.3613996207714081,0.3567904531955719,0.4645031690597534,0.27078697085380554,0.25028157234191895,0.588965117931366,0.24176450073719025,0.4130953550338745
