,who,lead,the,super,bowl,50,halftime,performance,?
bowl,0.09189514070749283,0.1691603809595108,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.4822790324687958,0.1576956957578659,0.21118052303791046
xlvii,0.17947067320346832,0.19368961453437805,0.2988950312137604,0.5601666569709778,0.5970584154129028,0.13962267339229584,0.5093367695808411,0.21636083722114563,0.19350703060626984
and,0.41279885172843933,0.31077226996421814,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.34601953625679016,0.25085049867630005,0.20544172823429108
super,0.1819351613521576,0.13247919082641602,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.4056760370731354,0.1697542667388916,0.166326642036438
bowl,0.09189514070749283,0.1691603809595108,0.21576224267482758,0.4848237931728363,1.0,0.005446359980851412,0.4822790324687958,0.1576956957578659,0.21118052303791046
xlviii,0.14658403396606445,0.15962782502174377,0.2765132784843445,0.5269481539726257,0.5582984089851379,0.1264488399028778,0.46320661902427673,0.19882182776927948,0.18409758806228638
halftime,0.19379067420959473,0.28099048137664795,0.31780552864074707,0.4056760370731354,0.4822790324687958,0.010851318016648293,1.0000001192092896,0.3604390323162079,0.21138669550418854
shows,0.1994590163230896,0.19115911424160004,0.36348509788513184,0.09714256972074509,0.16048383712768555,0.1053934171795845,0.23730841279029846,0.25510990619659424,0.2040930688381195
",",0.3365725874900818,0.2561914026737213,0.4933079481124878,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.3626100420951843,0.2156122624874115,0.31091248989105225
respectively,0.22078678011894226,0.1241702064871788,0.3498423993587494,0.17725007236003876,0.08850861340761185,0.018622776493430138,0.2488977015018463,0.2261842042207718,0.1307799071073532
.,0.3541337847709656,0.2305188626050949,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.33941835165023804,0.18741370737552643,0.4130953550338745
