,what,year,did,the,financial,interest,and,syndication,rules,result,in,abc,'s,decision,to,split,abc,films,into,two,companies,?
's,0.02692362666130066,-0.04087831452488899,0.05069678649306297,-0.01540423184633255,0.06992136687040329,-0.04592332988977432,0.06895173341035843,-0.05644906312227249,-0.025976654142141342,0.06641998142004013,-0.037580832839012146,0.06670809537172318,0.9999999403953552,0.04087042436003685,0.03782717138528824,0.06060856580734253,0.06670809537172318,0.029887473210692406,0.00961404386907816,0.038143858313560486,0.09301820397377014,-0.023395681753754616
decision,0.32053670287132263,0.20575712621212006,0.285696417093277,0.2905151844024658,0.3046209514141083,0.2772599160671234,0.20328959822654724,0.21014200150966644,0.39363014698028564,0.2760794460773468,0.2212151288986206,0.16472038626670837,0.04087042436003685,1.0,0.35372841358184814,0.17132753133773804,0.16472038626670837,0.08003012090921402,0.10131505876779556,0.12208546698093414,0.22977955639362335,0.2796577215194702
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.27715611457824707,0.29384326934814453,0.48971283435821533,0.2022804468870163,0.24270765483379364,0.23653174936771393,0.45010748505592346,0.1762417107820511,0.03782717138528824,0.35372841358184814,1.0,0.17915946245193481,0.1762417107820511,0.1500503271818161,0.38810545206069946,0.3343428373336792,0.2619103491306305,0.29463258385658264
split,0.2802104353904724,0.11182242631912231,0.11566226184368134,0.2967630624771118,0.04882275313138962,0.12396524846553802,0.3033278286457062,0.1624060720205307,0.10556528717279434,0.2109019011259079,0.24171817302703857,0.13961103558540344,0.06060856580734253,0.17132753133773804,0.17915946245193481,1.0,0.13961103558540344,0.105202317237854,0.43188852071762085,0.4164069890975952,0.17577971518039703,0.16133880615234375
abc,0.1317344456911087,0.2373921275138855,0.13353709876537323,0.2068762183189392,0.1747773438692093,0.1958511769771576,0.16453155875205994,0.45915043354034424,0.23219576478004456,0.14806517958641052,0.1697147786617279,1.0000001192092896,0.06670809537172318,0.16472038626670837,0.1762417107820511,0.13961103558540344,1.0000001192092896,0.2945549488067627,0.10410027205944061,0.15247683227062225,0.11513935029506683,0.19065172970294952
films,0.19852851331233978,0.16138365864753723,0.14824813604354858,0.23072484135627747,0.12519226968288422,0.1344849318265915,0.2671501636505127,0.3469754159450531,0.12301718443632126,0.07841917127370834,0.19618625938892365,0.2945549488067627,0.029887473210692406,0.08003012090921402,0.1500503271818161,0.105202317237854,0.2945549488067627,1.0,0.16336286067962646,0.18949520587921143,0.2084134966135025,0.20618696510791779
into,0.2180619090795517,0.08657927066087723,0.14888085424900055,0.39493247866630554,0.1417573094367981,0.16144518554210663,0.36597734689712524,0.16131730377674103,0.1486307829618454,0.23260711133480072,0.38021373748779297,0.10410027205944061,0.00961404386907816,0.10131505876779556,0.38810545206069946,0.43188852071762085,0.10410027205944061,0.16336286067962646,1.0,0.34175926446914673,0.20848222076892853,0.15662476420402527
two,0.23363454639911652,0.2893567979335785,0.2755576968193054,0.43858039379119873,0.1700003296136856,0.18740251660346985,0.4671151638031006,0.2537441551685333,0.18738038837909698,0.18018943071365356,0.36463531851768494,0.15247683227062225,0.038143858313560486,0.12208546698093414,0.3343428373336792,0.4164069890975952,0.15247683227062225,0.18949520587921143,0.34175926446914673,1.0000001192092896,0.2110547125339508,0.19645625352859497
separate,0.33215096592903137,0.0619480237364769,0.2542422115802765,0.3612915575504303,0.17729060351848602,0.1466171145439148,0.334524005651474,0.2165573388338089,0.18718130886554718,0.2583451569080353,0.3099668025970459,0.09727618843317032,0.03854526951909065,0.22504939138889313,0.3234710395336151,0.521976888179779,0.09727618843317032,0.13638834655284882,0.42796146869659424,0.44800686836242676,0.259989470243454,0.16835719347000122
companies,0.20801754295825958,0.10911504924297333,0.22622764110565186,0.26917189359664917,0.39228707551956177,0.26633667945861816,0.2527635991573334,0.2427302747964859,0.19127653539180756,0.123277947306633,0.2321794629096985,0.11513935029506683,0.09301820397377014,0.22977955639362335,0.2619103491306305,0.17577971518039703,0.11513935029506683,0.2084134966135025,0.20848222076892853,0.2110547125339508,1.0000001192092896,0.14365637302398682
:,-0.12022944539785385,0.05222936347126961,-0.05305134505033493,-0.03403344005346298,-0.008764611557126045,-0.07951346039772034,-0.04625999182462692,-0.031548354774713516,0.0058811078779399395,-0.01624254509806633,0.020521078258752823,-0.06154730170965195,0.07621461898088455,0.028431372717022896,-0.09243495017290115,0.006090151146054268,-0.06154730170965195,-0.09524350613355637,-0.047708455473184586,0.016365518793463707,-0.04360390827059746,-0.07156077772378922
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.29952070116996765,0.197127103805542,0.5171257257461548,0.3215782940387726,0.27022838592529297,0.27778977155685425,0.6662389636039734,0.2068762183189392,-0.01540423184633255,0.2905151844024658,0.535392165184021,0.2967630624771118,0.2068762183189392,0.23072484135627747,0.39493247866630554,0.43858039379119873,0.26917189359664917,0.22068053483963013
existing,0.31325602531433105,0.18439514935016632,0.2163872867822647,0.36013904213905334,0.22029051184654236,0.21428152918815613,0.26408615708351135,0.2028270810842514,0.2605312466621399,0.258209764957428,0.2761130928993225,0.12463470548391342,0.021734749898314476,0.259487509727478,0.36717307567596436,0.27039778232574463,0.12463470548391342,0.15549728274345398,0.29259228706359863,0.26814889907836914,0.2551027834415436,0.31003472208976746
worldvision,0.38756924867630005,0.24564719200134277,0.2938889265060425,0.32249608635902405,0.3082328140735626,0.3479604721069336,0.35796159505844116,0.32854869961738586,0.3269195854663849,0.23271510004997253,0.2846352458000183,0.24140769243240356,0.09773097932338715,0.39909157156944275,0.3156436085700989,0.24667437374591827,0.24140769243240356,0.25269296765327454,0.12541314959526062,0.19634327292442322,0.2919485867023468,0.2783151865005493
enterprises,0.18048794567584991,0.16248856484889984,0.11745460331439972,0.24683015048503876,0.42720168828964233,0.19706517457962036,0.28385281562805176,0.33073341846466064,0.1516776978969574,0.10287696868181229,0.2199290692806244,0.256512314081192,0.06606440991163254,0.2472623884677887,0.1885053962469101,0.194826140999794,0.256512314081192,0.30373579263687134,0.1989109218120575,0.2107703983783722,0.385919988155365,0.0898420661687851
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.25465908646583557,0.2741461396217346,0.6633074283599854,0.23775799572467804,0.23899291455745697,0.23341737687587738,0.5201468467712402,0.2097204476594925,-0.0016132977325469255,0.2818170189857483,0.44245919585227966,0.26985031366348267,0.2097204476594925,0.2246396839618683,0.2826121151447296,0.35859420895576477,0.28041911125183105,0.31091248989105225
which,0.5261979103088379,0.242343008518219,0.2750149369239807,0.6521818041801453,0.28503990173339844,0.2813281714916229,0.506277859210968,0.2987290322780609,0.30419498682022095,0.31989866495132446,0.4840516746044159,0.1991286277770996,0.03856118768453598,0.241642028093338,0.5345056653022766,0.3304376006126404,0.1991286277770996,0.1936987340450287,0.4405161738395691,0.4674137234687805,0.2652827203273773,0.25814583897590637
would,0.45766422152519226,0.259968101978302,0.6268245577812195,0.4133751392364502,0.28867778182029724,0.2439950704574585,0.34921059012413025,0.20904546976089478,0.28261256217956543,0.30209586024284363,0.30461156368255615,0.13780725002288818,0.036968596279621124,0.38947898149490356,0.5965728163719177,0.197265163064003,0.13780725002288818,0.1452832967042923,0.2832599878311157,0.2872341275215149,0.23571404814720154,0.37178951501846313
produce,0.1685742735862732,0.1674094796180725,0.21033655107021332,0.23457570374011993,0.18609081208705902,0.19432856142520905,0.2701570689678192,0.23631815612316132,0.11247214674949646,0.3067944049835205,0.21160131692886353,0.20918875932693481,-0.01003879401832819,0.10544364899396896,0.30018290877342224,0.1670210212469101,0.20918875932693481,0.24491314589977264,0.22096818685531616,0.2514893710613251,0.26740944385528564,0.19229066371917725
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.26681631803512573,0.26105934381484985,1.0,0.2538338601589203,0.24352850019931793,0.27436327934265137,0.4954058527946472,0.16453155875205994,0.06895173341035843,0.20328959822654724,0.48971283435821533,0.3033278286457062,0.16453155875205994,0.2671501636505127,0.36597734689712524,0.4671151638031006,0.2527635991573334,0.20544172823429108
distribute,0.20130157470703125,0.17438292503356934,0.18519511818885803,0.2716403603553772,0.26247620582580566,0.17133013904094696,0.22960400581359863,0.2534264028072357,0.14543697237968445,0.23853202164173126,0.2191481739282608,0.2045605182647705,0.07447468489408493,0.12549996376037598,0.29421931505203247,0.15091975033283234,0.2045605182647705,0.28925615549087524,0.21112032234668732,0.156398206949234,0.29977330565452576,0.1343344748020172
programming,0.22725710272789001,0.1527930498123169,0.13710743188858032,0.17869283258914948,0.2424306720495224,0.17288576066493988,0.23146864771842957,0.3794785141944885,0.25229331851005554,0.14052414894104004,0.17145347595214844,0.3165910840034485,0.011488005518913269,0.1976676732301712,0.1961597204208374,0.14666391909122467,0.3165910840034485,0.24927614629268646,0.13221943378448486,0.16837987303733826,0.18029175698757172,0.22249025106430054
for,0.3017193675041199,0.29294124245643616,0.318512886762619,0.4739971458911896,0.311439573764801,0.2997593283653259,0.5064792633056641,0.2582649886608124,0.2820928990840912,0.2445775717496872,0.4322226941585541,0.22510288655757904,-0.07241261005401611,0.2598762512207031,0.4451248347759247,0.15463681519031525,0.22510288655757904,0.22327518463134766,0.231735959649086,0.34734001755714417,0.2787042260169983,0.264628142118454
u.s.,0.11178889125585556,0.1071796864271164,0.11472565680742264,0.06592652946710587,-0.04630986973643303,-0.029002347961068153,0.011246231384575367,-0.016799500212073326,0.07064128667116165,0.016633890569210052,-0.003064807504415512,0.042879559099674225,-0.015024582855403423,0.03824872151017189,0.09732837975025177,0.06653635203838348,0.042879559099674225,-0.04277922213077545,0.08127044141292572,0.0508420467376709,-0.00473868940025568,0.07886100560426712
syndication,0.21420249342918396,0.24368642270565033,0.14516595005989075,0.3215782940387726,0.25549209117889404,0.20044954121112823,0.2538338601589203,0.9999998807907104,0.19882169365882874,0.19017356634140015,0.2597505450248718,0.45915043354034424,-0.05644906312227249,0.21014200150966644,0.2022804468870163,0.1624060720205307,0.45915043354034424,0.3469754159450531,0.16131730377674103,0.2537441551685333,0.2427302747964859,0.1681542545557022
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.25465908646583557,0.2741461396217346,0.6633074283599854,0.23775799572467804,0.23899291455745697,0.23341737687587738,0.5201468467712402,0.2097204476594925,-0.0016132977325469255,0.2818170189857483,0.44245919585227966,0.26985031366348267,0.2097204476594925,0.2246396839618683,0.2826121151447296,0.35859420895576477,0.28041911125183105,0.31091248989105225
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.26681631803512573,0.26105934381484985,1.0,0.2538338601589203,0.24352850019931793,0.27436327934265137,0.4954058527946472,0.16453155875205994,0.06895173341035843,0.20328959822654724,0.48971283435821533,0.3033278286457062,0.16453155875205994,0.2671501636505127,0.36597734689712524,0.4671151638031006,0.2527635991573334,0.20544172823429108
abc,0.1317344456911087,0.2373921275138855,0.13353709876537323,0.2068762183189392,0.1747773438692093,0.1958511769771576,0.16453155875205994,0.45915043354034424,0.23219576478004456,0.14806517958641052,0.1697147786617279,1.0000001192092896,0.06670809537172318,0.16472038626670837,0.1762417107820511,0.13961103558540344,1.0000001192092896,0.2945549488067627,0.10410027205944061,0.15247683227062225,0.11513935029506683,0.19065172970294952
circle,0.13595280051231384,0.08448120206594467,0.12245865911245346,0.22970527410507202,0.175990492105484,0.03791029378771782,0.2582836151123047,0.1075168028473854,0.06277316063642502,0.05725278705358505,0.17189548909664154,0.0819765031337738,-0.051524288952350616,0.07329854369163513,0.15941110253334045,0.10558012127876282,0.0819765031337738,0.14139781892299652,0.1812019944190979,0.19109274446964264,0.08798684924840927,0.08528484404087067
films,0.19852851331233978,0.16138365864753723,0.14824813604354858,0.23072484135627747,0.12519226968288422,0.1344849318265915,0.2671501636505127,0.3469754159450531,0.12301718443632126,0.07841917127370834,0.19618625938892365,0.2945549488067627,0.029887473210692406,0.08003012090921402,0.1500503271818161,0.105202317237854,0.2945549488067627,1.0,0.16336286067962646,0.18949520587921143,0.2084134966135025,0.20618696510791779
as,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.48381632566452026,0.23751989006996155,0.2380698025226593,0.49487000703811646,0.23399227857589722,0.27106308937072754,0.2939164340496063,0.3887844979763031,0.2286096066236496,-0.05775856226682663,0.21492452919483185,0.42092081904411316,0.10569414496421814,0.2286096066236496,0.26995572447776794,0.24094121158123016,0.3029302954673767,0.17324307560920715,0.27043893933296204
a,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.2513774335384369,0.2706421911716461,0.3739250600337982,0.2800314724445343,0.20817093551158905,0.2767398953437805,0.539380669593811,0.21331243216991425,0.04866964742541313,0.24091263115406036,0.45503583550453186,0.20198695361614227,0.21331243216991425,0.17895959317684174,0.3461161255836487,0.3289857804775238,0.24875247478485107,0.23916715383529663
production,0.16636081039905548,0.14960145950317383,0.1752309501171112,0.2657334506511688,0.3092198371887207,0.19545650482177734,0.25569969415664673,0.34263870120048523,0.15071885287761688,0.17223872244358063,0.22079120576381683,0.23261262476444244,0.01652577519416809,0.2082187831401825,0.2144220918416977,0.12922963500022888,0.23261262476444244,0.34263986349105835,0.14023277163505554,0.21272119879722595,0.3506423234939575,0.19318072497844696
unit,0.175853431224823,0.1428755223751068,0.12886667251586914,0.24230392277240753,0.18570522964000702,0.10339099168777466,0.19952000677585602,0.16788478195667267,0.06170839071273804,0.22610601782798767,0.21935637295246124,0.13072368502616882,-0.02064533531665802,0.16635185480117798,0.19828897714614868,0.15650784969329834,0.13072368502616882,0.12186666578054428,0.17870977520942688,0.13352175056934357,0.17537401616573334,0.09069886058568954
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.22828321158885956,0.2713910639286041,0.588965117931366,0.22826777398586273,0.27219346165657043,0.31092435121536255,0.5591574311256409,0.2567209303379059,-0.003708066651597619,0.3103445768356323,0.4645031690597534,0.26228174567222595,0.2567209303379059,0.226910799741745,0.26250120997428894,0.3524959683418274,0.20400826632976532,0.4130953550338745
