,if,the,head,of,government,refuses,to,enforce,a,decision,of,the,highest,court,what,terminology,could,be,used,?
's,-0.0015437148977071047,-0.01540423184633255,-0.041913021355867386,-0.03817026689648628,0.00033092309604398906,0.0009247103007510304,0.03782717138528824,0.02744399569928646,0.04866964742541313,0.04087042436003685,-0.03817026689648628,-0.01540423184633255,-0.02329092286527157,-0.0831713154911995,0.02692362666130066,0.046485885977745056,0.02905246801674366,0.025217169895768166,0.00600846204906702,-0.023395681753754616
relation,0.289203405380249,0.2734622061252594,0.17569655179977417,0.29761821031570435,0.2495831847190857,0.2182157337665558,0.3203113079071045,0.22115427255630493,0.3077252209186554,0.23346197605133057,0.29761821031570435,0.2734622061252594,0.1359206587076187,0.17017585039138794,0.3144443929195404,0.30059587955474854,0.21572664380073547,0.28023120760917664,0.2369571477174759,0.1898830384016037
to,0.4559597074985504,0.535392165184021,0.2177244871854782,0.41548454761505127,0.28343796730041504,0.4201057255268097,1.0,0.3103668987751007,0.45503583550453186,0.35372841358184814,0.41548454761505127,0.535392165184021,0.21947018802165985,0.24824365973472595,0.455847829580307,0.17471660673618317,0.5461788773536682,0.4972836375236511,0.40058770775794983,0.29463258385658264
the,0.33724796772003174,1.0,0.3079071640968323,0.733189046382904,0.31798112392425537,0.23434340953826904,0.535392165184021,0.2724851667881012,0.5829201340675354,0.2905151844024658,0.733189046382904,1.0,0.36945265531539917,0.2812081575393677,0.42745697498321533,0.2509952485561371,0.35393214225769043,0.4248143136501312,0.3718377649784088,0.22068053483963013
state,0.18945500254631042,0.3097178041934967,0.24162276089191437,0.34253445267677307,0.44211944937705994,0.1435854434967041,0.25557461380958557,0.2902912199497223,0.25097307562828064,0.2764371335506439,0.34253445267677307,0.3097178041934967,0.24424594640731812,0.24923300743103027,0.24273863434791565,0.20279887318611145,0.09943660348653793,0.22221757471561432,0.18374088406562805,0.1160883978009224
and,0.3498523235321045,0.5171257257461548,0.24040718376636505,0.5116966962814331,0.2859337627887726,0.23841990530490875,0.48971283435821533,0.25722014904022217,0.3739250600337982,0.20328959822654724,0.5116966962814331,0.5171257257461548,0.22372882068157196,0.22896502912044525,0.31309178471565247,0.2263316512107849,0.3385082483291626,0.41766801476478577,0.3150506615638733,0.20544172823429108
its,0.23600205779075623,0.559237003326416,0.2507046163082123,0.48690423369407654,0.27754512429237366,0.17829349637031555,0.3691340684890747,0.1965942680835724,0.4424409866333008,0.20980705320835114,0.48690423369407654,0.559237003326416,0.24872645735740662,0.11312483251094818,0.30393704771995544,0.2374880164861679,0.22975394129753113,0.2731834948062897,0.294392853975296,0.15103481709957123
laws,0.25269997119903564,0.2587076723575592,0.12712323665618896,0.2539142072200775,0.41622602939605713,0.2528352737426758,0.2910608649253845,0.5171294808387756,0.1722979098558426,0.3486503064632416,0.2539142072200775,0.2587076723575592,0.19890256226062775,0.3871456980705261,0.29636016488075256,0.2378271222114563,0.26455655694007874,0.24180686473846436,0.23040179908275604,0.17911791801452637
",",0.257730096578598,0.4933079481124878,0.2711189091205597,0.4946078956127167,0.27344048023223877,0.24154521524906158,0.44245919585227966,0.23819425702095032,0.427140474319458,0.2818170189857483,0.4946078956127167,0.4933079481124878,0.22094981372356415,0.24410836398601532,0.3087472915649414,0.23080453276634216,0.27399855852127075,0.39254459738731384,0.3120402991771698,0.31091248989105225
as,0.3354816734790802,0.48381632566452026,0.23658350110054016,0.3886612355709076,0.1883569210767746,0.1718253344297409,0.42092081904411316,0.26045477390289307,0.39550232887268066,0.21492452919483185,0.3886612355709076,0.48381632566452026,0.17518560588359833,0.17202796041965485,0.31749409437179565,0.278161883354187,0.32771480083465576,0.5230465531349182,0.35160550475120544,0.27043893933296204
distinguished,0.11879244446754456,0.23548999428749084,0.16229704022407532,0.2957158386707306,0.13604918122291565,0.08043134212493896,0.17559397220611572,0.17186269164085388,0.21404969692230225,0.08506833016872406,0.2957158386707306,0.23548999428749084,0.2972649037837982,0.12109675258398056,0.1610289216041565,0.26633650064468384,0.12777772545814514,0.22080981731414795,0.23646853864192963,0.08062640577554703
from,0.23692595958709717,0.40150508284568787,0.19168074429035187,0.4249346852302551,0.16793464124202728,0.1268232762813568,0.4069952368736267,0.14295434951782227,0.322764128446579,0.2034977525472641,0.4249346852302551,0.40150508284568787,0.1877705305814743,0.18949919939041138,0.2737620174884796,0.20014606416225433,0.25045305490493774,0.3107333183288574,0.25821518898010254,0.19969791173934937
a,0.41272827982902527,0.5829201340675354,0.2807295620441437,0.5052502155303955,0.25158295035362244,0.2536943852901459,0.45503583550453186,0.2444131225347519,1.0,0.24091263115406036,0.5052502155303955,0.5829201340675354,0.23707912862300873,0.23624834418296814,0.3320399522781372,0.2895476818084717,0.3736826181411743,0.39883795380592346,0.3864384889602661,0.23916715383529663
constitutional,0.20500142872333527,0.2926941215991974,0.18246616423130035,0.3563419580459595,0.5718100070953369,0.21937206387519836,0.2574991285800934,0.4463769197463989,0.2662247121334076,0.40326809883117676,0.3563419580459595,0.2926941215991974,0.18284893035888672,0.49154651165008545,0.24835939705371857,0.21905267238616943,0.2286912202835083,0.26514506340026855,0.21646785736083984,0.2199033498764038
impasse,0.24240316450595856,0.28826791048049927,0.14677084982395172,0.26428720355033875,0.15412454307079315,0.25624480843544006,0.29393571615219116,0.29681992530822754,0.26916176080703735,0.2875591218471527,0.26428720355033875,0.28826791048049927,0.2471310943365097,0.23271943628787994,0.2512427568435669,0.2533724009990692,0.23039638996124268,0.22148627042770386,0.21238358318805695,0.1774221956729889
in,0.2589588761329651,0.6662389636039734,0.21927717328071594,0.5696388483047485,0.3066793978214264,0.15953248739242554,0.45010748505592346,0.18547964096069336,0.539380669593811,0.2212151288986206,0.5696388483047485,0.6662389636039734,0.3400614559650421,0.2793687880039215,0.30808621644973755,0.2312852144241333,0.29357993602752686,0.3481820821762085,0.3090210556983948,0.20430970191955566
which,0.46344661712646484,0.6521818041801453,0.21546128392219543,0.5011631846427917,0.27266770601272583,0.23056896030902863,0.5345056653022766,0.2740393579006195,0.56894451379776,0.241642028093338,0.5011631846427917,0.6521818041801453,0.2561801075935364,0.19263212382793427,0.5261979103088379,0.3319087326526642,0.3928161859512329,0.476310670375824,0.414506196975708,0.25814583897590637
two,0.24792033433914185,0.43858039379119873,0.18450433015823364,0.37726253271102905,0.21421611309051514,0.14403089880943298,0.3343428373336792,0.16441932320594788,0.3289857804775238,0.12208546698093414,0.37726253271102905,0.43858039379119873,0.14631667733192444,0.1356481909751892,0.23363454639911652,0.2027217149734497,0.3010946810245514,0.28515341877937317,0.226744145154953,0.19645625352859497
public,0.1735907644033432,0.22857438027858734,0.14066652953624725,0.2391265481710434,0.3310128152370453,0.18398620188236237,0.2672370672225952,0.30565130710601807,0.19607044756412506,0.2177741974592209,0.2391265481710434,0.22857438027858734,0.1924361288547516,0.27538570761680603,0.1729622185230255,0.18293049931526184,0.1925516426563263,0.22898490726947784,0.21347127854824066,0.19872993230819702
agencies,0.22360758483409882,0.2486087828874588,0.10632345080375671,0.22542637586593628,0.4470944404602051,0.16751623153686523,0.25568169355392456,0.4444325864315033,0.14999866485595703,0.2158249318599701,0.22542637586593628,0.2486087828874588,0.17459601163864136,0.2468806356191635,0.2035544514656067,0.21392862498760223,0.20554520189762115,0.22214919328689575,0.235970601439476,0.1637895703315735
",",0.257730096578598,0.4933079481124878,0.2711189091205597,0.4946078956127167,0.27344048023223877,0.24154521524906158,0.44245919585227966,0.23819425702095032,0.427140474319458,0.2818170189857483,0.4946078956127167,0.4933079481124878,0.22094981372356415,0.24410836398601532,0.3087472915649414,0.23080453276634216,0.27399855852127075,0.39254459738731384,0.3120402991771698,0.31091248989105225
especially,0.3235173523426056,0.39420849084854126,0.13392408192157745,0.37220633029937744,0.15366514027118683,0.16368749737739563,0.37744608521461487,0.3201330006122589,0.3264579772949219,0.20154310762882233,0.37220633029937744,0.39420849084854126,0.19225239753723145,0.18908344209194183,0.3590192496776581,0.2939634621143341,0.2946957051753998,0.36800456047058105,0.4400772750377655,0.19751401245594025
two,0.24792033433914185,0.43858039379119873,0.18450433015823364,0.37726253271102905,0.21421611309051514,0.14403089880943298,0.3343428373336792,0.16441932320594788,0.3289857804775238,0.12208546698093414,0.37726253271102905,0.43858039379119873,0.14631667733192444,0.1356481909751892,0.23363454639911652,0.2027217149734497,0.3010946810245514,0.28515341877937317,0.226744145154953,0.19645625352859497
equally,0.4374169111251831,0.25614944100379944,0.10127931833267212,0.262323796749115,0.1884918063879013,0.1847669631242752,0.3164912164211273,0.3444640338420868,0.26778465509414673,0.2438003420829773,0.262323796749115,0.25614944100379944,0.13068455457687378,0.17118941247463226,0.3545299768447876,0.19078880548477173,0.32622483372688293,0.4442092776298523,0.2234567552804947,0.22503766417503357
sovereign,0.20072868466377258,0.3078061044216156,0.2664969861507416,0.3624995946884155,0.4760258197784424,0.19296126067638397,0.20402052998542786,0.3309463560581207,0.18952783942222595,0.29199594259262085,0.3624995946884155,0.3078061044216156,0.23479314148426056,0.36590972542762756,0.24675709009170532,0.17167745530605316,0.2070615142583847,0.2386954128742218,0.15509790182113647,0.1680317223072052
branches,0.13746647536754608,0.3295007646083832,0.3482048213481903,0.3017720878124237,0.24247311055660248,0.12284333258867264,0.18054959177970886,0.17419542372226715,0.2363167256116867,0.18106263875961304,0.3017720878124237,0.3295007646083832,0.18748444318771362,0.17320500314235687,0.1727389693260193,0.28920304775238037,0.16876962780952454,0.1790500432252884,0.2558482587337494,0.12858285009860992
of,0.2557544410228729,0.733189046382904,0.2945564389228821,1.0,0.3475167155265808,0.14938147366046906,0.41548454761505127,0.2509682774543762,0.5052502155303955,0.2331373691558838,1.0,0.733189046382904,0.3223685622215271,0.28835242986679077,0.33290785551071167,0.19657523930072784,0.29043012857437134,0.33904364705085754,0.3075267970561981,0.1826142966747284
government,0.21401992440223694,0.31798112392425537,0.21965281665325165,0.3475167155265808,1.0000001192092896,0.2822299599647522,0.28343796730041504,0.3773786127567291,0.25158295035362244,0.33102792501449585,0.3475167155265808,0.31798112392425537,0.23547416925430298,0.35345837473869324,0.28074538707733154,0.16341300308704376,0.24824166297912598,0.22621913254261017,0.18485276401042938,0.18851417303085327
",",0.257730096578598,0.4933079481124878,0.2711189091205597,0.4946078956127167,0.27344048023223877,0.24154521524906158,0.44245919585227966,0.23819425702095032,0.427140474319458,0.2818170189857483,0.4946078956127167,0.4933079481124878,0.22094981372356415,0.24410836398601532,0.3087472915649414,0.23080453276634216,0.27399855852127075,0.39254459738731384,0.3120402991771698,0.31091248989105225
conflict,0.2307317852973938,0.2974752187728882,0.1593324840068817,0.2620731294155121,0.33733171224594116,0.20702293515205383,0.2420341968536377,0.31465089321136475,0.2236446589231491,0.33451125025749207,0.2620731294155121,0.2974752187728882,0.15365906059741974,0.23880082368850708,0.32742366194725037,0.2241523712873459,0.22379867732524872,0.21985290944576263,0.12814143300056458,0.26744839549064636
.,0.421799898147583,0.5934505462646484,0.2515932321548462,0.5352458953857422,0.2521961033344269,0.20960921049118042,0.4645031690597534,0.22601766884326935,0.50484299659729,0.3103445768356323,0.5352458953857422,0.5934505462646484,0.2254713773727417,0.2742154598236084,0.3567904531955719,0.19457882642745972,0.3200591504573822,0.4383580684661865,0.33111312985420227,0.4130953550338745
,if,the,head,of,government,refuses,to,enforce,a,decision,of,the,highest,court,what,terminology,could,be,used,?
for,0.3609124422073364,0.4739971458911896,0.15612448751926422,0.4185989499092102,0.23902073502540588,0.2418454885482788,0.4451248347759247,0.2628662884235382,0.44038116931915283,0.2598762512207031,0.4185989499092102,0.4739971458911896,0.2320692539215088,0.21894486248493195,0.3017193675041199,0.29132652282714844,0.3405117690563202,0.3801851272583008,0.4236139953136444,0.264628142118454
instance,0.478522926568985,0.3539782464504242,0.11294718086719513,0.3011147379875183,0.1658782660961151,0.16772787272930145,0.3533851206302643,0.2318086177110672,0.40728384256362915,0.2658178508281708,0.3011147379875183,0.3539782464504242,0.1168912723660469,0.18635490536689758,0.3862040638923645,0.33203864097595215,0.35457751154899597,0.43630778789520264,0.4317927062511444,0.30205854773521423
",",0.257730096578598,0.4933079481124878,0.2711189091205597,0.4946078956127167,0.27344048023223877,0.24154521524906158,0.44245919585227966,0.23819425702095032,0.427140474319458,0.2818170189857483,0.4946078956127167,0.4933079481124878,0.22094981372356415,0.24410836398601532,0.3087472915649414,0.23080453276634216,0.27399855852127075,0.39254459738731384,0.3120402991771698,0.31091248989105225
if,1.0,0.33724796772003174,0.14707224071025848,0.2557544410228729,0.21401992440223694,0.31228551268577576,0.4559597074985504,0.3052343726158142,0.41272827982902527,0.2962184250354767,0.2557544410228729,0.33724796772003174,0.22014056146144867,0.1713385432958603,0.5277165174484253,0.2311575561761856,0.5034732818603516,0.5628611445426941,0.27293628454208374,0.4441644251346588
the,0.33724796772003174,1.0,0.3079071640968323,0.733189046382904,0.31798112392425537,0.23434340953826904,0.535392165184021,0.2724851667881012,0.5829201340675354,0.2905151844024658,0.733189046382904,1.0,0.36945265531539917,0.2812081575393677,0.42745697498321533,0.2509952485561371,0.35393214225769043,0.4248143136501312,0.3718377649784088,0.22068053483963013
head,0.14707224071025848,0.3079071640968323,0.9999998807907104,0.2945564389228821,0.21965281665325165,0.11981640756130219,0.2177244871854782,0.0789409801363945,0.2807295620441437,0.18430359661579132,0.2945564389228821,0.3079071640968323,0.13589973747730255,0.15969188511371613,0.18919230997562408,0.12357424944639206,0.15088003873825073,0.1369733065366745,0.1392558366060257,0.10879309475421906
of,0.2557544410228729,0.733189046382904,0.2945564389228821,1.0,0.3475167155265808,0.14938147366046906,0.41548454761505127,0.2509682774543762,0.5052502155303955,0.2331373691558838,1.0,0.733189046382904,0.3223685622215271,0.28835242986679077,0.33290785551071167,0.19657523930072784,0.29043012857437134,0.33904364705085754,0.3075267970561981,0.1826142966747284
government,0.21401992440223694,0.31798112392425537,0.21965281665325165,0.3475167155265808,1.0000001192092896,0.2822299599647522,0.28343796730041504,0.3773786127567291,0.25158295035362244,0.33102792501449585,0.3475167155265808,0.31798112392425537,0.23547416925430298,0.35345837473869324,0.28074538707733154,0.16341300308704376,0.24824166297912598,0.22621913254261017,0.18485276401042938,0.18851417303085327
of,0.2557544410228729,0.733189046382904,0.2945564389228821,1.0,0.3475167155265808,0.14938147366046906,0.41548454761505127,0.2509682774543762,0.5052502155303955,0.2331373691558838,1.0,0.733189046382904,0.3223685622215271,0.28835242986679077,0.33290785551071167,0.19657523930072784,0.29043012857437134,0.33904364705085754,0.3075267970561981,0.1826142966747284
a,0.41272827982902527,0.5829201340675354,0.2807295620441437,0.5052502155303955,0.25158295035362244,0.2536943852901459,0.45503583550453186,0.2444131225347519,1.0,0.24091263115406036,0.5052502155303955,0.5829201340675354,0.23707912862300873,0.23624834418296814,0.3320399522781372,0.2895476818084717,0.3736826181411743,0.39883795380592346,0.3864384889602661,0.23916715383529663
country,0.18476323783397675,0.30432501435279846,0.11978501826524734,0.28866857290267944,0.384080171585083,0.204514279961586,0.31281599402427673,0.2423963099718094,0.20991116762161255,0.23032574355602264,0.28866857290267944,0.30432501435279846,0.2459421455860138,0.24098341166973114,0.22705033421516418,0.1838727593421936,0.1958961933851242,0.2115473747253418,0.23837611079216003,0.12647280097007751
were,0.1688997447490692,0.3906462490558624,0.17579707503318787,0.34038281440734863,0.27806493639945984,0.11914797127246857,0.31913647055625916,0.20622818171977997,0.17203083634376526,0.21395370364189148,0.34038281440734863,0.3906462490558624,0.13684317469596863,0.19469791650772095,0.22298263013362885,0.0979529395699501,0.40738195180892944,0.4064064621925354,0.27636459469795227,0.17890112102031708
to,0.4559597074985504,0.535392165184021,0.2177244871854782,0.41548454761505127,0.28343796730041504,0.4201057255268097,1.0,0.3103668987751007,0.45503583550453186,0.35372841358184814,0.41548454761505127,0.535392165184021,0.21947018802165985,0.24824365973472595,0.455847829580307,0.17471660673618317,0.5461788773536682,0.4972836375236511,0.40058770775794983,0.29463258385658264
refuse,0.36730697751045227,0.28405678272247314,0.0765407383441925,0.2180326282978058,0.3693763315677643,0.8232078552246094,0.471379816532135,0.36166638135910034,0.2521035671234131,0.3864445984363556,0.2180326282978058,0.28405678272247314,0.1749677062034607,0.30805349349975586,0.3386227488517761,0.10999323427677155,0.4392501413822174,0.26977264881134033,0.24329569935798645,0.24834518134593964
to,0.4559597074985504,0.535392165184021,0.2177244871854782,0.41548454761505127,0.28343796730041504,0.4201057255268097,1.0,0.3103668987751007,0.45503583550453186,0.35372841358184814,0.41548454761505127,0.535392165184021,0.21947018802165985,0.24824365973472595,0.455847829580307,0.17471660673618317,0.5461788773536682,0.4972836375236511,0.40058770775794983,0.29463258385658264
enforce,0.3052343726158142,0.2724851667881012,0.0789409801363945,0.2509682774543762,0.3773786127567291,0.2364577353000641,0.3103668987751007,0.9999999403953552,0.2444131225347519,0.3798893392086029,0.2509682774543762,0.2724851667881012,0.1571366786956787,0.3256816864013672,0.335531085729599,0.2753673791885376,0.2586832642555237,0.3089166283607483,0.23714464902877808,0.2633580267429352
a,0.41272827982902527,0.5829201340675354,0.2807295620441437,0.5052502155303955,0.25158295035362244,0.2536943852901459,0.45503583550453186,0.2444131225347519,1.0,0.24091263115406036,0.5052502155303955,0.5829201340675354,0.23707912862300873,0.23624834418296814,0.3320399522781372,0.2895476818084717,0.3736826181411743,0.39883795380592346,0.3864384889602661,0.23916715383529663
decision,0.2962184250354767,0.2905151844024658,0.18430359661579132,0.2331373691558838,0.33102792501449585,0.3372511863708496,0.35372841358184814,0.3798893392086029,0.24091263115406036,1.0,0.2331373691558838,0.2905151844024658,0.11520341038703918,0.5046883225440979,0.32053670287132263,0.17268814146518707,0.30961182713508606,0.3003653585910797,0.18137653172016144,0.2796577215194702
of,0.2557544410228729,0.733189046382904,0.2945564389228821,1.0,0.3475167155265808,0.14938147366046906,0.41548454761505127,0.2509682774543762,0.5052502155303955,0.2331373691558838,1.0,0.733189046382904,0.3223685622215271,0.28835242986679077,0.33290785551071167,0.19657523930072784,0.29043012857437134,0.33904364705085754,0.3075267970561981,0.1826142966747284
that,0.5634250640869141,0.5473989248275757,0.17899899184703827,0.41498205065727234,0.29558056592941284,0.3026844263076782,0.5436353087425232,0.3517440855503082,0.47537946701049805,0.35045957565307617,0.41498205065727234,0.5473989248275757,0.1878446489572525,0.2474849969148636,0.6297725439071655,0.26614853739738464,0.5584503412246704,0.6036020517349243,0.37621384859085083,0.32716336846351624
country,0.18476323783397675,0.30432501435279846,0.11978501826524734,0.28866857290267944,0.384080171585083,0.204514279961586,0.31281599402427673,0.2423963099718094,0.20991116762161255,0.23032574355602264,0.28866857290267944,0.30432501435279846,0.2459421455860138,0.24098341166973114,0.22705033421516418,0.1838727593421936,0.1958961933851242,0.2115473747253418,0.23837611079216003,0.12647280097007751
's,-0.0015437148977071047,-0.01540423184633255,-0.041913021355867386,-0.03817026689648628,0.00033092309604398906,0.0009247103007510304,0.03782717138528824,0.02744399569928646,0.04866964742541313,0.04087042436003685,-0.03817026689648628,-0.01540423184633255,-0.02329092286527157,-0.0831713154911995,0.02692362666130066,0.046485885977745056,0.02905246801674366,0.025217169895768166,0.00600846204906702,-0.023395681753754616
highest,0.22014056146144867,0.36945265531539917,0.13589973747730255,0.3223685622215271,0.23547416925430298,0.14250321686267853,0.21947018802165985,0.1571366786956787,0.23707912862300873,0.11520341038703918,0.3223685622215271,0.36945265531539917,1.0,0.2115435153245926,0.19637788832187653,0.10405793786048889,0.14806602895259857,0.1532515436410904,0.13038226962089539,0.11527936160564423
court,0.1713385432958603,0.2812081575393677,0.15969188511371613,0.28835242986679077,0.35345837473869324,0.24047058820724487,0.24824365973472595,0.3256816864013672,0.23624834418296814,0.5046883225440979,0.28835242986679077,0.2812081575393677,0.2115435153245926,1.0,0.23440583050251007,0.1320262998342514,0.2330874651670456,0.20228137075901031,0.1653352975845337,0.17100423574447632
",",0.257730096578598,0.4933079481124878,0.2711189091205597,0.4946078956127167,0.27344048023223877,0.24154521524906158,0.44245919585227966,0.23819425702095032,0.427140474319458,0.2818170189857483,0.4946078956127167,0.4933079481124878,0.22094981372356415,0.24410836398601532,0.3087472915649414,0.23080453276634216,0.27399855852127075,0.39254459738731384,0.3120402991771698,0.31091248989105225
it,0.35967332124710083,0.6251175999641418,0.2076207995414734,0.38761502504348755,0.28037968277931213,0.23515534400939941,0.513711154460907,0.26006051898002625,0.5452592968940735,0.3083229064941406,0.38761502504348755,0.6251175999641418,0.24501806497573853,0.22090588510036469,0.45803478360176086,0.2623061239719391,0.329755574464798,0.5203388929367065,0.3575260639190674,0.25732165575027466
would,0.5543612837791443,0.4133751392364502,0.16175611317157745,0.3353942930698395,0.2675379514694214,0.3852924704551697,0.5965728163719177,0.3604528605937958,0.398599237203598,0.38947898149490356,0.3353942930698395,0.4133751392364502,0.15423861145973206,0.19866934418678284,0.45766422152519226,0.1546967625617981,0.8068214654922485,0.5202695727348328,0.35597336292266846,0.37178951501846313
not,0.6100378632545471,0.4310511648654938,0.14797358214855194,0.3307090103626251,0.2722996473312378,0.31826159358024597,0.5149973034858704,0.3185786008834839,0.3791346549987793,0.31816837191581726,0.3307090103626251,0.4310511648654938,0.1784203052520752,0.21835780143737793,0.5449194312095642,0.2711385488510132,0.5930190086364746,0.5788898468017578,0.358921617269516,0.41942933201789856
be,0.5628611445426941,0.4248143136501312,0.1369733065366745,0.33904364705085754,0.22621913254261017,0.18322965502738953,0.4972836375236511,0.3089166283607483,0.39883795380592346,0.3003653585910797,0.33904364705085754,0.4248143136501312,0.1532515436410904,0.20228137075901031,0.3929833769798279,0.2301444411277771,0.4791525900363922,1.0,0.3731876611709595,0.3324260413646698
civil,0.12512178719043732,0.2477465271949768,0.05735510215163231,0.24698495864868164,0.30626749992370605,0.1965189427137375,0.2019355595111847,0.3218132555484772,0.21693918108940125,0.25410568714141846,0.24698495864868164,0.2477465271949768,0.16038212180137634,0.23601488769054413,0.15091551840305328,0.08912484347820282,0.16472849249839783,0.18061059713363647,0.18663932383060455,0.1494513899087906
disobedience,0.20446431636810303,0.30963727831840515,0.11627155542373657,0.31932318210601807,0.39617401361465454,0.398898720741272,0.30665844678878784,0.45003432035446167,0.25352153182029724,0.35355138778686523,0.31932318210601807,0.30963727831840515,0.16652023792266846,0.3648757040500641,0.3298627436161041,0.22011755406856537,0.2661627531051636,0.2944406270980835,0.16147232055664062,0.19890835881233215
",",0.257730096578598,0.4933079481124878,0.2711189091205597,0.4946078956127167,0.27344048023223877,0.24154521524906158,0.44245919585227966,0.23819425702095032,0.427140474319458,0.2818170189857483,0.4946078956127167,0.4933079481124878,0.22094981372356415,0.24410836398601532,0.3087472915649414,0.23080453276634216,0.27399855852127075,0.39254459738731384,0.3120402991771698,0.31091248989105225
since,0.35294103622436523,0.4054957628250122,0.20682649314403534,0.35513219237327576,0.27127185463905334,0.10815254598855972,0.3733763098716736,0.22561649978160858,0.3303585946559906,0.29836976528167725,0.35513219237327576,0.4054957628250122,0.23434080183506012,0.15733519196510315,0.29783400893211365,0.08594296872615814,0.2731175124645233,0.3591734766960144,0.23610791563987732,0.2876587212085724
the,0.33724796772003174,1.0,0.3079071640968323,0.733189046382904,0.31798112392425537,0.23434340953826904,0.535392165184021,0.2724851667881012,0.5829201340675354,0.2905151844024658,0.733189046382904,1.0,0.36945265531539917,0.2812081575393677,0.42745697498321533,0.2509952485561371,0.35393214225769043,0.4248143136501312,0.3718377649784088,0.22068053483963013
head,0.14707224071025848,0.3079071640968323,0.9999998807907104,0.2945564389228821,0.21965281665325165,0.11981640756130219,0.2177244871854782,0.0789409801363945,0.2807295620441437,0.18430359661579132,0.2945564389228821,0.3079071640968323,0.13589973747730255,0.15969188511371613,0.18919230997562408,0.12357424944639206,0.15088003873825073,0.1369733065366745,0.1392558366060257,0.10879309475421906
