,prior,to,super,bowl,50,",",what,was,the,last,super,bowl,in,california,?
bay,0.18929582834243774,0.15862606465816498,0.12241406738758087,0.1972428411245346,-0.04651472717523575,0.26044994592666626,0.20251236855983734,0.18626409769058228,0.2441686987876892,0.1800021380186081,0.12241406738758087,0.1972428411245346,0.1926257163286209,0.272103875875473,0.10773546993732452
area,0.13227812945842743,0.2797197997570038,0.09147491306066513,0.19680163264274597,0.004881815519183874,0.2664283812046051,0.21965408325195312,0.24981513619422913,0.37834644317626953,0.1486259549856186,0.09147491306066513,0.19680163264274597,0.33632898330688477,0.18134087324142456,0.12640461325645447
since,0.3693605959415436,0.3733763098716736,0.13119962811470032,0.14065173268318176,0.041575029492378235,0.3991432189941406,0.29783400893211365,0.4384658932685852,0.4054957628250122,0.3911735415458679,0.13119962811470032,0.14065173268318176,0.4325680434703827,0.2154780477285385,0.2876587212085724
super,0.22880366444587708,0.17783479392528534,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.22322475910186768,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.18576006591320038,0.15213294327259064,0.166326642036438
bowl,0.22557669878005981,0.16993016004562378,0.4848237931728363,1.0,0.005446359980851412,0.1810409277677536,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.4848237931728363,1.0,0.17236235737800598,0.22235432267189026,0.21118052303791046
xix,0.1827688217163086,0.1275230050086975,0.36064285039901733,0.3306947350502014,0.08853168785572052,0.24543654918670654,0.0627463161945343,0.2945404052734375,0.2647514343261719,0.27588436007499695,0.36064285039901733,0.3306947350502014,0.22241513431072235,0.14810317754745483,0.1777612268924713
in,0.24521231651306152,0.45010748505592346,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,1.0,0.2772824168205261,0.20430970191955566
1985,-0.010523983277380466,0.0432262159883976,-0.05335182696580887,-0.05126553773880005,-0.028731754049658775,0.10430982708930969,0.07759413868188858,0.010012023150920868,0.02310241386294365,-0.07435119897127151,-0.05335182696580887,-0.05126553773880005,0.015247007831931114,0.04858731850981712,-0.03005216084420681
",",0.27105793356895447,0.44245919585227966,0.22322475910186768,0.1810409277677536,-0.025195008143782616,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.22322475910186768,0.1810409277677536,0.5201468467712402,0.2704589068889618,0.31091248989105225
and,0.2185291349887848,0.48971283435821533,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.25967320799827576,0.18368244171142578,0.1698254644870758,0.4954058527946472,0.2441616654396057,0.20544172823429108
the,0.33782097697257996,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.3698786795139313,0.21959073841571808,0.21576224267482758,0.6662389636039734,0.2750805914402008,0.22068053483963013
first,0.3186335265636444,0.3792489171028137,0.2717077434062958,0.20817767083644867,0.07933352887630463,0.34503069519996643,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.5431418418884277,0.2717077434062958,0.20817767083644867,0.4127444326877594,0.20105555653572083,0.18701928853988647
in,0.24521231651306152,0.45010748505592346,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,1.0,0.2772824168205261,0.20430970191955566
california,0.16846418380737305,0.20697450637817383,0.15213294327259064,0.22235432267189026,-0.060681313276290894,0.2704589068889618,0.1811584085226059,0.262346476316452,0.2750805914402008,0.15623831748962402,0.15213294327259064,0.22235432267189026,0.2772824168205261,1.0,0.1409905105829239
since,0.3693605959415436,0.3733763098716736,0.13119962811470032,0.14065173268318176,0.041575029492378235,0.3991432189941406,0.29783400893211365,0.4384658932685852,0.4054957628250122,0.3911735415458679,0.13119962811470032,0.14065173268318176,0.4325680434703827,0.2154780477285385,0.2876587212085724
super,0.22880366444587708,0.17783479392528534,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.22322475910186768,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.18576006591320038,0.15213294327259064,0.166326642036438
bowl,0.22557669878005981,0.16993016004562378,0.4848237931728363,1.0,0.005446359980851412,0.1810409277677536,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.4848237931728363,1.0,0.17236235737800598,0.22235432267189026,0.21118052303791046
xxxvii,0.22164395451545715,0.17615292966365814,0.5304186344146729,0.588387668132782,0.05879136919975281,0.268318235874176,0.1147824078798294,0.26660677790641785,0.2767731845378876,0.25397825241088867,0.5304186344146729,0.588387668132782,0.19694401323795319,0.22377914190292358,0.15080690383911133
took,0.2451813817024231,0.24576251208782196,0.111402727663517,0.11772479861974716,0.11199640482664108,0.27655306458473206,0.1316593885421753,0.48213186860084534,0.31657639145851135,0.318408340215683,0.111402727663517,0.11772479861974716,0.2818296551704407,0.16191183030605316,0.14109265804290771
place,0.2314472198486328,0.3346366882324219,0.06724333763122559,0.15577438473701477,0.024646200239658356,0.34068408608436584,0.2689766585826874,0.26867109537124634,0.4179787337779999,0.2233041673898697,0.06724333763122559,0.15577438473701477,0.38128477334976196,0.1805843710899353,0.2455766350030899
in,0.24521231651306152,0.45010748505592346,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,1.0,0.2772824168205261,0.20430970191955566
san,0.20334714651107788,0.21651452779769897,0.15279507637023926,0.18508543074131012,0.02022494748234749,0.25561806559562683,0.19375550746917725,0.2675222158432007,0.2858080565929413,0.15585462749004364,0.15279507637023926,0.18508543074131012,0.2617562413215637,0.5170050263404846,0.10952327400445938
diego,0.162623330950737,0.17890489101409912,0.16325625777244568,0.1746794432401657,-0.028463318943977356,0.25578492879867554,0.16958405077457428,0.23548322916030884,0.20885010063648224,0.16555064916610718,0.16325625777244568,0.1746794432401657,0.2255222201347351,0.5714370608329773,0.11438121646642685
in,0.24521231651306152,0.45010748505592346,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,1.0,0.2772824168205261,0.20430970191955566
2003,-0.0905112698674202,-0.1959497481584549,-0.035010822117328644,-0.06428323686122894,0.0722440630197525,-0.21511344611644745,-0.17906495928764343,-0.14445069432258606,-0.14761915802955627,-0.043487560003995895,-0.035010822117328644,-0.06428323686122894,-0.1320333480834961,-0.08992136269807816,-0.17560148239135742
.,0.2402365803718567,0.4645031690597534,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3548945486545563,0.2757420241832733,0.21516893804073334,0.5591574311256409,0.2870451807975769,0.4130953550338745
