,the,development,of,terra,preta,allowed,for,what,to,happen,in,the,amazon,forest,?
portions,0.3820982575416565,0.22200235724449158,0.29924145340919495,0.15847885608673096,0.11879602074623108,0.21297141909599304,0.17477482557296753,0.2714673578739166,0.2855440080165863,0.17021264135837555,0.28234022855758667,0.3820982575416565,0.18727727234363556,0.07860230654478073,0.13524997234344482
of,0.733189046382904,0.28700894117355347,1.0,0.1871613711118698,0.14621321856975555,0.2699741721153259,0.4185989499092102,0.33290785551071167,0.41548454761505127,0.23650258779525757,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
the,1.0,0.3362044394016266,0.733189046382904,0.19379344582557678,0.19202633202075958,0.2985120713710785,0.4739971458911896,0.42745697498321533,0.535392165184021,0.2880464494228363,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
amazon,0.260541707277298,0.16569922864437103,0.20143137872219086,0.27570641040802,0.2181381732225418,0.11438287794589996,0.165912926197052,0.16355936229228973,0.17033490538597107,0.09781914949417114,0.12227833271026611,0.260541707277298,1.0000001192092896,0.26471444964408875,0.18144656717777252
rainforest,0.2571161389350891,0.16175465285778046,0.22522282600402832,0.24693362414836884,0.1921214610338211,0.09976217895746231,0.18492411077022552,0.22127854824066162,0.23412610590457916,0.1714327484369278,0.2207682877779007,0.2571161389350891,0.48046615719795227,0.664979100227356,0.1917492002248764
are,0.40399202704429626,0.22856876254081726,0.39081433415412903,0.0746559277176857,0.12671129405498505,0.23983003199100494,0.3895993232727051,0.29724663496017456,0.3504326641559601,0.39283937215805054,0.3841303884983063,0.40399202704429626,0.15230076014995575,0.17875638604164124,0.24591213464736938
probably,0.3722526729106903,0.10424990952014923,0.29024845361709595,0.12437266856431961,0.13053104281425476,0.2205236554145813,0.3415444791316986,0.476871132850647,0.37552741169929504,0.2570554316043854,0.29636839032173157,0.3722526729106903,0.180804044008255,0.19369275867938995,0.3524723947048187
the,1.0,0.3362044394016266,0.733189046382904,0.19379344582557678,0.19202633202075958,0.2985120713710785,0.4739971458911896,0.42745697498321533,0.535392165184021,0.2880464494228363,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
result,0.27778977155685425,0.1463930755853653,0.231380432844162,0.03772460296750069,0.10529434680938721,0.29827579855918884,0.2445775717496872,0.19945499300956726,0.23653174936771393,0.368353933095932,0.25670310854911804,0.27778977155685425,0.11672966182231903,0.09188102185726166,0.17218433320522308
of,0.733189046382904,0.28700894117355347,1.0,0.1871613711118698,0.14621321856975555,0.2699741721153259,0.4185989499092102,0.33290785551071167,0.41548454761505127,0.23650258779525757,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
centuries,0.32166481018066406,0.2186630219221115,0.2695758044719696,0.1869468241930008,0.15712636709213257,0.20999018847942352,0.2570771872997284,0.18983326852321625,0.2275104820728302,0.13154736161231995,0.2558690905570984,0.32166481018066406,0.06326945126056671,0.11310958117246628,0.13179439306259155
of,0.733189046382904,0.28700894117355347,1.0,0.1871613711118698,0.14621321856975555,0.2699741721153259,0.4185989499092102,0.33290785551071167,0.41548454761505127,0.23650258779525757,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
human,0.3103327453136444,0.3354254364967346,0.3083189129829407,0.15029031038284302,0.15208755433559418,0.1317421942949295,0.2089424729347229,0.24243313074111938,0.25612473487854004,0.21345825493335724,0.23986108601093292,0.3103327453136444,0.15625405311584473,0.19898350536823273,0.19748784601688385
management,0.26673808693885803,0.4204791486263275,0.31602242588996887,0.14253325760364532,0.13765360414981842,0.10723887383937836,0.25923067331314087,0.180610790848732,0.23028287291526794,0.16000625491142273,0.2783967852592468,0.26673808693885803,0.16108852624893188,0.20870429277420044,0.15866325795650482
",",0.4933079481124878,0.23776917159557343,0.4946078956127167,0.15572185814380646,0.23719525337219238,0.2785535454750061,0.4464869201183319,0.3087472915649414,0.44245919585227966,0.25441640615463257,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2901519536972046,0.31091248989105225
rather,0.31983619928359985,0.17494219541549683,0.3045461177825928,0.1490166187286377,0.10282088816165924,0.3009909689426422,0.3629494905471802,0.3923804461956024,0.4052407741546631,0.2706015408039093,0.26646825671195984,0.31983619928359985,0.2098468542098999,0.15684756636619568,0.3053998053073883
than,0.3227543234825134,0.16820624470710754,0.33036211133003235,0.10406173765659332,0.1248880997300148,0.28523996472358704,0.30793827772140503,0.29388150572776794,0.3192550539970398,0.32592490315437317,0.3270052373409271,0.3227543234825134,0.24920178949832916,0.11678153276443481,0.24917294085025787
naturally,0.24729134142398834,0.1922665685415268,0.19106143712997437,0.16656674444675446,0.02640734240412712,0.24093176424503326,0.20818543434143066,0.2692003846168518,0.31187739968299866,0.2530040740966797,0.2641628384590149,0.24729134142398834,0.18465746939182281,0.31232351064682007,0.23365260660648346
occurring,0.3030725419521332,0.22747625410556793,0.3299761414527893,0.07299629598855972,0.04354051500558853,0.12501274049282074,0.22155097126960754,0.2270880937576294,0.22203904390335083,0.4757673144340515,0.3471614122390747,0.3030725419521332,0.11710131168365479,0.18656019866466522,0.1781778186559677
as,0.48381632566452026,0.22143439948558807,0.3886612355709076,0.1469549685716629,0.1850145161151886,0.23990891873836517,0.44774648547172546,0.31749409437179565,0.42092081904411316,0.17092487215995789,0.3887844979763031,0.48381632566452026,0.1877562403678894,0.12052752822637558,0.27043893933296204
has,0.4177538752555847,0.26726067066192627,0.3909035325050354,0.10222510993480682,0.19350484013557434,0.1733020693063736,0.450642853975296,0.20338068902492523,0.3619994819164276,0.2475300282239914,0.4173259735107422,0.4177538752555847,0.1779293268918991,0.15236540138721466,0.15994466841220856
previously,0.33854439854621887,0.23213766515254974,0.2850290536880493,0.10018222033977509,0.1961367130279541,0.2135002166032791,0.3148766756057739,0.24305304884910583,0.2865954041481018,0.06596639007329941,0.2762584090232849,0.33854439854621887,0.16203059256076813,0.17339392006397247,0.15811841189861298
been,0.3563927710056305,0.2632805109024048,0.31685134768486023,0.11741096526384354,0.13012170791625977,0.2442728579044342,0.39068686962127686,0.2567804455757141,0.34945759177207947,0.2806905508041382,0.3515113592147827,0.3563927710056305,0.13283225893974304,0.16233566403388977,0.24354910850524902
supposed,0.33562925457954407,0.14262211322784424,0.2428056299686432,0.17051158845424652,0.1389135867357254,0.46214237809181213,0.26438990235328674,0.48471322655677795,0.4509006440639496,0.27545151114463806,0.26477015018463135,0.33562925457954407,0.1234118640422821,0.07213479280471802,0.36114630103111267
.,0.5934505462646484,0.2822875380516052,0.5352458953857422,0.16103804111480713,0.2101481407880783,0.3197084665298462,0.4726039469242096,0.3567904531955719,0.4645031690597534,0.2506430745124817,0.5591574311256409,0.5934505462646484,0.262887567281723,0.2418428510427475,0.4130953550338745
