,what,is,the,paper,written,by,richard,karp,in,1972,that,ushered,in,a,new,era,of,understanding,between,intractability,and,np-complete,problems,?
reducibility,0.27671805024147034,0.2557307779788971,0.2947056293487549,0.24492354691028595,0.13062794506549835,0.20582535862922668,0.141654834151268,0.1607396900653839,0.23232439160346985,-0.1763177067041397,0.393426775932312,0.16499587893486023,0.23232439160346985,0.3097912073135376,0.1898649036884308,0.12175831943750381,0.28474316000938416,0.4946278929710388,0.23632781207561493,0.6451315879821777,0.27568164467811584,0.2891037166118622,0.4389668107032776,0.22341600060462952
among,0.21154822409152985,0.21956473588943481,0.3507058024406433,0.1180102750658989,0.2298440784215927,0.3222726583480835,0.1304747462272644,0.14877231419086456,0.3211768567562103,-0.06987648457288742,0.3136374354362488,0.3463617265224457,0.3211768567562103,0.1789381206035614,0.1640370488166809,0.22619621455669403,0.3679063022136688,0.3432833254337311,0.39057573676109314,0.23706966638565063,0.39211368560791016,0.15967562794685364,0.2574266791343689,0.14343059062957764
combinatorial,0.23804593086242676,0.21519605815410614,0.24856364727020264,0.31561169028282166,0.23132620751857758,0.18607638776302338,0.15479347109794617,0.11292771995067596,0.23577634990215302,-0.10192598402500153,0.30071327090263367,0.19703467190265656,0.23577634990215302,0.2863124907016754,0.2288106083869934,0.17448730766773224,0.33519476652145386,0.30878788232803345,0.16873909533023834,0.3520074486732483,0.2796764671802521,0.243852898478508,0.305390864610672,0.1546696126461029
problems,0.3306994140148163,0.16985496878623962,0.2659202516078949,0.18486927449703217,0.15304291248321533,0.20223401486873627,0.09825029969215393,0.17343546450138092,0.21061907708644867,-0.17045211791992188,0.3758413791656494,0.19418025016784668,0.21061907708644867,0.21523453295230865,0.19705583155155182,0.12861818075180054,0.2450421154499054,0.4061433672904968,0.2324794977903366,0.4162988066673279,0.285793662071228,0.21938736736774445,1.0,0.2638136148452759
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.048351090401411057,0.06271407008171082,-0.010275691747665405,-0.04085896164178848,0.004648273345082998,0.07432962208986282,0.009482767432928085,0.007880004122853279,0.10452359169721603,0.07432962208986282,0.04890415817499161,-0.021915066987276077,0.04030510038137436,0.13035868108272552,-0.004208056256175041,0.060806289315223694,0.034703295677900314,0.021612688899040222,-0.0007669126498512924,0.003717846004292369,0.018684765323996544
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2304661124944687,0.2737409770488739,0.3680937886238098,0.27245110273361206,0.29179710149765015,0.5201468467712402,0.08021809905767441,0.4137537479400635,0.30711987614631653,0.5201468467712402,0.427140474319458,0.36073189973831177,0.19162635505199432,0.4946078956127167,0.2624114453792572,0.27714940905570984,0.22138279676437378,0.6633074283599854,0.21401260793209076,0.2596952021121979,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.18605142831802368,0.20878943800926208,0.370934396982193,0.23321768641471863,0.20719370245933533,1.0,0.07430855184793472,0.435920387506485,0.293471097946167,1.0,0.539380669593811,0.3758552670478821,0.19679902493953705,0.5696388483047485,0.23784463107585907,0.41100412607192993,0.25368472933769226,0.4954058527946472,0.22477759420871735,0.21061907708644867,0.20430970191955566
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2540629804134369,0.30502957105636597,0.40543368458747864,0.16533736884593964,0.15213008224964142,0.4840516746044159,-0.1809583157300949,0.6894589066505432,0.311745285987854,0.4840516746044159,0.56894451379776,0.33739399909973145,0.26643016934394836,0.5011631846427917,0.38604697585105896,0.395174115896225,0.4321044683456421,0.506277859210968,0.3334009647369385,0.3054017126560211,0.25814583897590637
he,0.3114890456199646,0.36230841279029846,0.4571082592010498,0.19870227575302124,0.17811021208763123,0.2485479861497879,0.2722312808036804,0.1898868829011917,0.41690486669540405,0.039785467088222504,0.36068853735923767,0.25352802872657776,0.41690486669540405,0.4393508732318878,0.2739552855491638,0.17343051731586456,0.38706058263778687,0.25379320979118347,0.20695680379867554,0.19454169273376465,0.45427167415618896,0.1242121160030365,0.22260990738868713,0.2089974731206894
showed,0.23458190262317657,0.1980302482843399,0.3101346790790558,0.24002034962177277,0.2124824970960617,0.281570702791214,0.18223462998867035,0.1429625153541565,0.3178827166557312,-0.15280316770076752,0.3511183559894562,0.234823539853096,0.3178827166557312,0.2502788305282593,0.18217921257019043,0.17863203585147858,0.31843405961990356,0.33036327362060547,0.2574782371520996,0.20938026905059814,0.2900308668613434,0.2517918348312378,0.1402590572834015,0.17389845848083496
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3100363612174988,0.31561627984046936,0.37496164441108704,0.1658092886209488,0.15616340935230255,0.435920387506485,-0.25558358430862427,1.0,0.2589769661426544,0.435920387506485,0.47537946701049805,0.29177987575531006,0.1815813183784485,0.41498205065727234,0.47048914432525635,0.299440860748291,0.3769989609718323,0.4731321930885315,0.316537469625473,0.3758413791656494,0.32716336846351624
21,-0.09070611000061035,0.014479056932032108,-0.05849577113986015,-0.08320444822311401,-0.0026756266597658396,-0.09075417369604111,0.013720620423555374,0.20831964910030365,0.09147433191537857,0.33227160573005676,-0.19330288469791412,-0.07606248557567596,0.09147433191537857,0.0032356141600757837,0.010437794029712677,0.022762786597013474,-0.0006609548581764102,-0.14943350851535797,0.0036929224152117968,-0.08131806552410126,-0.05957098677754402,-0.02646130882203579,-0.08509480953216553,-0.01186173316091299
diverse,0.18528151512145996,0.228860005736351,0.2793438136577606,0.09575332701206207,0.10326793789863586,0.16935090720653534,0.10971859842538834,0.1773739904165268,0.1994941383600235,-0.07440177351236343,0.2858617603778839,0.2799279987812042,0.1994941383600235,0.19737866520881653,0.1527179330587387,0.19881261885166168,0.27690666913986206,0.31100618839263916,0.16858865320682526,0.22321121394634247,0.27046138048171997,0.17913499474525452,0.14943259954452515,0.07389035075902939
combinatorial,0.23804593086242676,0.21519605815410614,0.24856364727020264,0.31561169028282166,0.23132620751857758,0.18607638776302338,0.15479347109794617,0.11292771995067596,0.23577634990215302,-0.10192598402500153,0.30071327090263367,0.19703467190265656,0.23577634990215302,0.2863124907016754,0.2288106083869934,0.17448730766773224,0.33519476652145386,0.30878788232803345,0.16873909533023834,0.3520074486732483,0.2796764671802521,0.243852898478508,0.305390864610672,0.1546696126461029
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21158236265182495,0.26158156991004944,0.4289871156215668,0.22443673014640808,0.1801057755947113,0.4954058527946472,-0.06165798008441925,0.4731321930885315,0.2846478521823883,0.4954058527946472,0.3739250600337982,0.31402453780174255,0.23158983886241913,0.5116966962814331,0.34223711490631104,0.40645647048950195,0.24807147681713104,1.0,0.1983288824558258,0.285793662071228,0.20544172823429108
graph,0.2775743007659912,0.2441651076078415,0.26083993911743164,0.30146703124046326,0.24623282253742218,0.18581947684288025,0.12857353687286377,0.20105551183223724,0.19268742203712463,-0.1553536206483841,0.31616726517677307,0.16455930471420288,0.19268742203712463,0.2952152192592621,0.16410033404827118,0.14336228370666504,0.24485914409160614,0.25751838088035583,0.25858163833618164,0.3602888286113739,0.15086640417575836,0.2744949162006378,0.22764582931995392,0.20263607800006866
theoretical,0.3012935221195221,0.22241048514842987,0.21045458316802979,0.3281320035457611,0.2231164574623108,0.1470205932855606,0.18552404642105103,0.2802187502384186,0.20558910071849823,-0.013636603951454163,0.3066844344139099,0.10967783629894257,0.20558910071849823,0.252067893743515,0.1620326191186905,0.07432036846876144,0.2684490382671356,0.44039785861968994,0.18138277530670166,0.3226170241832733,0.18770602345466614,0.2760235369205475,0.23852582275867462,0.14929188787937164
problems,0.3306994140148163,0.16985496878623962,0.2659202516078949,0.18486927449703217,0.15304291248321533,0.20223401486873627,0.09825029969215393,0.17343546450138092,0.21061907708644867,-0.17045211791992188,0.3758413791656494,0.19418025016784668,0.21061907708644867,0.21523453295230865,0.19705583155155182,0.12861818075180054,0.2450421154499054,0.4061433672904968,0.2324794977903366,0.4162988066673279,0.285793662071228,0.21938736736774445,1.0,0.2638136148452759
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2304661124944687,0.2737409770488739,0.3680937886238098,0.27245110273361206,0.29179710149765015,0.5201468467712402,0.08021809905767441,0.4137537479400635,0.30711987614631653,0.5201468467712402,0.427140474319458,0.36073189973831177,0.19162635505199432,0.4946078956127167,0.2624114453792572,0.27714940905570984,0.22138279676437378,0.6633074283599854,0.21401260793209076,0.2596952021121979,0.31091248989105225
each,0.3353266417980194,0.2954041659832001,0.470844566822052,0.21401257812976837,0.1828419417142868,0.29190269112586975,0.13424687087535858,0.13349880278110504,0.30816060304641724,-0.13863271474838257,0.46111494302749634,0.15616847574710846,0.30816060304641724,0.434999018907547,0.270946204662323,0.08537649363279343,0.38460010290145874,0.27244529128074646,0.35306447744369507,0.3305208683013916,0.2984027564525604,0.2556493580341339,0.1765049546957016,0.21173812448978424
infamous,0.23343130946159363,0.22913114726543427,0.3072296380996704,0.08890262991189957,0.18048979341983795,0.2945704758167267,0.200403094291687,0.12194470316171646,0.3241525888442993,-0.055821798741817474,0.2601686418056488,0.28719544410705566,0.3241525888442993,0.2912174165248871,0.2161293476819992,0.17933176457881927,0.2810886800289154,0.17466813325881958,0.15470550954341888,0.19598285853862762,0.22361387312412262,0.24227967858314514,0.17801667749881744,0.14350996911525726
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.22010697424411774,0.25893163681030273,0.3248702883720398,0.1862935870885849,0.1591213047504425,0.4322226941585541,-0.09573608636856079,0.4137635827064514,0.18562524020671844,0.4322226941585541,0.44038116931915283,0.2700757384300232,0.21667791903018951,0.4185989499092102,0.36845552921295166,0.24671313166618347,0.3662826418876648,0.5064792633056641,0.2447579801082611,0.27039530873298645,0.264628142118454
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.18298761546611786,0.17657233774662018,0.24398943781852722,0.12585993111133575,0.13215407729148865,0.3793783485889435,-0.05233493819832802,0.416561484336853,0.1721440702676773,0.3793783485889435,0.4424409866333008,0.2215755134820938,0.11217980086803436,0.48690423369407654,0.25190266966819763,0.2510443925857544,0.2749989330768585,0.3841775357723236,0.2388295978307724,0.21335220336914062,0.15103481709957123
computational,0.29464593529701233,0.2470806986093521,0.18477948009967804,0.22667337954044342,0.26540085673332214,0.2209896296262741,0.17627395689487457,0.18822556734085083,0.2346334308385849,-0.13710962235927582,0.3084385395050049,0.14820390939712524,0.2346334308385849,0.29858994483947754,0.17688260972499847,0.17826667428016663,0.2832651138305664,0.5133920311927795,0.1985158622264862,0.4679899513721466,0.28914058208465576,0.30384111404418945,0.3718613386154175,0.21617397665977478
intractability,0.2764934301376343,0.23320743441581726,0.30928099155426025,0.26095280051231384,0.1398632824420929,0.2021770477294922,0.1411009430885315,0.20429852604866028,0.25368472933769226,-0.19660192728042603,0.3769989609718323,0.19217783212661743,0.25368472933769226,0.34386247396469116,0.22075767815113068,0.18515950441360474,0.26904454827308655,0.41429227590560913,0.28737202286720276,1.0,0.24807147681713104,0.3177739381790161,0.4162988066673279,0.22662174701690674
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2304661124944687,0.2737409770488739,0.3680937886238098,0.27245110273361206,0.29179710149765015,0.5201468467712402,0.08021809905767441,0.4137537479400635,0.30711987614631653,0.5201468467712402,0.427140474319458,0.36073189973831177,0.19162635505199432,0.4946078956127167,0.2624114453792572,0.27714940905570984,0.22138279676437378,0.6633074283599854,0.21401260793209076,0.2596952021121979,0.31091248989105225
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.20139499008655548,0.19747711718082428,0.37842893600463867,0.12684200704097748,0.13098903000354767,0.3841303884983063,-0.2135380208492279,0.45265161991119385,0.22233061492443085,0.3841303884983063,0.265255331993103,0.1899496167898178,0.1152600347995758,0.39081433415412903,0.33948245644569397,0.2766000032424927,0.25679513812065125,0.48576638102531433,0.19186051189899445,0.2565869987010956,0.24591213464736938
np-complete,0.28050094842910767,0.22069956362247467,0.27450188994407654,0.10500486195087433,0.2348618358373642,0.1839500069618225,0.2758353650569916,0.18610158562660217,0.22477759420871735,-0.055604707449674606,0.316537469625473,0.20239974558353424,0.22477759420871735,0.28990697860717773,0.24904322624206543,0.183268740773201,0.2697024643421173,0.31473302841186523,0.1504843831062317,0.3177739381790161,0.1983288824558258,1.0,0.21938736736774445,0.16391170024871826
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2429187148809433,0.25418123602867126,0.3936232924461365,0.24983328580856323,0.24913643300533295,0.5591574311256409,-0.00032359769102185965,0.4460422694683075,0.22166311740875244,0.5591574311256409,0.50484299659729,0.35031336545944214,0.1924184113740921,0.5352458953857422,0.2826120853424072,0.30295518040657043,0.23943141102790833,0.588965117931366,0.2602795362472534,0.2602308988571167,0.4130953550338745
