,which,british,sculptor,whose,work,include,the,queen,victoria,memorial,in,front,of,buckingham,palace,is,included,in,the,v,&,a,collection,?
work,0.30331435799598694,0.1516800969839096,0.26834118366241455,0.192624032497406,1.0,0.214955672621727,0.2704800069332123,0.11043959856033325,0.14445634186267853,0.13317036628723145,0.2753349542617798,0.1590723842382431,0.23473061621189117,0.1791500300168991,0.13962425291538239,0.22475390136241913,0.2312437742948532,0.2753349542617798,0.2704800069332123,0.08781450986862183,0.06640969961881638,0.266241192817688,0.2884133458137512,0.2621155381202698
is,0.4457404911518097,0.19484983384609222,0.14187124371528625,0.26491984724998474,0.22475390136241913,0.28863582015037537,0.5823672413825989,0.19885572791099548,0.1633591204881668,0.15918494760990143,0.5394441485404968,0.21630217134952545,0.4854315221309662,0.18678028881549835,0.16243064403533936,1.0,0.23363345861434937,0.5394441485404968,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,0.21135231852531433,0.22961433231830597
in,0.4840516746044159,0.23084034025669098,0.18095266819000244,0.23496666550636292,0.2753349542617798,0.28694382309913635,0.6662389636039734,0.23028744757175446,0.20823122560977936,0.23096095025539398,1.0,0.22647713124752045,0.5696388483047485,0.24220550060272217,0.22634974122047424,0.5394441485404968,0.32433560490608215,1.0,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.23004686832427979,0.20430970191955566
the,0.6521818041801453,0.28973397612571716,0.11254248023033142,0.38253846764564514,0.2704800069332123,0.2951717972755432,1.0,0.24681736528873444,0.2204313427209854,0.2865021228790283,0.6662389636039734,0.3733479380607605,0.733189046382904,0.29305821657180786,0.25955939292907715,0.5823672413825989,0.3825419843196869,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
collection,0.30199134349823,0.15021207928657532,0.27856072783470154,0.14954999089241028,0.2884133458137512,0.30674809217453003,0.25281965732574463,0.16255946457386017,0.13307718932628632,0.1645825058221817,0.23004686832427979,0.14461304247379303,0.2915455996990204,0.1601966917514801,0.21103373169898987,0.21135231852531433,0.38600611686706543,0.23004686832427979,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.9999998807907104,0.20069393515586853
include,0.33084139227867126,0.12725749611854553,0.1436789482831955,0.22172382473945618,0.214955672621727,1.0,0.2951717972755432,0.10823113471269608,0.17870734632015228,0.14851729571819305,0.28694382309913635,0.13502554595470428,0.37431180477142334,0.17015579342842102,0.06198284402489662,0.28863582015037537,0.6415448784828186,0.28694382309913635,0.2951717972755432,0.053767889738082886,0.23156708478927612,0.18765322864055634,0.30674809217453003,0.14925788342952728
nicholas,0.16822440922260284,0.24185864627361298,0.2670963406562805,0.16523976624011993,0.17296861112117767,0.062192559242248535,0.1640765219926834,0.23267312347888947,0.1630077362060547,0.18160805106163025,0.1388292759656906,0.12751419842243195,0.14635653793811798,0.31849902868270874,0.22890062630176544,0.1849042922258377,0.10063126683235168,0.1388292759656906,0.1640765219926834,0.24528183043003082,0.2069307565689087,0.1731744110584259,0.1481238603591919,0.17208030819892883
stone,0.2408628612756729,0.17010125517845154,0.22263620793819427,0.128815159201622,0.1522398293018341,0.1445363461971283,0.2695024907588959,0.1899910867214203,0.16173377633094788,0.27549082040786743,0.20180901885032654,0.20690549910068512,0.2815621793270111,0.24087196588516235,0.20430152118206024,0.2026512622833252,0.19270969927310944,0.20180901885032654,0.2695024907588959,0.06620218604803085,0.10319706797599792,0.2436634749174118,0.16500064730644226,0.11966012418270111
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
caius,0.16567473113536835,0.15303565561771393,0.23687294125556946,0.12051618099212646,0.23967179656028748,0.07203145325183868,0.16828511655330658,0.17869217693805695,0.17343580722808838,0.11394032835960388,0.1758650690317154,0.09943902492523193,0.1814095377922058,0.30915823578834534,0.16950933635234833,0.14537853002548218,0.047377463430166245,0.1758650690317154,0.16828511655330658,0.11118922382593155,0.10780008137226105,0.19630180299282074,0.08798947930335999,0.15551170706748962
gabriel,0.15189984440803528,0.13284778594970703,0.2558089792728424,0.21796442568302155,0.160068541765213,0.1030089408159256,0.19842538237571716,0.1629141867160797,0.20146799087524414,0.13277681171894073,0.1075855940580368,0.07693774998188019,0.1417904943227768,0.15763337910175323,0.1280767023563385,0.14893272519111633,0.09964805841445923,0.1075855940580368,0.19842538237571716,0.09004409611225128,0.09188368916511536,0.18901383876800537,0.15427051484584808,0.05852814391255379
cibber,0.19994600117206573,0.3067145049571991,0.21006399393081665,0.19173318147659302,0.29814180731773376,0.12259519845247269,0.2725244164466858,0.2027130275964737,0.13295878469944,0.10568591207265854,0.21505245566368103,0.1374962031841278,0.1739911139011383,0.2864203155040741,0.10556391626596451,0.24549780786037445,0.19259141385555267,0.21505245566368103,0.2725244164466858,0.18737994134426117,0.18077267706394196,0.27700355648994446,0.14230719208717346,0.22803235054016113
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
grinling,0.18414747714996338,0.2602425217628479,0.3329494297504425,0.09492847323417664,0.28408560156822205,0.2342492938041687,0.2237251251935959,0.22465458512306213,0.26747071743011475,0.13762439787387848,0.19359195232391357,0.22728891670703888,0.20196115970611572,0.37284013628959656,0.23049983382225037,0.13875430822372437,0.1925724893808365,0.19359195232391357,0.2237251251935959,0.24940545856952667,0.2223103642463684,0.24081732332706451,0.21615257859230042,0.2405713051557541
gibbons,0.1849028319120407,0.2389219105243683,0.28078797459602356,0.11132624745368958,0.2521412968635559,0.18075157701969147,0.18579570949077606,0.24888749420642853,0.2257557213306427,0.08909895271062851,0.14251849055290222,0.08603043109178543,0.14732782542705536,0.27741196751594543,0.19248156249523163,0.12664858996868134,0.1893177479505539,0.14251849055290222,0.18579570949077606,0.2020706832408905,0.11377502232789993,0.13034158945083618,0.19233833253383636,0.18202026188373566
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.2667495906352997,0.21884140372276306,0.24528633058071136,0.1933109015226364,0.17206619679927826,0.2230520099401474,0.18691739439964294,0.20765064656734467,0.19684477150440216,0.22177861630916595,0.10493626445531845,0.2407056987285614,0.34700968861579895,0.12233646959066391,0.16449548304080963,0.1901765912771225,0.22177861630916595,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
michael,0.13976186513900757,0.2099316567182541,0.18187880516052246,0.08588173985481262,0.1365646868944168,0.1695762425661087,0.21768254041671753,0.15911032259464264,0.18856918811798096,0.21345584094524384,0.2203132063150406,0.16888664662837982,0.18215155601501465,0.24950620532035828,0.1636865735054016,0.1714853197336197,0.11044449359178543,0.2203132063150406,0.21768254041671753,0.14371448755264282,0.13585934042930603,0.21851083636283875,0.08440238982439041,0.0667748749256134
rysbrack,0.2908346951007843,0.24794937670230865,0.22048157453536987,0.14379140734672546,0.17798396944999695,0.1796148121356964,0.2969684898853302,0.22762012481689453,0.3073856830596924,0.35688719153404236,0.2759845554828644,0.254928857088089,0.22929514944553375,0.3879946768283844,0.2741854190826416,0.22718536853790283,0.25140613317489624,0.2759845554828644,0.2969684898853302,0.16896024346351624,0.19747892022132874,0.30823567509651184,0.20272766053676605,0.2847331762313843
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
louis-françois,0.18895508348941803,0.21293336153030396,0.3174179792404175,0.20617713034152985,0.2321787178516388,0.15528497099876404,0.2487240433692932,0.301081120967865,0.29223063588142395,0.1573995053768158,0.22345754504203796,0.18791607022285461,0.24224992096424103,0.3555799722671509,0.2525882124900818,0.20056746900081635,0.19780535995960236,0.22345754504203796,0.2487240433692932,0.15035787224769592,0.16666994988918304,0.20932841300964355,0.23228958249092102,0.21531876921653748
roubiliac,0.3287530541419983,0.16184501349925995,0.29524898529052734,0.25034308433532715,0.32267358899116516,0.21120025217533112,0.304765522480011,0.18170449137687683,0.18514005839824677,0.16384296119213104,0.2816299498081207,0.23765960335731506,0.2821817100048065,0.20160852372646332,0.18771947920322418,0.27365121245384216,0.16945917904376984,0.2816299498081207,0.304765522480011,0.187960684299469,0.16525034606456757,0.33514466881752014,0.19710613787174225,0.24055573344230652
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
peter,0.15755018591880798,0.20690788328647614,0.21238139271736145,0.060872241854667664,0.20975591242313385,0.1168941929936409,0.24086274206638336,0.1757161021232605,0.17740127444267273,0.1522192656993866,0.168073832988739,0.15011242032051086,0.14779731631278992,0.2292182892560959,0.12913966178894043,0.1711069494485855,0.07118979841470718,0.168073832988739,0.24086274206638336,0.17687799036502838,0.1428721398115158,0.1912786215543747,0.05063708871603012,0.11650477349758148
scheemakers,0.18517041206359863,0.3050575852394104,0.2825350761413574,0.21068821847438812,0.22785282135009766,0.2504059076309204,0.2437831163406372,0.20527876913547516,0.16189950704574585,0.1562063992023468,0.24217896163463593,0.09642732888460159,0.200491264462471,0.18339258432388306,0.10272189229726791,0.19233009219169617,0.23000642657279968,0.24217896163463593,0.2437831163406372,0.1280975341796875,0.21799050271511078,0.25989189743995667,0.16688057780265808,0.20394214987754822
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.41750556230545044,0.20530670881271362,0.19050723314285278,0.25010618567466736,0.07924915850162506,0.20237073302268982,0.25313717126846313,0.25055158138275146,0.11152692884206772,0.2226593792438507,0.08859048038721085,0.17569157481193542,0.34909874200820923,0.17535345256328583,0.17222478985786438,0.16749492287635803,0.2226593792438507,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.14995771646499634,0.10503887385129929
henry,0.16498084366321564,0.2834501266479492,0.22110609710216522,0.15424785017967224,0.14571768045425415,0.07236278057098389,0.2542637586593628,0.3000031113624573,0.23816527426242828,0.20175787806510925,0.21735817193984985,0.1643267571926117,0.2390729784965515,0.34299030900001526,0.18572013080120087,0.17977802455425262,0.19275547564029694,0.21735817193984985,0.2542637586593628,0.2619577944278717,0.058544356375932693,0.24300003051757812,0.230765700340271,0.16836383938789368
cheere,0.2275974005460739,0.22258153557777405,0.13168473541736603,0.09676579385995865,0.18091703951358795,0.13831399381160736,0.22158145904541016,0.30291229486465454,0.26134589314460754,0.15216876566410065,0.3176228106021881,0.19286051392555237,0.15977710485458374,0.3101831078529358,0.2814599573612213,0.12014483660459518,0.20349712669849396,0.3176228106021881,0.22158145904541016,0.15166887640953064,0.2072131335735321,0.23326638340950012,0.12023842334747314,0.2359168976545334
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
agostino,0.21265922486782074,0.2360621690750122,0.3668781518936157,0.21154354512691498,0.20870275795459747,0.16386620700359344,0.21745973825454712,0.1499643325805664,0.25517502427101135,0.1260940432548523,0.19043944776058197,0.19374294579029083,0.24389515817165375,0.18859857320785522,0.2265576273202896,0.20194111764431,0.1474040448665619,0.19043944776058197,0.21745973825454712,0.08807943016290665,0.14065751433372498,0.22235020995140076,0.21993346512317657,0.20551899075508118
carlini,0.17637525498867035,0.19632534682750702,0.3159038722515106,0.11372654139995575,0.24181027710437775,0.2080608457326889,0.2592887580394745,0.19236493110656738,0.3237193524837494,0.20393028855323792,0.276286244392395,0.16143618524074554,0.2148226946592331,0.2312845140695572,0.18402284383773804,0.1733323484659195,0.214807391166687,0.276286244392395,0.2592887580394745,0.14935201406478882,0.17123816907405853,0.20697543025016785,0.21721519529819489,0.2411166876554489
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
thomas,0.20158961415290833,0.20829561352729797,0.21867206692695618,0.17978274822235107,0.18902532756328583,0.09030617773532867,0.23505409061908722,0.14469237625598907,0.17950358986854553,0.14600904285907745,0.21133768558502197,0.1317664235830307,0.18699592351913452,0.2636728882789612,0.17531439661979675,0.15801864862442017,0.1706911027431488,0.21133768558502197,0.23505409061908722,0.1084803119301796,0.1422349363565445,0.19268037378787994,0.1858091503381729,0.16133050620555878
banks,0.22914151847362518,0.22089439630508423,0.060412533581256866,0.12592452764511108,0.09702479094266891,0.21393340826034546,0.28661349415779114,0.12976939976215363,0.21679534018039703,0.1388034075498581,0.2445559948682785,0.15397825837135315,0.21528330445289612,0.18941093981266022,0.14052703976631165,0.18453240394592285,0.1584191620349884,0.2445559948682785,0.28661349415779114,0.12442827224731445,0.13726547360420227,0.12387599050998688,0.12226170301437378,0.11048095673322678
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
joseph,0.15187451243400574,0.21146252751350403,0.18970580399036407,0.18972395360469818,0.14105908572673798,0.09010744094848633,0.2251148819923401,0.18613950908184052,0.1666417270898819,0.19892092049121857,0.12985283136367798,0.14852367341518402,0.20551647245883942,0.179923415184021,0.17645704746246338,0.1339416801929474,0.1414288878440857,0.12985283136367798,0.2251148819923401,0.12103090435266495,0.09267643839120865,0.14221104979515076,0.15560227632522583,0.08421234786510468
nollekens,0.19109360873699188,0.2604224681854248,0.459842324256897,0.1890306919813156,0.22191071510314941,0.1481655091047287,0.30016475915908813,0.2821796238422394,0.2912830710411072,0.3099411725997925,0.340170681476593,0.21549798548221588,0.25736185908317566,0.31215691566467285,0.2466900497674942,0.2659130096435547,0.17862381041049957,0.340170681476593,0.30016475915908813,0.2396620512008667,0.25997859239578247,0.32272014021873474,0.2764732241630554,0.246595561504364
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
joseph,0.15187451243400574,0.21146252751350403,0.18970580399036407,0.18972395360469818,0.14105908572673798,0.09010744094848633,0.2251148819923401,0.18613950908184052,0.1666417270898819,0.19892092049121857,0.12985283136367798,0.14852367341518402,0.20551647245883942,0.179923415184021,0.17645704746246338,0.1339416801929474,0.1414288878440857,0.12985283136367798,0.2251148819923401,0.12103090435266495,0.09267643839120865,0.14221104979515076,0.15560227632522583,0.08421234786510468
wilton,0.168814554810524,0.26877671480178833,0.14834468066692352,0.21462075412273407,0.08407512307167053,0.17055074870586395,0.23739422857761383,0.2429206520318985,0.19839003682136536,0.2613229751586914,0.2190832793712616,0.08518095314502716,0.24521516263484955,0.49415767192840576,0.1968621164560318,0.16211634874343872,0.1940465271472931,0.2190832793712616,0.23739422857761383,0.09774768352508545,0.22112804651260376,0.19768376648426056,0.22477766871452332,0.17491377890110016
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.2667495906352997,0.21884140372276306,0.24528633058071136,0.1933109015226364,0.17206619679927826,0.2230520099401474,0.18691739439964294,0.20765064656734467,0.19684477150440216,0.22177861630916595,0.10493626445531845,0.2407056987285614,0.34700968861579895,0.12233646959066391,0.16449548304080963,0.1901765912771225,0.22177861630916595,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
flaxman,0.2881503999233246,0.39014410972595215,0.3318772614002228,0.18604238331317902,0.23117338120937347,0.23333655297756195,0.3222133219242096,0.2012004554271698,0.24998635053634644,0.24613860249519348,0.28192105889320374,0.295296311378479,0.2958856523036957,0.330373078584671,0.21154823899269104,0.2727881669998169,0.19865168631076813,0.28192105889320374,0.3222133219242096,0.2674000561237335,0.25550803542137146,0.3530634939670563,0.2447238713502884,0.1984574794769287
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
sir,0.16247086226940155,0.41750556230545044,0.20530670881271362,0.19050723314285278,0.25010618567466736,0.07924915850162506,0.20237073302268982,0.25313717126846313,0.25055158138275146,0.11152692884206772,0.2226593792438507,0.08859048038721085,0.17569157481193542,0.34909874200820923,0.17535345256328583,0.17222478985786438,0.16749492287635803,0.2226593792438507,0.20237073302268982,0.14777131378650665,0.1190008744597435,0.1604013890028,0.14995771646499634,0.10503887385129929
francis,0.1448821872472763,0.26008448004722595,0.21244694292545319,0.16650663316249847,0.17837896943092346,0.12689408659934998,0.25598275661468506,0.18009914457798004,0.2140657752752304,0.18423478305339813,0.23151563107967377,0.074466772377491,0.2373954951763153,0.32670584321022034,0.1764315664768219,0.16392426192760468,0.16652800142765045,0.23151563107967377,0.25598275661468506,0.173237144947052,0.18836314976215363,0.18490271270275116,0.19361332058906555,0.11903949081897736
chantrey,0.24429167807102203,0.24555222690105438,0.16721892356872559,0.20238631963729858,0.1876765638589859,0.14511944353580475,0.3184458911418915,0.2643403708934784,0.18899719417095184,0.14951005578041077,0.26717862486839294,0.169328972697258,0.2631177604198456,0.3347606956958771,0.2755424380302429,0.2141561210155487,0.20615260303020477,0.26717862486839294,0.3184458911418915,0.17265769839286804,0.1737537533044815,0.28407779335975647,0.186149463057518,0.17322935163974762
",",0.3658004403114319,0.25734075903892517,0.24297331273555756,0.25601375102996826,0.3283594250679016,0.35606324672698975,0.4933079481124878,0.20616334676742554,0.2279360294342041,0.21767763793468475,0.5201468467712402,0.19611994922161102,0.4946078956127167,0.24939104914665222,0.2317083179950714,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.2277175933122635,0.31091248989105225
john,0.20415355265140533,0.2667495906352997,0.21884140372276306,0.24528633058071136,0.1933109015226364,0.17206619679927826,0.2230520099401474,0.18691739439964294,0.20765064656734467,0.19684477150440216,0.22177861630916595,0.10493626445531845,0.2407056987285614,0.34700968861579895,0.12233646959066391,0.16449548304080963,0.1901765912771225,0.22177861630916595,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
gibson,0.17864733934402466,0.19193629920482635,0.2204887568950653,0.12032115459442139,0.14959925413131714,0.18494975566864014,0.1916160136461258,0.08516700565814972,0.24078285694122314,0.15282288193702698,0.16864703595638275,0.16126105189323425,0.1316560059785843,0.1633135825395584,0.05718497559428215,0.15224884450435638,0.17403577268123627,0.16864703595638275,0.1916160136461258,0.15831832587718964,0.1325383186340332,0.14912515878677368,0.12019868940114975,0.1123829111456871
