,what,egyptian,president,jailed,thousands,of,members,of,the,brotherhood,?
nasser,0.2211611419916153,0.46565353870391846,0.43270763754844666,0.2857830822467804,0.11228644102811813,0.2934274971485138,0.22468778491020203,0.2934274971485138,0.3032996952533722,0.3165591359138489,0.1779801845550537
",",0.3087472915649414,0.21981480717658997,0.26552814245224,0.28165262937545776,0.2317916750907898,0.4946078956127167,0.2357054501771927,0.4946078956127167,0.4933079481124878,0.21324464678764343,0.31091248989105225
who,0.40942975878715515,0.21174673736095428,0.22565458714962006,0.34121134877204895,0.30365487933158875,0.2827862501144409,0.3290669620037079,0.2827862501144409,0.3733934462070465,0.3251999020576477,0.26220351457595825
jailed,0.1947542279958725,0.18453697860240936,0.294461727142334,0.9999999403953552,0.2500298321247101,0.21252340078353882,0.2749156951904297,0.21252340078353882,0.20196433365345,0.31591561436653137,0.1851293444633484
thousands,0.2399357110261917,0.1987115740776062,0.14689314365386963,0.2500298321247101,1.0000001192092896,0.27601075172424316,0.2734949588775635,0.27601075172424316,0.2934577763080597,0.1328464299440384,0.15520451962947845
of,0.33290785551071167,0.20001496374607086,0.21610750257968903,0.21252340078353882,0.27601075172424316,1.0,0.28120753169059753,1.0,0.733189046382904,0.2067413628101349,0.1826142966747284
members,0.16873176395893097,0.11691936105489731,0.24681922793388367,0.2749156951904297,0.2734949588775635,0.28120753169059753,0.9999998807907104,0.28120753169059753,0.3321719169616699,0.32571232318878174,0.10212311148643494
for,0.3017193675041199,0.17144131660461426,0.17469504475593567,0.23216789960861206,0.2778078615665436,0.4185989499092102,0.2612179219722748,0.4185989499092102,0.4739971458911896,0.21096177399158478,0.264628142118454
several,0.22446060180664062,0.18301625549793243,0.12589912116527557,0.2637569308280945,0.44317594170570374,0.3271615505218506,0.2626257538795471,0.3271615505218506,0.40559855103492737,0.12614615261554718,0.15595775842666626
years,0.1981470286846161,0.1852894127368927,0.21169443428516388,0.316855788230896,0.3828625977039337,0.2904134690761566,0.21668954193592072,0.2904134690761566,0.2912273406982422,0.139590784907341,0.1914375126361847
.,0.3567904531955719,0.20544521510601044,0.26255303621292114,0.22635692358016968,0.20701119303703308,0.5352458953857422,0.21119362115859985,0.5352458953857422,0.5934505462646484,0.15035925805568695,0.4130953550338745
