,the,silver,and,gold,collection,of,the,v,&,a,is,divided,into,which,categories,?
the,1.0,0.2600913643836975,0.5171257257461548,0.27136439085006714,0.25281965732574463,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.5823672413825989,0.34601110219955444,0.39493247866630554,0.6521818041801453,0.2485581487417221,0.22068053483963013
collection,0.25281965732574463,0.19618919491767883,0.2379438579082489,0.21767574548721313,0.9999998807907104,0.2915455996990204,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.21135231852531433,0.17549878358840942,0.16732607781887054,0.30199134349823,0.12260587513446808,0.20069393515586853
",",0.4933079481124878,0.2779683470726013,0.6633074283599854,0.28787803649902344,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.4691906273365021,0.25847432017326355,0.2826121151447296,0.3658004403114319,0.2938539683818817,0.31091248989105225
the,1.0,0.2600913643836975,0.5171257257461548,0.27136439085006714,0.25281965732574463,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.5823672413825989,0.34601110219955444,0.39493247866630554,0.6521818041801453,0.2485581487417221,0.22068053483963013
display,0.2758708596229553,0.18598906695842743,0.2156500667333603,0.13713426887989044,0.2803758680820465,0.23211264610290527,0.2758708596229553,0.09313943982124329,0.06782480329275131,0.24380744993686676,0.210763618350029,0.14387241005897522,0.064402274787426,0.28086164593696594,0.2404981553554535,0.17059175670146942
(,0.33289089798927307,0.22607021033763885,0.4862271547317505,0.172476127743721,0.20821598172187805,0.35032153129577637,0.33289089798927307,0.2043849378824234,0.21434709429740906,0.3206180930137634,0.35393038392066956,0.203349769115448,0.1606949418783188,0.2589828372001648,0.23118868470191956,0.40561532974243164
about,0.37995871901512146,0.06928759068250656,0.3875081241130829,0.10390818119049072,0.19907724857330322,0.40939709544181824,0.37995871901512146,0.10205088555812836,0.1364048421382904,0.34171196818351746,0.3532065451145172,0.24381282925605774,0.2791807949542999,0.4059852957725525,0.1995895951986313,0.302409827709198
15,-0.011810222640633583,0.019662193953990936,0.031420208513736725,0.016871342435479164,-0.12911204993724823,-0.02319195494055748,-0.011810222640633583,-0.04241057485342026,-0.06986424326896667,-0.052463941276073456,-0.00426758686080575,-0.11859200894832611,-0.037161439657211304,-0.08059433102607727,-0.06109783053398132,-0.010706285014748573
%,0.21490740776062012,0.19283729791641235,0.24616369605064392,0.14231228828430176,0.09509933739900589,0.19953428208827972,0.21490740776062012,0.10340988636016846,0.09002821147441864,0.17798779904842377,0.18672586977481842,0.14118576049804688,0.08209602534770966,0.19622854888439178,0.16945727169513702,0.21441808342933655
of,0.733189046382904,0.18475119769573212,0.5116966962814331,0.2101457566022873,0.2915455996990204,1.0,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.4854315221309662,0.37450557947158813,0.32255905866622925,0.5011631846427917,0.18317048251628876,0.1826142966747284
the,1.0,0.2600913643836975,0.5171257257461548,0.27136439085006714,0.25281965732574463,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.5823672413825989,0.34601110219955444,0.39493247866630554,0.6521818041801453,0.2485581487417221,0.22068053483963013
collection,0.25281965732574463,0.19618919491767883,0.2379438579082489,0.21767574548721313,0.9999998807907104,0.2915455996990204,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.21135231852531433,0.17549878358840942,0.16732607781887054,0.30199134349823,0.12260587513446808,0.20069393515586853
),0.3456730246543884,0.21674001216888428,0.4961937665939331,0.17736263573169708,0.2079451084136963,0.3680361211299896,0.3456730246543884,0.20857036113739014,0.1975884586572647,0.3640355169773102,0.37732169032096863,0.20940186083316803,0.1600802093744278,0.2758678197860718,0.22527344524860382,0.42300865054130554
is,0.5823672413825989,0.20722414553165436,0.3859752118587494,0.16155372560024261,0.21135231852531433,0.4854315221309662,0.5823672413825989,0.16126930713653564,0.08384179323911667,0.658733606338501,1.0,0.2042115330696106,0.2619607150554657,0.4457404911518097,0.19334527850151062,0.22961433231830597
divided,0.34601110219955444,0.10799361020326614,0.29203352332115173,0.11068059504032135,0.17549878358840942,0.37450557947158813,0.34601110219955444,0.01566576026380062,0.10059193521738052,0.211577370762825,0.2042115330696106,1.0000001192092896,0.5344434976577759,0.35539376735687256,0.3005444407463074,0.10190024226903915
into,0.39493247866630554,0.14276745915412903,0.36597734689712524,0.1654365211725235,0.16732607781887054,0.32255905866622925,0.39493247866630554,0.040059421211481094,0.1418868452310562,0.3461161255836487,0.2619607150554657,0.5344434976577759,1.0,0.4405161738395691,0.25880515575408936,0.15662476420402527
secular,0.24261851608753204,0.07359351962804794,0.24889163672924042,0.1446966975927353,0.1767365038394928,0.28420427441596985,0.24261851608753204,0.12158721685409546,0.08342894911766052,0.22842510044574738,0.17071333527565002,0.20961475372314453,0.09685763716697693,0.248337984085083,0.1566144824028015,0.13290788233280182
and,0.5171257257461548,0.25048989057540894,1.0,0.26129499077796936,0.2379438579082489,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.3859752118587494,0.29203352332115173,0.36597734689712524,0.506277859210968,0.2893967628479004,0.20544172823429108
sacred,0.2601037919521332,0.14367176592350006,0.21235239505767822,0.17809756100177765,0.2933647334575653,0.30713823437690735,0.2601037919521332,0.147598534822464,0.08572372794151306,0.21484172344207764,0.21494638919830322,0.16335980594158173,0.08928471058607101,0.2744130790233612,0.08450839668512344,0.19191092252731323
covering,0.36934760212898254,0.19255377352237701,0.3416288197040558,0.18542471528053284,0.21270377933979034,0.3818558156490326,0.36934760212898254,0.07321976870298386,0.13109473884105682,0.28134289383888245,0.3053378760814667,0.20838823914527893,0.2687107026576996,0.3523010313510895,0.1331169754266739,0.10643069446086884
both,0.4931981563568115,0.21516525745391846,0.5503310561180115,0.14466333389282227,0.16977696120738983,0.3565710783004761,0.4931981563568115,0.12110912054777145,0.13048413395881653,0.3171786069869995,0.31409940123558044,0.23929250240325928,0.2806639075279236,0.5140923857688904,0.27182769775390625,0.19455738365650177
christian,0.19930796325206757,0.10901105403900146,0.210403174161911,0.13528108596801758,0.11617919057607651,0.23494116961956024,0.19930796325206757,0.1158747524023056,0.07653824239969254,0.1843954622745514,0.1473853588104248,0.14806018769741058,0.13108891248703003,0.13629037141799927,0.13819092512130737,0.1508396863937378
(,0.33289089798927307,0.22607021033763885,0.4862271547317505,0.172476127743721,0.20821598172187805,0.35032153129577637,0.33289089798927307,0.2043849378824234,0.21434709429740906,0.3206180930137634,0.35393038392066956,0.203349769115448,0.1606949418783188,0.2589828372001648,0.23118868470191956,0.40561532974243164
roman,0.2862859070301056,0.20302018523216248,0.2730041444301605,0.1976035237312317,0.11727632582187653,0.31028008460998535,0.2862859070301056,0.1573350727558136,0.12562093138694763,0.18130378425121307,0.16690842807292938,0.16872063279151917,0.1793292909860611,0.2057887464761734,0.15185852348804474,0.1663191318511963
catholic,0.26391419768333435,0.09423593431711197,0.2147825062274933,0.11879180371761322,0.15068745613098145,0.3452084958553314,0.26391419768333435,0.09798575937747955,0.10142982751131058,0.2060672640800476,0.19233417510986328,0.17046098411083221,0.15209968388080597,0.1894230842590332,0.1157178282737732,0.16609853506088257
",",0.4933079481124878,0.2779683470726013,0.6633074283599854,0.28787803649902344,0.2277175933122635,0.4946078956127167,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.4691906273365021,0.25847432017326355,0.2826121151447296,0.3658004403114319,0.2938539683818817,0.31091248989105225
anglican,0.2092299461364746,0.0732000321149826,0.23983682692050934,0.09262890368700027,0.16016878187656403,0.3259100317955017,0.2092299461364746,0.06987615674734116,0.15162509679794312,0.18829557299613953,0.22127680480480194,0.16042181849479675,0.14927472174167633,0.19793742895126343,0.09865973889827728,0.11877371370792389
and,0.5171257257461548,0.25048989057540894,1.0,0.26129499077796936,0.2379438579082489,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.3859752118587494,0.29203352332115173,0.36597734689712524,0.506277859210968,0.2893967628479004,0.20544172823429108
greek,0.23564283549785614,0.17948055267333984,0.23151937127113342,0.17403005063533783,0.11711467057466507,0.2256247103214264,0.23564283549785614,0.181444451212883,0.04440192133188248,0.25844764709472656,0.22842112183570862,0.1126936823129654,0.16573834419250488,0.2572530210018158,0.1964089572429657,0.11180876195430756
orthodox,0.22059780359268188,0.14967933297157288,0.20460145175457,0.1368776112794876,0.15894688665866852,0.24173015356063843,0.22059780359268188,0.1296243816614151,0.09499430656433105,0.18649433553218842,0.19148533046245575,0.14876504242420197,0.10500267893075943,0.1955978125333786,0.1565651148557663,0.20826838910579681
),0.3456730246543884,0.21674001216888428,0.4961937665939331,0.17736263573169708,0.2079451084136963,0.3680361211299896,0.3456730246543884,0.20857036113739014,0.1975884586572647,0.3640355169773102,0.37732169032096863,0.20940186083316803,0.1600802093744278,0.2758678197860718,0.22527344524860382,0.42300865054130554
and,0.5171257257461548,0.25048989057540894,1.0,0.26129499077796936,0.2379438579082489,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.3859752118587494,0.29203352332115173,0.36597734689712524,0.506277859210968,0.2893967628479004,0.20544172823429108
jewish,0.19492539763450623,0.10104357451200485,0.22477500140666962,0.15404734015464783,0.1538410186767578,0.14794707298278809,0.19492539763450623,0.08672666549682617,0.07639260590076447,0.19269882142543793,0.19515034556388855,0.0983043760061264,0.16924844682216644,0.1312350183725357,0.1513112336397171,0.15521590411663055
liturgical,0.28711211681365967,0.14945587515830994,0.24862739443778992,0.11772515624761581,0.22426006197929382,0.3143458962440491,0.28711211681365967,0.08637435734272003,0.11229211091995239,0.2434745728969574,0.22565104067325592,0.1890738308429718,0.1483548879623413,0.2833380699157715,0.19071745872497559,0.14931263029575348
vessels,0.2874694764614105,0.17952099442481995,0.27553197741508484,0.19841526448726654,0.19584056735038757,0.23589366674423218,0.2874694764614105,0.14547446370124817,0.04759424552321434,0.19362807273864746,0.1639316976070404,0.17263087630271912,0.22233892977237701,0.3150881826877594,0.16223329305648804,0.11436066776514053
and,0.5171257257461548,0.25048989057540894,1.0,0.26129499077796936,0.2379438579082489,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.3859752118587494,0.29203352332115173,0.36597734689712524,0.506277859210968,0.2893967628479004,0.20544172823429108
items,0.23580949008464813,0.2534286379814148,0.2645854949951172,0.2941889464855194,0.38827261328697205,0.21522082388401031,0.23580949008464813,0.07684866338968277,0.07111205160617828,0.2916238307952881,0.24396629631519318,0.15522229671478271,0.19935180246829987,0.33137381076812744,0.29142138361930847,0.19807128608226776
.,0.5934505462646484,0.24648764729499817,0.588965117931366,0.22364865243434906,0.2516246736049652,0.5352458953857422,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.4569662809371948,0.21858547627925873,0.26250120997428894,0.45942068099975586,0.2311275452375412,0.4130953550338745
