,what,is,another,name,for,an,immune,system,'s,improved,response,?
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.4207492768764496,0.21364226937294006,0.3233085572719574,-0.01540423184633255,0.21394658088684082,0.28909924626350403,0.22068053483963013
form,0.15868011116981506,0.3218395411968231,0.27289214730262756,0.2751023769378662,0.2342945635318756,0.1558980643749237,0.18999020755290985,0.2599324882030487,0.07059726119041443,0.09689503908157349,0.16616715490818024,0.1463010311126709
of,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.24075818061828613,0.4185989499092102,0.32280945777893066,0.16620753705501556,0.25597915053367615,-0.03817026689648628,0.21225644648075104,0.21864040195941925,0.1826142966747284
an,0.2821882665157318,0.4654068350791931,0.47266486287117004,0.22033736109733582,0.3236706852912903,1.0,0.20370379090309143,0.17536801099777222,0.025255560874938965,0.23069146275520325,0.2884137034416199,0.19793890416622162
immunological,0.26173391938209534,0.20778624713420868,0.222014918923378,0.12116459012031555,0.21722103655338287,0.232706680893898,0.6595817804336548,0.32446733117103577,-0.0618508979678154,0.26777443289756775,0.4193370044231415,0.18608254194259644
memory,0.20690667629241943,0.2188194841146469,0.19067303836345673,0.12147574126720428,0.2050125151872635,0.11904668807983398,0.26059073209762573,0.18036310374736786,0.061501987278461456,0.21269243955612183,0.22855053842067719,0.1397676020860672
",",0.3087472915649414,0.4691906273365021,0.3283841907978058,0.28145334124565125,0.4464869201183319,0.3581022024154663,0.15102852880954742,0.18439900875091553,-0.0016132977325469255,0.267753005027771,0.24039098620414734,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.21235932409763336,0.5064792633056641,0.2838519215583801,0.14400269091129303,0.231138214468956,0.06895173341035843,0.2351309210062027,0.21754570305347443,0.20544172823429108
allows,0.1957017332315445,0.2976554334163666,0.3104492425918579,0.10229013115167618,0.3132713735103607,0.1764877289533615,0.3103422224521637,0.31209179759025574,0.04215788096189499,0.2275359332561493,0.256269633769989,0.16094227135181427
the,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.3171212375164032,0.4739971458911896,0.4207492768764496,0.21364226937294006,0.3233085572719574,-0.01540423184633255,0.21394658088684082,0.28909924626350403,0.22068053483963013
adaptive,0.22806508839130402,0.22713550925254822,0.2417432814836502,0.15990176796913147,0.22177909314632416,0.2685147821903229,0.4945787191390991,0.31361085176467896,0.012918678112328053,0.30588120222091675,0.3731633722782135,0.12147218734025955
immune,0.2410416603088379,0.2092347890138626,0.2330392301082611,0.09842023998498917,0.1448224037885666,0.20370379090309143,1.0,0.3962631821632385,-0.07542949169874191,0.24617357552051544,0.43541768193244934,0.16080476343631744
system,0.23557309806346893,0.2282046526670456,0.21004892885684967,0.13043081760406494,0.2630598843097687,0.17536801099777222,0.3962631821632385,1.0000001192092896,0.04329425096511841,0.2610759437084198,0.2933112382888794,0.15556083619594574
to,0.455847829580307,0.42745086550712585,0.48769932985305786,0.27806994318962097,0.4451248347759247,0.3138085603713989,0.2541976273059845,0.26662686467170715,0.03782717138528824,0.22972281277179718,0.277526319026947,0.29463258385658264
mount,0.158494234085083,0.1771300882101059,0.17713850736618042,0.13304297626018524,0.15926167368888855,0.2129720151424408,0.11795376986265182,0.11519605666399002,-0.07845290750265121,0.02841280959546566,0.1322851926088333,0.10283114016056061
faster,0.32900017499923706,0.17344902455806732,0.3051011562347412,0.07865775376558304,0.2769482433795929,0.1763550192117691,0.2361583113670349,0.2689158022403717,0.054688461124897,0.3630051612854004,0.28818267583847046,0.2566389739513397
and,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.21235932409763336,0.5064792633056641,0.2838519215583801,0.14400269091129303,0.231138214468956,0.06895173341035843,0.2351309210062027,0.21754570305347443,0.20544172823429108
stronger,0.26740801334381104,0.21575826406478882,0.30192387104034424,0.1451057642698288,0.22267162799835205,0.20150460302829742,0.2652669847011566,0.23853066563606262,0.08976798504590988,0.3444216847419739,0.33342114090919495,0.12132075428962708
attacks,0.19946885108947754,0.23290947079658508,0.21465125679969788,0.10072338581085205,0.21289865672588348,0.1693469136953354,0.31198155879974365,0.18609555065631866,-0.05427505820989609,0.16943322122097015,0.33197736740112305,0.14532065391540527
each,0.3353266417980194,0.2954041659832001,0.5001723170280457,0.15708614885807037,0.3044290542602539,0.20307137072086334,0.20908746123313904,0.19864937663078308,0.021750088781118393,0.19885151088237762,0.22566114366054535,0.21173812448978424
time,0.36319252848625183,0.25187405943870544,0.3186623156070709,0.24374312162399292,0.3992156386375427,0.17594800889492035,0.10266302525997162,0.18608935177326202,0.01301188487559557,0.2534775733947754,0.21404069662094116,0.27391523122787476
this,0.5489566326141357,0.480927973985672,0.5523360371589661,0.30142447352409363,0.5082864165306091,0.41881775856018066,0.2550543546676636,0.3294329345226288,0.02106832154095173,0.3331642150878906,0.37390729784965515,0.3155723512172699
pathogen,0.2550991475582123,0.1968173384666443,0.2380489706993103,0.1155620887875557,0.18619482219219208,0.1627405285835266,0.5720921158790588,0.2914358079433441,-0.09079740196466446,0.22267429530620575,0.35348427295684814,0.1893778294324875
is,0.28837618231773376,1.0,0.41278526186943054,0.3359788954257965,0.43268078565597534,0.4654068350791931,0.2092347890138626,0.2282046526670456,0.02396530658006668,0.13577689230442047,0.21022158861160278,0.22961433231830597
encountered,0.1966421753168106,0.2139289230108261,0.27424702048301697,0.11427503824234009,0.211425319314003,0.26604369282722473,0.2720407247543335,0.18998512625694275,0.015954209491610527,0.25291144847869873,0.33316490054130554,0.12880854308605194
.,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.24737101793289185,0.4726039469242096,0.3581749200820923,0.18267881870269775,0.2277725487947464,-0.003708066651597619,0.2536298334598541,0.2878446877002716,0.4130953550338745
