,what,campaigh,did,the,scottish,national,party,(,snp,),run,?
``,0.008517155423760414,0.03751975670456886,-0.029888948425650597,0.029072100296616554,-0.024539422243833542,0.0037908339872956276,0.0747852623462677,0.15585018694400787,0.12697015702724457,0.1698397845029831,-0.03995091840624809,0.0685480609536171
it,0.45803478360176086,0.20626728236675262,0.2993364930152893,0.6251175999641418,0.13680848479270935,0.16561564803123474,0.20717155933380127,0.2745298147201538,0.19539253413677216,0.28560304641723633,0.28241392970085144,0.25732165575027466
's,0.02692362666130066,0.01966126449406147,0.05069678649306297,-0.01540423184633255,0.09608723223209381,-0.05226261913776398,0.02531869150698185,0.0012731997994706035,-0.005740528926253319,0.021107977256178856,0.017889494076371193,-0.023395681753754616
scotland,0.16722074151039124,0.2542024552822113,0.12742529809474945,0.23846951127052307,0.667405903339386,0.251960813999176,0.18241623044013977,0.11872823536396027,0.33889421820640564,0.1289331316947937,0.18938487768173218,0.09160218387842178
's,0.02692362666130066,0.01966126449406147,0.05069678649306297,-0.01540423184633255,0.09608723223209381,-0.05226261913776398,0.02531869150698185,0.0012731997994706035,-0.005740528926253319,0.021107977256178856,0.017889494076371193,-0.023395681753754616
oil,0.14842186868190765,0.17600390315055847,0.10956666618585587,0.21849922835826874,0.13339051604270935,0.16741646826267242,0.15405869483947754,0.152932271361351,0.14279454946517944,0.15803109109401703,0.17009350657463074,0.14867261052131653
'',0.08143015950918198,-0.03907829895615578,0.01978493109345436,0.041273195296525955,0.07334339618682861,0.012035216204822063,-0.03596865385770798,-0.022970275953412056,-0.01742098294198513,-0.028269650414586067,0.06642144918441772,0.018684765323996544
campaign,0.22158007323741913,0.8654308915138245,0.18201768398284912,0.2755736708641052,0.14920072257518768,0.16572189331054688,0.3054956793785095,0.09469635039567947,0.24360114336013794,0.10647399723529816,0.2847633361816406,0.162482351064682
of,0.33290785551071167,0.22838030755519867,0.2513895630836487,0.733189046382904,0.1698460429906845,0.3314673602581024,0.23662418127059937,0.35032153129577637,0.26387298107147217,0.3680361211299896,0.2272813767194748,0.1826142966747284
the,0.42745697498321533,0.28509193658828735,0.34736719727516174,1.0,0.21724988520145416,0.32739606499671936,0.23779736459255219,0.33289089798927307,0.283728688955307,0.3456730246543884,0.27883726358413696,0.22068053483963013
scottish,0.13777151703834534,0.2639736235141754,0.1726994663476944,0.21724988520145416,1.0000001192092896,0.22257427871227264,0.23822161555290222,0.1946880966424942,0.4114224314689636,0.17440292239189148,0.18785370886325836,0.06442669779062271
national,0.16882304847240448,0.1853901892900467,0.17743784189224243,0.32739606499671936,0.22257427871227264,1.0000001192092896,0.2879488468170166,0.24475820362567902,0.23832876980304718,0.25379422307014465,0.14408992230892181,0.15643028914928436
party,0.2398013323545456,0.38262438774108887,0.1442001461982727,0.23779736459255219,0.23822161555290222,0.2879488468170166,0.9999999403953552,0.1743791401386261,0.4044208228588104,0.2047169804573059,0.1782885193824768,0.19031576812267303
(,0.2411840260028839,0.14199262857437134,0.18979617953300476,0.33289089798927307,0.1946880966424942,0.24475820362567902,0.1743791401386261,0.9999999403953552,0.10493361949920654,0.9561100602149963,0.1844223588705063,0.40561532974243164
snp,0.16751348972320557,0.3203134834766388,0.1372436136007309,0.283728688955307,0.4114224314689636,0.23832876980304718,0.4044208228588104,0.10493361949920654,1.0,0.12372226268053055,0.1714816391468048,0.14808869361877441
),0.26259949803352356,0.1418348103761673,0.18584993481636047,0.3456730246543884,0.17440292239189148,0.25379422307014465,0.2047169804573059,0.9561100602149963,0.12372226268053055,1.0,0.1813306212425232,0.42300865054130554
resulted,0.14803820848464966,0.2724308371543884,0.27626562118530273,0.2975946068763733,0.12179667502641678,0.16704018414020538,0.16025029122829437,0.11422798037528992,0.16526755690574646,0.11832333356142044,0.15234306454658508,0.1391388475894928
in,0.30808621644973755,0.279945969581604,0.2593238651752472,0.6662389636039734,0.16512006521224976,0.28915393352508545,0.20446790754795074,0.3087427020072937,0.2307669222354889,0.3326910734176636,0.26368704438209534,0.20430970191955566
rising,0.18883290886878967,0.2474936693906784,0.1817520558834076,0.34945452213287354,0.15600226819515228,0.20254074037075043,0.18004187941551208,0.171818345785141,0.18729174137115479,0.2032996267080307,0.12662860751152039,0.07955946773290634
support,0.2797985076904297,0.3453838527202606,0.2911772131919861,0.22984638810157776,0.12173034250736237,0.18237453699111938,0.304129034280777,0.23303374648094177,0.22117482125759125,0.2624157965183258,0.2561361491680145,0.22626608610153198
for,0.3017193675041199,0.2784322500228882,0.318512886762619,0.4739971458911896,0.15676887333393097,0.36267757415771484,0.22076621651649475,0.3357032239437103,0.2130127251148224,0.3639558255672455,0.27206581830978394,0.264628142118454
scottish,0.13777151703834534,0.2639736235141754,0.1726994663476944,0.21724988520145416,1.0000001192092896,0.22257427871227264,0.23822161555290222,0.1946880966424942,0.4114224314689636,0.17440292239189148,0.18785370886325836,0.06442669779062271
independence,0.24622133374214172,0.37077033519744873,0.19588761031627655,0.2836182415485382,0.22313372790813446,0.3063720166683197,0.38125425577163696,0.1568996161222458,0.2798321843147278,0.18149013817310333,0.1519193947315216,0.12301119416952133
",",0.3087472915649414,0.25319916009902954,0.3015086054801941,0.4933079481124878,0.21369139850139618,0.23933029174804688,0.21963930130004883,0.6363511681556702,0.2538265883922577,0.63033527135849,0.2309936285018921,0.31091248989105225
as,0.31749409437179565,0.29941561818122864,0.3596470057964325,0.48381632566452026,0.185140922665596,0.21661384403705597,0.17884716391563416,0.32029855251312256,0.21661809086799622,0.32161882519721985,0.21759064495563507,0.27043893933296204
well,0.4154493808746338,0.21251727640628815,0.4341743588447571,0.42630070447921753,0.18348652124404907,0.22215932607650757,0.16430072486400604,0.2620217204093933,0.18445761501789093,0.2673306167125702,0.2426079511642456,0.24815571308135986
as,0.31749409437179565,0.29941561818122864,0.3596470057964325,0.48381632566452026,0.185140922665596,0.21661384403705597,0.17884716391563416,0.32029855251312256,0.21661809086799622,0.32161882519721985,0.21759064495563507,0.27043893933296204
the,0.42745697498321533,0.28509193658828735,0.34736719727516174,1.0,0.21724988520145416,0.32739606499671936,0.23779736459255219,0.33289089798927307,0.283728688955307,0.3456730246543884,0.27883726358413696,0.22068053483963013
snp,0.16751348972320557,0.3203134834766388,0.1372436136007309,0.283728688955307,0.4114224314689636,0.23832876980304718,0.4044208228588104,0.10493361949920654,1.0,0.12372226268053055,0.1714816391468048,0.14808869361877441
.,0.3567904531955719,0.2529778480529785,0.35288307070732117,0.5934505462646484,0.20125295221805573,0.29436907172203064,0.23341989517211914,0.5072786808013916,0.3462342321872711,0.5363735556602478,0.2739698588848114,0.4130953550338745
