,what,program,that,aired,between,last,man,standing,and,shark,tank,was,cancelled,by,abc,in,2013,?
saw,0.24788837134838104,0.1389191597700119,0.35339242219924927,0.16067847609519958,0.18954798579216003,0.31694525480270386,0.22091712057590485,0.27630701661109924,0.2664891481399536,0.17951789498329163,0.1608259081840515,0.42132335901260376,0.2836238145828247,0.26498138904571533,0.09962060302495956,0.24892163276672363,-0.2239091992378235,0.14690998196601868
the,0.42745697498321533,0.22986935079097748,0.5473989248275757,0.2525516450405121,0.39067012071609497,0.3698786795139313,0.23171134293079376,0.32312217354774475,0.5171257257461548,0.234785795211792,0.28027960658073425,0.48711544275283813,0.2379130721092224,0.4408751428127289,0.2068762183189392,0.6662389636039734,-0.38509321212768555,0.22068053483963013
cancellations,0.18999972939491272,0.3011104166507721,0.32645702362060547,0.33289650082588196,0.21629773080348969,0.27517783641815186,0.18641610443592072,0.21399573981761932,0.223203644156456,0.20181787014007568,0.17294514179229736,0.27393442392349243,0.6996129155158997,0.23867277801036835,0.2676371932029724,0.2565721869468689,-0.29809755086898804,0.17571724951267242
of,0.33290785551071167,0.17376001179218292,0.41498205065727234,0.15519371628761292,0.3737983703613281,0.3052992522716522,0.16490690410137177,0.30196839570999146,0.5116966962814331,0.1910211592912674,0.2132720649242401,0.4069072902202606,0.20235416293144226,0.3646814823150635,0.14607268571853638,0.5696388483047485,-0.2904720902442932,0.1826142966747284
holdovers,0.18963617086410522,0.13192912936210632,0.24997226893901825,0.24224182963371277,0.28078511357307434,0.24280793964862823,0.20960214734077454,0.28497880697250366,0.3452020287513733,0.2678443193435669,0.16433438658714294,0.2693568170070648,0.1750076413154602,0.24241678416728973,0.1963578760623932,0.36831414699554443,-0.2331433892250061,0.23883673548698425
the,0.42745697498321533,0.22986935079097748,0.5473989248275757,0.2525516450405121,0.39067012071609497,0.3698786795139313,0.23171134293079376,0.32312217354774475,0.5171257257461548,0.234785795211792,0.28027960658073425,0.48711544275283813,0.2379130721092224,0.4408751428127289,0.2068762183189392,0.6662389636039734,-0.38509321212768555,0.22068053483963013
neighbors,0.21172936260700226,0.15223093330860138,0.2219015210866928,0.20965109765529633,0.2560316324234009,0.12113817036151886,0.19995948672294617,0.18864648044109344,0.291924387216568,0.16622327268123627,0.10553829371929169,0.13581913709640503,0.1412270963191986,0.19195273518562317,0.1135377585887909,0.2135869413614273,-0.2045547515153885,0.051071129739284515
(,0.2411840260028839,0.11923244595527649,0.2264307141304016,0.2287546843290329,0.23924681544303894,0.290768563747406,0.2344263195991516,0.16210083663463593,0.4862271547317505,0.16288521885871887,0.19607676565647125,0.2980341613292694,0.11253847181797028,0.20696312189102173,0.183883935213089,0.3087427020072937,-0.10410845279693604,0.40561532974243164
which,0.5261979103088379,0.3116832673549652,0.6894589066505432,0.2307283580303192,0.395174115896225,0.2768070101737976,0.20038147270679474,0.2561359405517578,0.506277859210968,0.21806998550891876,0.2255271077156067,0.2830964922904968,0.24496294558048248,0.40543368458747864,0.1991286277770996,0.4840516746044159,-0.516688346862793,0.25814583897590637
languished,0.18665488064289093,0.16944709420204163,0.24787814915180206,0.19495096802711487,0.18570160865783691,0.17260180413722992,0.23572485148906708,0.16761177778244019,0.3240751326084137,0.26732513308525085,0.13981465995311737,0.3095155358314514,0.21356551349163055,0.28288373351097107,0.15229308605194092,0.2979831397533417,-0.03491425886750221,0.13953447341918945
in,0.30808621644973755,0.1994907110929489,0.435920387506485,0.21521411836147308,0.41100412607192993,0.30714505910873413,0.19554144144058228,0.23342552781105042,0.4954058527946472,0.20282162725925446,0.21360428631305695,0.45514053106307983,0.2391979694366455,0.370934396982193,0.1697147786617279,1.0,-0.2606481909751892,0.20430970191955566
its,0.30393704771995544,0.22245895862579346,0.416561484336853,0.24988263845443726,0.2510443925857544,0.12596635520458221,0.13770484924316406,0.2122858613729477,0.3841775357723236,0.27655404806137085,0.1577734351158142,0.3518870174884796,0.24752111732959747,0.24398943781852722,0.19045390188694,0.3793783485889435,-0.3646434545516968,0.15103481709957123
new,0.2130378633737564,0.19244569540023804,0.29177987575531006,0.1564164012670517,0.20217913389205933,0.19813843071460724,0.15531548857688904,0.18762114644050598,0.31402453780174255,0.10617315024137497,0.15666908025741577,0.2748313844203949,0.15235859155654907,0.25394493341445923,0.20663127303123474,0.3758552670478821,-0.17881685495376587,0.14782847464084625
friday,0.17519022524356842,0.19775381684303284,0.2830311059951782,0.36325886845588684,0.22850583493709564,0.2190975695848465,0.16412638127803802,0.17840419709682465,0.18598662316799164,0.22934967279434204,0.23064525425434113,0.2301844358444214,0.25199195742607117,0.13703204691410065,0.2574578821659088,0.2214287966489792,-0.2038661688566208,0.15959392488002777
time,0.36319252848625183,0.2290326952934265,0.388528436422348,0.2283116579055786,0.2893446385860443,0.3435760736465454,0.27765411138534546,0.23879683017730713,0.3025408685207367,0.18007591366767883,0.18963976204395294,0.3641340136528015,0.24066561460494995,0.26502725481987,0.17553414404392242,0.3431483507156372,-0.323204904794693,0.27391523122787476
slot,0.2188974916934967,0.30567529797554016,0.26419445872306824,0.34557315707206726,0.22025161981582642,0.26168540120124817,0.17759466171264648,0.22472697496414185,0.23709653317928314,0.2116881161928177,0.214497908949852,0.16508151590824127,0.30116593837738037,0.156244695186615,0.2539001405239105,0.16402657330036163,-0.3076101541519165,0.22194187343120575
despite,0.1825345903635025,0.1392362117767334,0.3715449869632721,0.19013161957263947,0.19499841332435608,0.1737663745880127,0.20488637685775757,0.25417208671569824,0.3150249719619751,0.15438690781593323,0.10292590409517288,0.3650621473789215,0.34228935837745667,0.21331483125686646,0.12051708251237869,0.27473363280296326,-0.29520073533058167,0.14350546896457672
being,0.3760843276977539,0.229326531291008,0.46201252937316895,0.18162333965301514,0.21762578189373016,0.289389044046402,0.3080531358718872,0.3404594361782074,0.4286794066429138,0.19284974038600922,0.19303973019123077,0.5201660394668579,0.2606351375579834,0.4690866470336914,0.10816651582717896,0.33162933588027954,-0.41526761651039124,0.26743772625923157
bookended,0.29083868861198425,0.20222285389900208,0.4044537842273712,0.30605703592300415,0.2289918065071106,0.28700295090675354,0.31513512134552,0.3265228569507599,0.3153687119483948,0.10901080816984177,0.16649505496025085,0.3425806760787964,0.3502512276172638,0.3120534121990204,0.22218964993953705,0.3183758556842804,-0.24677340686321259,0.24651671946048737
by,0.2455483376979828,0.19954828917980194,0.37496164441108704,0.23136848211288452,0.28115302324295044,0.24441376328468323,0.17209449410438538,0.1661255657672882,0.4289871156215668,0.13181637227535248,0.18988347053527832,0.4752357602119446,0.23547974228858948,1.0000001192092896,0.17600902915000916,0.370934396982193,-0.25238490104675293,0.17966607213020325
last,0.23175878822803497,0.16244477033615112,0.31652477383613586,0.23622624576091766,0.27430257201194763,1.0,0.23325097560882568,0.19402475655078888,0.25967320799827576,0.12706486880779266,0.14572012424468994,0.32424551248550415,0.2989312708377838,0.24441376328468323,0.1956353634595871,0.30714505910873413,-0.26133984327316284,0.22371746599674225
man,0.21916821599006653,0.12332320958375931,0.25507083535194397,0.23271042108535767,0.15475529432296753,0.23325097560882568,1.0,0.29418614506721497,0.22261469066143036,0.24844713509082794,0.15795284509658813,0.3030987083911896,0.13608117401599884,0.17209449410438538,0.15322095155715942,0.19554144144058228,-0.18128836154937744,0.2528940737247467
standing,0.19543994963169098,0.1370062381029129,0.3461148142814636,0.1027810350060463,0.21638008952140808,0.19402475655078888,0.29418614506721497,0.9999999403953552,0.26176032423973083,0.1527683436870575,0.2525480389595032,0.24464210867881775,0.11292147636413574,0.1661255657672882,0.11138755828142166,0.23342552781105042,-0.2698262631893158,0.11972658336162567
and,0.31309178471565247,0.24895258247852325,0.4731321930885315,0.2092604786157608,0.40645647048950195,0.25967320799827576,0.22261469066143036,0.26176032423973083,1.0,0.2245044857263565,0.253970205783844,0.3740963041782379,0.1996309906244278,0.4289871156215668,0.16453155875205994,0.4954058527946472,-0.31428804993629456,0.20544172823429108
shark,0.13182544708251953,0.15044154226779938,0.20648686587810516,0.2068619430065155,0.15439638495445251,0.12706486880779266,0.24844713509082794,0.1527683436870575,0.2245044857263565,1.0,0.2892535626888275,0.14258140325546265,0.14107927680015564,0.13181637227535248,0.18500347435474396,0.20282162725925446,-0.24814987182617188,0.05145826190710068
tank,0.125138059258461,0.2105315923690796,0.16582588851451874,0.21720314025878906,0.12330853939056396,0.14572012424468994,0.15795284509658813,0.2525480389595032,0.253970205783844,0.2892535626888275,1.0000001192092896,0.19856096804141998,0.1495961844921112,0.18988347053527832,0.1529339998960495,0.21360428631305695,-0.1950695961713791,0.09334904700517654
),0.26259949803352356,0.12293422222137451,0.23478686809539795,0.2210014909505844,0.2502231299877167,0.30915912985801697,0.25566503405570984,0.15600086748600006,0.4961937665939331,0.16609664261341095,0.18594127893447876,0.3267642855644226,0.13447007536888123,0.2151763141155243,0.18381085991859436,0.3326910734176636,-0.12193530797958374,0.42300865054130554
and,0.31309178471565247,0.24895258247852325,0.4731321930885315,0.2092604786157608,0.40645647048950195,0.25967320799827576,0.22261469066143036,0.26176032423973083,1.0,0.2245044857263565,0.253970205783844,0.3740963041782379,0.1996309906244278,0.4289871156215668,0.16453155875205994,0.4954058527946472,-0.31428804993629456,0.20544172823429108
suburgatory,0.29144012928009033,0.12954406440258026,0.2756634056568146,0.2041473090648651,0.21670842170715332,0.1986619383096695,0.19628095626831055,0.19429536163806915,0.2917759120464325,0.2142932415008545,0.1632499247789383,0.3528714179992676,0.23852990567684174,0.20143847167491913,0.28020331263542175,0.3194350302219391,-0.22023539245128632,0.1876489371061325
.,0.3567904531955719,0.18964338302612305,0.4460422694683075,0.2278250902891159,0.30295518040657043,0.3548945486545563,0.27014487981796265,0.24833691120147705,0.588965117931366,0.1925327628850937,0.2456658035516739,0.40146201848983765,0.23111961781978607,0.3936232924461365,0.2567209303379059,0.5591574311256409,-0.2911754548549652,0.4130953550338745
,what,program,that,aired,between,last,man,standing,and,shark,tank,was,cancelled,by,abc,in,2013,?
the,0.42745697498321533,0.22986935079097748,0.5473989248275757,0.2525516450405121,0.39067012071609497,0.3698786795139313,0.23171134293079376,0.32312217354774475,0.5171257257461548,0.234785795211792,0.28027960658073425,0.48711544275283813,0.2379130721092224,0.4408751428127289,0.2068762183189392,0.6662389636039734,-0.38509321212768555,0.22068053483963013
2013–14,0.02452688291668892,0.04075036197900772,-0.036753423511981964,-0.03372565656900406,-0.17950847744941711,-0.12528078258037567,0.07835233211517334,0.04429072514176369,-0.0940239205956459,-0.030345642939209938,0.06757210940122604,-0.14340822398662567,-0.0908079668879509,-0.020139912143349648,0.01600622572004795,-0.10896475613117218,0.03854033350944519,0.10449400544166565
season,0.12117787450551987,0.1791892945766449,0.21767571568489075,0.37032318115234375,0.16782350838184357,0.24131526052951813,0.1445837914943695,0.2408016175031662,0.2369309365749359,0.20316463708877563,0.15181280672550201,0.24797968566417694,0.3465386927127838,0.10566911846399307,0.29887476563453674,0.2184021919965744,-0.1576877385377884,0.16793298721313477
was,0.22111038863658905,0.1849333792924881,0.33670201897621155,0.27861282229423523,0.24048170447349548,0.32424551248550415,0.3030987083911896,0.24464210867881775,0.3740963041782379,0.14258140325546265,0.19856096804141998,1.0000001192092896,0.37362921237945557,0.4752357602119446,0.21565799415111542,0.45514053106307983,-0.16685336828231812,0.18412111699581146
a,0.3320399522781372,0.2779408395290375,0.47537946701049805,0.1767585724592209,0.29385313391685486,0.2864423990249634,0.27759313583374023,0.3191242814064026,0.3739250600337982,0.2024041712284088,0.2611767649650574,0.4508470594882965,0.21809884905815125,0.32094135880470276,0.21331243216991425,0.539380669593811,-0.3549499809741974,0.23916715383529663
slight,0.30592140555381775,0.09937092661857605,0.353914350271225,0.05694641172885895,0.24952012300491333,0.19403934478759766,0.15019671618938446,0.20122464001178741,0.27018028497695923,0.1721004843711853,0.03267011418938637,0.1896151751279831,0.1700974553823471,0.11099656671285629,0.04954688996076584,0.23068667948246002,-0.3626466989517212,0.20713375508785248
improvement,0.3392397165298462,0.30757683515548706,0.4004719853401184,0.2013222575187683,0.10485539585351944,0.2611806094646454,0.17250171303749084,0.21551772952079773,0.27008214592933655,0.1275697499513626,0.19782915711402893,0.21624146401882172,0.23340369760990143,0.16851122677326202,0.13134491443634033,0.25706639885902405,-0.3178575932979584,0.29089033603668213
for,0.3017193675041199,0.29441335797309875,0.4137635827064514,0.14468124508857727,0.24671313166618347,0.3043119013309479,0.22439523041248322,0.2957304120063782,0.5064792633056641,0.195969820022583,0.2143588364124298,0.3863949179649353,0.2585563063621521,0.3248702883720398,0.22510288655757904,0.4322226941585541,-0.2664349377155304,0.264628142118454
abc,0.1317344456911087,0.28949791193008423,0.17440107464790344,0.5025622844696045,0.07610002905130386,0.1956353634595871,0.15322095155715942,0.11138755828142166,0.16453155875205994,0.18500347435474396,0.1529339998960495,0.21565799415111542,0.30069950222969055,0.17600902915000916,1.0000001192092896,0.1697147786617279,-0.1548854112625122,0.19065172970294952
with,0.2464839518070221,0.14732027053833008,0.4154358208179474,0.18900629878044128,0.3829993009567261,0.1975114792585373,0.175505131483078,0.2784639894962311,0.5477725267410278,0.18986402451992035,0.1658972203731537,0.27411898970603943,0.15665940940380096,0.39731505513191223,0.17432008683681488,0.4080928862094879,-0.32643264532089233,0.2433311939239502
three,0.24888746440410614,0.14696548879146576,0.3407050371170044,0.17604348063468933,0.3260507881641388,0.23876327276229858,0.1836111843585968,0.2208312451839447,0.3826501965522766,0.1198965534567833,0.14915503561496735,0.2748996615409851,0.22433748841285706,0.28754812479019165,0.15282940864562988,0.34828072786331177,-0.2776290774345398,0.20928427577018738
new,0.2130378633737564,0.19244569540023804,0.29177987575531006,0.1564164012670517,0.20217913389205933,0.19813843071460724,0.15531548857688904,0.18762114644050598,0.31402453780174255,0.10617315024137497,0.15666908025741577,0.2748313844203949,0.15235859155654907,0.25394493341445923,0.20663127303123474,0.3758552670478821,-0.17881685495376587,0.14782847464084625
hits,0.22194896638393402,0.05557744577527046,0.2249940186738968,0.16562773287296295,0.08679638057947159,0.17867326736450195,0.15711066126823425,0.20243236422538757,0.1772558093070984,0.12882736325263977,0.1810389906167984,0.1653698831796646,0.1441633254289627,0.18624663352966309,0.1388423591852188,0.18111614882946014,-0.2596971392631531,0.18031644821166992
in,0.30808621644973755,0.1994907110929489,0.435920387506485,0.21521411836147308,0.41100412607192993,0.30714505910873413,0.19554144144058228,0.23342552781105042,0.4954058527946472,0.20282162725925446,0.21360428631305695,0.45514053106307983,0.2391979694366455,0.370934396982193,0.1697147786617279,1.0,-0.2606481909751892,0.20430970191955566
the,0.42745697498321533,0.22986935079097748,0.5473989248275757,0.2525516450405121,0.39067012071609497,0.3698786795139313,0.23171134293079376,0.32312217354774475,0.5171257257461548,0.234785795211792,0.28027960658073425,0.48711544275283813,0.2379130721092224,0.4408751428127289,0.2068762183189392,0.6662389636039734,-0.38509321212768555,0.22068053483963013
goldbergs,0.24810288846492767,0.26013362407684326,0.2603650689125061,0.28754955530166626,0.23106655478477478,0.20375299453735352,0.27401992678642273,0.15540271997451782,0.2765429615974426,0.13995403051376343,0.044282637536525726,0.24262836575508118,0.23797555267810822,0.25487828254699707,0.25749918818473816,0.22726969420909882,-0.07193288207054138,0.25426191091537476
",",0.3087472915649414,0.17760658264160156,0.4137537479400635,0.2195960283279419,0.27714940905570984,0.29026782512664795,0.26654794812202454,0.22449126839637756,0.6633074283599854,0.17573192715644836,0.24815994501113892,0.45456063747406006,0.21998357772827148,0.3680937886238098,0.2097204476594925,0.5201468467712402,-0.20834597945213318,0.31091248989105225
agents,0.15588855743408203,0.1623028814792633,0.2341770976781845,0.14350387454032898,0.17615918815135956,0.13361969590187073,0.1345689296722412,0.055494777858257294,0.25292477011680603,0.12685151398181915,0.20481745898723602,0.1834062784910202,0.20438535511493683,0.35109665989875793,0.12124861776828766,0.20007102191448212,-0.1778649240732193,0.1518401801586151
of,0.33290785551071167,0.17376001179218292,0.41498205065727234,0.15519371628761292,0.3737983703613281,0.3052992522716522,0.16490690410137177,0.30196839570999146,0.5116966962814331,0.1910211592912674,0.2132720649242401,0.4069072902202606,0.20235416293144226,0.3646814823150635,0.14607268571853638,0.5696388483047485,-0.2904720902442932,0.1826142966747284
s.h.i.e.l.d,0.29015639424324036,0.03761259838938713,0.25422248244285583,0.0070360321551561356,0.0981593057513237,0.04305111989378929,-0.025571011006832123,0.1214127242565155,0.01815464161336422,0.030598647892475128,-0.039415840059518814,0.04395073652267456,0.1158793717622757,0.01917462795972824,-0.016257023438811302,-0.0029839107301086187,-0.30627554655075073,0.23722855746746063
.,0.3567904531955719,0.18964338302612305,0.4460422694683075,0.2278250902891159,0.30295518040657043,0.3548945486545563,0.27014487981796265,0.24833691120147705,0.588965117931366,0.1925327628850937,0.2456658035516739,0.40146201848983765,0.23111961781978607,0.3936232924461365,0.2567209303379059,0.5591574311256409,-0.2911754548549652,0.4130953550338745
