,what,kind,of,contract,is,given,when,the,contractor,is,given,a,performance,specification,and,must,undertake,the,project,from,design,to,construction,",",while,adhering,to,the,performance,specifications,?
where,0.4457937180995941,0.2582259476184845,0.38066378235816956,0.17503662407398224,0.3586711287498474,0.2906268835067749,0.5747735500335693,0.5003893971443176,0.19039477407932281,0.3586711287498474,0.2906268835067749,0.40997210144996643,0.14523521065711975,0.23997001349925995,0.43859338760375977,0.34593677520751953,0.2642171084880829,0.5003893971443176,0.14709509909152985,0.3713873624801636,0.16279427707195282,0.47735077142715454,0.16534434258937836,0.3149496018886566,0.41293615102767944,0.21035897731781006,0.47735077142715454,0.5003893971443176,0.14523521065711975,0.24614158272743225,0.24793872237205505
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.23003633320331573,0.5823672413825989,0.37508252263069153,0.5091903209686279,1.0,0.21471422910690308,0.5823672413825989,0.37508252263069153,0.5829201340675354,0.260756254196167,0.3332313597202301,0.5171257257461548,0.2713140547275543,0.27285146713256836,1.0,0.2027820199728012,0.40150508284568787,0.27913451194763184,0.535392165184021,0.2671978175640106,0.4933079481124878,0.39804592728614807,0.24155083298683167,0.535392165184021,1.0,0.260756254196167,0.31503263115882874,0.22068053483963013
contractor,0.17357058823108673,0.15132379531860352,0.189218208193779,0.7720444202423096,0.1496407836675644,0.19625872373580933,0.21528659760951996,0.21471422910690308,0.9999999403953552,0.1496407836675644,0.19625872373580933,0.24873769283294678,0.18301810324192047,0.3123636841773987,0.22108305990695953,0.14599251747131348,0.3305557370185852,0.21471422910690308,0.20830978453159332,0.1276669204235077,0.3189314901828766,0.24450071156024933,0.4212198555469513,0.24117542803287506,0.2018345147371292,0.1456228643655777,0.24450071156024933,0.21471422910690308,0.18301810324192047,0.29168954491615295,0.07686037570238113
is,0.28837618231773376,0.3292753994464874,0.4854315221309662,0.14098215103149414,1.0,0.249215230345726,0.3471449911594391,0.5823672413825989,0.1496407836675644,1.0,0.249215230345726,0.658733606338501,0.21145814657211304,0.24459144473075867,0.3859752118587494,0.3093329071998596,0.14193832874298096,0.5823672413825989,0.1924840211868286,0.27355384826660156,0.18976035714149475,0.42745086550712585,0.2135658711194992,0.4691906273365021,0.2713196575641632,0.3030839264392853,0.42745086550712585,0.5823672413825989,0.21145814657211304,0.20805388689041138,0.22961433231830597
given,0.21883496642112732,0.20561198890209198,0.39388060569763184,0.16257479786872864,0.249215230345726,1.0,0.3406018912792206,0.37508252263069153,0.19625872373580933,0.249215230345726,1.0,0.3335871398448944,0.25458404421806335,0.28803882002830505,0.30185943841934204,0.2687784731388092,0.20191647112369537,0.37508252263069153,0.15985825657844543,0.28116533160209656,0.19642147421836853,0.3428947925567627,0.12237486988306046,0.2843315005302429,0.27859386801719666,0.16231688857078552,0.3428947925567627,0.37508252263069153,0.25458404421806335,0.2864285111427307,0.2570464313030243
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.20562967658042908,0.658733606338501,0.3335871398448944,0.44397395849227905,0.5829201340675354,0.24873769283294678,0.658733606338501,0.3335871398448944,1.0,0.25398191809654236,0.3402242958545685,0.3739250600337982,0.3016769587993622,0.2497260570526123,0.5829201340675354,0.2328382134437561,0.322764128446579,0.25211480259895325,0.45503583550453186,0.25036895275115967,0.427140474319458,0.3733035624027252,0.27348801493644714,0.45503583550453186,0.5829201340675354,0.25398191809654236,0.3033483624458313,0.23916715383529663
performance,0.1804763227701187,0.15478888154029846,0.18957610428333282,0.18263062834739685,0.21145814657211304,0.25458404421806335,0.21612653136253357,0.260756254196167,0.18301810324192047,0.21145814657211304,0.25458404421806335,0.25398191809654236,1.0000001192092896,0.26168155670166016,0.25085049867630005,0.1140265017747879,0.2227918952703476,0.260756254196167,0.19443728029727936,0.11304260790348053,0.3100380599498749,0.21638664603233337,0.2661643326282501,0.2156122624874115,0.22388571500778198,0.09934639185667038,0.21638664603233337,0.260756254196167,1.0000001192092896,0.25619426369667053,0.1587955504655838
specification,0.320728600025177,0.3003702163696289,0.24761077761650085,0.24988612532615662,0.24459144473075867,0.28803882002830505,0.23752841353416443,0.3332313597202301,0.3123636841773987,0.24459144473075867,0.28803882002830505,0.3402242958545685,0.26168155670166016,1.0,0.21822865307331085,0.30517590045928955,0.3035857379436493,0.3332313597202301,0.25948095321655273,0.1510760337114334,0.44732511043548584,0.3136509358882904,0.3670414388179779,0.24399752914905548,0.1882745772600174,0.31977516412734985,0.3136509358882904,0.3332313597202301,0.26168155670166016,0.9452549815177917,0.2957742214202881
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.1687537431716919,0.3859752118587494,0.30185943841934204,0.4716290831565857,0.5171257257461548,0.22108305990695953,0.3859752118587494,0.30185943841934204,0.3739250600337982,0.25085049867630005,0.21822865307331085,1.0,0.33253467082977295,0.2005913406610489,0.5171257257461548,0.23249590396881104,0.3601827025413513,0.21815341711044312,0.48971283435821533,0.22762417793273926,0.6633074283599854,0.45699796080589294,0.3140084743499756,0.48971283435821533,0.5171257257461548,0.25085049867630005,0.2517126798629761,0.20544172823429108
must,0.30362528562545776,0.2530575394630432,0.24322323501110077,0.1258041113615036,0.3093329071998596,0.2687784731388092,0.3487336039543152,0.2713140547275543,0.14599251747131348,0.3093329071998596,0.2687784731388092,0.3016769587993622,0.1140265017747879,0.30517590045928955,0.33253467082977295,1.0,0.27505987882614136,0.2713140547275543,0.14851504564285278,0.20263603329658508,0.17000149190425873,0.43356871604919434,0.11125131696462631,0.2231246829032898,0.2922319769859314,0.2990325689315796,0.43356871604919434,0.2713140547275543,0.1140265017747879,0.31640753149986267,0.23707495629787445
undertake,0.239776611328125,0.2015133798122406,0.22298528254032135,0.2894662320613861,0.14193832874298096,0.20191647112369537,0.2332194298505783,0.27285146713256836,0.3305557370185852,0.14193832874298096,0.20191647112369537,0.2497260570526123,0.2227918952703476,0.3035857379436493,0.2005913406610489,0.27505987882614136,1.0000001192092896,0.27285146713256836,0.2608649730682373,0.1538868397474289,0.18568676710128784,0.32708126306533813,0.2761960029602051,0.17430804669857025,0.3017653524875641,0.3498896360397339,0.32708126306533813,0.27285146713256836,0.2227918952703476,0.3067690432071686,0.1911853551864624
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.23003633320331573,0.5823672413825989,0.37508252263069153,0.5091903209686279,1.0,0.21471422910690308,0.5823672413825989,0.37508252263069153,0.5829201340675354,0.260756254196167,0.3332313597202301,0.5171257257461548,0.2713140547275543,0.27285146713256836,1.0,0.2027820199728012,0.40150508284568787,0.27913451194763184,0.535392165184021,0.2671978175640106,0.4933079481124878,0.39804592728614807,0.24155083298683167,0.535392165184021,1.0,0.260756254196167,0.31503263115882874,0.22068053483963013
project,0.27033838629722595,0.2080553025007248,0.17578177154064178,0.1668499857187271,0.1924840211868286,0.15985825657844543,0.15249502658843994,0.2027820199728012,0.20830978453159332,0.1924840211868286,0.15985825657844543,0.2328382134437561,0.19443728029727936,0.25948095321655273,0.23249590396881104,0.14851504564285278,0.2608649730682373,0.2027820199728012,1.0,0.17965814471244812,0.3001759350299835,0.28750085830688477,0.39453527331352234,0.24875426292419434,0.2383626103401184,0.23975156247615814,0.28750085830688477,0.2027820199728012,0.19443728029727936,0.24421809613704681,0.30569031834602356
from,0.2737620174884796,0.1906990259885788,0.4249346852302551,0.16377976536750793,0.27355384826660156,0.28116533160209656,0.405669629573822,0.40150508284568787,0.1276669204235077,0.27355384826660156,0.28116533160209656,0.322764128446579,0.11304260790348053,0.1510760337114334,0.3601827025413513,0.20263603329658508,0.1538868397474289,0.40150508284568787,0.17965814471244812,1.0,0.10586436837911606,0.4069952368736267,0.15699175000190735,0.39760664105415344,0.35008183121681213,0.14681828022003174,0.4069952368736267,0.40150508284568787,0.11304260790348053,0.1590912640094757,0.19969791173934937
design,0.23893405497074127,0.20948083698749542,0.2522938847541809,0.16439299285411835,0.18976035714149475,0.19642147421836853,0.1777849793434143,0.27913451194763184,0.3189314901828766,0.18976035714149475,0.19642147421836853,0.25211480259895325,0.3100380599498749,0.44732511043548584,0.21815341711044312,0.17000149190425873,0.18568676710128784,0.27913451194763184,0.3001759350299835,0.10586436837911606,1.0000001192092896,0.26415011286735535,0.44344785809516907,0.19350415468215942,0.17481791973114014,0.29789769649505615,0.26415011286735535,0.27913451194763184,0.3100380599498749,0.45796436071395874,0.16351860761642456
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.2871469259262085,0.42745086550712585,0.3428947925567627,0.5423505902290344,0.535392165184021,0.24450071156024933,0.42745086550712585,0.3428947925567627,0.45503583550453186,0.21638664603233337,0.3136509358882904,0.48971283435821533,0.43356871604919434,0.32708126306533813,0.535392165184021,0.28750085830688477,0.4069952368736267,0.26415011286735535,1.0,0.24810278415679932,0.44245919585227966,0.43899232149124146,0.29555079340934753,1.0,0.535392165184021,0.21638664603233337,0.30868783593177795,0.29463258385658264
construction,0.20329850912094116,0.12104524672031403,0.2815735340118408,0.2770758271217346,0.2135658711194992,0.12237486988306046,0.16481471061706543,0.2671978175640106,0.4212198555469513,0.2135658711194992,0.12237486988306046,0.25036895275115967,0.2661643326282501,0.3670414388179779,0.22762417793273926,0.11125131696462631,0.2761960029602051,0.2671978175640106,0.39453527331352234,0.15699175000190735,0.44344785809516907,0.24810278415679932,1.0,0.23704268038272858,0.20581965148448944,0.31458109617233276,0.24810278415679932,0.2671978175640106,0.2661643326282501,0.3656251132488251,0.13494056463241577
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.20806868374347687,0.4691906273365021,0.2843315005302429,0.36674630641937256,0.4933079481124878,0.24117542803287506,0.4691906273365021,0.2843315005302429,0.427140474319458,0.2156122624874115,0.24399752914905548,0.6633074283599854,0.2231246829032898,0.17430804669857025,0.4933079481124878,0.24875426292419434,0.39760664105415344,0.19350415468215942,0.44245919585227966,0.23704268038272858,1.0000001192092896,0.38232675194740295,0.22081810235977173,0.44245919585227966,0.4933079481124878,0.2156122624874115,0.2598259150981903,0.31091248989105225
while,0.35511791706085205,0.18236218392848969,0.3366928696632385,0.2157430797815323,0.2713196575641632,0.27859386801719666,0.548916757106781,0.39804592728614807,0.2018345147371292,0.2713196575641632,0.27859386801719666,0.3733035624027252,0.22388571500778198,0.1882745772600174,0.45699796080589294,0.2922319769859314,0.3017653524875641,0.39804592728614807,0.2383626103401184,0.35008183121681213,0.17481791973114014,0.43899232149124146,0.20581965148448944,0.38232675194740295,1.0,0.33738043904304504,0.43899232149124146,0.39804592728614807,0.22388571500778198,0.19584017992019653,0.21076419949531555
adhering,0.2717313766479492,0.23072010278701782,0.2905653417110443,0.09241736680269241,0.3030839264392853,0.16231688857078552,0.28658488392829895,0.24155083298683167,0.1456228643655777,0.3030839264392853,0.16231688857078552,0.27348801493644714,0.09934639185667038,0.31977516412734985,0.3140084743499756,0.2990325689315796,0.3498896360397339,0.24155083298683167,0.23975156247615814,0.14681828022003174,0.29789769649505615,0.29555079340934753,0.31458109617233276,0.22081810235977173,0.33738043904304504,1.0,0.29555079340934753,0.24155083298683167,0.09934639185667038,0.31995895504951477,0.19525264203548431
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.2871469259262085,0.42745086550712585,0.3428947925567627,0.5423505902290344,0.535392165184021,0.24450071156024933,0.42745086550712585,0.3428947925567627,0.45503583550453186,0.21638664603233337,0.3136509358882904,0.48971283435821533,0.43356871604919434,0.32708126306533813,0.535392165184021,0.28750085830688477,0.4069952368736267,0.26415011286735535,1.0,0.24810278415679932,0.44245919585227966,0.43899232149124146,0.29555079340934753,1.0,0.535392165184021,0.21638664603233337,0.30868783593177795,0.29463258385658264
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.23003633320331573,0.5823672413825989,0.37508252263069153,0.5091903209686279,1.0,0.21471422910690308,0.5823672413825989,0.37508252263069153,0.5829201340675354,0.260756254196167,0.3332313597202301,0.5171257257461548,0.2713140547275543,0.27285146713256836,1.0,0.2027820199728012,0.40150508284568787,0.27913451194763184,0.535392165184021,0.2671978175640106,0.4933079481124878,0.39804592728614807,0.24155083298683167,0.535392165184021,1.0,0.260756254196167,0.31503263115882874,0.22068053483963013
performance,0.1804763227701187,0.15478888154029846,0.18957610428333282,0.18263062834739685,0.21145814657211304,0.25458404421806335,0.21612653136253357,0.260756254196167,0.18301810324192047,0.21145814657211304,0.25458404421806335,0.25398191809654236,1.0000001192092896,0.26168155670166016,0.25085049867630005,0.1140265017747879,0.2227918952703476,0.260756254196167,0.19443728029727936,0.11304260790348053,0.3100380599498749,0.21638664603233337,0.2661643326282501,0.2156122624874115,0.22388571500778198,0.09934639185667038,0.21638664603233337,0.260756254196167,1.0000001192092896,0.25619426369667053,0.1587955504655838
specifications,0.29386061429977417,0.2851066291332245,0.23755234479904175,0.2284950613975525,0.20805388689041138,0.2864285111427307,0.23060078918933868,0.31503263115882874,0.29168954491615295,0.20805388689041138,0.2864285111427307,0.3033483624458313,0.25619426369667053,0.9452549815177917,0.2517126798629761,0.31640753149986267,0.3067690432071686,0.31503263115882874,0.24421809613704681,0.1590912640094757,0.45796436071395874,0.30868783593177795,0.3656251132488251,0.2598259150981903,0.19584017992019653,0.31995895504951477,0.30868783593177795,0.31503263115882874,0.25619426369667053,1.0,0.2895539104938507
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.18996715545654297,0.4569662809371948,0.3169408142566681,0.475719153881073,0.5934505462646484,0.19221588969230652,0.4569662809371948,0.3169408142566681,0.50484299659729,0.18741370737552643,0.26869145035743713,0.588965117931366,0.27722811698913574,0.17780113220214844,0.5934505462646484,0.23938670754432678,0.41536515951156616,0.24995818734169006,0.4645031690597534,0.23682771623134613,0.6812511086463928,0.38690751791000366,0.20360112190246582,0.4645031690597534,0.5934505462646484,0.18741370737552643,0.27446720004081726,0.4130953550338745
