,what,is,the,english,translation,of,het,scheur,?
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.3194602429866791,0.2620614171028137,0.35032153129577637,0.16947899758815765,0.2951118052005768,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.03079455904662609,-0.02818385139107704,0.06780257821083069,0.02625201642513275,0.0958850309252739,0.0685480609536171
north,0.18673177063465118,0.2993389368057251,0.36298373341560364,0.14724189043045044,0.08575420826673508,0.3604778051376343,0.11763864010572433,0.11377671360969543,0.11829731613397598
river,0.13815869390964508,0.20670881867408752,0.2894456386566162,0.1527777463197708,0.17802152037620544,0.19903257489204407,0.047087617218494415,0.13801021873950958,0.15390869975090027
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.058639850467443466,0.07195914536714554,0.13035868108272552,0.05727029964327812,0.03184214234352112,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.32298287749290466,0.2564658224582672,0.3680361211299896,0.18021611869335175,0.297046959400177,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3339248597621918,0.2429160475730896,0.4946078956127167,0.09543897211551666,0.3519960343837738,0.31091248989105225
nieuwe,0.10837244242429733,0.0919080525636673,0.18349426984786987,0.14615775644779205,0.08801691234111786,0.18736444413661957,0.4999699592590332,0.4282730519771576,0.10812246054410934
maas,0.13124726712703705,0.09557965397834778,0.1690772920846939,0.23617026209831238,0.16183646023273468,0.11708027124404907,0.4875592291355133,0.380800724029541,0.1508096158504486
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.3194602429866791,0.2620614171028137,0.35032153129577637,0.16947899758815765,0.2951118052005768,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.03079455904662609,-0.02818385139107704,0.06780257821083069,0.02625201642513275,0.0958850309252739,0.0685480609536171
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.22452884912490845,0.1734006702899933,0.343457967042923,0.10326477140188217,0.22304579615592957,0.14782847464084625
meuse,0.1806630939245224,0.1856730431318283,0.28249096870422363,0.15557757019996643,0.19188757240772247,0.20204558968544006,0.29687225818634033,0.34729281067848206,0.21687322854995728
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.058639850467443466,0.07195914536714554,0.13035868108272552,0.05727029964327812,0.03184214234352112,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.32298287749290466,0.2564658224582672,0.3680361211299896,0.18021611869335175,0.297046959400177,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3339248597621918,0.2429160475730896,0.4946078956127167,0.09543897211551666,0.3519960343837738,0.31091248989105225
het,0.12326420843601227,0.11582564562559128,0.08673298358917236,0.11198408156633377,0.2014428675174713,0.11657174676656723,1.0,0.3388700485229492,0.1591106653213501
scheur,0.1868724375963211,0.1940479278564453,0.22837476432323456,0.17277882993221283,0.18439660966396332,0.19196487963199615,0.3388700485229492,1.0000001192092896,0.23432530462741852
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.3194602429866791,0.2620614171028137,0.35032153129577637,0.16947899758815765,0.2951118052005768,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.03079455904662609,-0.02818385139107704,0.06780257821083069,0.02625201642513275,0.0958850309252739,0.0685480609536171
the,0.42745697498321533,0.5823672413825989,1.0,0.23982001841068268,0.26402729749679565,0.733189046382904,0.08673298358917236,0.22837476432323456,0.22068053483963013
rip,0.20125922560691833,0.1666768342256546,0.1664673238992691,0.08215688914060593,0.06771676242351532,0.13388802111148834,0.12239693850278854,0.1488741934299469,0.13477055728435516
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.058639850467443466,0.07195914536714554,0.13035868108272552,0.05727029964327812,0.03184214234352112,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.32298287749290466,0.2564658224582672,0.3680361211299896,0.18021611869335175,0.297046959400177,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3409043252468109,0.2206902801990509,0.5116966962814331,0.13131578266620636,0.24410822987556458,0.20544172823429108
nieuwe,0.10837244242429733,0.0919080525636673,0.18349426984786987,0.14615775644779205,0.08801691234111786,0.18736444413661957,0.4999699592590332,0.4282730519771576,0.10812246054410934
waterweg,0.07600073516368866,0.2045811414718628,0.27384740114212036,0.22296543419361115,0.186110720038414,0.2151135355234146,0.3573766052722931,0.30644580721855164,0.10043488442897797
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.3194602429866791,0.2620614171028137,0.35032153129577637,0.16947899758815765,0.2951118052005768,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.03079455904662609,-0.02818385139107704,0.06780257821083069,0.02625201642513275,0.0958850309252739,0.0685480609536171
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.22452884912490845,0.1734006702899933,0.343457967042923,0.10326477140188217,0.22304579615592957,0.14782847464084625
waterway,0.17106474936008453,0.2168959379196167,0.32060128450393677,0.13213826715946198,0.21423563361167908,0.27016353607177734,0.16461604833602905,0.11550015211105347,0.14780981838703156
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.058639850467443466,0.07195914536714554,0.13035868108272552,0.05727029964327812,0.03184214234352112,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.32298287749290466,0.2564658224582672,0.3680361211299896,0.18021611869335175,0.297046959400177,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2881386876106262,0.2109805941581726,0.5352458953857422,0.09627103805541992,0.2783547043800354,0.4130953550338745
