,which,company,sponsored,a,contest,called,``,small,business,big,game,'',?
",",0.3658004403114319,0.2697763442993164,0.17832541465759277,0.427140474319458,0.26351213455200195,0.26549121737480164,0.09681109338998795,0.3083299398422241,0.2952407896518707,0.30276864767074585,0.2653886377811432,-0.037358131259679794,0.31091248989105225
in,0.4840516746044159,0.22141718864440918,0.2091335952281952,0.539380669593811,0.3096996545791626,0.40847352147102356,0.04765888676047325,0.3722202181816101,0.2298729121685028,0.2359251081943512,0.23986028134822845,0.07432962208986282,0.20430970191955566
which,1.0,0.25990763306617737,0.22965051233768463,0.56894451379776,0.18239639699459076,0.5573342442512512,0.05178012326359749,0.42979657649993896,0.2152334302663803,0.3132573664188385,0.23652023077011108,-0.03332270681858063,0.25814583897590637
death,0.17868493497371674,0.1059088408946991,0.07304907590150833,0.16249743103981018,0.10098680108785629,0.1122669205069542,0.02746286429464817,0.04472905769944191,0.0951673835515976,0.0912700816988945,0.11502063274383545,-0.04736875370144844,0.21149799227714539
wish,0.2899854779243469,0.20549477636814117,0.1368139535188675,0.2952733337879181,0.16978420317173004,0.18029361963272095,-0.0069111245684325695,0.126213937997818,0.25934308767318726,0.17233559489250183,0.24937687814235687,0.03334395959973335,0.35864195227622986
coffee,0.1997203826904297,0.23402269184589386,0.18444761633872986,0.2200593799352646,0.17565950751304626,0.17692290246486664,-0.03548108786344528,0.23252056539058685,0.2911997437477112,0.20309510827064514,0.17562362551689148,0.02069525048136711,0.1695348024368286
had,0.3188965916633606,0.19269630312919617,0.16959363222122192,0.34897568821907043,0.17754459381103516,0.31333738565444946,0.0518546998500824,0.2837340235710144,0.2212827354669571,0.27328622341156006,0.18758456408977509,0.024004416540265083,0.20728366076946259
a,0.56894451379776,0.22037413716316223,0.18844401836395264,1.0,0.229091614484787,0.4868806302547455,0.07272057235240936,0.41262131929397583,0.2670866549015045,0.29998910427093506,0.23211604356765747,0.04890415817499161,0.23916715383529663
30-second,0.2968699634075165,0.05657489225268364,0.08638641983270645,0.3324473798274994,0.1457606554031372,0.2931746244430542,0.1732383370399475,0.16905204951763153,0.07435380667448044,0.16869622468948364,0.21130859851837158,-0.06482204049825668,0.18454498052597046
commercial,0.28039100766181946,0.2870384752750397,0.28658050298690796,0.2696971893310547,0.1535993218421936,0.18256962299346924,-0.07633309066295624,0.21057932078838348,0.3763678967952728,0.2387457937002182,0.20594170689582825,-0.03676767647266388,0.04216946288943291
aired,0.2307283580303192,0.1785302758216858,0.25455060601234436,0.1767585724592209,0.23271557688713074,0.22558070719242096,-0.037323497235774994,0.118197001516819,0.167976513504982,0.1484070122241974,0.3074551820755005,-0.001198898651637137,0.22283338010311127
free,0.25454452633857727,0.16017454862594604,0.20167304575443268,0.23877057433128357,0.15106257796287537,0.19286808371543884,-0.03257644176483154,0.2059100866317749,0.16774776577949524,0.15658064186573029,0.12691602110862732,-0.018491532653570175,0.1278279572725296
of,0.5011631846427917,0.20467796921730042,0.21318376064300537,0.5052502155303955,0.2265491932630539,0.4222904443740845,0.06780257821083069,0.353353351354599,0.23985227942466736,0.2513701021671295,0.2298848181962967,0.13035868108272552,0.1826142966747284
charge,0.24471032619476318,0.20915955305099487,0.21502648293972015,0.2415132075548172,0.1310151219367981,0.28606072068214417,0.026767121627926826,0.22180907428264618,0.24049217998981476,0.0679861381649971,0.18759921193122864,-0.020503507927060127,0.0958876758813858
courtesy,0.1625784933567047,0.1326783150434494,0.16189679503440857,0.22637400031089783,0.24623355269432068,0.08671875298023224,0.03271861746907234,0.07205800712108612,0.2217206060886383,0.12021509557962418,0.17964015901088715,0.11433523893356323,0.34395626187324524
of,0.5011631846427917,0.20467796921730042,0.21318376064300537,0.5052502155303955,0.2265491932630539,0.4222904443740845,0.06780257821083069,0.353353351354599,0.23985227942466736,0.2513701021671295,0.2298848181962967,0.13035868108272552,0.1826142966747284
quickbooks,0.3840883672237396,0.2871352434158325,0.2490781843662262,0.3290599584579468,0.15614621341228485,0.2983747720718384,0.010585673153400421,0.2805779278278351,0.30975770950317383,0.21180376410484314,0.31494608521461487,-0.014170819893479347,0.33220136165618896
.,0.45942068099975586,0.266353577375412,0.19480463862419128,0.50484299659729,0.20280277729034424,0.300344854593277,0.05720457062125206,0.3130834400653839,0.25987809896469116,0.27374890446662903,0.2581658959388733,-0.07181349396705627,0.4130953550338745
