,the,rhine,forms,the,border,between,austria,and,what,other,country,?
the,1.0,0.30735138058662415,0.2950737178325653,1.0,0.2856229841709137,0.39067012071609497,0.24396029114723206,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.30432501435279846,0.22068053483963013
swiss,0.17452241480350494,0.29746899008750916,0.06870439648628235,0.17452241480350494,0.19696879386901855,0.09482898563146591,0.30224528908729553,0.19069941341876984,0.06743662059307098,0.12492024153470993,0.1835523247718811,0.11023817211389542
canton,0.28469693660736084,0.3045586347579956,0.1968211531639099,0.28469693660736084,0.263155996799469,0.08851533383131027,0.26634183526039124,0.20705747604370117,0.11461501568555832,0.16164006292819977,0.28834155201911926,0.09711585193872452
of,0.733189046382904,0.2548927664756775,0.33835989236831665,0.733189046382904,0.24084383249282837,0.3737983703613281,0.23136331140995026,0.5116966962814331,0.33290785551071167,0.38583824038505554,0.28866857290267944,0.1826142966747284
graubünden,0.32258641719818115,0.48978495597839355,0.19901184737682343,0.32258641719818115,0.29620012640953064,0.1894543170928955,0.45594698190689087,0.25776979327201843,0.15425904095172882,0.23580852150917053,0.3349372446537018,0.1337408721446991
",",0.4933079481124878,0.167837992310524,0.2570338547229767,0.4933079481124878,0.2548258304595947,0.27714940905570984,0.22571246325969696,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.27878350019454956,0.31091248989105225
and,0.5171257257461548,0.22029656171798706,0.31425848603248596,0.5171257257461548,0.29048892855644226,0.40645647048950195,0.24401354789733887,1.0,0.31309178471565247,0.5504306554794312,0.30884742736816406,0.20544172823429108
later,0.4060266613960266,0.21003103256225586,0.25773710012435913,0.4060266613960266,0.13800466060638428,0.26150795817375183,0.20585937798023224,0.4216292202472687,0.2517229914665222,0.3026232421398163,0.15766936540603638,0.1417175978422165
forms,0.2950737178325653,0.20136399567127228,1.0,0.2950737178325653,0.2571088373661041,0.2800103425979614,0.0898752361536026,0.31425848603248596,0.16334041953086853,0.30812856554985046,0.14922814071178436,0.1196754202246666
the,1.0,0.30735138058662415,0.2950737178325653,1.0,0.2856229841709137,0.39067012071609497,0.24396029114723206,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.30432501435279846,0.22068053483963013
border,0.2856229841709137,0.32308438420295715,0.2571088373661041,0.2856229841709137,0.9999998807907104,0.3074911832809448,0.18762843310832977,0.29048892855644226,0.26696228981018066,0.22773391008377075,0.2196434885263443,0.1706928312778473
between,0.39067012071609497,0.17755062878131866,0.2800103425979614,0.39067012071609497,0.3074911832809448,0.9999999403953552,0.15224939584732056,0.40645647048950195,0.2462156116962433,0.30660146474838257,0.17594438791275024,0.12887074053287506
switzerland,0.25689372420310974,0.32351648807525635,0.13730183243751526,0.25689372420310974,0.1974421739578247,0.1285870373249054,0.44961825013160706,0.20231366157531738,0.10552600771188736,0.17792023718357086,0.32163169980049133,0.13347817957401276
to,0.535392165184021,0.1736302673816681,0.2363802045583725,0.535392165184021,0.20692045986652374,0.3639189600944519,0.1887667030096054,0.48971283435821533,0.455847829580307,0.4193183183670044,0.31281599402427673,0.29463258385658264
the,1.0,0.30735138058662415,0.2950737178325653,1.0,0.2856229841709137,0.39067012071609497,0.24396029114723206,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.30432501435279846,0.22068053483963013
west,0.32918402552604675,0.3360097110271454,0.2024223357439041,0.32918402552604675,0.32243356108665466,0.30891382694244385,0.12876799702644348,0.273951917886734,0.1946573108434677,0.2109699845314026,0.201873317360878,0.12088293582201004
and,0.5171257257461548,0.22029656171798706,0.31425848603248596,0.5171257257461548,0.29048892855644226,0.40645647048950195,0.24401354789733887,1.0,0.31309178471565247,0.5504306554794312,0.30884742736816406,0.20544172823429108
liechtenstein,0.2286560833454132,0.4357973039150238,0.08074191212654114,0.2286560833454132,0.21587739884853363,0.1442830115556717,0.5465129017829895,0.2316371500492096,0.12508751451969147,0.13856758177280426,0.3108857274055481,0.1308484673500061
and,0.5171257257461548,0.22029656171798706,0.31425848603248596,0.5171257257461548,0.29048892855644226,0.40645647048950195,0.24401354789733887,1.0,0.31309178471565247,0.5504306554794312,0.30884742736816406,0.20544172823429108
later,0.4060266613960266,0.21003103256225586,0.25773710012435913,0.4060266613960266,0.13800466060638428,0.26150795817375183,0.20585937798023224,0.4216292202472687,0.2517229914665222,0.3026232421398163,0.15766936540603638,0.1417175978422165
austria,0.24396029114723206,0.4033704996109009,0.0898752361536026,0.24396029114723206,0.18762843310832977,0.15224939584732056,1.0000001192092896,0.24401354789733887,0.15969835221767426,0.12941902875900269,0.2989894151687622,0.16068434715270996
to,0.535392165184021,0.1736302673816681,0.2363802045583725,0.535392165184021,0.20692045986652374,0.3639189600944519,0.1887667030096054,0.48971283435821533,0.455847829580307,0.4193183183670044,0.31281599402427673,0.29463258385658264
the,1.0,0.30735138058662415,0.2950737178325653,1.0,0.2856229841709137,0.39067012071609497,0.24396029114723206,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.30432501435279846,0.22068053483963013
east,0.3383176326751709,0.35140636563301086,0.19876906275749207,0.3383176326751709,0.38017842173576355,0.3162674903869629,0.1458842009305954,0.27633291482925415,0.19840149581432343,0.20145228505134583,0.2239755243062973,0.10070597380399704
.,0.5934505462646484,0.2089352011680603,0.24305115640163422,0.5934505462646484,0.26349708437919617,0.30295518040657043,0.2720036804676056,0.588965117931366,0.3567904531955719,0.41511186957359314,0.26130348443984985,0.4130953550338745
