,what,catholic,church,liturgical,belief,did,lortie,criticize,openly,?
the,0.42745697498321533,0.26391419768333435,0.23846197128295898,0.28711211681365967,0.22474968433380127,0.34736719727516174,0.2655501961708069,0.21518537402153015,0.19510823488235474,0.22068053483963013
pope,0.20446611940860748,0.537670373916626,0.41707751154899597,0.37112703919410706,0.20449689030647278,0.17841137945652008,0.14425118267536163,0.17841565608978271,0.18675804138183594,0.25004681944847107
and,0.31309178471565247,0.2147825062274933,0.1976170688867569,0.24862739443778992,0.24502891302108765,0.34479495882987976,0.23575888574123383,0.24892021715641022,0.24153371155261993,0.20544172823429108
the,0.42745697498321533,0.26391419768333435,0.23846197128295898,0.28711211681365967,0.22474968433380127,0.34736719727516174,0.2655501961708069,0.21518537402153015,0.19510823488235474,0.22068053483963013
doctrine,0.3112909197807312,0.42036405205726624,0.3869072198867798,0.42941829562187195,0.548368513584137,0.1904553771018982,0.0812816470861435,0.3040750026702881,0.26930373907089233,0.21789313852787018
of,0.33290785551071167,0.3452084958553314,0.3079429268836975,0.3143458962440491,0.2605385482311249,0.2513895630836487,0.22233861684799194,0.21127407252788544,0.14141330122947693,0.1826142966747284
transubstantiation,0.39862334728240967,0.4809108376502991,0.44277703762054443,0.5155419111251831,0.4644738435745239,0.26612603664398193,0.08835383504629135,0.35172730684280396,0.24482139945030212,0.3175869882106781
during,0.24137552082538605,0.19009461998939514,0.18148183822631836,0.23196466267108917,0.17379812896251678,0.30679523944854736,0.269876092672348,0.21722932159900665,0.1756749153137207,0.1325719803571701
mass,0.23905135691165924,0.22295920550823212,0.21626058220863342,0.2568921148777008,0.25026556849479675,0.1598033756017685,0.025382250547409058,0.18176881968975067,0.15185095369815826,0.2076406031847
.,0.3567904531955719,0.270730584859848,0.28898224234580994,0.1973496675491333,0.226570263504982,0.35288307070732117,0.3173799216747284,0.24182464182376862,0.2294253706932068,0.4130953550338745
