,what,service,did,abc,launch,in,may,2013,?
addition,0.20643717050552368,0.21578475832939148,0.24481791257858276,0.15853777527809143,0.15544135868549347,0.3033084571361542,0.21290823817253113,-0.29551705718040466,0.19187232851982117
to,0.455847829580307,0.24411341547966003,0.4452643394470215,0.1762417107820511,0.25276505947113037,0.45010748505592346,0.391582727432251,-0.4248543977737427,0.29463258385658264
providing,0.21766136586666107,0.33601075410842896,0.19643110036849976,0.14541544020175934,0.2244442105293274,0.19932186603546143,0.20046165585517883,-0.3182998597621918,0.1936793476343155
full-length,0.26786723732948303,0.16104190051555634,0.17881180346012115,0.146667942404747,0.1496620774269104,0.17353974282741547,0.14906057715415955,-0.32236459851264954,0.20514002442359924
episodes,0.15438014268875122,0.14432673156261444,0.1200496256351471,0.4064764380455017,0.19950561225414276,0.17357411980628967,0.25631093978881836,-0.2564735412597656,0.21740183234214783
of,0.33290785551071167,0.18425606191158295,0.2513895630836487,0.14607268571853638,0.20697395503520966,0.5696388483047485,0.26447007060050964,-0.2904720902442932,0.1826142966747284
abc,0.1317344456911087,0.22076331079006195,0.13353709876537323,1.0000001192092896,0.21600057184696198,0.1697147786617279,0.11823318153619766,-0.1548854112625122,0.19065172970294952
programs,0.23178155720233917,0.29368942975997925,0.2038959413766861,0.3454950749874115,0.2516842484474182,0.2276356965303421,0.1716950684785843,-0.20723433792591095,0.16452431678771973
",",0.3087472915649414,0.2389259785413742,0.3015086054801941,0.2097204476594925,0.19433410465717316,0.5201468467712402,0.5007920861244202,-0.20834597945213318,0.31091248989105225
the,0.42745697498321533,0.22661015391349792,0.34736719727516174,0.2068762183189392,0.2628649175167084,0.6662389636039734,0.2694292366504669,-0.38509321212768555,0.22068053483963013
service,0.16857224702835083,0.9999998807907104,0.14130860567092896,0.22076331079006195,0.28502675890922546,0.1740635335445404,0.1700732558965683,-0.17693792283535004,0.1676298975944519
allows,0.1957017332315445,0.24374008178710938,0.2811696529388428,0.1699409782886505,0.2259349673986435,0.21322472393512726,0.23705093562602997,-0.35737404227256775,0.16094227135181427
live,0.20532001554965973,0.15910929441452026,0.2321666032075882,0.20379731059074402,0.1306820511817932,0.3068392276763916,0.1159515306353569,-0.23622238636016846,0.19481121003627777
programming,0.22725710272789001,0.17188701033592224,0.13710743188858032,0.3165910840034485,0.19725871086120605,0.17145347595214844,0.22027108073234558,-0.19948741793632507,0.22249025106430054
streams,0.12328469753265381,0.24829673767089844,0.1004127711057663,0.1417797952890396,0.213518887758255,0.22335310280323029,0.13430054485797882,-0.29381245374679565,0.1508319228887558
of,0.33290785551071167,0.18425606191158295,0.2513895630836487,0.14607268571853638,0.20697395503520966,0.5696388483047485,0.26447007060050964,-0.2904720902442932,0.1826142966747284
local,0.18981902301311493,0.22239521145820618,0.1319427639245987,0.16482432186603546,0.09072533994913101,0.2223825752735138,0.12904523313045502,-0.21503661572933197,0.15022775530815125
abc,0.1317344456911087,0.22076331079006195,0.13353709876537323,1.0000001192092896,0.21600057184696198,0.1697147786617279,0.11823318153619766,-0.1548854112625122,0.19065172970294952
affiliates,0.13172908127307892,0.2557312846183777,0.14054901897907257,0.26733168959617615,0.24769523739814758,0.17909713089466095,0.1376146674156189,-0.08025147765874863,0.11092336475849152
in,0.30808621644973755,0.1740635335445404,0.2593238651752472,0.1697147786617279,0.19686491787433624,1.0,0.3424151837825775,-0.2606481909751892,0.20430970191955566
select,0.2594083249568939,0.20055416226387024,0.20383447408676147,0.18666191399097443,0.2877408564090729,0.12477006018161774,0.20116546750068665,-0.23515719175338745,0.2362300455570221
markets,0.12341798096895218,0.22007004916667938,0.16989949345588684,0.16946740448474884,0.19484099745750427,0.2811138927936554,0.1860627830028534,-0.1993187963962555,0.11209505051374435
(,0.2411840260028839,0.13752473890781403,0.18979617953300476,0.183883935213089,0.1447298526763916,0.3087427020072937,0.35500821471214294,-0.10410845279693604,0.40561532974243164
the,0.42745697498321533,0.22661015391349792,0.34736719727516174,0.2068762183189392,0.2628649175167084,0.6662389636039734,0.2694292366504669,-0.38509321212768555,0.22068053483963013
first,0.28086137771606445,0.23815037310123444,0.33691170811653137,0.2403600513935089,0.2683251202106476,0.4127444326877594,0.24023057520389557,-0.2023164927959442,0.18701928853988647
such,0.23989605903625488,0.13916566967964172,0.24497397243976593,0.12735801935195923,0.13514332473278046,0.2704046070575714,0.327393501996994,-0.3469387888908386,0.17851735651493073
offering,0.24005436897277832,0.2881702780723572,0.27247557044029236,0.1060570478439331,0.24468179047107697,0.2069210261106491,0.19344939291477203,-0.21255823969841003,0.15441901981830597
by,0.2455483376979828,0.20538176596164703,0.18574509024620056,0.17600902915000916,0.1562509536743164,0.370934396982193,0.1970296949148178,-0.25238490104675293,0.17966607213020325
a,0.3320399522781372,0.23104366660118103,0.2552328109741211,0.21331243216991425,0.19873975217342377,0.539380669593811,0.29255667328834534,-0.3549499809741974,0.23916715383529663
u.s.,0.11178889125585556,-0.014118170365691185,0.11472565680742264,0.042879559099674225,0.014266508631408215,-0.003064807504415512,-0.04055720567703247,-0.058877501636743546,0.07886100560426712
broadcast,0.17857211828231812,0.2698688507080078,0.17054221034049988,0.4876510202884674,0.29535678029060364,0.26723843812942505,0.2171957939863205,-0.15998049080371857,0.15760008990764618
network,0.16917307674884796,0.30970117449760437,0.08572790026664734,0.4295894205570221,0.24389193952083588,0.19496823847293854,0.18319375813007355,-0.2188497632741928,0.17853789031505585
),0.26259949803352356,0.17408718168735504,0.18584993481636047,0.18381085991859436,0.16144290566444397,0.3326910734176636,0.3756577968597412,-0.12193530797958374,0.42300865054130554
.,0.3567904531955719,0.2115515172481537,0.35288307070732117,0.2567209303379059,0.20541822910308838,0.5591574311256409,0.35826805233955383,-0.2911754548549652,0.4130953550338745
