,what,aspects,of,life,does,islamism,seek,to,integrate,itself,into,?
إسلام,-0.07403033971786499,0.010185164399445057,0.03684300556778908,0.10560132563114166,-0.07102102041244507,0.07569889724254608,0.014155026525259018,-0.045034367591142654,-0.09593726694583893,-0.11073744297027588,-0.039820246398448944,-0.10638059675693512
سياسي‎,0.033324286341667175,-0.06067483499646187,0.12068238854408264,-0.0066801137290894985,-0.045231256633996964,0.12693651020526886,0.020174935460090637,0.04243660718202591,-0.007556990720331669,-0.01915934309363365,0.14102588593959808,0.04385599493980408
islām,0.13468383252620697,0.10044918209314346,0.17664043605327606,0.047942131757736206,0.15732431411743164,0.4104626774787903,0.12907938659191132,0.1492820382118225,0.13189485669136047,0.06414451450109482,0.04384169727563858,0.16135145723819733
siyāsī,0.20378349721431732,0.20585182309150696,0.2553267180919647,0.2130925953388214,0.06822213530540466,0.32266828417778015,0.07887933403253555,0.21568511426448822,0.14888937771320343,0.14201593399047852,0.12723593413829803,0.18103139102458954
),0.26259949803352356,0.13147222995758057,0.3680361211299896,0.17696817219257355,0.2575884759426117,0.16126888990402222,0.08450372517108917,0.31236231327056885,0.1318313628435135,0.16357243061065674,0.1600802093744278,0.42300865054130554
",",0.3087472915649414,0.19650225341320038,0.4946078956127167,0.24050940573215485,0.28617382049560547,0.20622773468494415,0.2198648303747177,0.44245919585227966,0.2247243970632553,0.2783147692680359,0.2826121151447296,0.31091248989105225
is,0.28837618231773376,0.23535941541194916,0.4854315221309662,0.2110576033592224,0.4403602182865143,0.19005949795246124,0.14621992409229279,0.42745086550712585,0.17253954708576202,0.3638126254081726,0.2619607150554657,0.22961433231830597
an,0.2821882665157318,0.22176705300807953,0.32280945777893066,0.22073830664157867,0.29477936029434204,0.1711471527814865,0.1553484946489334,0.3138085603713989,0.2355659008026123,0.3382616639137268,0.2105669528245926,0.19793890416622162
islamic,0.2204568088054657,0.24966907501220703,0.25656506419181824,0.12076765298843384,0.14674246311187744,0.8093975782394409,0.14697615802288055,0.1969100832939148,0.19490551948547363,0.1568928211927414,0.13217060267925262,0.1692383587360382
revival,0.17674529552459717,0.24192950129508972,0.2109367549419403,0.16610607504844666,0.06895235925912857,0.3207778334617615,0.18406617641448975,0.18364080786705017,0.17046071588993073,0.23652751743793488,0.1293252855539322,0.09967152029275894
movement,0.23934946954250336,0.2792198956012726,0.2662941515445709,0.19939911365509033,0.17228825390338898,0.4463765621185303,0.21475952863693237,0.2780168950557709,0.22031566500663757,0.2574804127216339,0.15316268801689148,0.1423349231481552
often,0.3849453330039978,0.289054811000824,0.3351972997188568,0.23057416081428528,0.33894720673561096,0.2608097791671753,0.2201925814151764,0.4351843297481537,0.17748884856700897,0.30284133553504944,0.24061019718647003,0.23748154938220978
characterized,0.20582014322280884,0.36608651280403137,0.30984818935394287,0.28210389614105225,0.18681001663208008,0.2766484320163727,0.20532947778701782,0.2198610156774521,0.11584609746932983,0.22445964813232422,0.21940886974334717,0.03949757292866707
by,0.2455483376979828,0.1811113953590393,0.3646814823150635,0.18554949760437012,0.143477201461792,0.19877974689006805,0.1420365869998932,0.33534231781959534,0.12159726768732071,0.283213347196579,0.30473223328590393,0.17966607213020325
moral,0.3679145574569702,0.30689018964767456,0.21832716464996338,0.25291135907173157,0.22854630649089813,0.419649600982666,0.26274731755256653,0.24031215906143188,0.19188421964645386,0.1571142077445984,0.1545097976922989,0.2608962953090668
conservatism,0.25230586528778076,0.31156277656555176,0.25583741068840027,0.24156202375888824,0.1303158849477768,0.551641047000885,0.23106089234352112,0.25356075167655945,0.19523894786834717,0.21559980511665344,0.13208942115306854,0.18033502995967865
",",0.3087472915649414,0.19650225341320038,0.4946078956127167,0.24050940573215485,0.28617382049560547,0.20622773468494415,0.2198648303747177,0.44245919585227966,0.2247243970632553,0.2783147692680359,0.2826121151447296,0.31091248989105225
literalism,0.2864935100078583,0.3484463691711426,0.2585855722427368,0.27241411805152893,0.22615142166614532,0.5415038466453552,0.20480868220329285,0.19455555081367493,0.20061971247196198,0.3106301724910736,0.1409185528755188,0.22819064557552338
",",0.3087472915649414,0.19650225341320038,0.4946078956127167,0.24050940573215485,0.28617382049560547,0.20622773468494415,0.2198648303747177,0.44245919585227966,0.2247243970632553,0.2783147692680359,0.2826121151447296,0.31091248989105225
and,0.31309178471565247,0.2787165641784668,0.5116966962814331,0.26095253229141235,0.3461615741252899,0.21577347815036774,0.2554384469985962,0.48971283435821533,0.2601560950279236,0.2663651406764984,0.36597734689712524,0.20544172823429108
the,0.42745697498321533,0.2620294690132141,0.733189046382904,0.23528170585632324,0.35928019881248474,0.2584027051925659,0.24523614346981049,0.535392165184021,0.24930505454540253,0.45971640944480896,0.39493247866630554,0.22068053483963013
attempt,0.2411041408777237,0.2247324436903,0.21525268256664276,0.16362379491329193,0.281454861164093,0.2760812044143677,0.3534356653690338,0.4458620846271515,0.1695760190486908,0.26268765330314636,0.24377159774303436,0.16559520363807678
``,0.008517155423760414,-0.0433933399617672,0.06780257821083069,0.020149845629930496,0.06539655476808548,0.09567752480506897,0.01077072974294424,0.06720756739377975,-0.005131976213306189,0.11195911467075348,0.02736244536936283,0.0685480609536171
to,0.455847829580307,0.23851177096366882,0.41548454761505127,0.24560359120368958,0.4391997456550598,0.23028403520584106,0.39650240540504456,1.0,0.30895188450813293,0.340527206659317,0.38810545206069946,0.29463258385658264
implement,0.2990741729736328,0.34100401401519775,0.1979142129421234,0.14978519082069397,0.27070558071136475,0.2327963262796402,0.32894766330718994,0.31282472610473633,0.3694504499435425,0.3221401274204254,0.11613879352807999,0.24488528072834015
islamic,0.2204568088054657,0.24966907501220703,0.25656506419181824,0.12076765298843384,0.14674246311187744,0.8093975782394409,0.14697615802288055,0.1969100832939148,0.19490551948547363,0.1568928211927414,0.13217060267925262,0.1692383587360382
values,0.28629231452941895,0.34497618675231934,0.21286797523498535,0.22147929668426514,0.2693193554878235,0.25424331426620483,0.2317248284816742,0.2971996068954468,0.3074110746383667,0.26443925499916077,0.16201123595237732,0.23432563245296478
in,0.30808621644973755,0.18558663129806519,0.5696388483047485,0.27054134011268616,0.214483380317688,0.20508189499378204,0.1813114583492279,0.45010748505592346,0.20905284583568573,0.28042417764663696,0.38021373748779297,0.20430970191955566
all,0.41981086134910583,0.3104749917984009,0.42798417806625366,0.30487263202667236,0.31124600768089294,0.2115112841129303,0.19387643039226532,0.42520734667778015,0.3032258152961731,0.24729391932487488,0.2507680058479309,0.29575422406196594
spheres,0.19068695604801178,0.29789304733276367,0.22610972821712494,0.16151419281959534,0.1517784744501114,0.22000770270824432,0.10343849658966064,0.1864084005355835,0.2551431655883789,0.2821556329727173,0.19013462960720062,0.14280365407466888
of,0.33290785551071167,0.2615640461444855,1.0,0.2788603901863098,0.3119818866252899,0.2555263340473175,0.2027195245027542,0.41548454761505127,0.21487800776958466,0.3157202899456024,0.32255905866622925,0.1826142966747284
life,0.24693015217781067,0.32378312945365906,0.2788603901863098,1.0,0.14979252219200134,0.18928593397140503,0.21858175098896027,0.24560359120368958,0.13866817951202393,0.1648256480693817,0.18491095304489136,0.21677987277507782
.,0.3567904531955719,0.20692044496536255,0.5352458953857422,0.3029138445854187,0.3022993505001068,0.23342493176460266,0.20647966861724854,0.4645031690597534,0.2627938687801361,0.28960058093070984,0.26250120997428894,0.4130953550338745
'',0.08143015950918198,3.342775744386017e-05,0.13035868108272552,-0.05567263066768646,-0.004023602232336998,-0.0031336434185504913,-0.0203253161162138,-0.009905828163027763,-0.05320742353796959,-0.05512392148375511,-0.043979667127132416,0.018684765323996544
