,what,alumni,was,also,an,attorney,general,and,a,federal,judge,?
ramsey,0.20370206236839294,0.22223050892353058,0.2552012801170349,0.20228855311870575,0.23849956691265106,0.2514631450176239,0.20956330001354218,0.266475647687912,0.2821689248085022,0.19212046265602112,0.24712252616882324,0.16547457873821259
clark,0.17076857388019562,0.19357962906360626,0.2348247915506363,0.14654533565044403,0.2135803997516632,0.338155061006546,0.09497512876987457,0.2577933967113495,0.19154390692710876,0.1007230281829834,0.23426106572151184,0.10959257185459137
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.22761017084121704,0.3022127151489258,0.6633074283599854,0.427140474319458,0.2547801733016968,0.2974090576171875,0.31091248989105225
prohibition,0.20368692278862,0.15772660076618195,0.20001532137393951,0.22429722547531128,0.18718735873699188,0.3417970538139343,0.21963918209075928,0.21018460392951965,0.1921766847372055,0.34370511770248413,0.21073482930660248,0.2088877558708191
agent,0.1053810864686966,0.1285702884197235,0.19250954687595367,0.2692202031612396,0.21277913451194763,0.2235613912343979,0.16419380903244019,0.18090473115444183,0.251655638217926,0.25292205810546875,0.14960968494415283,0.13699154555797577
eliot,0.20328496396541595,0.14320801198482513,0.23139946162700653,0.18471795320510864,0.11087922751903534,0.1979214996099472,0.18347574770450592,0.22553721070289612,0.1670328974723816,0.11770249903202057,0.15447360277175903,0.2153647243976593
ness,0.2145434021949768,0.160085067152977,0.2052888721227646,0.2430831789970398,0.13424085080623627,0.2121533900499344,0.13776741921901703,0.2157575786113739,0.20400725305080414,0.11139395833015442,0.24023470282554626,0.13972893357276917
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.22761017084121704,0.3022127151489258,0.6633074283599854,0.427140474319458,0.2547801733016968,0.2974090576171875,0.31091248989105225
supreme,0.25469252467155457,0.15954650938510895,0.26731494069099426,0.2356587052345276,0.20413655042648315,0.4368016719818115,0.2862979769706726,0.20360994338989258,0.19796480238437653,0.41281235218048096,0.49787449836730957,0.20777292549610138
court,0.23440583050251007,0.15066781640052795,0.2737988233566284,0.2450786530971527,0.20114386081695557,0.4559558629989624,0.1779973804950714,0.22896502912044525,0.23624834418296814,0.4295559823513031,0.5507524609565735,0.17100423574447632
justice,0.21462921798229218,0.15240328013896942,0.24932703375816345,0.18318867683410645,0.1862974911928177,0.46609222888946533,0.2285560965538025,0.22812503576278687,0.20230674743652344,0.39514538645744324,0.4691295325756073,0.19269752502441406
john,0.18237407505512238,0.16326703131198883,0.2875721752643585,0.2478664070367813,0.16678237915039062,0.2672015130519867,0.18603326380252838,0.21634717285633087,0.20638683438301086,0.152459517121315,0.1876298040151596,0.13162356615066528
paul,0.11217030137777328,0.1787998229265213,0.24299268424510956,0.19811207056045532,0.0946611762046814,0.24419476091861725,0.14808626472949982,0.2447807937860489,0.13667120039463043,0.16073113679885864,0.09681860357522964,0.16611461341381073
stevens,0.14559771120548248,0.12879012525081635,0.24698898196220398,0.23604214191436768,0.1750691533088684,0.2554815113544464,0.13320809602737427,0.2575399875640869,0.17029376327991486,0.11542462557554245,0.21515977382659912,0.12149069458246231
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.22761017084121704,0.3022127151489258,0.6633074283599854,0.427140474319458,0.2547801733016968,0.2974090576171875,0.31091248989105225
prime,0.15586113929748535,0.18138274550437927,0.21048103272914886,0.20427973568439484,0.08209051191806793,0.3395645022392273,0.3252279460430145,0.21528048813343048,0.17998681962490082,0.22549384832382202,0.19355513155460358,0.11276303976774216
minister,0.1705908179283142,0.18612247705459595,0.26634681224823,0.19672662019729614,0.07818209379911423,0.38197609782218933,0.32670125365257263,0.24971023201942444,0.1532600224018097,0.33839067816734314,0.21183457970619202,0.10825661569833755
of,0.33290785551071167,0.27771928906440735,0.4069072902202606,0.4924938678741455,0.32280945777893066,0.2063351422548294,0.28352999687194824,0.5116966962814331,0.5052502155303955,0.264590859413147,0.18874549865722656,0.1826142966747284
canada,0.19760756194591522,0.15920548141002655,0.22200681269168854,0.2584643065929413,0.08382238447666168,0.20347437262535095,0.18294896185398102,0.24275894463062286,0.2316429316997528,0.20828601717948914,0.0835219994187355,0.15722735226154327
william,0.24990826845169067,0.2015925943851471,0.28444796800613403,0.18133999407291412,0.13647820055484772,0.2684374451637268,0.1602046936750412,0.2535148561000824,0.19269351661205292,0.2001596987247467,0.19887900352478027,0.14462219178676605
lyon,0.11949300765991211,0.16919760406017303,0.22917304933071136,0.10141607373952866,0.16312523186206818,0.2354506105184555,0.2627037465572357,0.23906248807907104,0.19499504566192627,0.1853155940771103,0.14299240708351135,0.1611335575580597
mackenzie,0.12543179094791412,0.15726864337921143,0.18900829553604126,0.16026571393013,0.16334491968154907,0.1788693517446518,0.20807214081287384,0.2714278995990753,0.1543891280889511,0.1741161197423935,0.1405864804983139,0.08290573209524155
king,0.18449601531028748,0.1732138991355896,0.27377256751060486,0.23403745889663696,0.16747213900089264,0.1619098037481308,0.14246788620948792,0.24642229080200195,0.18420645594596863,0.15635056793689728,0.164155974984169,0.19130074977874756
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.22761017084121704,0.3022127151489258,0.6633074283599854,0.427140474319458,0.2547801733016968,0.2974090576171875,0.31091248989105225
11th,0.06251733750104904,0.11853203922510147,0.26104241609573364,0.22406147420406342,0.17874227464199066,0.11041594296693802,0.12174958735704422,0.2661432921886444,0.14587192237377167,0.08623568713665009,0.10544902086257935,0.014542436227202415
prime,0.15586113929748535,0.18138274550437927,0.21048103272914886,0.20427973568439484,0.08209051191806793,0.3395645022392273,0.3252279460430145,0.21528048813343048,0.17998681962490082,0.22549384832382202,0.19355513155460358,0.11276303976774216
minister,0.1705908179283142,0.18612247705459595,0.26634681224823,0.19672662019729614,0.07818209379911423,0.38197609782218933,0.32670125365257263,0.24971023201942444,0.1532600224018097,0.33839067816734314,0.21183457970619202,0.10825661569833755
of,0.33290785551071167,0.27771928906440735,0.4069072902202606,0.4924938678741455,0.32280945777893066,0.2063351422548294,0.28352999687194824,0.5116966962814331,0.5052502155303955,0.264590859413147,0.18874549865722656,0.1826142966747284
poland,0.16095873713493347,0.12028350681066513,0.19694356620311737,0.18497401475906372,0.10337747633457184,0.12288786470890045,0.09901008009910583,0.2642565965652466,0.19834734499454498,0.16688038408756256,0.08910209685564041,0.14259830117225647
marek,0.07103101909160614,0.1780509203672409,0.24537745118141174,0.143193319439888,0.14464712142944336,0.2041887491941452,0.16035878658294678,0.2094268500804901,0.2055569589138031,0.16393177211284637,0.128690704703331,0.17564117908477783
belka,0.18802669644355774,0.19027908146381378,0.30783918499946594,0.31404754519462585,0.19372491538524628,0.2144746631383896,0.10382843762636185,0.3746345639228821,0.28134533762931824,0.17961685359477997,0.23432579636573792,0.20584531128406525
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.22761017084121704,0.3022127151489258,0.6633074283599854,0.427140474319458,0.2547801733016968,0.2974090576171875,0.31091248989105225
governor,0.21184112131595612,0.14767803251743317,0.25802454352378845,0.11112888157367706,0.14023937284946442,0.4755004942417145,0.4081312417984009,0.19707801938056946,0.1417548954486847,0.30025672912597656,0.33053871989250183,0.135940283536911
of,0.33290785551071167,0.27771928906440735,0.4069072902202606,0.4924938678741455,0.32280945777893066,0.2063351422548294,0.28352999687194824,0.5116966962814331,0.5052502155303955,0.264590859413147,0.18874549865722656,0.1826142966747284
the,0.42745697498321533,0.22524002194404602,0.48711544275283813,0.6021018624305725,0.4207492768764496,0.21909913420677185,0.28634732961654663,0.5171257257461548,0.5829201340675354,0.27537089586257935,0.21985375881195068,0.22068053483963013
bank,0.13934029638767242,0.20763228833675385,0.19418294727802277,0.2054726779460907,0.13719014823436737,0.18342293798923492,0.09392151981592178,0.23291631042957306,0.22206707298755646,0.2990334630012512,0.18623381853103638,0.09656643867492676
of,0.33290785551071167,0.27771928906440735,0.4069072902202606,0.4924938678741455,0.32280945777893066,0.2063351422548294,0.28352999687194824,0.5116966962814331,0.5052502155303955,0.264590859413147,0.18874549865722656,0.1826142966747284
japan,0.1865565925836563,0.19506126642227173,0.24596759676933289,0.2463727742433548,0.12182512134313583,0.19135138392448425,0.10423680394887924,0.2348099797964096,0.20427335798740387,0.1197386384010315,0.08766162395477295,0.1312343180179596
masaaki,0.17001719772815704,0.1880737543106079,0.26808786392211914,0.1993672400712967,0.11228969693183899,0.18263864517211914,0.11936692893505096,0.1875338852405548,0.2572563886642456,0.06626281142234802,0.16427773237228394,0.1539539247751236
shirakawa,0.19746607542037964,0.1452665776014328,0.23726236820220947,0.1938682347536087,0.15469492971897125,0.19914619624614716,0.1366262286901474,0.2508866488933563,0.20165297389030457,0.105166494846344,0.11425421386957169,0.17535240948200226
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.22761017084121704,0.3022127151489258,0.6633074283599854,0.427140474319458,0.2547801733016968,0.2974090576171875,0.31091248989105225
the,0.42745697498321533,0.22524002194404602,0.48711544275283813,0.6021018624305725,0.4207492768764496,0.21909913420677185,0.28634732961654663,0.5171257257461548,0.5829201340675354,0.27537089586257935,0.21985375881195068,0.22068053483963013
first,0.28086137771606445,0.1461089849472046,0.5022147297859192,0.43768298625946045,0.29757723212242126,0.22516076266765594,0.23021191358566284,0.3167642652988434,0.4287874400615692,0.1767255663871765,0.21008606255054474,0.18701928853988647
female,0.14235767722129822,0.1910683661699295,0.17758683860301971,0.23004703223705292,0.09478019922971725,0.17018668353557587,0.10659018903970718,0.2491157501935959,0.22815600037574768,0.16342414915561676,0.19179216027259827,0.17839525640010834
african-american,0.20474658906459808,0.2538595199584961,0.30418485403060913,0.29347923398017883,0.27094125747680664,0.27754175662994385,0.16520650684833527,0.3110719323158264,0.24385498464107513,0.20703889429569244,0.18611663579940796,0.21985267102718353
senator,0.14464734494686127,0.19555765390396118,0.25540414452552795,0.16225525736808777,0.18644003570079803,0.4949004054069519,0.256550669670105,0.18407590687274933,0.21295732259750366,0.30391159653663635,0.3425785005092621,0.1479560136795044
carol,0.1641474813222885,0.15980744361877441,0.22895507514476776,0.22200387716293335,0.1024627611041069,0.21560199558734894,0.05786995217204094,0.21705825626850128,0.19442354142665863,0.2058658003807068,0.20718050003051758,0.15451480448246002
moseley,0.15921038389205933,0.18969294428825378,0.249471053481102,0.1984572857618332,0.21352170407772064,0.27956733107566833,0.17957967519760132,0.2676985263824463,0.22633041441440582,0.18861839175224304,0.20072826743125916,0.13250361382961273
braun,0.14971667528152466,0.15949629247188568,0.23304033279418945,0.20021472871303558,0.17698179185390472,0.19215244054794312,0.22002029418945312,0.23422572016716003,0.22307884693145752,0.16245323419570923,0.174331396818161,0.2169470489025116
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.22761017084121704,0.3022127151489258,0.6633074283599854,0.427140474319458,0.2547801733016968,0.2974090576171875,0.31091248989105225
united,0.20036718249320984,0.22576108574867249,0.31727492809295654,0.30441129207611084,0.15972375869750977,0.3339131772518158,0.2596476078033447,0.28213179111480713,0.2732578217983246,0.35451430082321167,0.19766734540462494,0.17266890406608582
states,0.21526020765304565,0.18987558782100677,0.2847922146320343,0.2941293716430664,0.2041347622871399,0.3554060459136963,0.2560601532459259,0.2974761426448822,0.24708621203899384,0.41822364926338196,0.24761757254600525,0.16272737085819244
senator,0.14464734494686127,0.19555765390396118,0.25540414452552795,0.16225525736808777,0.18644003570079803,0.4949004054069519,0.256550669670105,0.18407590687274933,0.21295732259750366,0.30391159653663635,0.3425785005092621,0.1479560136795044
from,0.2737620174884796,0.22609472274780273,0.31171464920043945,0.33783096075057983,0.20876385271549225,0.2263784259557724,0.1645994782447815,0.3601827025413513,0.322764128446579,0.16624815762043,0.14937512576580048,0.19969791173934937
vermont,0.1509951502084732,0.25391885638237,0.22007180750370026,0.21644695103168488,0.17055410146713257,0.29575955867767334,0.18235363066196442,0.2420087307691574,0.2077450156211853,0.17527231574058533,0.12379096448421478,0.13195045292377472
and,0.31309178471565247,0.19591780006885529,0.3740963041782379,0.5755972862243652,0.2838519215583801,0.20959897339344025,0.25860127806663513,1.0,0.3739250600337982,0.23157308995723724,0.21714644134044647,0.20544172823429108
2016,0.10915659368038177,0.08534456044435501,-0.009529631584882736,0.15788306295871735,-0.015175946988165379,-0.15735045075416565,-0.11280559748411179,-0.004591997247189283,0.010574642568826675,-0.005361400078982115,-0.09812798351049423,-0.12147852033376694
democratic,0.1858556717634201,0.21041645109653473,0.24946795403957367,0.16647785902023315,0.17970909178256989,0.3321300446987152,0.21955522894859314,0.20003819465637207,0.1920643150806427,0.3513674736022949,0.23462481796741486,0.1668088138103485
presidential,0.14383156597614288,0.25583815574645996,0.22171081602573395,0.18171624839305878,0.15893688797950745,0.3370852470397949,0.24308432638645172,0.2533709406852722,0.239190936088562,0.35173138976097107,0.21781975030899048,0.1823401004076004
candidate,0.23493148386478424,0.23591765761375427,0.20511235296726227,0.1940286010503769,0.18097643554210663,0.2960529625415802,0.2556333839893341,0.22019901871681213,0.24658676981925964,0.24884846806526184,0.32572007179260254,0.2826109528541565
bernie,0.08426413685083389,0.15523576736450195,0.25783535838127136,0.15262705087661743,0.19068565964698792,0.2363751083612442,0.10603634268045425,0.20051968097686768,0.17893679440021515,0.20714056491851807,0.20602169632911682,0.18570417165756226
sanders,0.1722477227449417,0.21234402060508728,0.2800391614437103,0.22574692964553833,0.17799396812915802,0.27696049213409424,0.12522673606872559,0.26967570185661316,0.23156176507472992,0.1823984533548355,0.13758935034275055,0.20881439745426178
",",0.3087472915649414,0.2394251972436905,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.22761017084121704,0.3022127151489258,0.6633074283599854,0.427140474319458,0.2547801733016968,0.2974090576171875,0.31091248989105225
and,0.31309178471565247,0.19591780006885529,0.3740963041782379,0.5755972862243652,0.2838519215583801,0.20959897339344025,0.25860127806663513,1.0,0.3739250600337982,0.23157308995723724,0.21714644134044647,0.20544172823429108
former,0.13598288595676422,0.24333471059799194,0.2544213533401489,0.24325285851955414,0.128716379404068,0.30622172355651855,0.21330782771110535,0.2516189515590668,0.2562483549118042,0.1927819401025772,0.23410005867481232,0.10570605844259262
world,0.21669597923755646,0.2573029398918152,0.3097524344921112,0.30876004695892334,0.15716314315795898,0.12155992537736893,0.1344487965106964,0.3246132433414459,0.22239887714385986,0.12010177969932556,0.08434873819351196,0.17579582333564758
bank,0.13934029638767242,0.20763228833675385,0.19418294727802277,0.2054726779460907,0.13719014823436737,0.18342293798923492,0.09392151981592178,0.23291631042957306,0.22206707298755646,0.2990334630012512,0.18623381853103638,0.09656643867492676
president,0.1870913952589035,0.21447357535362244,0.2505730390548706,0.17705458402633667,0.16313809156417847,0.3857390284538269,0.28887805342674255,0.23286236822605133,0.16959697008132935,0.3857640027999878,0.31671544909477234,0.14148259162902832
paul,0.11217030137777328,0.1787998229265213,0.24299268424510956,0.19811207056045532,0.0946611762046814,0.24419476091861725,0.14808626472949982,0.2447807937860489,0.13667120039463043,0.16073113679885864,0.09681860357522964,0.16611461341381073
wolfowitz,0.21823014318943024,0.19294913113117218,0.32410943508148193,0.24775472283363342,0.21734260022640228,0.2917507588863373,0.195891335606575,0.33175721764564514,0.2738201320171356,0.2189820408821106,0.22148281335830688,0.22993943095207214
.,0.3567904531955719,0.2471552938222885,0.40146201848983765,0.49166762828826904,0.3581749200820923,0.25430095195770264,0.2929490804672241,0.588965117931366,0.50484299659729,0.26819559931755066,0.2617768347263336,0.4130953550338745
