,who,stated,he,wanted,israel,to,vanish,?
sunni,0.2636675238609314,0.18393771350383759,0.19000738859176636,0.16051293909549713,0.25627246499061584,0.2236357480287552,0.2154732495546341,0.17507030069828033
``,0.02397952415049076,-0.028554530814290047,0.05585138872265816,-0.01726372167468071,0.08239512890577316,0.06720756739377975,-0.07717396318912506,0.0685480609536171
arab,0.24208176136016846,0.13625262677669525,0.18595127761363983,0.21625655889511108,0.4420599043369293,0.2106133997440338,0.26750874519348145,0.18450474739074707
street,0.2008773535490036,0.17205804586410522,0.20771941542625427,0.22084608674049377,0.10082320123910904,0.1956864446401596,0.13042424619197845,0.07315441966056824
",",0.3365725874900818,0.2962069809436798,0.40251094102859497,0.2753742039203644,0.22234781086444855,0.44245919585227966,0.20921750366687775,0.31091248989105225
'',0.024401003494858742,0.02420303225517273,0.039060186594724655,0.0032693222165107727,-0.14608201384544373,-0.009905828163027763,0.03913937136530876,0.018684765323996544
due,0.1198829784989357,0.21256482601165771,0.16732241213321686,0.18072016537189484,0.12941482663154602,0.35188060998916626,0.1720883846282959,0.10954997688531876
to,0.42656609416007996,0.3195562958717346,0.385390967130661,0.47293567657470703,0.182975634932518,1.0,0.2783505618572235,0.29463258385658264
its,0.1326070874929428,0.2734861671924591,0.31198829412460327,0.20386196672916412,0.19701680541038513,0.3691340684890747,0.170591801404953,0.15103481709957123
support,0.21206305921077728,0.3252938985824585,0.22269798815250397,0.27332767844200134,0.18184024095535278,0.2742273211479187,0.15373699367046356,0.22626608610153198
for,0.37110671401023865,0.2897723317146301,0.4540175199508667,0.2874828279018402,0.21248173713684082,0.4451248347759247,0.1320837140083313,0.264628142118454
hezbollah,0.2827569842338562,0.28969112038612366,0.22967389225959778,0.28011780977249146,0.47600460052490234,0.26444151997566223,0.22749368846416473,0.2066831886768341
and,0.41279885172843933,0.23788554966449738,0.45427167415618896,0.33708932995796204,0.24438269436359406,0.48971283435821533,0.27552226185798645,0.20544172823429108
to,0.42656609416007996,0.3195562958717346,0.385390967130661,0.47293567657470703,0.182975634932518,1.0,0.2783505618572235,0.29463258385658264
president,0.22565458714962006,0.2300548404455185,0.28017905354499817,0.2429593801498413,0.2633418142795563,0.21247753500938416,0.053406551480293274,0.14148259162902832
mahmoud,0.23244409263134003,0.19367946684360504,0.24473313987255096,0.1305953860282898,0.31926533579826355,0.13411930203437805,0.17349691689014435,0.23020991683006287
ahmadinejad,0.2701664865016937,0.2839588522911072,0.32295703887939453,0.16273920238018036,0.38640671968460083,0.23082958161830902,0.21277882158756256,0.2349763810634613
's,0.05599616840481758,0.014573756605386734,0.024063590914011,0.08869169652462006,-0.03163225203752518,0.03782717138528824,0.15984387695789337,-0.023395681753754616
vehement,0.26510483026504517,0.38600829243659973,0.2765401005744934,0.25703123211860657,0.34944435954093933,0.3019583225250244,0.29820194840431213,0.272889107465744
opposition,0.28465259075164795,0.27893757820129395,0.28523457050323486,0.31084099411964417,0.18399812281131744,0.2251589596271515,0.15549097955226898,0.15647298097610474
to,0.42656609416007996,0.3195562958717346,0.385390967130661,0.47293567657470703,0.182975634932518,1.0,0.2783505618572235,0.29463258385658264
the,0.3733934462070465,0.2814950942993164,0.4571082592010498,0.3011050522327423,0.21617624163627625,0.535392165184021,0.22264687716960907,0.22068053483963013
united,0.21193812787532806,0.26579004526138306,0.28426578640937805,0.2114957869052887,0.3040662109851837,0.2715383470058441,0.07587489485740662,0.17266890406608582
states,0.21313154697418213,0.32536086440086365,0.26046910881996155,0.21323636174201965,0.28390777111053467,0.2828785181045532,0.10877984017133713,0.16272737085819244
and,0.41279885172843933,0.23788554966449738,0.45427167415618896,0.33708932995796204,0.24438269436359406,0.48971283435821533,0.27552226185798645,0.20544172823429108
his,0.44966956973075867,0.26295170187950134,0.7171558737754822,0.3366564214229584,0.1737862378358841,0.3715193271636963,0.12487488240003586,0.18075084686279297
call,0.2639438807964325,0.23611313104629517,0.15517276525497437,0.20990437269210815,0.16373109817504883,0.27641981840133667,0.20001330971717834,0.23091886937618256
that,0.45444270968437195,0.48625776171684265,0.36068853735923767,0.3979945480823517,0.24937716126441956,0.5436353087425232,0.3038344979286194,0.32716336846351624
israel,0.16773265600204468,0.15975281596183777,0.17043831944465637,0.19853660464286804,0.9999999403953552,0.182975634932518,0.18344785273075104,0.15015864372253418
shall,0.25348061323165894,0.2665298283100128,0.21640615165233612,0.23980562388896942,0.21546198427677155,0.34789296984672546,0.2354905903339386,0.3077273964881897
vanish,0.27207908034324646,0.18436859548091888,0.17574481666088104,0.16104280948638916,0.18344785273075104,0.2783505618572235,1.0000001192092896,0.25438910722732544
.,0.3541337847709656,0.26454663276672363,0.38061028718948364,0.30680814385414124,0.2039981484413147,0.4645031690597534,0.22746039927005768,0.4130953550338745
