,civil,disobedience,has,been,argued,in,more,recent,times,to,have,suffered,from,what,?
'',-0.062313709408044815,0.003403886454179883,0.004576915875077248,-0.031851496547460556,0.003709719981998205,0.07432962208986282,0.006126302294433117,0.015566214919090271,-0.032459624111652374,-0.009905828163027763,0.0312618687748909,0.03398250415921211,-0.011389154009521008,0.08143015950918198,0.018684765323996544
has,0.14805923402309418,0.11896127462387085,1.0,0.6162750124931335,0.1626124083995819,0.4173259735107422,0.3442428410053253,0.3722807466983795,0.37720999121665955,0.3619994819164276,0.6353569626808167,0.19488826394081116,0.2621968984603882,0.20338068902492523,0.15994466841220856
always,0.22498172521591187,0.29571831226348877,0.33783939480781555,0.37426501512527466,0.2464672327041626,0.2475486695766449,0.32580462098121643,0.22657443583011627,0.3090476989746094,0.42001017928123474,0.4628961980342865,0.14605052769184113,0.20481649041175842,0.413568377494812,0.26136693358421326
suffered,0.18557174503803253,0.2571471035480499,0.19488826394081116,0.30588921904563904,0.23498651385307312,0.277639776468277,0.19200049340724945,0.21090298891067505,0.18589693307876587,0.15722067654132843,0.23545825481414795,1.0000001192092896,0.2501325309276581,0.13741295039653778,0.08963493257761002
from,0.11420916765928268,0.1641564965248108,0.2621968984603882,0.27624839544296265,0.1619374305009842,0.4274188280105591,0.2529715299606323,0.1929580122232437,0.25679540634155273,0.4069952368736267,0.30702701210975647,0.2501325309276581,1.0,0.2737620174884796,0.19969791173934937
ambiguity,0.1572445034980774,0.2044411599636078,0.24469465017318726,0.21015581488609314,0.2987217307090759,0.16173802316188812,0.3116644620895386,0.23224522173404694,0.20783531665802002,0.3191697895526886,0.28476858139038086,0.20281843841075897,0.1964515596628189,0.31952598690986633,0.3305346965789795
and,0.25259146094322205,0.3041999638080597,0.43716782331466675,0.3424558639526367,0.2601248323917389,0.4954058527946472,0.39880692958831787,0.2640383541584015,0.2611900568008423,0.48971283435821533,0.4711785912513733,0.17773643136024475,0.3601827025413513,0.31309178471565247,0.20544172823429108
in,0.26466667652130127,0.3054615259170532,0.4173259735107422,0.3515113592147827,0.16827838122844696,1.0,0.32563260197639465,0.2857761085033417,0.2427823841571808,0.45010748505592346,0.36843645572662354,0.277639776468277,0.4274188280105591,0.30808621644973755,0.20430970191955566
modern,0.15365588665008545,0.17687927186489105,0.2644438147544861,0.2675687074661255,0.1340726613998413,0.29808807373046875,0.2332674264907837,0.29634445905685425,0.31272631883621216,0.193939670920372,0.2661557197570801,0.11892353743314743,0.20089907944202423,0.2655639946460724,0.12475407868623734
times,0.11522168666124344,0.14712707698345184,0.37720999121665955,0.4048621952533722,0.15304359793663025,0.2427823841571808,0.2888355851173401,0.29673510789871216,1.0,0.32875269651412964,0.3492240011692047,0.18589693307876587,0.25679540634155273,0.21414996683597565,0.18880689144134521
",",0.24795588850975037,0.2878543734550476,0.3734780251979828,0.34873589873313904,0.2107459008693695,0.5201468467712402,0.3696524500846863,0.26883119344711304,0.2897866368293762,0.44245919585227966,0.3541618287563324,0.24693666398525238,0.39760664105415344,0.3087472915649414,0.31091248989105225
become,0.17076370120048523,0.2244395911693573,0.30010637640953064,0.384880006313324,0.2132236212491989,0.23238378763198853,0.3661198318004608,0.22131827473640442,0.1666330248117447,0.36996012926101685,0.3924923539161682,0.19195590913295746,0.23946096003055573,0.27134042978286743,0.19511328637599945
utterly,0.25180381536483765,0.3884568512439728,0.13859997689723969,0.25039994716644287,0.22696766257286072,0.1920074075460434,0.26719239354133606,0.19911427795886993,0.19308413565158844,0.21309275925159454,0.23443882167339325,0.26398587226867676,0.10970039665699005,0.346035897731781,0.274373859167099
debased,0.24097253382205963,0.23023422062397003,0.3065634071826935,0.38409799337387085,0.32503560185432434,0.3575977385044098,0.2697432041168213,0.34160321950912476,0.235066756606102,0.31002679467201233,0.3655046820640564,0.28778934478759766,0.2934122383594513,0.3703470826148987,0.29474905133247375
.,0.2541380822658539,0.2603943943977356,0.4105546176433563,0.33645182847976685,0.21281562745571136,0.5591574311256409,0.4070230722427368,0.25904062390327454,0.2891986668109894,0.4645031690597534,0.41614407300949097,0.14637410640716553,0.41536515951156616,0.3567904531955719,0.4130953550338745
