,which,descendant,of,genghis,khan,is,remembered,as,having,reunified,china,?
completed,0.28856298327445984,0.11595334857702255,0.2491239756345749,0.2306615561246872,0.1503465473651886,0.18740522861480713,0.20986796915531158,0.20481915771961212,0.1722906231880188,0.22980405390262604,0.1737508326768875,0.08272653818130493
that,0.6894589066505432,0.2645465135574341,0.41498205065727234,0.21352417767047882,0.14077997207641602,0.3995479643344879,0.2788032591342926,0.4735107421875,0.4370327591896057,0.26564106345176697,0.27188003063201904,0.32716336846351624
conquest,0.17800307273864746,0.31080713868141174,0.27723097801208496,0.4573224186897278,0.30478882789611816,0.16918301582336426,0.17744825780391693,0.17174173891544342,0.1461581140756607,0.25357767939567566,0.2167009860277176,0.12928934395313263
and,0.506277859210968,0.18630819022655487,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.3859752118587494,0.27496886253356934,0.49487000703811646,0.36825746297836304,0.30750927329063416,0.27966102957725525,0.20544172823429108
established,0.26644110679626465,0.2058352530002594,0.2735237777233124,0.21725206077098846,0.20076927542686462,0.1754443645477295,0.11216320842504501,0.26194092631340027,0.17096245288848877,0.32418566942214966,0.23259228467941284,0.15917523205280304
the,0.6521818041801453,0.27002206444740295,0.733189046382904,0.3448939025402069,0.21067845821380615,0.5823672413825989,0.3026362359523773,0.48381632566452026,0.3821379244327545,0.3450115919113159,0.3110525608062744,0.22068053483963013
yuan,0.2094680368900299,0.13625624775886536,0.22696353495121002,0.46819373965263367,0.4321361780166626,0.1437031477689743,0.09450135380029678,0.2132488638162613,0.12764248251914978,0.23233087360858917,0.5794417262077332,0.12871281802654266
dynasty,0.1794537752866745,0.29880663752555847,0.285645067691803,0.49750640988349915,0.34412047266960144,0.16410371661186218,0.2108926773071289,0.1805962324142456,0.16584929823875427,0.3210521638393402,0.45030730962753296,0.15884074568748474
that,0.6894589066505432,0.2645465135574341,0.41498205065727234,0.21352417767047882,0.14077997207641602,0.3995479643344879,0.2788032591342926,0.4735107421875,0.4370327591896057,0.26564106345176697,0.27188003063201904,0.32716336846351624
is,0.4457404911518097,0.21099722385406494,0.4854315221309662,0.1866190880537033,0.20103248953819275,1.0,0.2759278118610382,0.43216490745544434,0.29556408524513245,0.16471891105175018,0.1968986988067627,0.22961433231830597
often,0.5498976707458496,0.07922548800706863,0.3351972997188568,0.16341225802898407,0.14198026061058044,0.3856629431247711,0.34297093749046326,0.405699223279953,0.38925305008888245,0.15803681313991547,0.22604893147945404,0.23748154938220978
credited,0.15506739914417267,0.2378876805305481,0.21547365188598633,0.1403534859418869,0.12931033968925476,0.13009434938430786,0.3453890383243561,0.3051469624042511,0.1512858271598816,0.27525773644447327,0.16289611160755157,0.06334620714187622
with,0.46403205394744873,0.09834136068820953,0.41827285289764404,0.18149495124816895,0.12498863786458969,0.3250955045223236,0.21897916495800018,0.40387406945228577,0.5057834982872009,0.26532453298568726,0.19833041727542877,0.2433311939239502
re-uniting,0.38355526328086853,0.25312986969947815,0.38189101219177246,0.217265784740448,0.10897258669137955,0.24861615896224976,0.22365620732307434,0.31309521198272705,0.32631686329841614,0.3511151373386383,0.2081802934408188,0.20780031383037567
china,0.2780199646949768,0.08785419911146164,0.27699828147888184,0.41767415404319763,0.3775990903377533,0.1968986988067627,0.1331200748682022,0.22077526152133942,0.17969191074371338,0.3220992684364319,1.0000001192092896,0.18007943034172058
.,0.45942068099975586,0.16307644546031952,0.5352458953857422,0.25373268127441406,0.19819748401641846,0.4569662809371948,0.28099367022514343,0.515582263469696,0.3542446792125702,0.2651112973690033,0.2979343831539154,0.4130953550338745
