,why,are,there,more,poor,people,in,the,united,states,and,europe,than,china,?
net,0.15876580774784088,0.14415161311626434,0.1283048838376999,0.1868586391210556,0.11904966086149216,0.11061029881238937,0.10237058252096176,0.17559128999710083,0.09101158380508423,0.11870162934064865,0.14261965453624725,0.09324353188276291,0.1345897763967514,0.1285565197467804,0.20179778337478638
wealth,0.18084831535816193,0.13664987683296204,0.15232892334461212,0.24429993331432343,0.3946211338043213,0.21239429712295532,0.1835664063692093,0.24999672174453735,0.20285993814468384,0.19904936850070953,0.29316192865371704,0.22472481429576874,0.22315660119056702,0.1936420351266861,0.1624586433172226
(,0.23387731611728668,0.23263892531394958,0.22351126372814178,0.20831379294395447,0.128811776638031,0.17817604541778564,0.3087427020072937,0.33289089798927307,0.21098394691944122,0.21393048763275146,0.4862271547317505,0.21958892047405243,0.19419437646865845,0.20244336128234863,0.40561532974243164
adding,0.2895411252975464,0.319121778011322,0.31598541140556335,0.29411962628364563,0.16797292232513428,0.15321475267410278,0.23352821171283722,0.30152344703674316,0.14297710359096527,0.16288983821868896,0.3165118992328644,0.12175732851028442,0.25099822878837585,0.0970994234085083,0.2800346910953522
up,0.25619128346443176,0.32151925563812256,0.32834336161613464,0.2851726710796356,0.23212623596191406,0.2338736206293106,0.3120773434638977,0.38423117995262146,0.15901578962802887,0.15233498811721802,0.4032393991947174,0.16943387687206268,0.2813877463340759,0.13781481981277466,0.1819818764925003
assets,0.12434662133455276,0.1952393501996994,0.15905886888504028,0.23125159740447998,0.23610267043113708,0.20325501263141632,0.15452972054481506,0.19560842216014862,0.25321972370147705,0.308829665184021,0.24805721640586853,0.26492083072662354,0.19626283645629883,0.2396448403596878,0.1990663707256317
and,0.27806392312049866,0.48576638102531433,0.4242868423461914,0.39880692958831787,0.31649142503738403,0.3016039729118347,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,1.0,0.3463572859764099,0.39361441135406494,0.27966102957725525,0.20544172823429108
subtracting,0.2756946384906769,0.29153701663017273,0.26751410961151123,0.31349119544029236,0.18388161063194275,0.21317662298679352,0.20222334563732147,0.26881611347198486,0.14807584881782532,0.17172713577747345,0.23204869031906128,0.12483898550271988,0.32403963804244995,0.10097204893827438,0.21487760543823242
debts,0.17430120706558228,0.12824241816997528,0.186067134141922,0.162626251578331,0.32921820878982544,0.18010129034519196,0.17806021869182587,0.19655472040176392,0.238107368350029,0.25793564319610596,0.2626095414161682,0.18821266293525696,0.15966036915779114,0.2187042534351349,0.1363573521375656
),0.25356316566467285,0.2373749315738678,0.24042794108390808,0.23179085552692413,0.1361461728811264,0.18634183704853058,0.3326910734176636,0.3456730246543884,0.20623768866062164,0.2059156745672226,0.4961937665939331,0.23969469964504242,0.21982109546661377,0.21962320804595947,0.42300865054130554
",",0.2827242314815521,0.4062570035457611,0.4587128460407257,0.3696524500846863,0.24018602073192596,0.36644625663757324,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.6633074283599854,0.2542513906955719,0.3371901512145996,0.27650898694992065,0.31091248989105225
the,0.30742117762565613,0.40399202704429626,0.47025805711746216,0.39758381247520447,0.21093174815177917,0.36838498711586,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.5171257257461548,0.34463706612586975,0.3227543234825134,0.3110525608062744,0.22068053483963013
oxfam,0.23587460815906525,0.11889723688364029,0.15352623164653778,0.22154366970062256,0.23320035636425018,0.21007446944713593,0.2296697497367859,0.2714040279388428,0.29149508476257324,0.2725551426410675,0.26136499643325806,0.2765807807445526,0.1771133989095688,0.254864364862442,0.19253410398960114
report,0.1835673302412033,0.1750389188528061,0.232280895113945,0.20124341547489166,0.2342054694890976,0.22842375934123993,0.204250767827034,0.2556745111942291,0.24897944927215576,0.25256189703941345,0.20391902327537537,0.11882433295249939,0.1711035668849945,0.2407531589269638,0.3138936758041382
",",0.2827242314815521,0.4062570035457611,0.4587128460407257,0.3696524500846863,0.24018602073192596,0.36644625663757324,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.6633074283599854,0.2542513906955719,0.3371901512145996,0.27650898694992065,0.31091248989105225
for,0.3869043290615082,0.3895993232727051,0.3728419542312622,0.3891189992427826,0.2900572121143341,0.24900002777576447,0.4322226941585541,0.4739971458911896,0.30487096309661865,0.2496437132358551,0.5064792633056641,0.26120877265930176,0.30793827772140503,0.15661011636257172,0.264628142118454
instance,0.3640808165073395,0.34717559814453125,0.32223114371299744,0.36294814944267273,0.20488180220127106,0.22350957989692688,0.23631897568702698,0.3539782464504242,0.1654823124408722,0.19703254103660583,0.34175774455070496,0.2015717625617981,0.3124333620071411,0.20570893585681915,0.30205854773521423
",",0.2827242314815521,0.4062570035457611,0.4587128460407257,0.3696524500846863,0.24018602073192596,0.36644625663757324,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.6633074283599854,0.2542513906955719,0.3371901512145996,0.27650898694992065,0.31091248989105225
finds,0.22228007018566132,0.19671569764614105,0.24252480268478394,0.17222654819488525,0.23260919749736786,0.13975633680820465,0.19865089654922485,0.2711417078971863,0.1483704149723053,0.13779650628566742,0.3098713755607605,0.14769430458545685,0.2026994228363037,0.15871600806713104,0.13760407269001007
that,0.5601457357406616,0.45265161991119385,0.6006520986557007,0.4813884496688843,0.29014962911605835,0.3621441423892975,0.435920387506485,0.5473989248275757,0.25567954778671265,0.291576623916626,0.4731321930885315,0.23799441754817963,0.4891277849674225,0.27188003063201904,0.32716336846351624
there,0.41627052426338196,0.5433560013771057,1.0,0.4164280891418457,0.22122766077518463,0.4820519685745239,0.5361666083335876,0.47025805711746216,0.19206386804580688,0.22680425643920898,0.4242868423461914,0.2181350141763687,0.4433900713920593,0.21505112946033478,0.29405656456947327
are,0.3273901343345642,1.0,0.5433560013771057,0.4066504240036011,0.1839064210653305,0.385090708732605,0.3841303884983063,0.40399202704429626,0.16919764876365662,0.1846873015165329,0.48576638102531433,0.22028589248657227,0.39206281304359436,0.21174804866313934,0.24591213464736938
more,0.3769288659095764,0.4066504240036011,0.4164280891418457,1.0,0.2653103172779083,0.3351196348667145,0.32563260197639465,0.39758381247520447,0.1760239452123642,0.22187471389770508,0.39880692958831787,0.2115991711616516,0.726518988609314,0.18408119678497314,0.27894994616508484
poor,0.21022289991378784,0.1839064210653305,0.22122766077518463,0.2653103172779083,1.0,0.27899810671806335,0.23408232629299164,0.21093174815177917,0.1813960075378418,0.1940978765487671,0.31649142503738403,0.18685764074325562,0.23567116260528564,0.1783834993839264,0.12937016785144806
people,0.2737221121788025,0.385090708732605,0.4820519685745239,0.3351196348667145,0.27899810671806335,1.0000001192092896,0.39605680108070374,0.36838498711586,0.2647981643676758,0.30832067131996155,0.3016039729118347,0.21249839663505554,0.2669047713279724,0.23917561769485474,0.23739641904830933
in,0.23227278888225555,0.3841303884983063,0.5361666083335876,0.32563260197639465,0.23408232629299164,0.39605680108070374,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.4954058527946472,0.33061710000038147,0.3270052373409271,0.267821341753006,0.20430970191955566
the,0.30742117762565613,0.40399202704429626,0.47025805711746216,0.39758381247520447,0.21093174815177917,0.36838498711586,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.5171257257461548,0.34463706612586975,0.3227543234825134,0.3110525608062744,0.22068053483963013
united,0.14904677867889404,0.16919764876365662,0.19206386804580688,0.1760239452123642,0.1813960075378418,0.2647981643676758,0.3938477039337158,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.28213179111480713,0.34903568029403687,0.20593391358852386,0.30536872148513794,0.17266890406608582
states,0.16029080748558044,0.1846873015165329,0.22680425643920898,0.22187471389770508,0.1940978765487671,0.30832067131996155,0.3977442979812622,0.3463578522205353,0.8952266573905945,1.0,0.2974761426448822,0.3514854907989502,0.24014748632907867,0.31911909580230713,0.16272737085819244
and,0.27806392312049866,0.48576638102531433,0.4242868423461914,0.39880692958831787,0.31649142503738403,0.3016039729118347,0.4954058527946472,0.5171257257461548,0.28213179111480713,0.2974761426448822,1.0,0.3463572859764099,0.39361441135406494,0.27966102957725525,0.20544172823429108
western,0.10176598280668259,0.19592507183551788,0.19878143072128296,0.16989172995090485,0.13921882212162018,0.234888955950737,0.35160520672798157,0.37920868396759033,0.23961949348449707,0.2300054430961609,0.27210789918899536,0.34800636768341064,0.19643151760101318,0.3416065573692322,0.17439141869544983
europe,0.15987814962863922,0.22028589248657227,0.2181350141763687,0.2115991711616516,0.18685764074325562,0.21249839663505554,0.33061710000038147,0.34463706612586975,0.34903568029403687,0.3514854907989502,0.3463572859764099,1.0000001192092896,0.2228224277496338,0.349878191947937,0.18278923630714417
than,0.30495476722717285,0.39206281304359436,0.4433900713920593,0.726518988609314,0.23567116260528564,0.2669047713279724,0.3270052373409271,0.3227543234825134,0.20593391358852386,0.24014748632907867,0.39361441135406494,0.2228224277496338,1.0,0.17297770082950592,0.24917294085025787
in,0.23227278888225555,0.3841303884983063,0.5361666083335876,0.32563260197639465,0.23408232629299164,0.39605680108070374,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.4954058527946472,0.33061710000038147,0.3270052373409271,0.267821341753006,0.20430970191955566
china,0.19276092946529388,0.21174804866313934,0.21505112946033478,0.18408119678497314,0.1783834993839264,0.23917561769485474,0.267821341753006,0.3110525608062744,0.30536872148513794,0.31911909580230713,0.27966102957725525,0.349878191947937,0.17297770082950592,1.0000001192092896,0.18007943034172058
(,0.23387731611728668,0.23263892531394958,0.22351126372814178,0.20831379294395447,0.128811776638031,0.17817604541778564,0.3087427020072937,0.33289089798927307,0.21098394691944122,0.21393048763275146,0.4862271547317505,0.21958892047405243,0.19419437646865845,0.20244336128234863,0.40561532974243164
due,0.24495384097099304,0.17220361530780792,0.23367840051651,0.23004451394081116,0.3387313485145569,0.148370623588562,0.2516716718673706,0.22577603161334991,0.1965654194355011,0.20561324059963226,0.3082410395145416,0.14976397156715393,0.19449427723884583,0.19717144966125488,0.10954997688531876
to,0.4100138247013092,0.3504326641559601,0.40669289231300354,0.47084665298461914,0.2869894206523895,0.37275731563568115,0.45010748505592346,0.535392165184021,0.2715383470058441,0.2828785181045532,0.48971283435821533,0.24889446794986725,0.3192550539970398,0.1938052773475647,0.29463258385658264
a,0.2667238116264343,0.265255331993103,0.4214206337928772,0.3452818691730499,0.24187558889389038,0.3483705520629883,0.539380669593811,0.5829201340675354,0.2732578217983246,0.24708621203899384,0.3739250600337982,0.18710176646709442,0.3126874566078186,0.17720326781272888,0.23916715383529663
greater,0.1395755410194397,0.19981995224952698,0.23510071635246277,0.3394005596637726,0.13382726907730103,0.25514882802963257,0.26627716422080994,0.2814446687698364,0.16851527988910675,0.15130755305290222,0.26711440086364746,0.2105490267276764,0.4072994291782379,0.16715390980243683,0.09723397344350815
tendency,0.25684183835983276,0.25829827785491943,0.20351828634738922,0.3412310481071472,0.2012576460838318,0.20350788533687592,0.1725490689277649,0.20812319219112396,0.08690270036458969,0.09566634893417358,0.30110910534858704,0.07860453426837921,0.2888810336589813,0.16119147837162018,0.15298421680927277
to,0.4100138247013092,0.3504326641559601,0.40669289231300354,0.47084665298461914,0.2869894206523895,0.37275731563568115,0.45010748505592346,0.535392165184021,0.2715383470058441,0.2828785181045532,0.48971283435821533,0.24889446794986725,0.3192550539970398,0.1938052773475647,0.29463258385658264
take,0.2926900386810303,0.2774496376514435,0.2524319291114807,0.3237091600894928,0.1868661493062973,0.2533646523952484,0.21975718438625336,0.31620436906814575,0.16754530370235443,0.15556275844573975,0.296702116727829,0.13003025949001312,0.2501104474067688,0.13437552750110626,0.21897350251674652
on,0.2698206305503845,0.268924742937088,0.3521401882171631,0.37351730465888977,0.20774881541728973,0.2559742033481598,0.46853652596473694,0.5107308030128479,0.2703288793563843,0.2692825198173523,0.4077630043029785,0.250590980052948,0.2864885926246643,0.15178346633911133,0.2714994251728058
debts,0.17430120706558228,0.12824241816997528,0.186067134141922,0.162626251578331,0.32921820878982544,0.18010129034519196,0.17806021869182587,0.19655472040176392,0.238107368350029,0.25793564319610596,0.2626095414161682,0.18821266293525696,0.15966036915779114,0.2187042534351349,0.1363573521375656
),0.25356316566467285,0.2373749315738678,0.24042794108390808,0.23179085552692413,0.1361461728811264,0.18634183704853058,0.3326910734176636,0.3456730246543884,0.20623768866062164,0.2059156745672226,0.4961937665939331,0.23969469964504242,0.21982109546661377,0.21962320804595947,0.42300865054130554
.,0.32909876108169556,0.3452940285205841,0.43897318840026855,0.4070230722427368,0.2311597615480423,0.33118996024131775,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.588965117931366,0.31984585523605347,0.3594527542591095,0.2979343831539154,0.4130953550338745
