,where,are,the,harvard,medical,",",dental,and,school,of,public,health,located,?
",",0.3149496018886566,0.4062570035457611,0.4933079481124878,0.2719281017780304,0.2597777843475342,1.0000001192092896,0.19311998784542084,0.6633074283599854,0.27141863107681274,0.4946078956127167,0.2588968276977539,0.2331448197364807,0.2678719460964203,0.31091248989105225
and,0.43859338760375977,0.48576638102531433,0.5171257257461548,0.2453373372554779,0.26274144649505615,0.6633074283599854,0.24357996881008148,1.0,0.2752758264541626,0.5116966962814331,0.3227643668651581,0.3215619623661041,0.24183952808380127,0.20544172823429108
the,0.5003893971443176,0.40399202704429626,1.0,0.24496200680732727,0.2398311346769333,0.4933079481124878,0.2583918571472168,0.5171257257461548,0.22953221201896667,0.733189046382904,0.22857438027858734,0.2340974360704422,0.407527357339859,0.22068053483963013
harvard,0.2272007018327713,0.1259138286113739,0.24496200680732727,1.0,0.3678908050060272,0.2719281017780304,0.2588613033294678,0.2453373372554779,0.42520302534103394,0.25842633843421936,0.23782525956630707,0.276941180229187,0.1552211195230484,0.11685016006231308
school,0.23611775040626526,0.17021894454956055,0.22953221201896667,0.42520302534103394,0.2893049716949463,0.27141863107681274,0.2215982973575592,0.2752758264541626,1.0,0.2391800880432129,0.3342896103858948,0.24482066929340363,0.19245630502700806,0.15091250836849213
of,0.38066378235816956,0.39081433415412903,0.733189046382904,0.25842633843421936,0.2826511859893799,0.4946078956127167,0.2673645615577698,0.5116966962814331,0.2391800880432129,1.0,0.2391265481710434,0.28076469898223877,0.32520920038223267,0.1826142966747284
public,0.2059764564037323,0.18111367523670197,0.22857438027858734,0.23782525956630707,0.26286783814430237,0.2588968276977539,0.2672274112701416,0.3227643668651581,0.3342896103858948,0.2391265481710434,1.0000001192092896,0.3813157081604004,0.19267596304416656,0.19872993230819702
health,0.16377852857112885,0.19031372666358948,0.2340974360704422,0.276941180229187,0.5064287185668945,0.2331448197364807,0.3655155897140503,0.3215619623661041,0.24482066929340363,0.28076469898223877,0.3813157081604004,1.0000001192092896,0.09860628098249435,0.16094304621219635
are,0.32389864325523376,1.0,0.40399202704429626,0.1259138286113739,0.21335911750793457,0.4062570035457611,0.277290016412735,0.48576638102531433,0.17021894454956055,0.39081433415412903,0.18111367523670197,0.19031372666358948,0.24096766114234924,0.24591213464736938
located,0.350632905960083,0.24096766114234924,0.407527357339859,0.1552211195230484,0.13738571107387543,0.2678719460964203,0.13462013006210327,0.24183952808380127,0.19245630502700806,0.32520920038223267,0.19267596304416656,0.09860628098249435,1.0,0.08983194828033447
on,0.37630224227905273,0.268924742937088,0.5107308030128479,0.1509191244840622,0.2253650575876236,0.49057599902153015,0.13137951493263245,0.4077630043029785,0.2388053983449936,0.3966929316520691,0.25951382517814636,0.1687779426574707,0.22447186708450317,0.2714994251728058
a,0.40997210144996643,0.265255331993103,0.5829201340675354,0.24754071235656738,0.20945803821086884,0.427140474319458,0.2615305185317993,0.3739250600337982,0.2245093584060669,0.5052502155303955,0.19607044756412506,0.21166443824768066,0.2605401277542114,0.23916715383529663
21-acre,0.20700237154960632,0.12939806282520294,0.26365694403648376,0.17489708960056305,0.17657068371772766,0.30945298075675964,0.21899819374084473,0.22935841977596283,0.30708107352256775,0.3002883493900299,0.2930365204811096,0.19122570753097534,0.2863638401031494,0.2143121063709259
(,0.1970011591911316,0.23263892531394958,0.33289089798927307,0.2132066786289215,0.19047237932682037,0.6363511681556702,0.13610340654850006,0.4862271547317505,0.16600246727466583,0.35032153129577637,0.1609111875295639,0.15521767735481262,0.21025894582271576,0.40561532974243164
8.5,0.1800142228603363,0.2554236650466919,0.2646437883377075,0.10459770262241364,0.02913011983036995,0.18583500385284424,0.11283773183822632,0.21375958621501923,0.02858888730406761,0.23375920951366425,-0.00977400317788124,0.019595904275774956,0.26267263293266296,0.0860174223780632
ha,0.12452636659145355,0.0991363376379013,0.1501408815383911,0.11121398955583572,0.08568158745765686,0.2122708410024643,0.09957922995090485,0.24057406187057495,0.09951423108577728,0.13442294299602509,0.19026488065719604,0.1410607248544693,0.18439769744873047,0.24374480545520782
),0.20711064338684082,0.2373749315738678,0.3456730246543884,0.226204052567482,0.18714091181755066,0.63033527135849,0.13841713964939117,0.4961937665939331,0.18641386926174164,0.3680361211299896,0.15635275840759277,0.14603538811206818,0.19755883514881134,0.42300865054130554
campus,0.21029166877269745,0.2026534378528595,0.20087170600891113,0.32682597637176514,0.22203831374645233,0.2639807164669037,0.19285979866981506,0.23815947771072388,0.40977439284324646,0.22980211675167084,0.3257627487182617,0.17180374264717102,0.42575085163116455,0.06952692568302155
in,0.5344807505607605,0.3841303884983063,0.6662389636039734,0.26072487235069275,0.25996583700180054,0.5201468467712402,0.24925146996974945,0.4954058527946472,0.26157811284065247,0.5696388483047485,0.29074716567993164,0.2500189542770386,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.40399202704429626,1.0,0.24496200680732727,0.2398311346769333,0.4933079481124878,0.2583918571472168,0.5171257257461548,0.22953221201896667,0.733189046382904,0.22857438027858734,0.2340974360704422,0.407527357339859,0.22068053483963013
longwood,0.21557489037513733,0.12903687357902527,0.2812906801700592,0.3093770146369934,0.18582198023796082,0.27887865900993347,0.1459760218858719,0.2592322528362274,0.25961846113204956,0.2695541977882385,0.20362122356891632,0.11985509842634201,0.3087013065814972,0.07470505684614182
medical,0.26931947469711304,0.21335911750793457,0.2398311346769333,0.3678908050060272,1.0,0.2597777843475342,0.4107329547405243,0.26274144649505615,0.2893049716949463,0.2826511859893799,0.26286783814430237,0.5064287185668945,0.13738571107387543,0.13234087824821472
and,0.43859338760375977,0.48576638102531433,0.5171257257461548,0.2453373372554779,0.26274144649505615,0.6633074283599854,0.24357996881008148,1.0,0.2752758264541626,0.5116966962814331,0.3227643668651581,0.3215619623661041,0.24183952808380127,0.20544172823429108
academic,0.11992323398590088,0.13471660017967224,0.15387672185897827,0.41330868005752563,0.42030221223831177,0.3273942470550537,0.26000306010246277,0.2552715241909027,0.34779801964759827,0.20802809298038483,0.2967395782470703,0.32251212000846863,0.12108387798070908,0.11011603474617004
area,0.3338260352611542,0.25780194997787476,0.37834644317626953,0.09178028255701065,0.16295801103115082,0.2664283812046051,0.17559069395065308,0.3044000566005707,0.17919643223285675,0.3409860134124756,0.21272097527980804,0.1834241896867752,0.42610666155815125,0.12640461325645447
approximately,0.26978567242622375,0.28388988971710205,0.33137547969818115,0.1074596643447876,0.17368903756141663,0.3057648837566376,0.16457165777683258,0.3228789269924164,0.1535337269306183,0.34526896476745605,0.12050662934780121,0.15491530299186707,0.2927114963531494,0.10237617790699005
3.3,-0.015175283886492252,0.05589713901281357,0.1666160225868225,-0.08021054416894913,-0.034304168075323105,0.07356074452400208,-0.0928540825843811,0.06905096024274826,-0.06004372611641884,0.17471787333488464,0.002570280572399497,-0.03187907487154007,0.12207761406898499,-0.14369747042655945
miles,0.2023022174835205,0.12371126562356949,0.25706055760383606,0.1354522407054901,0.07746591418981552,0.29495540261268616,0.06080781668424606,0.2555042505264282,0.2036062330007553,0.2263605147600174,0.12755917012691498,0.13159531354904175,0.3896450102329254,0.09363767504692078
(,0.1970011591911316,0.23263892531394958,0.33289089798927307,0.2132066786289215,0.19047237932682037,0.6363511681556702,0.13610340654850006,0.4862271547317505,0.16600246727466583,0.35032153129577637,0.1609111875295639,0.15521767735481262,0.21025894582271576,0.40561532974243164
5.3,-0.0035419028718024492,0.1836126446723938,0.05059019848704338,0.0617765448987484,0.022543879225850105,0.10587972402572632,0.12713375687599182,0.06570477038621902,-0.11429574340581894,0.08984790742397308,-0.11960606276988983,0.004732677713036537,0.061675846576690674,0.07685638219118118
km,0.18477274477481842,0.16856467723846436,0.21376769244670868,0.11508490890264511,0.058047838509082794,0.2232249528169632,0.016249144449830055,0.22458887100219727,0.1382257640361786,0.2376161366701126,0.1397339552640915,0.1066179946064949,0.3916102945804596,0.08180338144302368
),0.20711064338684082,0.2373749315738678,0.3456730246543884,0.226204052567482,0.18714091181755066,0.63033527135849,0.13841713964939117,0.4961937665939331,0.18641386926174164,0.3680361211299896,0.15635275840759277,0.14603538811206818,0.19755883514881134,0.42300865054130554
southwest,0.2025831639766693,0.20129360258579254,0.2974209487438202,0.15745776891708374,0.10303258895874023,0.2651968002319336,0.1750912070274353,0.21492519974708557,0.1891484409570694,0.2579437494277954,0.1318083107471466,0.11533647030591965,0.4515470266342163,0.11322080343961716
of,0.38066378235816956,0.39081433415412903,0.733189046382904,0.25842633843421936,0.2826511859893799,0.4946078956127167,0.2673645615577698,0.5116966962814331,0.2391800880432129,1.0,0.2391265481710434,0.28076469898223877,0.32520920038223267,0.1826142966747284
downtown,0.23497049510478973,0.16882547736167908,0.2602716088294983,0.15972097218036652,0.1517070084810257,0.2289871871471405,0.1785702258348465,0.20503629744052887,0.25847941637039185,0.21455974876880646,0.20699134469032288,0.16790138185024261,0.4125281572341919,0.15638743340969086
boston,0.17696085572242737,0.14649029076099396,0.2297145575284958,0.3482431173324585,0.16787484288215637,0.2719416320323944,0.1922999918460846,0.2462981790304184,0.1761183887720108,0.1890333592891693,0.22211714088916779,0.19501236081123352,0.09861075133085251,0.14705288410186768
and,0.43859338760375977,0.48576638102531433,0.5171257257461548,0.2453373372554779,0.26274144649505615,0.6633074283599854,0.24357996881008148,1.0,0.2752758264541626,0.5116966962814331,0.3227643668651581,0.3215619623661041,0.24183952808380127,0.20544172823429108
3.3,-0.015175283886492252,0.05589713901281357,0.1666160225868225,-0.08021054416894913,-0.034304168075323105,0.07356074452400208,-0.0928540825843811,0.06905096024274826,-0.06004372611641884,0.17471787333488464,0.002570280572399497,-0.03187907487154007,0.12207761406898499,-0.14369747042655945
miles,0.2023022174835205,0.12371126562356949,0.25706055760383606,0.1354522407054901,0.07746591418981552,0.29495540261268616,0.06080781668424606,0.2555042505264282,0.2036062330007553,0.2263605147600174,0.12755917012691498,0.13159531354904175,0.3896450102329254,0.09363767504692078
(,0.1970011591911316,0.23263892531394958,0.33289089798927307,0.2132066786289215,0.19047237932682037,0.6363511681556702,0.13610340654850006,0.4862271547317505,0.16600246727466583,0.35032153129577637,0.1609111875295639,0.15521767735481262,0.21025894582271576,0.40561532974243164
5.3,-0.0035419028718024492,0.1836126446723938,0.05059019848704338,0.0617765448987484,0.022543879225850105,0.10587972402572632,0.12713375687599182,0.06570477038621902,-0.11429574340581894,0.08984790742397308,-0.11960606276988983,0.004732677713036537,0.061675846576690674,0.07685638219118118
km,0.18477274477481842,0.16856467723846436,0.21376769244670868,0.11508490890264511,0.058047838509082794,0.2232249528169632,0.016249144449830055,0.22458887100219727,0.1382257640361786,0.2376161366701126,0.1397339552640915,0.1066179946064949,0.3916102945804596,0.08180338144302368
),0.20711064338684082,0.2373749315738678,0.3456730246543884,0.226204052567482,0.18714091181755066,0.63033527135849,0.13841713964939117,0.4961937665939331,0.18641386926174164,0.3680361211299896,0.15635275840759277,0.14603538811206818,0.19755883514881134,0.42300865054130554
south,0.2539864182472229,0.21281804144382477,0.3129390776157379,0.1391272395849228,0.11906365305185318,0.3256652057170868,0.13480719923973083,0.3140619993209839,0.19953042268753052,0.33382371068000793,0.21266449987888336,0.12877991795539856,0.3639508783817291,0.12336621433496475
of,0.38066378235816956,0.39081433415412903,0.733189046382904,0.25842633843421936,0.2826511859893799,0.4946078956127167,0.2673645615577698,0.5116966962814331,0.2391800880432129,1.0,0.2391265481710434,0.28076469898223877,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.40399202704429626,1.0,0.24496200680732727,0.2398311346769333,0.4933079481124878,0.2583918571472168,0.5171257257461548,0.22953221201896667,0.733189046382904,0.22857438027858734,0.2340974360704422,0.407527357339859,0.22068053483963013
cambridge,0.21474148333072662,0.12315071374177933,0.21810851991176605,0.5214552283287048,0.2484521120786667,0.3027820289134979,0.2111736685037613,0.27719825506210327,0.2573782205581665,0.29286280274391174,0.248189777135849,0.1872568279504776,0.11514987796545029,0.14006337523460388
campus,0.21029166877269745,0.2026534378528595,0.20087170600891113,0.32682597637176514,0.22203831374645233,0.2639807164669037,0.19285979866981506,0.23815947771072388,0.40977439284324646,0.22980211675167084,0.3257627487182617,0.17180374264717102,0.42575085163116455,0.06952692568302155
.,0.41390106081962585,0.3452940285205841,0.5934505462646484,0.254516065120697,0.21294285356998444,0.6812511086463928,0.27584680914878845,0.588965117931366,0.24214158952236176,0.5352458953857422,0.21888655424118042,0.25832483172416687,0.28226932883262634,0.4130953550338745
