,who,used,the,church,to,unify,themselves,?
of,0.2827862501144409,0.3075267970561981,0.733189046382904,0.3079429268836975,0.41548454761505127,0.27350667119026184,0.2638634443283081,0.1826142966747284
scriptoria,0.26488059759140015,0.23762211203575134,0.25890564918518066,0.3211917281150818,0.25278985500335693,0.19759739935398102,0.1845126897096634,0.2598477303981781
and,0.41279885172843933,0.3150506615638733,0.5171257257461548,0.1976170688867569,0.48971283435821533,0.23293976485729218,0.3146885335445404,0.20544172823429108
the,0.3733934462070465,0.3718377649784088,1.0,0.23846197128295898,0.535392165184021,0.2526540756225586,0.3444426357746124,0.22068053483963013
reconstitution,0.17481648921966553,0.16214370727539062,0.32636401057243347,0.30153289437294006,0.2253047227859497,0.2679368555545807,0.21249081194400787,0.18365374207496643
of,0.2827862501144409,0.3075267970561981,0.733189046382904,0.3079429268836975,0.41548454761505127,0.27350667119026184,0.2638634443283081,0.1826142966747284
a,0.36608949303627014,0.3864384889602661,0.5829201340675354,0.19588641822338104,0.45503583550453186,0.1509355753660202,0.19371497631072998,0.23916715383529663
compilation,0.14426204562187195,0.11275070160627365,0.20939901471138,0.16079317033290863,0.19189460575580597,0.11331082880496979,0.1351328343153,0.2705167829990387
of,0.2827862501144409,0.3075267970561981,0.733189046382904,0.3079429268836975,0.41548454761505127,0.27350667119026184,0.2638634443283081,0.1826142966747284
lost,0.2206452637910843,0.14100907742977142,0.3376973867416382,0.19067558646202087,0.23270919919013977,0.2797853946685791,0.1588183045387268,0.15261413156986237
illuminated,0.1494809091091156,0.2711409032344818,0.25755834579467773,0.25790926814079285,0.19845034182071686,0.12574340403079987,0.07437269389629364,0.14651840925216675
manuscripts,0.19917462766170502,0.2000415027141571,0.2274177074432373,0.30601927638053894,0.20922711491584778,0.13306811451911926,0.12601642310619354,0.16131190955638885
.,0.3541337847709656,0.33111312985420227,0.5934505462646484,0.28898224234580994,0.4645031690597534,0.1783779263496399,0.20394743978977203,0.4130953550338745
,who,used,the,church,to,unify,themselves,?
the,0.3733934462070465,0.3718377649784088,1.0,0.23846197128295898,0.535392165184021,0.2526540756225586,0.3444426357746124,0.22068053483963013
church,0.19418756663799286,0.1413264274597168,0.23846197128295898,0.9999999403953552,0.24439501762390137,0.12762567400932312,0.12229454517364502,0.18081501126289368
was,0.3318818509578705,0.23679393529891968,0.48711544275283813,0.24960921704769135,0.3636345863342285,0.15029171109199524,0.1582118272781372,0.18412111699581146
utilised,0.1680297702550888,0.38576972484588623,0.24318033456802368,0.042869195342063904,0.2186543196439743,0.16701972484588623,0.281095415353775,0.15510936081409454
by,0.39727845788002014,0.27705541253089905,0.4408751428127289,0.135782390832901,0.33534231781959534,0.14569754898548126,0.30082204937934875,0.17966607213020325
the,0.3733934462070465,0.3718377649784088,1.0,0.23846197128295898,0.535392165184021,0.2526540756225586,0.3444426357746124,0.22068053483963013
dukes,0.20349343121051788,0.15128175914287567,0.2551864981651306,0.24025404453277588,0.18403872847557068,0.19906117022037506,0.20454946160316467,0.09325318783521652
as,0.3923053741455078,0.35160550475120544,0.48381632566452026,0.211966410279274,0.42092081904411316,0.2629595398902893,0.28746727108955383,0.27043893933296204
a,0.36608949303627014,0.3864384889602661,0.5829201340675354,0.19588641822338104,0.45503583550453186,0.1509355753660202,0.19371497631072998,0.23916715383529663
unifying,0.2399166375398636,0.24229015409946442,0.35144928097724915,0.17063958942890167,0.2304680198431015,0.6780858635902405,0.3318994343280792,0.2723231911659241
force,0.19492056965827942,0.19033478200435638,0.2800885736942291,0.14272291958332062,0.24496492743492126,0.2485988289117813,0.19045399129390717,0.1650998443365097
for,0.37110671401023865,0.4236139953136444,0.4739971458911896,0.15542230010032654,0.4451248347759247,0.19352933764457703,0.2530568838119507,0.264628142118454
their,0.3767721951007843,0.3259406089782715,0.516537070274353,0.17209430038928986,0.44619059562683105,0.2359413355588913,0.5939331650733948,0.1898253709077835
disparate,0.2330419421195984,0.2914537489414215,0.26140737533569336,0.15157166123390198,0.30858874320983887,0.27951788902282715,0.31848737597465515,0.22344544529914856
duchy,0.12811636924743652,0.16921234130859375,0.2944258749485016,0.27494823932647705,0.1661931276321411,0.2587435841560364,0.13351452350616455,0.06671437621116638
.,0.3541337847709656,0.33111312985420227,0.5934505462646484,0.28898224234580994,0.4645031690597534,0.1783779263496399,0.20394743978977203,0.4130953550338745
