,what,is,the,abc,affiliate,that,serves,lima,",",ohio,?
few,0.2780759632587433,0.22223958373069763,0.34660017490386963,0.09540363401174545,0.15851780772209167,0.3973994851112366,0.05019419640302658,0.11673247814178467,0.32531002163887024,0.11257756501436234,0.2334265559911728
markets,0.12341798096895218,0.21294242143630981,0.23818166553974152,0.16946740448474884,0.14650484919548035,0.2364654839038849,0.26349666714668274,0.24226544797420502,0.24350304901599884,0.13321121037006378,0.11209505051374435
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2097204476594925,0.20519042015075684,0.4137537479400635,0.24305880069732666,0.2946940064430237,1.0000001192092896,0.21788300573825836,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.12735801935195923,0.16232220828533173,0.4479874074459076,0.16730865836143494,0.10037050396203995,0.39626169204711914,0.11418119817972183,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2286096066236496,0.19680941104888916,0.4735107421875,0.29644614458084106,0.20524555444717407,0.48816442489624023,0.17608439922332764,0.27043893933296204
birmingham,0.14769886434078217,0.14477425813674927,0.2381640374660492,0.20163780450820923,0.19014286994934082,0.1745876520872116,0.14413054287433624,0.3054297864437103,0.25255051255226135,0.3382699191570282,0.13550083339214325
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2097204476594925,0.20519042015075684,0.4137537479400635,0.24305880069732666,0.2946940064430237,1.0000001192092896,0.21788300573825836,0.31091248989105225
alabama,0.17742304503917694,0.14237841963768005,0.2128913402557373,0.21730148792266846,0.1699358969926834,0.20296360552310944,0.08983788639307022,0.2409004420042038,0.22847679257392883,0.4130723178386688,0.1207156553864479
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.183883935213089,0.19882215559482574,0.2264307141304016,0.23397299647331238,0.23505207896232605,0.6363511681556702,0.15443341434001923,0.40561532974243164
wbma-ld,0.1199706643819809,0.1658691167831421,0.28817129135131836,0.18507595360279083,0.2370409369468689,0.17097066342830658,0.085051029920578,-0.0075732748955488205,0.23430560529232025,0.18308185040950775,0.16148127615451813
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.18381085991859436,0.19913357496261597,0.23478686809539795,0.22408124804496765,0.25037330389022827,0.63033527135849,0.17592918872833252,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2097204476594925,0.20519042015075684,0.4137537479400635,0.24305880069732666,0.2946940064430237,1.0000001192092896,0.21788300573825836,0.31091248989105225
lima,0.12891589105129242,0.20158763229846954,0.18872694671154022,0.18134461343288422,0.1425626277923584,0.15978728234767914,0.18699964880943298,1.0,0.2946940064430237,0.26079994440078735,0.11356467008590698
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2097204476594925,0.20519042015075684,0.4137537479400635,0.24305880069732666,0.2946940064430237,1.0000001192092896,0.21788300573825836,0.31091248989105225
ohio,0.10887482017278671,0.14365723729133606,0.24653035402297974,0.17616164684295654,0.27742454409599304,0.14506439864635468,0.12038515508174896,0.26079994440078735,0.21788300573825836,0.9999999403953552,0.10064033418893814
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.183883935213089,0.19882215559482574,0.2264307141304016,0.23397299647331238,0.23505207896232605,0.6363511681556702,0.15443341434001923,0.40561532974243164
wlqp-lp,0.15350937843322754,0.13460858166217804,0.2008967101573944,0.16511119902133942,0.3253031075000763,0.14258278906345367,0.2157185673713684,0.16381970047950745,0.2700536549091339,0.0929851308465004,0.180984228849411
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.18381085991859436,0.19913357496261597,0.23478686809539795,0.22408124804496765,0.25037330389022827,0.63033527135849,0.17592918872833252,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.16453155875205994,0.19473032653331757,0.4731321930885315,0.26724833250045776,0.1955675482749939,0.6633074283599854,0.2680337131023407,0.20544172823429108
south,0.15388517081737518,0.27680471539497375,0.3129390776157379,0.15089206397533417,0.20170387625694275,0.1571199595928192,0.18009424209594727,0.19881261885166168,0.3256652057170868,0.2928090989589691,0.12336621433496475
bend,0.20938892662525177,0.24732418358325958,0.2507157623767853,0.1493883728981018,0.14639924466609955,0.2479456663131714,0.15307627618312836,0.14243251085281372,0.2922282814979553,0.2620576024055481,0.1713055521249771
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2097204476594925,0.20519042015075684,0.4137537479400635,0.24305880069732666,0.2946940064430237,1.0000001192092896,0.21788300573825836,0.31091248989105225
indiana,0.1579200029373169,0.17342650890350342,0.2919532358646393,0.1703014075756073,0.2141062170267105,0.14261023700237274,0.12317375093698502,0.2792770266532898,0.28358757495880127,0.599741518497467,0.08650204539299011
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.183883935213089,0.19882215559482574,0.2264307141304016,0.23397299647331238,0.23505207896232605,0.6363511681556702,0.15443341434001923,0.40561532974243164
wbnd-ld,0.051596567034721375,0.1566479653120041,0.2659328281879425,0.25603726506233215,0.3560335338115692,0.12313775718212128,0.1549331545829773,0.0891270637512207,0.2501433193683624,0.2890891134738922,0.09577937424182892
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.18381085991859436,0.19913357496261597,0.23478686809539795,0.22408124804496765,0.25037330389022827,0.63033527135849,0.17592918872833252,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2567209303379059,0.19002677500247955,0.4460422694683075,0.20502176880836487,0.2291717827320099,0.6812511086463928,0.2659587562084198,0.4130953550338745
