,what,did,the,loss,mean,to,france,?
british,0.19255435466766357,0.2039594054222107,0.28973397612571716,0.11468897759914398,0.03944549337029457,0.22690963745117188,0.23781980574131012,0.09711728990077972
expansion,0.2671823799610138,0.1645428091287613,0.31353142857551575,0.25521785020828247,0.1466549187898636,0.2769574522972107,0.09893330931663513,0.18286365270614624
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23328691720962524,0.27540135383605957,0.44245919585227966,0.28250643610954285,0.31091248989105225
leading,0.197072371840477,0.20311816036701202,0.3809107840061188,0.21496838331222534,0.07676542550325394,0.260200560092926,0.2003801167011261,0.1360926628112793
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2457711398601532,0.2274881899356842,1.0,0.2670897841453552,0.29463258385658264
their,0.35142919421195984,0.38078752160072327,0.516537070274353,0.3253878355026245,0.1827838271856308,0.44619059562683105,0.18637089431285858,0.1898253709077835
ultimate,0.24798814952373505,0.2315087467432022,0.293570339679718,0.1526343673467636,0.12102752923965454,0.25435683131217957,0.17070713639259338,0.2316586822271347
dispossession,0.28524526953697205,0.22601164877414703,0.29769521951675415,0.3008439242839813,0.1913297027349472,0.3173731565475464,0.2704738974571228,0.13394863903522491
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.21266451478004456,0.21881133317947388,0.4645031690597534,0.33719199895858765,0.4130953550338745
,what,did,the,loss,mean,to,france,?
most,0.3219912350177765,0.2822507321834564,0.47635307908058167,0.21166662871837616,0.19912204146385193,0.321603000164032,0.19987869262695312,0.2107497900724411
went,0.20164033770561218,0.4810470640659332,0.3345835506916046,0.1338793933391571,0.1488974243402481,0.33234721422195435,0.22612981498241425,0.12109432369470596
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2457711398601532,0.2274881899356842,1.0,0.2670897841453552,0.29463258385658264
cuba,0.21580925583839417,0.18049399554729462,0.24987250566482544,0.09311582893133163,0.08519985526800156,0.2461409866809845,0.2844293713569641,0.17374287545681
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23328691720962524,0.27540135383605957,0.44245919585227966,0.28250643610954285,0.31091248989105225
including,0.18328791856765747,0.26678287982940674,0.3738902807235718,0.16208650171756744,0.18125352263450623,0.24006329476833344,0.19934773445129395,0.1633303165435791
the,0.42745697498321533,0.34736719727516174,1.0,0.27898719906806946,0.25977957248687744,0.535392165184021,0.35517507791519165,0.22068053483963013
entire,0.37562522292137146,0.22471237182617188,0.4870373010635376,0.23990865051746368,0.19893787801265717,0.37588366866111755,0.1315775066614151,0.17068447172641754
governmental,0.23741623759269714,0.21905939280986786,0.2788466215133667,0.22962018847465515,0.16647537052631378,0.2544436752796173,0.2338886260986328,0.21953752636909485
records,0.17999422550201416,0.1876455396413803,0.23809710144996643,0.19635897874832153,0.15883837640285492,0.1657545268535614,0.10509853810071945,0.12384546548128128
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.14446182548999786,0.2319565713405609,0.4069952368736267,0.20540620386600494,0.19969791173934937
st.,0.10219959169626236,0.11965964734554291,0.18141359090805054,0.09149052202701569,0.10286688059568405,0.20982599258422852,0.11618108302354813,0.13592876493930817
augustine,0.24251607060432434,0.09729888290166855,0.23652029037475586,0.12219536304473877,0.1597561240196228,0.154807448387146,0.2587461769580841,0.21213193237781525
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.23328691720962524,0.27540135383605957,0.44245919585227966,0.28250643610954285,0.31091248989105225
although,0.24844598770141602,0.29252153635025024,0.3265823423862457,0.20135827362537384,0.30311763286590576,0.4176313281059265,0.18896937370300293,0.15541206300258636
some,0.4491020441055298,0.42553430795669556,0.4566698372364044,0.16078981757164001,0.26385992765426636,0.4636894166469574,0.22965848445892334,0.2562315762042999
christianized,0.22988395392894745,0.2590305805206299,0.2398715317249298,0.10344446450471878,0.18754732608795166,0.23099203407764435,0.1997842937707901,0.1888757199048996
yamasee,0.24118128418922424,0.12178835272789001,0.3075193762779236,0.027266941964626312,0.16631323099136353,0.18022499978542328,0.2885822355747223,0.18486517667770386
were,0.22298263013362885,0.4162326455116272,0.3906462490558624,0.14084996283054352,0.18460723757743835,0.31913647055625916,0.24330811202526093,0.17890112102031708
resettled,0.27066051959991455,0.21052876114845276,0.28498536348342896,0.17052792012691498,0.12958459556102753,0.2696749269962311,0.17163699865341187,0.10624805092811584
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.2457711398601532,0.2274881899356842,1.0,0.2670897841453552,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,1.0,0.27898719906806946,0.25977957248687744,0.535392165184021,0.35517507791519165,0.22068053483963013
coast,0.2200622260570526,0.14056022465229034,0.28366661071777344,0.1729903519153595,0.12518489360809326,0.23308983445167542,0.17583076655864716,0.15869849920272827
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.26357072591781616,0.27551960945129395,0.41548454761505127,0.3265724182128906,0.1826142966747284
mexico,0.1820366233587265,0.19472704827785492,0.2460518777370453,0.09579510241746902,0.09239271283149719,0.20776979625225067,0.2854691445827484,0.14739345014095306
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.21266451478004456,0.21881133317947388,0.4645031690597534,0.33719199895858765,0.4130953550338745
