,what,player,won,the,mvp,in,super,bowl,v,?
while,0.35511791706085205,0.17724208533763885,0.2223460078239441,0.39804592728614807,0.05988391861319542,0.3399278521537781,0.20227555930614471,0.15627816319465637,0.0930400937795639,0.21076419949531555
peyton,0.2249990701675415,0.19480369985103607,0.3575289249420166,0.2709864377975464,0.31993234157562256,0.25605714321136475,0.2683632969856262,0.2604644298553467,0.18380187451839447,0.17519715428352356
manning,0.20007498562335968,0.3113711178302765,0.28524553775787354,0.27058160305023193,0.3574136793613434,0.22345924377441406,0.30535250902175903,0.32417115569114685,0.189981609582901,0.15856626629829407
(,0.2411840260028839,0.2545463740825653,0.25702881813049316,0.33289089798927307,0.24375715851783752,0.3087427020072937,0.17553061246871948,0.15949074923992157,0.2043849378824234,0.40561532974243164
mvp,0.0985465794801712,0.37888097763061523,0.3954806625843048,0.19830666482448578,0.9999998807907104,0.15104249119758606,0.3814384639263153,0.5169888734817505,0.16715121269226074,0.19954749941825867
of,0.33290785551071167,0.1627044975757599,0.20832067728042603,0.733189046382904,0.16760475933551788,0.5696388483047485,0.14718765020370483,0.2243070751428604,0.1655031144618988,0.1826142966747284
super,0.13651713728904724,0.19942335784435272,0.23658764362335205,0.21959073841571808,0.3814384639263153,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.12199956178665161,0.166326642036438
bowl,0.15942467749118805,0.1651131808757782,0.2380966693162918,0.21576224267482758,0.5169888734817505,0.17236235737800598,0.4848237931728363,1.0,0.17199891805648804,0.21118052303791046
xli,0.15313658118247986,0.2574503719806671,0.3206350803375244,0.2716911733150482,0.5291078090667725,0.180316761136055,0.5658465623855591,0.5610740184783936,0.2172991931438446,0.17183956503868103
and,0.31309178471565247,0.22685286402702332,0.2795773446559906,0.5171257257461548,0.16702094674110413,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.19040757417678833,0.20544172823429108
current,0.18294453620910645,0.17967663705348969,0.15997307002544403,0.3314409554004669,0.14299221336841583,0.1955713927745819,0.15260912477970123,0.10544963926076889,0.17038467526435852,0.12074550241231918
broncos,0.1787765771150589,0.3298080563545227,0.29654255509376526,0.25985947251319885,0.43668341636657715,0.20316283404827118,0.36141330003738403,0.4351775348186493,0.12139896303415298,0.18377114832401276
quarterback,0.15767325460910797,0.4891320466995239,0.23940183222293854,0.23757418990135193,0.49506956338882446,0.17283181846141815,0.28511252999305725,0.37160974740982056,0.09086024761199951,0.13221268355846405
),0.26259949803352356,0.26819780468940735,0.255226194858551,0.3456730246543884,0.23705145716667175,0.3326910734176636,0.1971341073513031,0.16361013054847717,0.20857036113739014,0.42300865054130554
was,0.22111038863658905,0.1967325210571289,0.35383549332618713,0.48711544275283813,0.23143374919891357,0.45514053106307983,0.21420986950397491,0.21915455162525177,0.16128918528556824,0.18412111699581146
shown,0.2601207196712494,0.09680113196372986,0.1844608336687088,0.3387985825538635,0.08311758935451508,0.2988935708999634,0.09250687062740326,0.12991680204868317,0.08321698009967804,0.2433658242225647
in,0.30808621644973755,0.1851271539926529,0.3280489146709442,0.6662389636039734,0.15104249119758606,1.0,0.18576006591320038,0.17236235737800598,0.15216681361198425,0.20430970191955566
the,0.42745697498321533,0.19900773465633392,0.29432493448257446,1.0,0.19830666482448578,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.18580520153045654,0.22068053483963013
locker,0.20110997557640076,0.23702901601791382,0.17178700864315033,0.23370850086212158,0.20677192509174347,0.19096653163433075,0.15439563989639282,0.1468813717365265,0.14762821793556213,0.172280952334404
room,0.22132179141044617,0.1741868406534195,0.11770310997962952,0.2031363844871521,0.073203906416893,0.19083113968372345,0.1193331629037857,0.1825386881828308,0.04686594009399414,0.1769251674413681
preparing,0.29370415210723877,0.044959668070077896,0.11911013722419739,0.2806416451931,0.05090315267443657,0.258937269449234,0.10941296070814133,0.20560093224048615,0.1623988002538681,0.18170884251594543
for,0.3017193675041199,0.2470785230398178,0.3782569169998169,0.4739971458911896,0.27104631066322327,0.4322226941585541,0.22938419878482819,0.24430087208747864,0.13933385908603668,0.264628142118454
the,0.42745697498321533,0.19900773465633392,0.29432493448257446,1.0,0.19830666482448578,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.18580520153045654,0.22068053483963013
game,0.2246788740158081,0.46623334288597107,0.23046883940696716,0.285271555185318,0.33141279220581055,0.23986028134822845,0.3480181396007538,0.2413962334394455,0.1684010922908783,0.1829071193933487
.,0.3567904531955719,0.22491109371185303,0.3011801838874817,0.5934505462646484,0.19778521358966827,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.2973858416080475,0.4130953550338745
