,the,entrepreneurs,josiah,wedgwood,",",matthew,boulton,and,eleanor,coade,were,influenced,by,what,manufacturing,process,developed,during,the,industrial,revolution,?
mass,0.2284930944442749,0.15408070385456085,0.15512141585350037,0.1363915205001831,0.2439754158258438,0.17486461997032166,0.1743897944688797,0.21843883395195007,0.12328611314296722,0.24045175313949585,0.2088848054409027,0.1284516155719757,0.21824167668819427,0.23905135691165924,0.1587732583284378,0.2500077188014984,0.09850925952196121,0.19194114208221436,0.2284930944442749,0.16338570415973663,0.14934715628623962,0.2076406031847
production,0.2657334506511688,0.29193180799484253,0.17340707778930664,0.2330373078584671,0.24176549911499023,0.151725634932518,0.321355938911438,0.25569969415664673,0.11092773079872131,0.31465595960617065,0.16264601051807404,0.18874017894268036,0.24570661783218384,0.16636081039905548,0.5135786533355713,0.3431277573108673,0.2649197280406952,0.18893569707870483,0.2657334506511688,0.39023637771606445,0.22439846396446228,0.19318072497844696
produced,0.22045251727104187,0.22761580348014832,0.20018857717514038,0.20256486535072327,0.22260788083076477,0.17957168817520142,0.249887615442276,0.24455034732818604,0.052418727427721024,0.24800926446914673,0.23232540488243103,0.29062342643737793,0.4647648334503174,0.1393624097108841,0.36337047815322876,0.2055693417787552,0.35397541522979736,0.20210334658622742,0.22045251727104187,0.24205328524112701,0.11803952604532242,0.1623450517654419
entrepreneurs,0.18561235070228577,1.0,0.14674299955368042,0.21745061874389648,0.2669227719306946,0.09992679208517075,0.2632996737957001,0.2936466336250305,0.13484923541545868,0.226068913936615,0.12491632252931595,0.18238534033298492,0.19293244183063507,0.13613490760326385,0.3869014382362366,0.221457377076149,0.32052043080329895,0.20192919671535492,0.18561235070228577,0.41738197207450867,0.1972397267818451,0.20108920335769653
such,0.3575236201286316,0.23562981188297272,0.09953376650810242,0.1476370245218277,0.39626169204711914,0.09030787646770477,0.16422158479690552,0.44540345668792725,-0.007724630180746317,0.2722705900669098,0.2970055043697357,0.29705172777175903,0.2736194431781769,0.23989605903625488,0.27734535932540894,0.2573583424091339,0.2899717092514038,0.2389506697654724,0.3575236201286316,0.19396142661571503,0.1306608021259308,0.17851735651493073
as,0.48381632566452026,0.24615590274333954,0.21083533763885498,0.24979326128959656,0.48816442489624023,0.22632376849651337,0.25423628091812134,0.49487000703811646,0.16824564337730408,0.23714981973171234,0.3025437891483307,0.22780272364616394,0.3815547823905945,0.31749409437179565,0.23520907759666443,0.22885268926620483,0.21440666913986206,0.29671990871429443,0.48381632566452026,0.20984408259391785,0.18969079852104187,0.27043893933296204
josiah,0.1773129254579544,0.14674299955368042,0.9999999403953552,0.535413384437561,0.2230212688446045,0.3694140911102295,0.3936065137386322,0.17651227116584778,0.3649144768714905,0.13975483179092407,0.20639768242835999,0.1850055605173111,0.19989557564258575,0.257038414478302,0.2532394230365753,0.18089719116687775,0.13875554502010345,0.21944215893745422,0.1773129254579544,0.1697138398885727,0.24091894924640656,0.11097413301467896
wedgwood,0.22099289298057556,0.21745061874389648,0.535413384437561,1.0,0.28162506222724915,0.28655508160591125,0.547400176525116,0.23233163356781006,0.43121710419654846,0.2465127557516098,0.21775390207767487,0.22046536207199097,0.1620899885892868,0.15986932814121246,0.29901376366615295,0.1898827701807022,0.19264069199562073,0.2578144073486328,0.22099289298057556,0.27024877071380615,0.21570351719856262,0.14017069339752197
",",0.4933079481124878,0.2669227719306946,0.2230212688446045,0.28162506222724915,1.0000001192092896,0.22632205486297607,0.2906629741191864,0.6633074283599854,0.2988262176513672,0.28747016191482544,0.36755475401878357,0.2484109252691269,0.3680937886238098,0.3087472915649414,0.24209043383598328,0.2061346471309662,0.24565434455871582,0.3225448727607727,0.4933079481124878,0.28774935007095337,0.26235419511795044,0.31091248989105225
matthew,0.22876815497875214,0.09992679208517075,0.3694140911102295,0.28655508160591125,0.22632205486297607,1.0,0.37580573558807373,0.2125580608844757,0.25358277559280396,0.12322624027729034,0.17198430001735687,0.11009838432073593,0.18962234258651733,0.22658760845661163,0.08951883018016815,0.11143069714307785,0.10556314140558243,0.08876112848520279,0.22876815497875214,0.07413481920957565,0.021872973069548607,0.08641620725393295
boulton,0.22854043543338776,0.2632996737957001,0.3936065137386322,0.547400176525116,0.2906629741191864,0.37580573558807373,1.0,0.31817471981048584,0.28184178471565247,0.2780078947544098,0.257394015789032,0.19595801830291748,0.26188328862190247,0.1500292718410492,0.3171824812889099,0.165262371301651,0.16214939951896667,0.20560620725154877,0.22854043543338776,0.2592245936393738,0.1656295508146286,0.10306169092655182
and,0.5171257257461548,0.2936466336250305,0.17651227116584778,0.23233163356781006,0.6633074283599854,0.2125580608844757,0.31817471981048584,1.0,0.2637411952018738,0.30462393164634705,0.42175528407096863,0.2976251244544983,0.4289871156215668,0.31309178471565247,0.26176297664642334,0.20204883813858032,0.25542938709259033,0.36462149024009705,0.5171257257461548,0.3274568021297455,0.21575188636779785,0.20544172823429108
eleanor,0.1880929172039032,0.13484923541545868,0.3649144768714905,0.43121710419654846,0.2988262176513672,0.25358277559280396,0.28184178471565247,0.2637411952018738,1.0,0.12729689478874207,0.17949581146240234,0.1744178980588913,0.15567275881767273,0.18937061727046967,0.12146231532096863,0.10218280553817749,0.08376932144165039,0.19709353148937225,0.1880929172039032,0.17557066679000854,0.21803247928619385,0.1926106959581375
coade,0.3212464451789856,0.226068913936615,0.13975483179092407,0.2465127557516098,0.28747016191482544,0.12322624027729034,0.2780078947544098,0.30462393164634705,0.12729689478874207,1.0,0.18970629572868347,0.1366417407989502,0.20836558938026428,0.2482186108827591,0.368927001953125,0.29969146847724915,0.1819770336151123,0.1815388947725296,0.3212464451789856,0.33442196249961853,0.23478810489177704,0.25383684039115906
.,0.5934505462646484,0.2212839275598526,0.2294946312904358,0.2485920786857605,0.6812511086463928,0.20967967808246613,0.27211812138557434,0.588965117931366,0.2814289331436157,0.30153873562812805,0.3378238379955292,0.24771656095981598,0.3936232924461365,0.3567904531955719,0.2327806055545807,0.23766504228115082,0.2569568455219269,0.3485563397407532,0.5934505462646484,0.2738547623157501,0.2770307958126068,0.4130953550338745
