,what,else,did,tesla,do,for,work,at,this,time,?
.,0.3567904531955719,0.30548352003097534,0.35288307070732117,0.17949827015399933,0.3613996207714081,0.4726039469242096,0.33121398091316223,0.4549728035926819,0.500583827495575,0.371569961309433,0.4130953550338745
,what,else,did,tesla,do,for,work,at,this,time,?
he,0.3114890456199646,0.22866936028003693,0.3292143940925598,0.12373391538858414,0.19599148631095886,0.4540175199508667,0.3134653568267822,0.3280475437641144,0.3176022469997406,0.37626320123672485,0.2089974731206894
even,0.40872135758399963,0.37164226174354553,0.45816805958747864,0.16614298522472382,0.4404686391353607,0.39184510707855225,0.3362635374069214,0.24857373535633087,0.4644889533519745,0.37533533573150635,0.30082517862319946
lost,0.198215052485466,0.17966961860656738,0.30779293179512024,0.0778714269399643,0.18240030109882355,0.2845156490802765,0.1515154093503952,0.1763095259666443,0.24713413417339325,0.27899548411369324,0.15261413156986237
control,0.2821830213069916,0.19076621532440186,0.22942528128623962,0.17258068919181824,0.21350030601024628,0.2014283388853073,0.23226594924926758,0.1741713136434555,0.30516546964645386,0.27504950761795044,0.1620711386203766
of,0.33290785551071167,0.1318979412317276,0.2513895630836487,0.18837453424930573,0.26150479912757874,0.4185989499092102,0.23473061621189117,0.42558613419532776,0.45148900151252747,0.35127586126327515,0.1826142966747284
the,0.42745697498321533,0.19370581209659576,0.34736719727516174,0.1324402391910553,0.30239659547805786,0.4739971458911896,0.2704800069332123,0.457212895154953,0.6274310946464539,0.43061500787734985,0.22068053483963013
patents,0.16317835450172424,0.15071351826190948,0.19803202152252197,0.352291464805603,0.15206646919250488,0.2654845714569092,0.2884793281555176,0.15194596350193024,0.2568124234676361,0.16018769145011902,0.1148110032081604
he,0.3114890456199646,0.22866936028003693,0.3292143940925598,0.12373391538858414,0.19599148631095886,0.4540175199508667,0.3134653568267822,0.3280475437641144,0.3176022469997406,0.37626320123672485,0.2089974731206894
had,0.23849567770957947,0.18592333793640137,0.540525496006012,0.12050733715295792,0.24590566754341125,0.3270139992237091,0.24853645265102386,0.3288320302963257,0.3222610056400299,0.34488338232040405,0.20728366076946259
generated,0.2341722995042801,0.19408123195171356,0.14731889963150024,0.2448459267616272,0.2677361071109772,0.25731027126312256,0.23394440114498138,0.1775815784931183,0.35172131657600403,0.2417134791612625,0.28358349204063416
since,0.29783400893211365,0.31173697113990784,0.27613121271133423,0.16858826577663422,0.21944737434387207,0.36751601099967957,0.1983291506767273,0.3096075654029846,0.36720824241638184,0.4138842225074768,0.2876587212085724
he,0.3114890456199646,0.22866936028003693,0.3292143940925598,0.12373391538858414,0.19599148631095886,0.4540175199508667,0.3134653568267822,0.3280475437641144,0.3176022469997406,0.37626320123672485,0.2089974731206894
had,0.23849567770957947,0.18592333793640137,0.540525496006012,0.12050733715295792,0.24590566754341125,0.3270139992237091,0.24853645265102386,0.3288320302963257,0.3222610056400299,0.34488338232040405,0.20728366076946259
assigned,0.19956302642822266,0.18090704083442688,0.20200538635253906,0.1414591521024704,0.19536441564559937,0.2444310486316681,0.20948970317840576,0.19819122552871704,0.2638457417488098,0.22768853604793549,0.1908780038356781
them,0.4994642734527588,0.3805166184902191,0.44189682602882385,0.13284409046173096,0.4653012752532959,0.41447147727012634,0.4014419913291931,0.24689407646656036,0.5015315413475037,0.4038519859313965,0.35435691475868225
to,0.455847829580307,0.36551961302757263,0.4452643394470215,0.17548894882202148,0.38876664638519287,0.4451248347759247,0.3482864499092102,0.36524343490600586,0.5759071707725525,0.3679993152618408,0.29463258385658264
the,0.42745697498321533,0.19370581209659576,0.34736719727516174,0.1324402391910553,0.30239659547805786,0.4739971458911896,0.2704800069332123,0.457212895154953,0.6274310946464539,0.43061500787734985,0.22068053483963013
company,0.2333769053220749,0.1567918211221695,0.16800642013549805,0.23045730590820312,0.11940434575080872,0.25874319672584534,0.20499949157238007,0.17487694323062897,0.2114456593990326,0.18971289694309235,0.12195809185504913
in,0.30808621644973755,0.22759012877941132,0.2593238651752472,0.17097744345664978,0.23402775824069977,0.4322226941585541,0.2753349542617798,0.4374977946281433,0.45205554366111755,0.3431483507156372,0.20430970191955566
lieu,0.17932625114917755,0.17993299663066864,0.1156768649816513,0.09913017600774765,0.11483462899923325,0.23685410618782043,0.1838238686323166,0.17363515496253967,0.26836487650871277,0.20713281631469727,0.18667685985565186
of,0.33290785551071167,0.1318979412317276,0.2513895630836487,0.18837453424930573,0.26150479912757874,0.4185989499092102,0.23473061621189117,0.42558613419532776,0.45148900151252747,0.35127586126327515,0.1826142966747284
stock,0.13911938667297363,0.16407717764377594,0.0815865769982338,0.17497079074382782,0.11250323057174683,0.2536971867084503,0.1741895228624344,0.13728870451450348,0.19195853173732758,0.1810397207736969,0.14784406125545502
.,0.3567904531955719,0.30548352003097534,0.35288307070732117,0.17949827015399933,0.3613996207714081,0.4726039469242096,0.33121398091316223,0.4549728035926819,0.500583827495575,0.371569961309433,0.4130953550338745
