,how,do,mongolians,sometime,describe,their,relationship,to,genghis,khan,?
khan,0.11783289164304733,0.08970802277326584,0.382771372795105,0.1982145607471466,0.08782833069562912,0.16260504722595215,0.14596128463745117,0.18221943080425262,0.5896923542022705,1.0,0.12862591445446014
's,-0.026164190843701363,-0.01994597539305687,-0.006816285662353039,-0.015166356228291988,0.06470830738544464,-0.005530759692192078,-0.04484357684850693,0.03782717138528824,0.031423866748809814,0.05307086929678917,-0.023395681753754616
mongolia,0.1343119591474533,0.18645919859409332,0.8499104976654053,0.2304012030363083,0.07374494522809982,0.17894034087657928,0.12075649946928024,0.1695680171251297,0.4294305145740509,0.37883228063583374,0.12165829539299011
'',-0.0029843549709767103,-0.00043653504690155387,-0.00017767173994798213,0.03975621610879898,0.07821051776409149,0.011550518684089184,-0.026206104084849358,-0.009905828163027763,0.1005975604057312,0.06717371195554733,0.018684765323996544
",",0.22659391164779663,0.3283645510673523,0.23116454482078552,0.2903634309768677,0.18910212814807892,0.3045167922973633,0.23936419188976288,0.44245919585227966,0.2891939878463745,0.19700400531291962,0.31091248989105225
to,0.44169697165489197,0.38876664638519287,0.19679300487041473,0.4054413139820099,0.3167092204093933,0.44619059562683105,0.25194117426872253,1.0,0.2294713407754898,0.18221943080425262,0.29463258385658264
themselves,0.2988695800304413,0.3851018249988556,0.29776597023010254,0.3361442983150482,0.31927865743637085,0.5939331650733948,0.19993968307971954,0.37259936332702637,0.18597865104675293,0.07202756404876709,0.20170879364013672
as,0.33782753348350525,0.38329678773880005,0.18500621616840363,0.33326274156570435,0.32652774453163147,0.29218852519989014,0.2814804017543793,0.42092081904411316,0.17543354630470276,0.22500167787075043,0.27043893933296204
``,-0.01591024175286293,0.06628920882940292,0.14578154683113098,0.01785234734416008,0.03843066468834877,0.05465886741876602,0.11167515814304352,0.06720756739377975,0.05644606053829193,0.07293079793453217,0.0685480609536171
genghis,0.15753298997879028,0.06018393114209175,0.4736461043357849,0.3248741626739502,0.11712958663702011,0.2492474466562271,0.1727103888988495,0.2294713407754898,1.0,0.5896923542022705,0.18813461065292358
khan,0.11783289164304733,0.08970802277326584,0.382771372795105,0.1982145607471466,0.08782833069562912,0.16260504722595215,0.14596128463745117,0.18221943080425262,0.5896923542022705,1.0,0.12862591445446014
's,-0.026164190843701363,-0.01994597539305687,-0.006816285662353039,-0.015166356228291988,0.06470830738544464,-0.005530759692192078,-0.04484357684850693,0.03782717138528824,0.031423866748809814,0.05307086929678917,-0.023395681753754616
children,0.16621150076389313,0.19919811189174652,0.16032446920871735,0.1850854456424713,0.09195411205291748,0.22408495843410492,0.2316063791513443,0.23135778307914734,0.18672746419906616,0.12612631916999817,0.21788206696510315
'',-0.0029843549709767103,-0.00043653504690155387,-0.00017767173994798213,0.03975621610879898,0.07821051776409149,0.011550518684089184,-0.026206104084849358,-0.009905828163027763,0.1005975604057312,0.06717371195554733,0.018684765323996544
",",0.22659391164779663,0.3283645510673523,0.23116454482078552,0.2903634309768677,0.18910212814807892,0.3045167922973633,0.23936419188976288,0.44245919585227966,0.2891939878463745,0.19700400531291962,0.31091248989105225
and,0.33647966384887695,0.276123583316803,0.2362065315246582,0.28180086612701416,0.24788004159927368,0.45114588737487793,0.3086830675601959,0.48971283435821533,0.26551535725593567,0.22885166108608246,0.20544172823429108
to,0.44169697165489197,0.38876664638519287,0.19679300487041473,0.4054413139820099,0.3167092204093933,0.44619059562683105,0.25194117426872253,1.0,0.2294713407754898,0.18221943080425262,0.29463258385658264
genghis,0.15753298997879028,0.06018393114209175,0.4736461043357849,0.3248741626739502,0.11712958663702011,0.2492474466562271,0.1727103888988495,0.2294713407754898,1.0,0.5896923542022705,0.18813461065292358
khan,0.11783289164304733,0.08970802277326584,0.382771372795105,0.1982145607471466,0.08782833069562912,0.16260504722595215,0.14596128463745117,0.18221943080425262,0.5896923542022705,1.0,0.12862591445446014
as,0.33782753348350525,0.38329678773880005,0.18500621616840363,0.33326274156570435,0.32652774453163147,0.29218852519989014,0.2814804017543793,0.42092081904411316,0.17543354630470276,0.22500167787075043,0.27043893933296204
the,0.33890387415885925,0.30239659547805786,0.2997082769870758,0.3976413905620575,0.26495152711868286,0.516537070274353,0.21018025279045105,0.535392165184021,0.3448939025402069,0.21067845821380615,0.22068053483963013
``,-0.01591024175286293,0.06628920882940292,0.14578154683113098,0.01785234734416008,0.03843066468834877,0.05465886741876602,0.11167515814304352,0.06720756739377975,0.05644606053829193,0.07293079793453217,0.0685480609536171
father,0.2127397656440735,0.15137189626693726,0.12509967386722565,0.30848008394241333,0.10162483155727386,0.21002309024333954,0.32001572847366333,0.2544635832309723,0.28569796681404114,0.2717169225215912,0.14826634526252747
of,0.2480744868516922,0.26150479912757874,0.25245094299316406,0.26471447944641113,0.2764313519001007,0.4329940676689148,0.22000651061534882,0.41548454761505127,0.2938849925994873,0.17124508321285248,0.1826142966747284
the,0.33890387415885925,0.30239659547805786,0.2997082769870758,0.3976413905620575,0.26495152711868286,0.516537070274353,0.21018025279045105,0.535392165184021,0.3448939025402069,0.21067845821380615,0.22068053483963013
mongols,0.14048407971858978,0.17528194189071655,0.7874423861503601,0.22453145682811737,0.13395877182483673,0.2795352637767792,0.12606295943260193,0.230276957154274,0.6018205285072327,0.5210641026496887,0.11517509818077087
'',-0.0029843549709767103,-0.00043653504690155387,-0.00017767173994798213,0.03975621610879898,0.07821051776409149,0.011550518684089184,-0.026206104084849358,-0.009905828163027763,0.1005975604057312,0.06717371195554733,0.018684765323996544
especially,0.33161523938179016,0.2906690239906311,0.26575329899787903,0.2744024097919464,0.34349796175956726,0.41187626123428345,0.23181301355361938,0.37744608521461487,0.18757009506225586,0.1246158555150032,0.19751401245594025
among,0.24921207129955292,0.21025244891643524,0.2882249355316162,0.15312474966049194,0.29358190298080444,0.3366332948207855,0.29328009486198425,0.26594701409339905,0.19628296792507172,0.1364687979221344,0.14343059062957764
the,0.33890387415885925,0.30239659547805786,0.2997082769870758,0.3976413905620575,0.26495152711868286,0.516537070274353,0.21018025279045105,0.535392165184021,0.3448939025402069,0.21067845821380615,0.22068053483963013
younger,0.1497439742088318,0.09515095502138138,0.13432498276233673,0.22992435097694397,0.13344459235668182,0.18761654198169708,0.23767565190792084,0.27648016810417175,0.26538723707199097,0.19298933446407318,0.12709127366542816
generation,0.17699237167835236,0.16576796770095825,0.11775393784046173,0.16791637241840363,0.08039797097444534,0.23179495334625244,0.1915537714958191,0.21475549042224884,0.2149980664253235,0.15944190323352814,0.18250396847724915
.,0.3287222981452942,0.3613996207714081,0.1906452476978302,0.300231009721756,0.17917026579380035,0.34427863359451294,0.22535671293735504,0.4645031690597534,0.25373268127441406,0.19819748401641846,0.4130953550338745
