,what,other,areas,did,the,apollo,missions,help,spur,advancements,in,?
rocketry,0.25427624583244324,0.14561638236045837,0.13629886507987976,0.2077839970588684,0.2172182947397232,0.3870480954647064,0.40416502952575684,0.24690966308116913,0.18167458474636078,0.3145284354686737,0.1808793544769287,0.21517899632453918
and,0.31309178471565247,0.5504306554794312,0.40107932686805725,0.34479495882987976,0.5171257257461548,0.15251155197620392,0.2856438457965851,0.34926167130470276,0.22635000944137573,0.341657429933548,0.4954058527946472,0.20544172823429108
manned,0.16094419360160828,0.20201252400875092,0.1841939091682434,0.21665696799755096,0.2392944097518921,0.5195745825767517,0.5398932099342346,0.19264735281467438,0.1984252631664276,0.26707082986831665,0.1528020054101944,0.17514055967330933
spaceflight,0.26103535294532776,0.26552441716194153,0.21108020842075348,0.17268840968608856,0.27614790201187134,0.4542699456214905,0.48436808586120605,0.23047925531864166,0.19953233003616333,0.30821937322616577,0.27723169326782227,0.26453927159309387
",",0.3087472915649414,0.4446498453617096,0.2789289653301239,0.3015086054801941,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.2855570912361145,0.1713738739490509,0.3273029625415802,0.5201468467712402,0.31091248989105225
including,0.18328791856765747,0.5162608623504639,0.3187481164932251,0.26678287982940674,0.3738902807235718,0.11044590920209885,0.2865654230117798,0.21602055430412292,0.12607842683792114,0.3107879161834717,0.35857823491096497,0.1633303165435791
avionics,0.21273434162139893,0.23968589305877686,0.21619033813476562,0.15078850090503693,0.2111065685749054,0.2502303123474121,0.30785900354385376,0.21078214049339294,0.17674870789051056,0.3251691162586212,0.2070169597864151,0.12107672542333603
",",0.3087472915649414,0.4446498453617096,0.2789289653301239,0.3015086054801941,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.2855570912361145,0.1713738739490509,0.3273029625415802,0.5201468467712402,0.31091248989105225
telecommunications,0.20436683297157288,0.28791093826293945,0.2625238597393036,0.1562453806400299,0.26301443576812744,0.1664782017469406,0.31016677618026733,0.2627502679824829,0.2286345660686493,0.40869006514549255,0.19913625717163086,0.10905920714139938
",",0.3087472915649414,0.4446498453617096,0.2789289653301239,0.3015086054801941,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.2855570912361145,0.1713738739490509,0.3273029625415802,0.5201468467712402,0.31091248989105225
and,0.31309178471565247,0.5504306554794312,0.40107932686805725,0.34479495882987976,0.5171257257461548,0.15251155197620392,0.2856438457965851,0.34926167130470276,0.22635000944137573,0.341657429933548,0.4954058527946472,0.20544172823429108
computers,0.3057560622692108,0.3315606713294983,0.2112230360507965,0.25192227959632874,0.19305875897407532,0.19452989101409912,0.22569921612739563,0.2366805076599121,0.18696299195289612,0.3561289608478546,0.17761334776878357,0.22440722584724426
.,0.3567904531955719,0.41511186957359314,0.23760369420051575,0.35288307070732117,0.5934505462646484,0.22384987771511078,0.2895781993865967,0.32205137610435486,0.23082689940929413,0.2859199345111847,0.5591574311256409,0.4130953550338745
,what,other,areas,did,the,apollo,missions,help,spur,advancements,in,?
the,0.42745697498321533,0.44152235984802246,0.3311663568019867,0.34736719727516174,1.0,0.2169172167778015,0.26288601756095886,0.30064165592193604,0.2283855378627777,0.3423151671886444,0.6662389636039734,0.22068053483963013
program,0.25047802925109863,0.16692878305912018,0.12061456590890884,0.18915289640426636,0.22986935079097748,0.3344622850418091,0.3178660571575165,0.21536695957183838,0.0833437517285347,0.28501248359680176,0.1994907110929489,0.1440187245607376
laid,0.1648951917886734,0.14362724125385284,0.1722618043422699,0.2033681571483612,0.30588608980178833,0.10099900513887405,0.12918157875537872,0.11937695741653442,0.1556505560874939,0.15490444004535675,0.2162552922964096,0.11215737462043762
the,0.42745697498321533,0.44152235984802246,0.3311663568019867,0.34736719727516174,1.0,0.2169172167778015,0.26288601756095886,0.30064165592193604,0.2283855378627777,0.3423151671886444,0.6662389636039734,0.22068053483963013
foundation,0.19225969910621643,0.2108605057001114,0.08172909915447235,0.11260227859020233,0.23942872881889343,0.09175068140029907,0.20195788145065308,0.30379730463027954,0.09971332550048828,0.2873670756816864,0.2082953006029129,0.1791457086801529
for,0.3017193675041199,0.3273986279964447,0.2626132369041443,0.318512886762619,0.4739971458911896,0.18462510406970978,0.24688635766506195,0.33200904726982117,0.17213815450668335,0.3665015995502472,0.4322226941585541,0.264628142118454
nasa,0.21178755164146423,0.15363043546676636,0.15947936475276947,0.12001431733369827,0.19786997139453888,0.4747956395149231,0.38373640179634094,0.1964465081691742,0.15046632289886475,0.26294204592704773,0.15705716609954834,0.1809994876384735
's,0.02692362666130066,0.04445967823266983,0.03540606424212456,0.05069678649306297,-0.01540423184633255,-0.020172206684947014,0.014879320748150349,0.01472728792577982,0.05597497895359993,0.0160501841455698,-0.037580832839012146,-0.023395681753754616
current,0.18294453620910645,0.1947409063577652,0.15533244609832764,0.07635620981454849,0.3314409554004669,0.028229152783751488,0.12880384922027588,0.14320935308933258,0.08789656311273575,0.20395123958587646,0.1955713927745819,0.12074550241231918
human,0.24243313074111938,0.29945021867752075,0.23500284552574158,0.15822581946849823,0.3103327453136444,0.23119772970676422,0.21684858202934265,0.18259166181087494,0.12876461446285248,0.2962794601917267,0.23986108601093292,0.19748784601688385
spaceflight,0.26103535294532776,0.26552441716194153,0.21108020842075348,0.17268840968608856,0.27614790201187134,0.4542699456214905,0.48436808586120605,0.23047925531864166,0.19953233003616333,0.30821937322616577,0.27723169326782227,0.26453927159309387
capability,0.27171802520751953,0.24550698697566986,0.1936756819486618,0.1888176053762436,0.22795647382736206,0.15936028957366943,0.2798900306224823,0.3110319674015045,0.18211989104747772,0.3866632580757141,0.15109431743621826,0.20875757932662964
",",0.3087472915649414,0.4446498453617096,0.2789289653301239,0.3015086054801941,0.4933079481124878,0.19808128476142883,0.2626538574695587,0.2855570912361145,0.1713738739490509,0.3273029625415802,0.5201468467712402,0.31091248989105225
and,0.31309178471565247,0.5504306554794312,0.40107932686805725,0.34479495882987976,0.5171257257461548,0.15251155197620392,0.2856438457965851,0.34926167130470276,0.22635000944137573,0.341657429933548,0.4954058527946472,0.20544172823429108
funded,0.12889151275157928,0.22578036785125732,0.26927363872528076,0.20334458351135254,0.21102139353752136,0.15589745342731476,0.3607272803783417,0.20286200940608978,0.2155638337135315,0.36048582196235657,0.21351924538612366,0.14043596386909485
construction,0.20329850912094116,0.23197735846042633,0.17007502913475037,0.1474381983280182,0.2671978175640106,0.20173239707946777,0.2621118426322937,0.21044176816940308,0.2078675776720047,0.31131047010421753,0.3031303882598877,0.13494056463241577
of,0.33290785551071167,0.38583824038505554,0.2803763747215271,0.2513895630836487,0.733189046382904,0.1786269098520279,0.2598918080329895,0.22745388746261597,0.17337070405483246,0.3280223608016968,0.5696388483047485,0.1826142966747284
its,0.30393704771995544,0.29483991861343384,0.2460983544588089,0.19922670722007751,0.559237003326416,0.13061507046222687,0.18961894512176514,0.12395896762609482,0.17211966216564178,0.23712383210659027,0.3793783485889435,0.15103481709957123
johnson,0.15453879535198212,0.15048834681510925,0.14209134876728058,0.16520443558692932,0.2214501053094864,0.2630887031555176,0.1903485208749771,0.14166946709156036,0.13205644488334656,0.19586783647537231,0.20434744656085968,0.1463736891746521
space,0.20525942742824554,0.21113267540931702,0.23574019968509674,0.1488010138273239,0.24495907127857208,0.3076713979244232,0.35818853974342346,0.20088806748390198,0.14716799557209015,0.19941483438014984,0.17648501694202423,0.1885536164045334
center,0.1908310204744339,0.18266704678535461,0.19917702674865723,0.14647023379802704,0.29064592719078064,0.14340820908546448,0.21486391127109528,0.15136627852916718,0.25801724195480347,0.24028103053569794,0.27253323793411255,0.12538520991802216
and,0.31309178471565247,0.5504306554794312,0.40107932686805725,0.34479495882987976,0.5171257257461548,0.15251155197620392,0.2856438457965851,0.34926167130470276,0.22635000944137573,0.341657429933548,0.4954058527946472,0.20544172823429108
kennedy,0.2125646471977234,0.16070331633090973,0.08755597472190857,0.18083488941192627,0.20303435623645782,0.2971155047416687,0.1877259910106659,0.18424755334854126,0.17915275692939758,0.16460655629634857,0.10888300836086273,0.21965277194976807
space,0.20525942742824554,0.21113267540931702,0.23574019968509674,0.1488010138273239,0.24495907127857208,0.3076713979244232,0.35818853974342346,0.20088806748390198,0.14716799557209015,0.19941483438014984,0.17648501694202423,0.1885536164045334
center,0.1908310204744339,0.18266704678535461,0.19917702674865723,0.14647023379802704,0.29064592719078064,0.14340820908546448,0.21486391127109528,0.15136627852916718,0.25801724195480347,0.24028103053569794,0.27253323793411255,0.12538520991802216
.,0.3567904531955719,0.41511186957359314,0.23760369420051575,0.35288307070732117,0.5934505462646484,0.22384987771511078,0.2895781993865967,0.32205137610435486,0.23082689940929413,0.2859199345111847,0.5591574311256409,0.4130953550338745
