,what,is,the,name,of,the,trophy,given,to,anyone,who,plays,on,the,winning,team,in,a,super,bowl,?
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.10893726348876953,0.2243070751428604,0.21576224267482758,0.30741387605667114,0.14503885805606842,0.16993016004562378,0.1540776938199997,0.09189514070749283,0.08166265487670898,0.1334993690252304,0.21576224267482758,0.23142386972904205,0.20460736751556396,0.17236235737800598,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
champions,0.12770533561706543,0.1543613076210022,0.26727694272994995,0.153123140335083,0.19334977865219116,0.26727694272994995,0.47656968235969543,0.17154555022716522,0.21316611766815186,0.146748349070549,0.14704173803329468,0.2201569676399231,0.19950753450393677,0.26727694272994995,0.3925948441028595,0.5026577711105347,0.20398108661174774,0.15248949825763702,0.31014660000801086,0.34639331698417664,0.1751273274421692
receive,0.20392422378063202,0.20318937301635742,0.2726488411426544,0.07940290123224258,0.25992685556411743,0.2726488411426544,0.2880435585975647,0.4676506221294403,0.3372296690940857,0.20303955674171448,0.29829421639442444,0.08305072784423828,0.2056528776884079,0.2726488411426544,0.2917451858520508,0.18398231267929077,0.19334688782691956,0.25780048966407776,0.12018950283527374,0.19841083884239197,0.1652119904756546
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.246511310338974,0.2843315005302429,0.44245919585227966,0.2738763988018036,0.3365725874900818,0.24874751269817352,0.49057599902153015,0.4933079481124878,0.33544227480888367,0.21287471055984497,0.5201468467712402,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.23165881633758545,0.37508252263069153,0.535392165184021,0.3019411265850067,0.3733934462070465,0.1760704517364502,0.5107308030128479,1.0,0.30045071244239807,0.22564226388931274,0.6662389636039734,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
winner,0.16745254397392273,0.16638970375061035,0.25965070724487305,0.13770653307437897,0.1759829819202423,0.25965070724487305,0.4792083203792572,0.20313230156898499,0.1321336328983307,0.10536216199398041,0.2246360182762146,0.18988566100597382,0.18960849940776825,0.25965070724487305,0.6049163341522217,0.2868541479110718,0.2491646409034729,0.22886167466640472,0.2215203493833542,0.17700685560703278,0.14322948455810547
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.19089318811893463,0.39388060569763184,0.41548454761505127,0.1889777034521103,0.2827862501144409,0.14677055180072784,0.3966929316520691,0.733189046382904,0.23572386801242828,0.20352502167224884,0.5696388483047485,0.5052502155303955,0.14718765020370483,0.2243070751428604,0.1826142966747284
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.15042594075202942,0.14718765020370483,0.21959073841571808,0.22799652814865112,0.11709477752447128,0.17783479392528534,0.1659925878047943,0.1819351613521576,0.12782880663871765,0.1569211632013321,0.21959073841571808,0.20188865065574646,0.23339706659317017,0.18576006591320038,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.10893726348876953,0.2243070751428604,0.21576224267482758,0.30741387605667114,0.14503885805606842,0.16993016004562378,0.1540776938199997,0.09189514070749283,0.08166265487670898,0.1334993690252304,0.21576224267482758,0.23142386972904205,0.20460736751556396,0.17236235737800598,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
50,-0.04124141484498978,0.0017694636480882764,0.03602437674999237,-0.0409264862537384,0.006577443331480026,0.03602437674999237,0.016763124614953995,-0.01942744106054306,-0.024239253252744675,0.02747114561498165,0.0322180911898613,-0.01473203208297491,0.05590687692165375,0.03602437674999237,0.08853812515735626,0.07221189886331558,0.021892361342906952,0.034183140844106674,0.0833745002746582,0.005446359980851412,0.030512850731611252
will,0.3510494530200958,0.3723262846469879,0.3635469079017639,0.19432270526885986,0.2473582625389099,0.3635469079017639,0.14131833612918854,0.3105083107948303,0.5091033577919006,0.39179307222366333,0.24651563167572021,0.12020311504602432,0.3240351676940918,0.3635469079017639,0.2257458120584488,0.1701771467924118,0.2580665349960327,0.3401327431201935,0.1544499397277832,0.1507955938577652,0.35046905279159546
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.34663957357406616,0.4924938678741455,0.6021018624305725,0.18738575279712677,0.33274105191230774,0.5348826050758362,0.3374229371547699,0.47919341921806335,0.2494630664587021,0.3762153089046478,0.6021018624305725,0.23652184009552002,0.20497789978981018,0.5073733329772949,0.5149940252304077,0.27527010440826416,0.2647361755371094,0.21848613023757935
receive,0.20392422378063202,0.20318937301635742,0.2726488411426544,0.07940290123224258,0.25992685556411743,0.2726488411426544,0.2880435585975647,0.4676506221294403,0.3372296690940857,0.20303955674171448,0.29829421639442444,0.08305072784423828,0.2056528776884079,0.2726488411426544,0.2917451858520508,0.18398231267929077,0.19334688782691956,0.25780048966407776,0.12018950283527374,0.19841083884239197,0.1652119904756546
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.13705076277256012,0.3335871398448944,0.45503583550453186,0.3355763852596283,0.36608949303627014,0.2085086703300476,0.3848365545272827,0.5829201340675354,0.22859083116054535,0.19125498831272125,0.539380669593811,1.0,0.26005712151527405,0.19533146917819977,0.23916715383529663
large,0.2017821967601776,0.2971126437187195,0.3828733265399933,0.1343102604150772,0.3569655418395996,0.3828733265399933,0.08512219786643982,0.21523381769657135,0.3150999844074249,0.2310582995414734,0.20182651281356812,0.06979834288358688,0.23191727697849274,0.3828733265399933,0.1141572967171669,0.12473773956298828,0.2841601073741913,0.3740714490413666,0.1995639204978943,0.19957147538661957,0.1355665624141693
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.246511310338974,0.2843315005302429,0.44245919585227966,0.2738763988018036,0.3365725874900818,0.24874751269817352,0.49057599902153015,0.4933079481124878,0.33544227480888367,0.21287471055984497,0.5201468467712402,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
18-karat,0.15049412846565247,0.19467170536518097,0.24971231818199158,0.15338315069675446,0.27096596360206604,0.24971231818199158,0.17926310002803802,0.19077244400978088,0.16997437179088593,0.1591988503932953,0.21720610558986664,0.09009330719709396,0.14363721013069153,0.24971231818199158,0.12821243703365326,0.14526966214179993,0.24111463129520416,0.23628436028957367,0.22241461277008057,0.19312359392642975,0.11272428929805756
gold-plated,0.2947768568992615,0.2539888322353363,0.3553030788898468,0.2257540374994278,0.25277215242385864,0.3553030788898468,0.25505292415618896,0.3083234131336212,0.2610609829425812,0.31750452518463135,0.252676784992218,0.12482346594333649,0.2931714951992035,0.3553030788898468,0.34779518842697144,0.2444831281900406,0.2965812087059021,0.3240395784378052,0.24225208163261414,0.28774550557136536,0.30139079689979553
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,-0.027883505448698997,0.044645439833402634,0.06720756739377975,0.06163223087787628,0.02397952415049076,0.0002794535248540342,-0.03274054825305939,0.029072100296616554,0.0526244193315506,0.017291011288762093,0.04765888676047325,0.07272057235240936,0.012585706077516079,-0.004176590591669083,0.0685480609536171
50,-0.04124141484498978,0.0017694636480882764,0.03602437674999237,-0.0409264862537384,0.006577443331480026,0.03602437674999237,0.016763124614953995,-0.01942744106054306,-0.024239253252744675,0.02747114561498165,0.0322180911898613,-0.01473203208297491,0.05590687692165375,0.03602437674999237,0.08853812515735626,0.07221189886331558,0.021892361342906952,0.034183140844106674,0.0833745002746582,0.005446359980851412,0.030512850731611252
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,-0.04935453459620476,0.10763400048017502,-0.009905828163027763,-0.023254450410604477,0.024401003494858742,-0.07958485931158066,0.04238596186041832,0.041273195296525955,0.01768803969025612,-0.023808861151337624,0.07432962208986282,0.04890415817499161,-0.02655862085521221,-0.008809788152575493,0.018684765323996544
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2492588460445404,0.3169408142566681,0.4645031690597534,0.289960116147995,0.3541337847709656,0.20513367652893066,0.49257001280784607,0.5934505462646484,0.25966933369636536,0.26467522978782654,0.5591574311256409,0.50484299659729,0.2757420241832733,0.21516893804073334,0.4130953550338745
