,what,was,tesla,on,his,way,to,do,when,he,was,struck,by,the,cab,?
yorker,0.19945427775382996,0.2750867009162903,0.1643785536289215,0.3173731565475464,0.23555287718772888,0.1773667186498642,0.17299923300743103,0.12643884122371674,0.18918398022651672,0.24678044021129608,0.2750867009162903,0.19805477559566498,0.20031391084194183,0.2586967945098877,0.2785189747810364,0.24605333805084229
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.41031414270401,0.3715193271636963,0.4772548973560333,1.0,0.38876664638519287,0.5423505902290344,0.385390967130661,0.3636345863342285,0.25930434465408325,0.33534231781959534,0.535392165184021,0.13194473087787628,0.29463258385658264
make,0.3792211413383484,0.20205417275428772,0.1746748685836792,0.27031177282333374,0.24823373556137085,0.4440181851387024,0.497876912355423,0.41790449619293213,0.4273611307144165,0.24703912436962128,0.20205417275428772,0.1650451421737671,0.2695997655391693,0.3146495521068573,0.088298499584198,0.28314751386642456
his,0.26976513862609863,0.4405253231525421,0.1580733060836792,0.32064297795295715,0.9999998807907104,0.2968534231185913,0.3715193271636963,0.15088757872581482,0.37120407819747925,0.7171558737754822,0.4405253231525421,0.2475740909576416,0.3107621967792511,0.4394008219242096,0.20210391283035278,0.18075084686279297
regular,0.224887877702713,0.15137939155101776,0.1562642753124237,0.26464682817459106,0.20672672986984253,0.30071669816970825,0.30861178040504456,0.2219877392053604,0.25887250900268555,0.23197457194328308,0.15137939155101776,0.1712469756603241,0.16628094017505646,0.3214086890220642,0.20046554505825043,0.18334713578224182
commute,0.1894850879907608,0.12668754160404205,0.15675942599773407,0.1269814372062683,0.1801626980304718,0.3106875419616699,0.2641146183013916,0.2308301478624344,0.19878295063972473,0.16540074348449707,0.12668754160404205,0.11572158336639404,0.15468204021453857,0.19449758529663086,0.26264792680740356,0.1411130577325821
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.41031414270401,0.3715193271636963,0.4772548973560333,1.0,0.38876664638519287,0.5423505902290344,0.385390967130661,0.3636345863342285,0.25930434465408325,0.33534231781959534,0.535392165184021,0.13194473087787628,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,0.5107308030128479,0.4394008219242096,0.36217406392097473,0.535392165184021,0.30239659547805786,0.5091903209686279,0.4571082592010498,0.48711544275283813,0.2575269043445587,0.4408751428127289,1.0,0.1906982660293579,0.22068053483963013
cathedral,0.13176603615283966,0.21967831254005432,0.18980979919433594,0.15979935228824615,0.19908535480499268,0.11989502608776093,0.1498088389635086,0.10928556323051453,0.17655059695243835,0.22388261556625366,0.21967831254005432,0.1593145877122879,0.15703926980495453,0.23437000811100006,0.1665651500225067,0.1257525086402893
and,0.31309178471565247,0.3740963041782379,0.19560420513153076,0.4077630043029785,0.4234102666378021,0.32150545716285706,0.48971283435821533,0.276123583316803,0.4716290831565857,0.45427167415618896,0.3740963041782379,0.2396697998046875,0.4289871156215668,0.5171257257461548,0.18170545995235443,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,0.5107308030128479,0.4394008219242096,0.36217406392097473,0.535392165184021,0.30239659547805786,0.5091903209686279,0.4571082592010498,0.48711544275283813,0.2575269043445587,0.4408751428127289,1.0,0.1906982660293579,0.22068053483963013
library,0.19149379432201385,0.1691625416278839,0.14136247336864471,0.1803589016199112,0.1664181500673294,0.12735959887504578,0.19252733886241913,0.053427550941705704,0.18465861678123474,0.14583022892475128,0.1691625416278839,0.07475818693637848,0.17569513618946075,0.19920319318771362,0.05748744681477547,0.18938742578029633
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.41031414270401,0.3715193271636963,0.4772548973560333,1.0,0.38876664638519287,0.5423505902290344,0.385390967130661,0.3636345863342285,0.25930434465408325,0.33534231781959534,0.535392165184021,0.13194473087787628,0.29463258385658264
feed,0.24202558398246765,0.09842031449079514,0.05106089264154434,0.2839498519897461,0.12326541543006897,0.235603466629982,0.2905908226966858,0.3430865406990051,0.25715431571006775,0.11201836168766022,0.09842031449079514,0.11387623846530914,0.16765347123146057,0.2381063848733902,0.1183997392654419,0.19348634779453278
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,0.5107308030128479,0.4394008219242096,0.36217406392097473,0.535392165184021,0.30239659547805786,0.5091903209686279,0.4571082592010498,0.48711544275283813,0.2575269043445587,0.4408751428127289,1.0,0.1906982660293579,0.22068053483963013
pigeons,0.16022203862667084,0.15111880004405975,0.05046173930168152,0.14405253529548645,0.19481702148914337,0.2062927931547165,0.23256446421146393,0.2574988305568695,0.220460444688797,0.19214417040348053,0.15111880004405975,0.041636500507593155,0.16829951107501984,0.2509253919124603,0.1508542001247406,0.193196639418602
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,0.49257001280784607,0.3119256794452667,0.33520638942718506,0.4645031690597534,0.3613996207714081,0.475719153881073,0.38061028718948364,0.40146201848983765,0.22487977147102356,0.3936232924461365,0.5934505462646484,0.2064220905303955,0.4130953550338745
