,what,is,the,natural,dam,that,the,rhine,flows,through,?
flowing,0.16179463267326355,0.2744241952896118,0.36287641525268555,0.23210559785366058,0.4009389579296112,0.26756027340888977,0.36287641525268555,0.24390889704227448,0.7701930403709412,0.4528810977935791,0.08640758693218231
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.18092754483222961,0.12053479254245758,0.3239944875240326,0.39493247866630554,0.1991104632616043,0.33567726612091064,0.4954398572444916,0.15662476420402527
the,0.42745697498321533,0.5823672413825989,1.0,0.2291368842124939,0.2182406634092331,0.5473989248275757,1.0,0.30735138058662415,0.32405155897140503,0.44071322679519653,0.22068053483963013
open,0.2022915631532669,0.1846783459186554,0.2764171361923218,0.11495668441057205,0.16211068630218506,0.2551592290401459,0.2764171361923218,0.11862917989492416,0.11801422387361526,0.3105227053165436,0.20715104043483734
seeztal,0.39460206031799316,0.3643244802951813,0.4069522023200989,0.2171822041273117,0.18401432037353516,0.42226138710975647,0.4069522023200989,0.1807004064321518,0.3483273386955261,0.34296488761901855,0.2996273338794708
valley,0.15729281306266785,0.21787452697753906,0.2923165559768677,0.1765081286430359,0.344871461391449,0.2223651260137558,0.2923165559768677,0.28803977370262146,0.4366324543952942,0.27807632088661194,0.11486150324344635
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3004496097564697,0.2449030727148056,0.4731321930885315,0.5171257257461548,0.22029656171798706,0.2396772801876068,0.3666759729385376,0.20544172823429108
then,0.4072686731815338,0.24618037045001984,0.4297412931919098,0.15576356649398804,0.10492541640996933,0.455153226852417,0.4297412931919098,0.18961727619171143,0.25397923588752747,0.38063952326774597,0.2884598970413208
through,0.23167094588279724,0.27805060148239136,0.44071322679519653,0.210933119058609,0.13908398151397705,0.3152649402618408,0.44071322679519653,0.23343999683856964,0.4745402932167053,1.0,0.16913433372974396
lake,0.17778855562210083,0.22300897538661957,0.24325428903102875,0.18786181509494781,0.4034353196620941,0.22043050825595856,0.24325428903102875,0.22246339917182922,0.4263954162597656,0.14499442279338837,0.07226386666297913
walen,0.08201102167367935,0.1744399517774582,0.2247283160686493,0.18045848608016968,0.20008377730846405,0.10922914743423462,0.2247283160686493,0.39136168360710144,0.13700750470161438,0.14264145493507385,0.15495647490024567
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3004496097564697,0.2449030727148056,0.4731321930885315,0.5171257257461548,0.22029656171798706,0.2396772801876068,0.3666759729385376,0.20544172823429108
lake,0.17778855562210083,0.22300897538661957,0.24325428903102875,0.18786181509494781,0.4034353196620941,0.22043050825595856,0.24325428903102875,0.22246339917182922,0.4263954162597656,0.14499442279338837,0.07226386666297913
zurich,0.1237969696521759,0.18882960081100464,0.27400314807891846,0.19980113208293915,0.10980428010225296,0.13370688259601593,0.27400314807891846,0.3626912832260132,0.05971703678369522,0.09791172295808792,0.12844538688659668
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.18092754483222961,0.12053479254245758,0.3239944875240326,0.39493247866630554,0.1991104632616043,0.33567726612091064,0.4954398572444916,0.15662476420402527
the,0.42745697498321533,0.5823672413825989,1.0,0.2291368842124939,0.2182406634092331,0.5473989248275757,1.0,0.30735138058662415,0.32405155897140503,0.44071322679519653,0.22068053483963013
river,0.13815869390964508,0.20670881867408752,0.2894456386566162,0.1303650140762329,0.4273400902748108,0.1889113336801529,0.2894456386566162,0.3672541379928589,0.6490029692649841,0.27566906809806824,0.15390869975090027
aare,0.24427781999111176,0.34166935086250305,0.3575730621814728,0.19734929502010345,0.3397037386894226,0.25722217559814453,0.3575730621814728,0.4274474084377289,0.3996816575527191,0.23440806567668915,0.15954816341400146
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.25792330503463745,0.18363302946090698,0.4460422694683075,0.5934505462646484,0.2089352011680603,0.19567762315273285,0.3174465596675873,0.4130953550338745
,what,is,the,natural,dam,that,the,rhine,flows,through,?
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.2164631187915802,0.19992969930171967,0.6909449696540833,0.6274310946464539,0.16867555677890778,0.2018253654241562,0.33597511053085327,0.3155723512172699
section,0.28602200746536255,0.22237545251846313,0.3365345895290375,0.12133332341909409,0.14184793829917908,0.2808297276496887,0.3365345895290375,0.15145494043827057,0.18790024518966675,0.24739643931388855,0.2733710706233978
is,0.28837618231773376,1.0,0.5823672413825989,0.24589021503925323,0.18287189304828644,0.3995479643344879,0.5823672413825989,0.15617261826992035,0.3137552738189697,0.27805060148239136,0.22961433231830597
nearly,0.21304303407669067,0.268917441368103,0.3409946858882904,0.18988503515720367,0.1677466779947281,0.3343394100666046,0.3409946858882904,0.2093522697687149,0.21027156710624695,0.27274954319000244,0.11670064926147461
86,0.11274068057537079,0.036284711211919785,0.10089810192584991,-0.020876949653029442,0.025995831936597824,0.14635203778743744,0.10089810192584991,0.01013562735170126,-0.03590831533074379,-0.037722762674093246,0.10934870690107346
km,0.1805391013622284,0.24258680641651154,0.21376769244670868,0.1327964812517166,0.2408330738544464,0.1602332592010498,0.21376769244670868,0.22496221959590912,0.3926330804824829,0.2034611701965332,0.08180338144302368
long,0.28276848793029785,0.28473302721977234,0.3075225353240967,0.21526114642620087,0.1804541051387787,0.34424030780792236,0.3075225353240967,0.1596824824810028,0.1851889044046402,0.27183258533477783,0.19699987769126892
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.30864179134368896,0.21186463534832,0.4137537479400635,0.4933079481124878,0.167837992310524,0.2638954818248749,0.3060276508331299,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3004496097564697,0.2449030727148056,0.4731321930885315,0.5171257257461548,0.22029656171798706,0.2396772801876068,0.3666759729385376,0.20544172823429108
descends,0.1785305142402649,0.21271087229251862,0.30480852723121643,0.09286165237426758,0.08075346797704697,0.2528283894062042,0.30480852723121643,0.10400070995092392,0.23299455642700195,0.28464722633361816,0.1150875836610794
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.28746557235717773,0.15226517617702484,0.3477667272090912,0.40150508284568787,0.2181936800479889,0.247153639793396,0.4291878044605255,0.19969791173934937
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.19475746154785156,0.14632345736026764,0.47537946701049805,0.5829201340675354,0.1823403388261795,0.1886882185935974,0.3399752974510193,0.23916715383529663
height,0.2337305247783661,0.19831733405590057,0.2694929540157318,0.11386948078870773,0.18680046498775482,0.21551740169525146,0.2694929540157318,0.20244354009628296,0.1923401951789856,0.1619265079498291,0.1599798947572708
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2963479459285736,0.1477166712284088,0.41498205065727234,0.733189046382904,0.2548927664756775,0.25574392080307007,0.3647414743900299,0.1826142966747284
599,0.2175392210483551,0.13035725057125092,0.15995720028877258,0.04958692938089371,-0.06476887315511703,0.303027868270874,0.15995720028877258,0.06591647863388062,-0.055853523313999176,0.04973398894071579,0.198044091463089
m,0.23871465027332306,0.22669823467731476,0.15156042575836182,0.08518961071968079,0.13859248161315918,0.19798317551612854,0.15156042575836182,0.1758568435907364,0.1700625717639923,0.1473115086555481,0.2618667185306549
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.21663954854011536,0.16946986317634583,0.5436353087425232,0.535392165184021,0.1736302673816681,0.20357775688171387,0.4062686562538147,0.29463258385658264
396,-0.04647032544016838,-0.09864754229784012,-0.028713300824165344,-0.017850510776042938,0.0050494130700826645,-0.11029846221208572,-0.028713300824165344,-0.04578840732574463,-0.017262347042560577,-0.009588190354406834,-0.0029854411259293556
m.,-0.032949499785900116,-0.06526678055524826,0.11779511719942093,0.0007346994243562222,0.04211386665701866,-0.06254849582910538,0.11779511719942093,0.10418839007616043,-0.05813746899366379,-0.03410734981298447,-0.0002856669598259032
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.21505342423915863,0.18578198552131653,0.5921133160591125,0.6251175999641418,0.17693428695201874,0.30584630370140076,0.3374522924423218,0.25732165575027466
flows,0.14294633269309998,0.3137552738189697,0.32405155897140503,0.23185691237449646,0.3282771706581116,0.1644459366798401,0.32405155897140503,0.2871347963809967,1.0,0.4745402932167053,0.11636040359735489
through,0.23167094588279724,0.27805060148239136,0.44071322679519653,0.210933119058609,0.13908398151397705,0.3152649402618408,0.44071322679519653,0.23343999683856964,0.4745402932167053,1.0,0.16913433372974396
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.19475746154785156,0.14632345736026764,0.47537946701049805,0.5829201340675354,0.1823403388261795,0.1886882185935974,0.3399752974510193,0.23916715383529663
wide,0.22181174159049988,0.22456400096416473,0.28078147768974304,0.21395421028137207,0.13013863563537598,0.25266513228416443,0.28078147768974304,0.11839058250188828,0.17875337600708008,0.24673423171043396,0.12719376385211945
glacial,0.15804831683635712,0.18735899031162262,0.23225238919258118,0.27489173412323,0.24828067421913147,0.20797422528266907,0.23225238919258118,0.20400404930114746,0.4150749444961548,0.27703869342803955,0.09140896797180176
alpine,0.08638320118188858,0.1825626790523529,0.25914666056632996,0.20953606069087982,0.20767347514629364,0.10647699236869812,0.25914666056632996,0.18429382145404816,0.20498570799827576,0.2093849629163742,0.08546924591064453
valley,0.15729281306266785,0.21787452697753906,0.2923165559768677,0.1765081286430359,0.344871461391449,0.2223651260137558,0.2923165559768677,0.28803977370262146,0.4366324543952942,0.27807632088661194,0.11486150324344635
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.21917176246643066,0.0674397274851799,0.20813259482383728,0.3624623417854309,0.12647588551044464,0.11280269175767899,0.14444924890995026,0.18314571678638458
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2089606076478958,0.16732057929039001,0.4735107421875,0.48381632566452026,0.18380387127399445,0.13158734142780304,0.24602261185646057,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.2291368842124939,0.2182406634092331,0.5473989248275757,1.0,0.30735138058662415,0.32405155897140503,0.44071322679519653,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.10907647758722305,0.21904398500919342,0.16362759470939636,0.30735138058662415,1.0,0.2871347963809967,0.23343999683856964,0.13754533231258392
valley,0.15729281306266785,0.21787452697753906,0.2923165559768677,0.1765081286430359,0.344871461391449,0.2223651260137558,0.2923165559768677,0.28803977370262146,0.4366324543952942,0.27807632088661194,0.11486150324344635
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20213626325130463,0.1662871241569519,0.2264307141304016,0.33289089798927307,0.12381801009178162,0.15787149965763092,0.19420890510082245,0.40561532974243164
german,0.1960553526878357,0.19231973588466644,0.256483793258667,0.1446857452392578,0.1044355183839798,0.18284347653388977,0.256483793258667,0.49305370450019836,0.09588539600372314,0.13245752453804016,0.13978645205497742
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.1011468768119812,-0.003499227110296488,-0.12200210988521576,-0.03403344005346298,0.011925304308533669,-0.05056431517004967,-0.08687232434749603,-0.07156077772378922
rheintal,0.2230210304260254,0.24463233351707458,0.3660815358161926,0.1934664398431778,0.2121136337518692,0.26984310150146484,0.3660815358161926,0.5984150767326355,0.27828449010849,0.2586880922317505,0.2123950719833374
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.18814951181411743,0.1738891452550888,0.23478686809539795,0.3456730246543884,0.12686386704444885,0.1646219789981842,0.21381281316280365,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.25792330503463745,0.18363302946090698,0.4460422694683075,0.5934505462646484,0.2089352011680603,0.19567762315273285,0.3174465596675873,0.4130953550338745
