,how,long,since,it,'s,been,that,geoglyphs,were,first,discovered,on,deforested,land,?
spread,0.22865283489227295,0.14560364186763763,0.208665132522583,0.2943859398365021,0.003855166956782341,0.27444249391555786,0.2891821265220642,0.2333860695362091,0.19662760198116302,0.12194301933050156,0.22152777016162872,0.20659995079040527,0.23935076594352722,0.15282779932022095,0.16482828557491302
of,0.2480744868516922,0.2567519545555115,0.35513219237327576,0.38761502504348755,-0.03817026689648628,0.31685134768486023,0.41498205065727234,0.2719802260398865,0.34038281440734863,0.3536086082458496,0.22074753046035767,0.3966929316520691,0.27074024081230164,0.3057127296924591,0.1826142966747284
diseases,0.3362221121788025,0.17548125982284546,0.13611672818660736,0.21039333939552307,-0.08770915865898132,0.20863044261932373,0.28569626808166504,0.2723348140716553,0.23805418610572815,0.11284656822681427,0.26852595806121826,0.15013061463832855,0.2862853705883026,0.15518002212047577,0.1916700154542923
from,0.22939439117908478,0.3109167516231537,0.34118619561195374,0.325604110956192,-0.01936490088701248,0.27624839544296265,0.3477667272090912,0.18684546649456024,0.29991888999938965,0.23348960280418396,0.18146897852420807,0.36926645040512085,0.15814249217510223,0.21997374296188354,0.19969791173934937
europe,0.1606675088405609,0.14916114509105682,0.25930508971214294,0.2849960923194885,0.08762212097644806,0.24241842329502106,0.23799441754817963,0.2141394019126892,0.2586973309516907,0.29071953892707825,0.17266488075256348,0.250590980052948,0.2616746127605438,0.22011201083660126,0.18278923630714417
",",0.22659391164779663,0.3431144952774048,0.3991432189941406,0.48329564929008484,-0.0016132977325469255,0.34873589873313904,0.4137537479400635,0.24075524508953094,0.36755475401878357,0.34503069519996643,0.26185235381126404,0.49057599902153015,0.31387853622436523,0.22220008075237274,0.31091248989105225
such,0.307365357875824,0.227485790848732,0.207544207572937,0.28879642486572266,0.05073437839746475,0.33591920137405396,0.4479874074459076,0.27446168661117554,0.2970055043697357,0.18129806220531464,0.2189716249704361,0.3181164264678955,0.24471695721149445,0.1314060091972351,0.17851735651493073
as,0.33782753348350525,0.23432248830795288,0.36245352029800415,0.4461488723754883,-0.05775856226682663,0.3975982367992401,0.4735107421875,0.19187933206558228,0.3025437891483307,0.33842000365257263,0.21748995780944824,0.36047765612602234,0.2160113900899887,0.17944268882274628,0.27043893933296204
smallpox,0.1179952546954155,0.09403854608535767,0.23096929490566254,0.18915925920009613,-0.0739695131778717,0.25131115317344666,0.21785065531730652,0.1698339581489563,0.26101788878440857,0.2215176522731781,0.30194440484046936,0.1589709371328354,0.2917632460594177,0.17656682431697845,0.201049342751503
.,0.3287222981452942,0.3247973620891571,0.431787371635437,0.5593622326850891,-0.003708066651597619,0.33645182847976685,0.4460422694683075,0.2285386323928833,0.3378238379955292,0.4345304071903229,0.23523737490177155,0.49257001280784607,0.274822473526001,0.259204238653183,0.4130953550338745
