,what,is,the,oldest,methodist,church,in,continuous,use,in,the,united,states,?
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.1739969700574875,0.2518516480922699,0.1963353157043457,0.3758552670478821,0.17558176815509796,0.20533977448940277,0.3758552670478821,0.3845241069793701,0.3118351995944977,0.2868576645851135,0.14782847464084625
streets,0.11891741305589676,0.12125551700592041,0.2026284784078598,0.10445289313793182,0.17776013910770416,0.20239003002643585,0.24497881531715393,0.20341765880584717,0.17183996737003326,0.24497881531715393,0.2026284784078598,0.18280106782913208,0.20512865483760834,0.0894271582365036
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23638197779655457,0.2960420250892639,0.2707274258136749,0.5201468467712402,0.1894916146993637,0.3276674151420593,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.33251360058784485,0.24702993035316467,0.2493300437927246,1.0,0.2536813020706177,0.2715643048286438,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.30836519598960876,0.21922016143798828,0.23846197128295898,0.6662389636039734,0.2679058313369751,0.34342584013938904,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.3738459348678589,0.1484909951686859,0.2742488384246826,0.2865324318408966,0.17781513929367065,0.17659397423267365,0.2865324318408966,0.31849798560142517,0.23403705656528473,0.1806662231683731,0.20577076077461243
city,0.17493832111358643,0.3186660706996918,0.35769423842430115,0.23247668147087097,0.23296724259853363,0.27134183049201965,0.3911624252796173,0.11045010387897491,0.14329878985881805,0.3911624252796173,0.35769423842430115,0.3402864933013916,0.33636292815208435,0.13423943519592285
neighborhood,0.12062139064073563,0.20414865016937256,0.20152483880519867,0.08947978168725967,0.2369445115327835,0.24103155732154846,0.20924240350723267,0.17749060690402985,0.07989351451396942,0.20924240350723267,0.20152483880519867,0.24346719682216644,0.2636692225933075,0.048473283648490906
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.33351290225982666,0.28458893299102783,0.3079429268836975,0.5696388483047485,0.28397953510284424,0.2750902473926544,0.5696388483047485,0.733189046382904,0.3187655806541443,0.30884552001953125,0.1826142966747284
philadelphia,0.15730510652065277,0.14009042084217072,0.22828452289104462,0.1487709879875183,0.26758986711502075,0.1650521457195282,0.2310326248407364,0.11254530400037766,0.12880440056324005,0.2310326248407364,0.22828452289104462,0.2476409673690796,0.2249263972043991,0.1888369768857956
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23638197779655457,0.2960420250892639,0.2707274258136749,0.5201468467712402,0.1894916146993637,0.3276674151420593,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
is,0.28837618231773376,1.0,0.5823672413825989,0.3135911226272583,0.14683330059051514,0.203276589512825,0.5394441485404968,0.22904802858829498,0.3357410430908203,0.5394441485404968,0.5823672413825989,0.22408509254455566,0.21939043700695038,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.30836519598960876,0.21922016143798828,0.23846197128295898,0.6662389636039734,0.2679058313369751,0.34342584013938904,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
oldest,0.12504005432128906,0.3135911226272583,0.30836519598960876,0.9999999403953552,0.2113061547279358,0.21877340972423553,0.33251360058784485,0.2391396462917328,0.15337884426116943,0.33251360058784485,0.30836519598960876,0.21651798486709595,0.16589362919330597,0.14864160120487213
methodist,0.17637217044830322,0.14683330059051514,0.21922016143798828,0.2113061547279358,1.0,0.6119816899299622,0.24702993035316467,0.06723055243492126,0.17572921514511108,0.24702993035316467,0.21922016143798828,0.3283560872077942,0.3077499568462372,0.1436992734670639
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.21877340972423553,0.6119816899299622,0.9999999403953552,0.2493300437927246,0.09980854392051697,0.15512630343437195,0.2493300437927246,0.23846197128295898,0.19284281134605408,0.17393819987773895,0.18081501126289368
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.33251360058784485,0.24702993035316467,0.2493300437927246,1.0,0.2536813020706177,0.2715643048286438,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
continuous,0.24768517911434174,0.22904802858829498,0.2679058313369751,0.2391396462917328,0.06723055243492126,0.09980854392051697,0.2536813020706177,0.9999998807907104,0.22377920150756836,0.2536813020706177,0.2679058313369751,0.13621598482131958,0.16153815388679504,0.10320229828357697
use,0.3453877568244934,0.3357410430908203,0.34342584013938904,0.15337884426116943,0.17572921514511108,0.15512630343437195,0.2715643048286438,0.22377920150756836,1.0,0.2715643048286438,0.34342584013938904,0.21465958654880524,0.1991468071937561,0.32795652747154236
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.33251360058784485,0.24702993035316467,0.2493300437927246,1.0,0.2536813020706177,0.2715643048286438,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.30836519598960876,0.21922016143798828,0.23846197128295898,0.6662389636039734,0.2679058313369751,0.34342584013938904,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.21651798486709595,0.3283560872077942,0.19284281134605408,0.3938477039337158,0.13621598482131958,0.21465958654880524,0.3938477039337158,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.16589362919330597,0.3077499568462372,0.17393819987773895,0.3977442979812622,0.16153815388679504,0.1991468071937561,0.3977442979812622,0.3463578522205353,0.8952266573905945,1.0,0.16272737085819244
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23638197779655457,0.2960420250892639,0.2707274258136749,0.5201468467712402,0.1894916146993637,0.3276674151420593,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
beginning,0.3351518511772156,0.2446223646402359,0.49622642993927,0.25051775574684143,0.14332865178585052,0.17424948513507843,0.3787442147731781,0.35035547614097595,0.2937738001346588,0.3787442147731781,0.49622642993927,0.24682416021823883,0.254649817943573,0.19413669407367706
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.33251360058784485,0.24702993035316467,0.2493300437927246,1.0,0.2536813020706177,0.2715643048286438,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
1769,0.10944988578557968,0.13972227275371552,0.1880301684141159,0.06137799099087715,0.034351740032434464,0.10728291422128677,0.1427137702703476,0.15403899550437927,0.23501341044902802,0.1427137702703476,0.1880301684141159,0.06467612832784653,0.09838974475860596,0.1290908008813858
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2520267069339752,0.30669423937797546,0.28898224234580994,0.5591574311256409,0.17180854082107544,0.3711656630039215,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
