,where,is,the,rhine,?
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.2548927664756775,0.1826142966747284
about,0.3108544647693634,0.3532065451145172,0.37995871901512146,0.2085869312286377,0.302409827709198
"2,900",0.039254117757081985,0.1040695458650589,0.0644303560256958,-0.07407230138778687,0.22685237228870392
m3/s,0.16441099345684052,0.14450658857822418,0.21639159321784973,0.1787276417016983,0.11470148712396622
(,0.1970011591911316,0.35393038392066956,0.33289089798927307,0.12381801009178162,0.40561532974243164
"100,000",0.07006344199180603,0.13035383820533752,0.12082944065332413,0.03458062931895256,0.035472359508275986
cu,0.13916420936584473,0.16364990174770355,0.1260254830121994,0.08786342293024063,0.3576068878173828
ft/s,0.2224418818950653,0.2292538583278656,0.22741563618183136,0.23744693398475647,0.27464672923088074
),0.20711064338684082,0.37732169032096863,0.3456730246543884,0.12686386704444885,0.42300865054130554
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.2089352011680603,0.4130953550338745
,where,is,the,rhine,?
the,0.5003893971443176,0.5823672413825989,1.0,0.30735138058662415,0.22068053483963013
biggest,0.24605508148670197,0.3216690123081207,0.3799763321876526,0.167947918176651,0.11438456177711487
city,0.2686662971973419,0.3186660706996918,0.35769423842430115,0.26540544629096985,0.13423943519592285
on,0.37630224227905273,0.3635730445384979,0.5107308030128479,0.20067645609378815,0.2714994251728058
the,0.5003893971443176,0.5823672413825989,1.0,0.30735138058662415,0.22068053483963013
river,0.1886204034090042,0.20670881867408752,0.2894456386566162,0.3672541379928589,0.15390869975090027
rhine,0.2007746696472168,0.15617261826992035,0.30735138058662415,1.0,0.13754533231258392
is,0.3586711287498474,1.0,0.5823672413825989,0.15617261826992035,0.22961433231830597
cologne,0.18343134224414825,0.1849222332239151,0.1949973702430725,0.47460702061653137,0.12676802277565002
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.167837992310524,0.31091248989105225
germany,0.20900733768939972,0.2201172411441803,0.3181285262107849,0.5801170468330383,0.1388660967350006
with,0.4142743945121765,0.3250955045223236,0.4223487675189972,0.18184249103069305,0.2433311939239502
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.1823403388261795,0.23916715383529663
population,0.1827353984117508,0.2727566361427307,0.32044094800949097,0.15819542109966278,0.14449454843997955
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.2548927664756775,0.1826142966747284
more,0.29405033588409424,0.2946030795574188,0.39758381247520447,0.14227862656116486,0.27894994616508484
than,0.2726525366306305,0.2839990258216858,0.3227543234825134,0.15938840806484222,0.24917294085025787
"1,050,000",0.05047667399048805,0.07133950293064117,0.058409854769706726,0.07279910892248154,-0.09350375831127167
people,0.3212973177433014,0.34254953265190125,0.36838498711586,0.16379645466804504,0.23739641904830933
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.2089352011680603,0.4130953550338745
