,though,turabi,proclaimed,his,support,for,the,democratic,process,",",he,strictly,applied,what,after,coming,into,power,?
a,0.33230000734329224,0.15780171751976013,0.12322450429201126,0.3497250974178314,0.2484646886587143,0.44038116931915283,0.5829201340675354,0.1920643150806427,0.2601566016674042,0.427140474319458,0.4393508732318878,0.24242308735847473,0.24149316549301147,0.3320399522781372,0.3831600844860077,0.28068089485168457,0.3461161255836487,0.21580491960048676,0.23916715383529663
liberal,0.1980602741241455,0.21468952298164368,0.2294004261493683,0.20581048727035522,0.25223347544670105,0.16497495770454407,0.17276059091091156,0.5563967227935791,0.137455552816391,0.25460079312324524,0.2649283707141876,0.16720032691955566,0.16574276983737946,0.20277564227581024,0.18466120958328247,0.18440386652946472,0.12370015680789948,0.20130151510238647,0.13139645755290985
government,0.208840474486351,0.25616538524627686,0.3602915108203888,0.23050804436206818,0.24983343482017517,0.23902073502540588,0.31798112392425537,0.38637134432792664,0.15423214435577393,0.27344048023223877,0.30791032314300537,0.1639341115951538,0.14892224967479706,0.28074538707733154,0.26047283411026,0.1440906971693039,0.15813186764717102,0.3452511131763458,0.18851417303085327
before,0.35859712958335876,0.18356044590473175,0.22951094806194305,0.358011394739151,0.2281012386083603,0.44347289204597473,0.45900648832321167,0.23595856130123138,0.388918399810791,0.3156566619873047,0.3621264398097992,0.17632891237735748,0.22765083611011505,0.3801657259464264,0.6937490701675415,0.36782747507095337,0.3528679311275482,0.2015227973461151,0.2507109045982361
coming,0.2237633317708969,0.17122343182563782,0.1395658552646637,0.2838437557220459,0.21201163530349731,0.2819928526878357,0.4306776821613312,0.11572610586881638,0.31531551480293274,0.32352879643440247,0.2832106947898865,0.17331357300281525,0.2059105783700943,0.42659226059913635,0.3271155059337616,0.9999998807907104,0.25743961334228516,0.1892794817686081,0.2504907250404358
to,0.46191829442977905,0.21094970405101776,0.14341698586940765,0.3715193271636963,0.2742273211479187,0.4451248347759247,0.535392165184021,0.20661352574825287,0.35462963581085205,0.44245919585227966,0.385390967130661,0.281207412481308,0.26928162574768066,0.455847829580307,0.37890323996543884,0.37835928797721863,0.38810545206069946,0.27001675963401794,0.29463258385658264
power,0.2252514362335205,0.2535952627658844,0.22707904875278473,0.20314614474773407,0.22544005513191223,0.15072456002235413,0.2647338807582855,0.18460679054260254,0.20187073945999146,0.2231994867324829,0.20515447854995728,0.14301595091819763,0.12630166113376617,0.22216427326202393,0.22973893582820892,0.1892794817686081,0.16759313642978668,1.0000001192092896,0.15304024517536163
",",0.42253127694129944,0.24019668996334076,0.27604129910469055,0.3378419280052185,0.2733234167098999,0.4464869201183319,0.4933079481124878,0.23484410345554352,0.2061346471309662,1.0000001192092896,0.40251094102859497,0.2523971199989319,0.28330111503601074,0.3087472915649414,0.38860568404197693,0.32352879643440247,0.2826121151447296,0.2231994867324829,0.31091248989105225
but,0.6504709124565125,0.2196487933397293,0.20788633823394775,0.38552024960517883,0.3470376431941986,0.45162561535835266,0.4859698414802551,0.15863338112831116,0.30837446451187134,0.48126736283302307,0.3970399796962738,0.32693853974342346,0.2761210799217224,0.5029441118240356,0.38354751467704773,0.3800067901611328,0.34283459186553955,0.2529909312725067,0.27921953797340393
strict,0.32278889417648315,0.2058148980140686,0.17558230459690094,0.19718320667743683,0.2530418932437897,0.2780303955078125,0.16344143450260162,0.17920102179050446,0.18794545531272888,0.2564427852630615,0.22326868772506714,0.6387568116188049,0.31934940814971924,0.2741048336029053,0.15126554667949677,0.20924638211727142,0.09114819020032883,0.15260833501815796,0.18498127162456512
application,0.18293443322181702,0.21669161319732666,0.122797392308712,0.1787760853767395,0.3205544948577881,0.35991108417510986,0.2483029067516327,0.1826353520154953,0.4274555742740631,0.28270697593688965,0.18386952579021454,0.25961750745773315,0.4664551615715027,0.2565309405326843,0.2014237642288208,0.2082376778125763,0.13925515115261078,0.21068075299263,0.1966315507888794
of,0.37307101488113403,0.17534534633159637,0.28142258524894714,0.38364991545677185,0.2307697981595993,0.4185989499092102,0.733189046382904,0.2273487150669098,0.23962904512882233,0.4946078956127167,0.38706058263778687,0.1883901208639145,0.2825285494327545,0.33290785551071167,0.3867455720901489,0.31330832839012146,0.32255905866622925,0.25273123383522034,0.1826142966747284
sharia,0.27258217334747314,0.48555880784988403,0.27418583631515503,0.15605871379375458,0.2545938193798065,0.1540525257587433,0.24295726418495178,0.2469155192375183,0.24346411228179932,0.24521853029727936,0.12323958426713943,0.32804277539253235,0.2973075807094574,0.29208725690841675,0.21312855184078217,0.19616329669952393,0.17153936624526978,0.23312163352966309,0.22811804711818695
law,0.19908727705478668,0.27199894189834595,0.23327608406543732,0.2218998819589615,0.19062134623527527,0.1650637686252594,0.24548950791358948,0.251516729593277,0.1848958283662796,0.24953721463680267,0.24450446665287018,0.28585708141326904,0.3741767704486847,0.2145031988620758,0.20143088698387146,0.149932399392128,0.11627500504255295,0.22386953234672546,0.1528988480567932
",",0.42253127694129944,0.24019668996334076,0.27604129910469055,0.3378419280052185,0.2733234167098999,0.4464869201183319,0.4933079481124878,0.23484410345554352,0.2061346471309662,1.0000001192092896,0.40251094102859497,0.2523971199989319,0.28330111503601074,0.3087472915649414,0.38860568404197693,0.32352879643440247,0.2826121151447296,0.2231994867324829,0.31091248989105225
torture,0.20102883875370026,0.334564208984375,0.2285108119249344,0.25259459018707275,0.2022234946489334,0.2453170120716095,0.1880110800266266,0.22342751920223236,0.1691417545080185,0.19404178857803345,0.25537577271461487,0.2584344446659088,0.1813773363828659,0.24809858202934265,0.20485170185565948,0.23135480284690857,0.12671402096748352,0.1955445557832718,0.19210754334926605
and,0.4405979514122009,0.2281530648469925,0.1877031922340393,0.4234102666378021,0.25609129667282104,0.5064792633056641,0.5171257257461548,0.20003819465637207,0.20204883813858032,0.6633074283599854,0.45427167415618896,0.2713325321674347,0.26963624358177185,0.31309178471565247,0.3765919506549835,0.3707200884819031,0.36597734689712524,0.27496716380119324,0.20544172823429108
mass,0.1637694239616394,0.10448617488145828,0.12240535765886307,0.171666219830513,0.15082524716854095,0.18664062023162842,0.2284930944442749,0.07453486323356628,0.2500077188014984,0.2439754158258438,0.1783510446548462,0.17756401002407074,0.1986531764268875,0.23905135691165924,0.09251433610916138,0.20378908514976501,0.12939728796482086,0.15241774916648865,0.2076406031847
imprisonment,0.18410830199718475,0.2792036235332489,0.2522868514060974,0.33144551515579224,0.1818053275346756,0.27587834000587463,0.20297037065029144,0.24556781351566315,0.18986284732818604,0.24537357687950134,0.2804417908191681,0.14606596529483795,0.20552845299243927,0.16481763124465942,0.30389490723609924,0.20102666318416595,0.20411527156829834,0.22777405381202698,0.13416679203510284
of,0.37307101488113403,0.17534534633159637,0.28142258524894714,0.38364991545677185,0.2307697981595993,0.4185989499092102,0.733189046382904,0.2273487150669098,0.23962904512882233,0.4946078956127167,0.38706058263778687,0.1883901208639145,0.2825285494327545,0.33290785551071167,0.3867455720901489,0.31330832839012146,0.32255905866622925,0.25273123383522034,0.1826142966747284
the,0.38776206970214844,0.15623018145561218,0.24787339568138123,0.4394008219242096,0.22984638810157776,0.4739971458911896,1.0,0.21570740640163422,0.264274537563324,0.4933079481124878,0.4571082592010498,0.24418626725673676,0.22842662036418915,0.42745697498321533,0.4565047025680542,0.4306776821613312,0.39493247866630554,0.2647338807582855,0.22068053483963013
opposition,0.279861181974411,0.27862727642059326,0.26755866408348083,0.2856115996837616,0.4451195001602173,0.2402389794588089,0.26783087849617004,0.4107547700405121,0.2194433957338333,0.23061631619930267,0.28523457050323486,0.19086837768554688,0.13616229593753815,0.2798226773738861,0.20689865946769714,0.20171275734901428,0.10791569203138351,0.29010242223739624,0.15647298097610474
",",0.42253127694129944,0.24019668996334076,0.27604129910469055,0.3378419280052185,0.2733234167098999,0.4464869201183319,0.4933079481124878,0.23484410345554352,0.2061346471309662,1.0000001192092896,0.40251094102859497,0.2523971199989319,0.28330111503601074,0.3087472915649414,0.38860568404197693,0.32352879643440247,0.2826121151447296,0.2231994867324829,0.31091248989105225
and,0.4405979514122009,0.2281530648469925,0.1877031922340393,0.4234102666378021,0.25609129667282104,0.5064792633056641,0.5171257257461548,0.20003819465637207,0.20204883813858032,0.6633074283599854,0.45427167415618896,0.2713325321674347,0.26963624358177185,0.31309178471565247,0.3765919506549835,0.3707200884819031,0.36597734689712524,0.27496716380119324,0.20544172823429108
an,0.22405017912387848,0.1716228574514389,0.1293974220752716,0.24025635421276093,0.22892893850803375,0.3236706852912903,0.4207492768764496,0.17970909178256989,0.1907106339931488,0.3581022024154663,0.281929612159729,0.21605917811393738,0.22066234052181244,0.2821882665157318,0.20180045068264008,0.15756233036518097,0.2105669528245926,0.1744573563337326,0.19793890416622162
intensification,0.3003518581390381,0.21695752441883087,0.2107704132795334,0.22429631650447845,0.27939850091934204,0.22652973234653473,0.2673654556274414,0.2541567087173462,0.35570693016052246,0.22145481407642365,0.14538615942001343,0.192905992269516,0.2008787989616394,0.2448246330022812,0.24200132489204407,0.204049214720726,0.242920383810997,0.2098148912191391,0.17425821721553802
of,0.37307101488113403,0.17534534633159637,0.28142258524894714,0.38364991545677185,0.2307697981595993,0.4185989499092102,0.733189046382904,0.2273487150669098,0.23962904512882233,0.4946078956127167,0.38706058263778687,0.1883901208639145,0.2825285494327545,0.33290785551071167,0.3867455720901489,0.31330832839012146,0.32255905866622925,0.25273123383522034,0.1826142966747284
the,0.38776206970214844,0.15623018145561218,0.24787339568138123,0.4394008219242096,0.22984638810157776,0.4739971458911896,1.0,0.21570740640163422,0.264274537563324,0.4933079481124878,0.4571082592010498,0.24418626725673676,0.22842662036418915,0.42745697498321533,0.4565047025680542,0.4306776821613312,0.39493247866630554,0.2647338807582855,0.22068053483963013
long-running,0.2654934823513031,0.20649558305740356,0.2058609277009964,0.3362917900085449,0.25505608320236206,0.38668501377105713,0.39910128712654114,0.3223779797554016,0.28190162777900696,0.3576599955558777,0.3187856078147888,0.17643903195858002,0.18650245666503906,0.2873658537864685,0.29987502098083496,0.38535773754119873,0.2411639243364334,0.2554199695587158,0.23421622812747955
war,0.2556914985179901,0.2299826592206955,0.3243538439273834,0.2932312488555908,0.23062802851200104,0.22632956504821777,0.366199791431427,0.289885938167572,0.17900964617729187,0.2671184241771698,0.34136271476745605,0.11632932722568512,0.11585821956396103,0.22516006231307983,0.3393358886241913,0.23910950124263763,0.1791244000196457,0.18507394194602966,0.15510529279708862
in,0.3193182945251465,0.13889259099960327,0.19771026074886322,0.3598145842552185,0.17618270218372345,0.4322226941585541,0.6662389636039734,0.206755131483078,0.19851736724376678,0.5201468467712402,0.41690486669540405,0.18136976659297943,0.2475845366716385,0.30808621644973755,0.44050168991088867,0.27726781368255615,0.38021373748779297,0.16666220128536224,0.20430970191955566
southern,0.19684873521327972,0.1331246942281723,0.23459500074386597,0.1767001748085022,0.14026008546352386,0.14496514201164246,0.3282862603664398,0.21190232038497925,0.07999008148908615,0.2795628309249878,0.22363921999931335,0.14134444296360016,0.1841723918914795,0.18679563701152802,0.21340322494506836,0.2672271430492401,0.1567976176738739,0.17853210866451263,0.11225555837154388
sudan,0.17903415858745575,0.4458591938018799,0.2158297449350357,0.148357555270195,0.2160026878118515,0.13463875651359558,0.25359854102134705,0.2883540987968445,0.12059389799833298,0.22096991539001465,0.16942822933197021,0.08679110556840897,0.12615038454532623,0.21907010674476624,0.18393567204475403,0.1781139373779297,0.18654310703277588,0.15803110599517822,0.1607031673192978
",",0.42253127694129944,0.24019668996334076,0.27604129910469055,0.3378419280052185,0.2733234167098999,0.4464869201183319,0.4933079481124878,0.23484410345554352,0.2061346471309662,1.0000001192092896,0.40251094102859497,0.2523971199989319,0.28330111503601074,0.3087472915649414,0.38860568404197693,0.32352879643440247,0.2826121151447296,0.2231994867324829,0.31091248989105225
once,0.3965942859649658,0.15091440081596375,0.21271298825740814,0.2655123472213745,0.19441118836402893,0.33554747700691223,0.4227895736694336,0.22469672560691833,0.27337646484375,0.32163992524147034,0.3327394723892212,0.21670885384082794,0.20491831004619598,0.38428619503974915,0.3643892705440521,0.2734559178352356,0.2933490574359894,0.227850079536438,0.17750471830368042
in,0.3193182945251465,0.13889259099960327,0.19771026074886322,0.3598145842552185,0.17618270218372345,0.4322226941585541,0.6662389636039734,0.206755131483078,0.19851736724376678,0.5201468467712402,0.41690486669540405,0.18136976659297943,0.2475845366716385,0.30808621644973755,0.44050168991088867,0.27726781368255615,0.38021373748779297,0.16666220128536224,0.20430970191955566
power,0.2252514362335205,0.2535952627658844,0.22707904875278473,0.20314614474773407,0.22544005513191223,0.15072456002235413,0.2647338807582855,0.18460679054260254,0.20187073945999146,0.2231994867324829,0.20515447854995728,0.14301595091819763,0.12630166113376617,0.22216427326202393,0.22973893582820892,0.1892794817686081,0.16759313642978668,1.0000001192092896,0.15304024517536163
.,0.4245467483997345,0.17737819254398346,0.22951558232307434,0.3119256794452667,0.2751289904117584,0.4726039469242096,0.5934505462646484,0.22955322265625,0.23766504228115082,0.6812511086463928,0.38061028718948364,0.21418900787830353,0.2685256898403168,0.3567904531955719,0.35870397090911865,0.32087481021881104,0.26250120997428894,0.2141435295343399,0.4130953550338745
