,what,types,of,health,outcomes,do,pharmacists,aim,for,with,their,patients,?
various,0.26045072078704834,0.417499840259552,0.3196488320827484,0.25724372267723083,0.21530850231647491,0.22750963270664215,0.24204625189304352,0.2064332216978073,0.3578505516052246,0.27631422877311707,0.33547815680503845,0.23655293881893158,0.12823495268821716
roles,0.19272974133491516,0.1627952754497528,0.19068127870559692,0.17953072488307953,0.18530666828155518,0.16869428753852844,0.11337340623140335,0.1209745705127716,0.3165142238140106,0.14515557885169983,0.1714637726545334,0.1925888955593109,0.1763966977596283
to,0.455847829580307,0.20054484903812408,0.41548454761505127,0.29985085129737854,0.2919275462627411,0.38876664638519287,0.24341562390327454,0.3219028115272522,0.4451248347759247,0.4239959120750427,0.44619059562683105,0.2851313650608063,0.29463258385658264
ensure,0.328641802072525,0.12052062898874283,0.20923924446105957,0.31459662318229675,0.35562825202941895,0.3229200541973114,0.20479924976825714,0.3160763084888458,0.3660449683666229,0.3181380033493042,0.30597540736198425,0.21579565107822418,0.24192948639392853
optimal,0.2557683289051056,0.22283577919006348,0.24572864174842834,0.2568735182285309,0.4729028642177582,0.19635803997516632,0.3019406199455261,0.3292958736419678,0.30448344349861145,0.1768876016139984,0.24887971580028534,0.27189478278160095,0.13848930597305298
health,0.21460163593292236,0.10536545515060425,0.28076469898223877,1.0000001192092896,0.3417930603027344,0.1685679703950882,0.29165908694267273,0.17820431292057037,0.31610164046287537,0.21318627893924713,0.20593447983264923,0.4291019141674042,0.16094304621219635
outcomes,0.3678261935710907,0.28502157330513,0.2874711751937866,0.3417930603027344,0.9999998807907104,0.2453618347644806,0.30208393931388855,0.22744329273700714,0.3123515546321869,0.24806363880634308,0.2951698303222656,0.3837469518184662,0.26170971989631653
for,0.3017193675041199,0.29793059825897217,0.4185989499092102,0.31610164046287537,0.3123515546321869,0.29510271549224854,0.21977780759334564,0.21991215646266937,0.9999999403953552,0.39140474796295166,0.3406745493412018,0.2890855669975281,0.264628142118454
their,0.35142919421195984,0.29275110363960266,0.4329940676689148,0.20593447983264923,0.2951698303222656,0.35424983501434326,0.3280321955680847,0.2808876633644104,0.3406745493412018,0.4258328378200531,1.0,0.3358265459537506,0.1898253709077835
patients,0.28700166940689087,0.30271950364112854,0.1887446492910385,0.4291019141674042,0.3837469518184662,0.2464439868927002,0.42153534293174744,0.19060058891773224,0.2890855669975281,0.2591496706008911,0.3358265459537506,1.0000001192092896,0.17145128548145294
through,0.23167094588279724,0.14159397780895233,0.3647414743900299,0.16046203672885895,0.1702910214662552,0.24726749956607819,0.13213425874710083,0.25680112838745117,0.3172857463359833,0.26801666617393494,0.3113696575164795,0.17449073493480682,0.16913433372974396
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.2340974360704422,0.2693452537059784,0.30239659547805786,0.24311043322086334,0.24024337530136108,0.4739971458911896,0.4223487675189972,0.516537070274353,0.22047552466392517,0.22068053483963013
quality,0.28952741622924805,0.24386779963970184,0.24742498993873596,0.33222126960754395,0.3780687153339386,0.21200363337993622,0.2354583740234375,0.28971365094184875,0.3288601338863373,0.25434571504592896,0.26496240496635437,0.23416340351104736,0.23524069786071777
use,0.3453877568244934,0.3699355721473694,0.2750902473926544,0.2242458164691925,0.30620741844177246,0.4545445144176483,0.29568368196487427,0.3096196949481964,0.47655582427978516,0.3356984257698059,0.3415622115135193,0.2382422834634781,0.32795652747154236
of,0.33290785551071167,0.2447618544101715,1.0,0.28076469898223877,0.2874711751937866,0.26150479912757874,0.20506609976291656,0.1749214082956314,0.4185989499092102,0.41827285289764404,0.4329940676689148,0.1887446492910385,0.1826142966747284
medicines,0.23498177528381348,0.28125160932540894,0.19420596957206726,0.43091705441474915,0.31890368461608887,0.3178449869155884,0.48595479130744934,0.2254268079996109,0.22232450544834137,0.23461522161960602,0.2696835696697235,0.5416086316108704,0.2156115472316742
.,0.3567904531955719,0.2097296416759491,0.5352458953857422,0.25832483172416687,0.2190866470336914,0.3613996207714081,0.27446362376213074,0.11758387833833694,0.4726039469242096,0.4446153938770294,0.34427863359451294,0.2101183831691742,0.4130953550338745
