,what,did,the,salafi,movement,put,emphasis,on,?
movement,0.23934946954250336,0.12124674767255783,0.339571475982666,0.30923640727996826,1.0,0.15528616309165955,0.25681835412979126,0.15348097681999207,0.1423349231481552
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.21340905129909515,0.2837696671485901,0.3297767639160156,0.2842515707015991,0.4077630043029785,0.20544172823429108
its,0.30393704771995544,0.19922670722007751,0.559237003326416,0.19205325841903687,0.29622000455856323,0.17810069024562836,0.24609819054603577,0.34331920742988586,0.15103481709957123
focus,0.32940709590911865,0.16827954351902008,0.25318023562431335,0.13109034299850464,0.22329281270503998,0.2263118028640747,0.4911987781524658,0.3158062696456909,0.23925252258777618
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.20490169525146484,0.15348097681999207,0.33860915899276733,0.23377813398838043,0.9999999403953552,0.2714994251728058
islamisation,0.337841272354126,0.2270006537437439,0.3757774531841278,0.4539509117603302,0.4455851912498474,0.21633538603782654,0.2984310984611511,0.23373717069625854,0.2565031945705414
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.24442888796329498,0.2662941515445709,0.3247257471084595,0.25674107670783997,0.3966929316520691,0.1826142966747284
pan-arabism,0.27344536781311035,0.16503426432609558,0.2571479082107544,0.5319809317588806,0.46734383702278137,0.190508171916008,0.30801838636398315,0.12383329123258591,0.2172120064496994
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.22763870656490326,0.18520963191986084,0.24684612452983856,0.1471625566482544,0.3909217119216919,0.18412111699581146
eclipsed,0.201763316988945,0.1828269213438034,0.20847459137439728,0.12982261180877686,0.13393357396125793,0.12401930242776871,0.16790950298309326,0.19091954827308655,0.167722687125206
by,0.2455483376979828,0.18574509024620056,0.4408751428127289,0.14564409852027893,0.20122553408145905,0.2461918741464615,0.1477024257183075,0.33887791633605957,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,1.0,0.24469619989395142,0.339571475982666,0.34150463342666626,0.19833582639694214,0.5107308030128479,0.22068053483963013
salafi,0.21788690984249115,0.16325388848781586,0.24469619989395142,1.0,0.30923640727996826,0.2303672879934311,0.16262522339820862,0.20490169525146484,0.218001589179039
movement,0.23934946954250336,0.12124674767255783,0.339571475982666,0.30923640727996826,1.0,0.15528616309165955,0.25681835412979126,0.15348097681999207,0.1423349231481552
with,0.2464839518070221,0.25472134351730347,0.4223487675189972,0.19601698219776154,0.18811029195785522,0.3236430287361145,0.24915209412574768,0.40749499201774597,0.2433311939239502
its,0.30393704771995544,0.19922670722007751,0.559237003326416,0.19205325841903687,0.29622000455856323,0.17810069024562836,0.24609819054603577,0.34331920742988586,0.15103481709957123
emphasis,0.2812975347042084,0.1761055588722229,0.19833582639694214,0.16262522339820862,0.25681835412979126,0.20852483808994293,1.0,0.23377813398838043,0.2750280499458313
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.20490169525146484,0.15348097681999207,0.33860915899276733,0.23377813398838043,0.9999999403953552,0.2714994251728058
``,0.008517155423760414,-0.029888948425650597,0.029072100296616554,0.17998269200325012,0.12191136181354523,-0.0100547531619668,0.013307148590683937,-0.03274054825305939,0.0685480609536171
sharia,0.29208725690841675,0.20896609127521515,0.24295726418495178,0.4870373010635376,0.23581750690937042,0.17108671367168427,0.23554404079914093,0.22139564156532288,0.22811804711818695
rather,0.3923804461956024,0.3137456178665161,0.31983619928359985,0.15946799516677856,0.21971654891967773,0.30653584003448486,0.40448200702667236,0.2960607409477234,0.3053998053073883
than,0.29388150572776794,0.24820660054683685,0.3227543234825134,0.20882758498191833,0.12761688232421875,0.24455735087394714,0.2700579762458801,0.2864885926246643,0.24917294085025787
the,0.42745697498321533,0.34736719727516174,1.0,0.24469619989395142,0.339571475982666,0.34150463342666626,0.19833582639694214,0.5107308030128479,0.22068053483963013
building,0.23529528081417084,0.14995639026165009,0.3159640431404114,0.1416677087545395,0.10628610849380493,0.2567206621170044,0.16038769483566284,0.24277396500110626,0.13549931347370148
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.24442888796329498,0.2662941515445709,0.3247257471084595,0.25674107670783997,0.3966929316520691,0.1826142966747284
islamic,0.2204568088054657,0.17371372878551483,0.27231070399284363,0.4865053594112396,0.28920450806617737,0.14011453092098236,0.21878473460674286,0.13780690729618073,0.1692383587360382
institutions,0.22018329799175262,0.21867677569389343,0.2776423394680023,0.27856162190437317,0.24779024720191956,0.15401996672153473,0.32193607091903687,0.23092038929462433,0.19119486212730408
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2750949561595917,0.1862073689699173,0.28264448046684265,0.2289692610502243,0.49057599902153015,0.31091248989105225
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,0.05843092501163483,-0.06533791124820709,0.07894747704267502,0.06537715345621109,0.04238596186041832,0.018684765323996544
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.21340905129909515,0.2837696671485901,0.3297767639160156,0.2842515707015991,0.4077630043029785,0.20544172823429108
rejection,0.28061577677726746,0.2796369194984436,0.2394428253173828,0.27329546213150024,0.2697024643421173,0.23279418051242828,0.2920534014701843,0.20357953011989594,0.2854093909263611
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.24442888796329498,0.2662941515445709,0.3247257471084595,0.25674107670783997,0.3966929316520691,0.1826142966747284
shia,0.16993695497512817,0.14537739753723145,0.17709055542945862,0.4446600079536438,0.22066740691661835,0.0820467546582222,0.1414807140827179,0.1595538854598999,0.18920543789863586
islam,0.23237212002277374,0.19058109819889069,0.2207694798707962,0.4896387755870819,0.3107253313064575,0.11120665073394775,0.19763191044330597,0.13542479276657104,0.18358638882637024
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.27176395058631897,0.22796523571014404,0.32595527172088623,0.14837388694286346,0.49257001280784607,0.4130953550338745
