,horizontal,layers,of,what,are,pulled,along,a,surface,into,a,back,stop,in,analog,versions,of,orogenic,wedge,experiments,?
of,0.25086116790771484,0.24201519787311554,1.0,0.33290785551071167,0.39081433415412903,0.15919329226016998,0.34889817237854004,0.5052502155303955,0.24204103648662567,0.32255905866622925,0.5052502155303955,0.23051875829696655,0.2052845060825348,0.5696388483047485,0.14265845715999603,0.17600277066230774,1.0,0.3018898367881775,0.1690942645072937,0.16935081779956818,0.1826142966747284
sand,0.2573883831501007,0.3868621289730072,0.22869873046875,0.14369229972362518,0.24431867897510529,0.17178809642791748,0.26526346802711487,0.2102934569120407,0.3897952437400818,0.25433462858200073,0.2102934569120407,0.18653973937034607,0.1080416887998581,0.20298859477043152,0.09559948742389679,0.050112515687942505,0.22869873046875,0.3058905303478241,0.2721787691116333,0.1742442399263382,0.12981772422790527
are,0.20843224227428436,0.3148055374622345,0.39081433415412903,0.29724663496017456,1.0,0.15555934607982635,0.28655800223350525,0.265255331993103,0.24727550148963928,0.2930682599544525,0.265255331993103,0.18491026759147644,0.24806568026542664,0.3841303884983063,0.2630777060985565,0.33126300573349,0.39081433415412903,0.28534647822380066,0.17794957756996155,0.24133720993995667,0.24591213464736938
pulled,0.20973743498325348,0.19014979898929596,0.15919329226016998,0.1901513785123825,0.15555934607982635,1.0,0.23088933527469635,0.23210059106349945,0.18979036808013916,0.27308520674705505,0.23210059106349945,0.3787902295589447,0.2562192380428314,0.14637652039527893,0.14143188297748566,0.18334464728832245,0.15919329226016998,0.2322312444448471,0.3403434753417969,0.20461027324199677,0.15093113481998444
along,0.24264080822467804,0.19847671687602997,0.34889817237854004,0.22421957552433014,0.28655800223350525,0.23088933527469635,1.0,0.24426962435245514,0.2447790652513504,0.3192354142665863,0.24426962435245514,0.28330355882644653,0.2269335687160492,0.3603311777114868,0.15918749570846558,0.19945894181728363,0.34889817237854004,0.29638156294822693,0.20327064394950867,0.19533711671829224,0.17134909331798553
a,0.2503664791584015,0.22045712172985077,0.5052502155303955,0.3320399522781372,0.265255331993103,0.23210059106349945,0.24426962435245514,1.0,0.24436084926128387,0.3461161255836487,1.0,0.31908270716667175,0.21033835411071777,0.539380669593811,0.23552219569683075,0.2150656133890152,0.5052502155303955,0.2436770498752594,0.31117942929267883,0.21744723618030548,0.23916715383529663
lower,0.22774168848991394,0.26868724822998047,0.31757521629333496,0.20079238712787628,0.22557412087917328,0.13948790729045868,0.14391691982746124,0.2221667766571045,0.203123539686203,0.1718709021806717,0.2221667766571045,0.1965130865573883,0.12427330762147903,0.27455443143844604,0.17345783114433289,0.09644343703985214,0.31757521629333496,0.262707382440567,0.15102151036262512,0.1121843084692955,0.08471795171499252
surface,0.39212730526924133,0.40678298473358154,0.24204103648662567,0.23580394685268402,0.24727550148963928,0.18979036808013916,0.2447790652513504,0.24436084926128387,0.9999998807907104,0.2576831877231598,0.24436084926128387,0.20380796492099762,0.1515016406774521,0.20246390998363495,0.29151809215545654,0.11788559705018997,0.24204103648662567,0.41487473249435425,0.2775592505931854,0.26065611839294434,0.14613434672355652
into,0.21841388940811157,0.2668488621711731,0.32255905866622925,0.2180619090795517,0.2930682599544525,0.27308520674705505,0.3192354142665863,0.3461161255836487,0.2576831877231598,1.0,0.3461161255836487,0.3741452693939209,0.1951477974653244,0.38021373748779297,0.18253928422927856,0.191947340965271,0.32255905866622925,0.22465069591999054,0.1610661745071411,0.2025383710861206,0.15662476420402527
a,0.2503664791584015,0.22045712172985077,0.5052502155303955,0.3320399522781372,0.265255331993103,0.23210059106349945,0.24426962435245514,1.0,0.24436084926128387,0.3461161255836487,1.0,0.31908270716667175,0.21033835411071777,0.539380669593811,0.23552219569683075,0.2150656133890152,0.5052502155303955,0.2436770498752594,0.31117942929267883,0.21744723618030548,0.23916715383529663
back,0.2901533842086792,0.19736365973949432,0.23051875829696655,0.2965294420719147,0.18491026759147644,0.3787902295589447,0.28330355882644653,0.31908270716667175,0.20380796492099762,0.3741452693939209,0.31908270716667175,0.9999999403953552,0.3108747601509094,0.25397348403930664,0.1754540503025055,0.2207203060388565,0.23051875829696655,0.14968568086624146,0.18215109407901764,0.15546882152557373,0.2397768795490265
stop,0.16214394569396973,0.10772108286619186,0.2052845060825348,0.33920153975486755,0.24806568026542664,0.2562192380428314,0.2269335687160492,0.21033835411071777,0.1515016406774521,0.1951477974653244,0.21033835411071777,0.3108747601509094,1.0,0.20196323096752167,0.21356268227100372,0.09153816103935242,0.2052845060825348,0.15740966796875,0.101539246737957,0.17490234971046448,0.23117060959339142
",",0.14324380457401276,0.1578376442193985,0.4946078956127167,0.3087472915649414,0.4062570035457611,0.20498833060264587,0.29824912548065186,0.427140474319458,0.23000483214855194,0.2826121151447296,0.427140474319458,0.3066370487213135,0.24759207665920258,0.5201468467712402,0.20826497673988342,0.23377446830272675,0.4946078956127167,0.2112789899110794,0.24033711850643158,0.22640827298164368,0.31091248989105225
which,0.321865975856781,0.36429905891418457,0.5011631846427917,0.5261979103088379,0.42922598123550415,0.27174752950668335,0.33404073119163513,0.56894451379776,0.3333227038383484,0.4405161738395691,0.56894451379776,0.3174980580806732,0.20576640963554382,0.4840516746044159,0.2846347391605377,0.3202137053012848,0.5011631846427917,0.39278775453567505,0.28841498494148254,0.31440770626068115,0.25814583897590637
results,0.25350210070610046,0.22791390120983124,0.19509612023830414,0.2425258755683899,0.24356640875339508,0.16415239870548248,0.09426286816596985,0.2899290919303894,0.1920861452817917,0.18411648273468018,0.2899290919303894,0.19298888742923737,0.1698240041732788,0.28880611062049866,0.3005276620388031,0.1885492503643036,0.19509612023830414,0.22873567044734955,0.14021436870098114,0.37879645824432373,0.21797199547290802
in,0.17211194336414337,0.1537681668996811,0.5696388483047485,0.30808621644973755,0.3841303884983063,0.14637652039527893,0.3603311777114868,0.539380669593811,0.20246390998363495,0.38021373748779297,0.539380669593811,0.25397348403930664,0.20196323096752167,1.0,0.13304997980594635,0.17707763612270355,0.5696388483047485,0.23887601494789124,0.12676380574703217,0.21977302432060242,0.20430970191955566
realistic-looking,0.20074820518493652,0.23060108721256256,0.2617351710796356,0.44455763697624207,0.26311472058296204,0.23064053058624268,0.1694849580526352,0.3231918215751648,0.31260815262794495,0.19478990137577057,0.3231918215751648,0.2519015669822693,0.27486807107925415,0.2652129530906677,0.2598695755004883,0.2433990240097046,0.2617351710796356,0.23757250607013702,0.2101956158876419,0.36299818754196167,0.26138925552368164
patterns,0.3340385854244232,0.3226213753223419,0.16650550067424774,0.2605896592140198,0.3195154368877411,0.18845315277576447,0.1705731451511383,0.2706606090068817,0.2859223484992981,0.20054972171783447,0.2706606090068817,0.2314256727695465,0.23253442347049713,0.19570891559123993,0.2744295597076416,0.2597225308418274,0.16650550067424774,0.25761428475379944,0.22036011517047882,0.3060474097728729,0.18855470418930054
of,0.25086116790771484,0.24201519787311554,1.0,0.33290785551071167,0.39081433415412903,0.15919329226016998,0.34889817237854004,0.5052502155303955,0.24204103648662567,0.32255905866622925,0.5052502155303955,0.23051875829696655,0.2052845060825348,0.5696388483047485,0.14265845715999603,0.17600277066230774,1.0,0.3018898367881775,0.1690942645072937,0.16935081779956818,0.1826142966747284
faulting,0.3867327868938446,0.38403773307800293,0.27818214893341064,0.2964019775390625,0.2256355732679367,0.32089000940322876,0.19847559928894043,0.2781847417354584,0.350268691778183,0.2570466995239258,0.2781847417354584,0.26730889081954956,0.2144397348165512,0.2113267481327057,0.22896139323711395,0.13527564704418182,0.27818214893341064,0.41355016827583313,0.2521595060825348,0.13503843545913696,0.13321225345134735
and,0.16837529838085175,0.2688858211040497,0.5116966962814331,0.31309178471565247,0.48576638102531433,0.2438109815120697,0.4213258922100067,0.3739250600337982,0.2626544237136841,0.36597734689712524,0.3739250600337982,0.32774487137794495,0.2426174432039261,0.4954058527946472,0.229315385222435,0.2880791425704956,0.5116966962814331,0.26173070073127747,0.20657047629356384,0.3053898811340332,0.20544172823429108
the,0.25932741165161133,0.24930399656295776,0.733189046382904,0.42745697498321533,0.40399202704429626,0.2856052815914154,0.39495137333869934,0.5829201340675354,0.2555135488510132,0.39493247866630554,0.5829201340675354,0.3612101674079895,0.25771772861480713,0.6662389636039734,0.21098314225673676,0.2621293067932129,0.733189046382904,0.2921693027019501,0.2632540762424469,0.21008943021297455,0.22068053483963013
growth,0.1572156399488449,0.2281828671693802,0.2679378092288971,0.1739405393600464,0.2270549088716507,0.14161212742328644,0.18634182214736938,0.21544985473155975,0.2518753707408905,0.13128358125686646,0.21544985473155975,0.13944664597511292,0.18089799582958221,0.2819603681564331,0.1387895792722702,0.12189751118421555,0.2679378092288971,0.3265935778617859,0.17586839199066162,0.18593260645866394,0.07547862827777863
of,0.25086116790771484,0.24201519787311554,1.0,0.33290785551071167,0.39081433415412903,0.15919329226016998,0.34889817237854004,0.5052502155303955,0.24204103648662567,0.32255905866622925,0.5052502155303955,0.23051875829696655,0.2052845060825348,0.5696388483047485,0.14265845715999603,0.17600277066230774,1.0,0.3018898367881775,0.1690942645072937,0.16935081779956818,0.1826142966747284
a,0.2503664791584015,0.22045712172985077,0.5052502155303955,0.3320399522781372,0.265255331993103,0.23210059106349945,0.24426962435245514,1.0,0.24436084926128387,0.3461161255836487,1.0,0.31908270716667175,0.21033835411071777,0.539380669593811,0.23552219569683075,0.2150656133890152,0.5052502155303955,0.2436770498752594,0.31117942929267883,0.21744723618030548,0.23916715383529663
critically,0.09767793118953705,0.13938674330711365,0.18378664553165436,0.18416038155555725,0.29535922408103943,0.2340175062417984,0.202897310256958,0.22033444046974182,0.14886705577373505,0.17527416348457336,0.22033444046974182,0.1764144003391266,0.13724114000797272,0.20778794586658478,0.17792150378227234,0.20789988338947296,0.18378664553165436,0.15323594212532043,0.15303991734981537,0.20539942383766174,0.16329805552959442
tapered,0.4205038547515869,0.37869390845298767,0.2508448362350464,0.17280639708042145,0.2390606850385666,0.3285079896450043,0.3200511932373047,0.32591354846954346,0.37874746322631836,0.2471361756324768,0.32591354846954346,0.2634381651878357,0.14400720596313477,0.21247674524784088,0.36055585741996765,0.2042054384946823,0.2508448362350464,0.28225940465927124,0.4308285117149353,0.25289127230644226,0.13740433752536774
(,0.15261438488960266,0.09210389852523804,0.35032153129577637,0.2411840260028839,0.23263892531394958,0.1369028389453888,0.18445467948913574,0.3206180930137634,0.12799760699272156,0.1606949418783188,0.3206180930137634,0.24142900109291077,0.1330289989709854,0.3087427020072937,0.18640488386154175,0.19817940890789032,0.35032153129577637,0.19695167243480682,0.1993972361087799,0.15060357749462128,0.40561532974243164
all,0.2392468899488449,0.19163721799850464,0.42798417806625366,0.41981086134910583,0.5343062281608582,0.1849576234817505,0.2718259394168854,0.2696802616119385,0.21068081259727478,0.2507680058479309,0.2696802616119385,0.29740938544273376,0.3123442828655243,0.3335905969142914,0.18651288747787476,0.3169507086277008,0.42798417806625366,0.19616517424583435,0.17084366083145142,0.22222740948200226,0.29575422406196594
angles,0.37704646587371826,0.27467313408851624,0.27597805857658386,0.24342551827430725,0.2698350250720978,0.17893896996974945,0.20968341827392578,0.2069832980632782,0.317324161529541,0.18069161474704742,0.2069832980632782,0.1755666434764862,0.1419660449028015,0.20567694306373596,0.27603909373283386,0.2192419022321701,0.27597805857658386,0.2595767676830292,0.31299927830696106,0.18171344697475433,0.16702334582805634
remain,0.1930905282497406,0.1786341518163681,0.29009148478507996,0.29587244987487793,0.3650694489479065,0.17685167491436005,0.16313745081424713,0.24084681272506714,0.2360166311264038,0.1668342798948288,0.24084681272506714,0.276878297328949,0.22574956715106964,0.2372020184993744,0.1412317454814911,0.18287424743175507,0.29009148478507996,0.15444637835025787,0.14073507487773895,0.11412190645933151,0.1868363618850708
the,0.25932741165161133,0.24930399656295776,0.733189046382904,0.42745697498321533,0.40399202704429626,0.2856052815914154,0.39495137333869934,0.5829201340675354,0.2555135488510132,0.39493247866630554,0.5829201340675354,0.3612101674079895,0.25771772861480713,0.6662389636039734,0.21098314225673676,0.2621293067932129,0.733189046382904,0.2921693027019501,0.2632540762424469,0.21008943021297455,0.22068053483963013
same,0.2848084568977356,0.2437715381383896,0.3808329105377197,0.3764382302761078,0.3446533679962158,0.2160511314868927,0.2780199944972992,0.4048157036304474,0.19253891706466675,0.22493095695972443,0.4048157036304474,0.2677067220211029,0.2203768938779831,0.3692481815814972,0.27591264247894287,0.25521713495254517,0.3808329105377197,0.2802910804748535,0.2365523725748062,0.20501375198364258,0.22649677097797394
),0.14108385145664215,0.09614861756563187,0.3680361211299896,0.26259949803352356,0.2373749315738678,0.15690113604068756,0.17395511269569397,0.3640355169773102,0.12480831891298294,0.1600802093744278,0.3640355169773102,0.2371533066034317,0.12898240983486176,0.3326910734176636,0.19160227477550507,0.20339934527873993,0.3680361211299896,0.20087963342666626,0.20824328064918518,0.12416966259479523,0.42300865054130554
orogenic,0.31532177329063416,0.44271737337112427,0.3018898367881775,0.18539650738239288,0.28534647822380066,0.2322312444448471,0.29638156294822693,0.2436770498752594,0.41487473249435425,0.22465069591999054,0.2436770498752594,0.14968568086624146,0.15740966796875,0.23887601494789124,0.23746129870414734,0.14680437743663788,0.3018898367881775,1.0000001192092896,0.21581736207008362,0.27457675337791443,0.09268061816692352
wedge,0.3328849971294403,0.21180576086044312,0.1690942645072937,0.18089471757411957,0.17794957756996155,0.3403434753417969,0.20327064394950867,0.31117942929267883,0.2775592505931854,0.1610661745071411,0.31117942929267883,0.18215109407901764,0.101539246737957,0.12676380574703217,0.30037814378738403,0.07969556748867035,0.1690942645072937,0.21581736207008362,1.0000001192092896,0.1584155410528183,0.13553494215011597
.,0.16347718238830566,0.16325189173221588,0.5352458953857422,0.3567904531955719,0.3452940285205841,0.21843887865543365,0.27491724491119385,0.50484299659729,0.2543797492980957,0.26250120997428894,0.50484299659729,0.3154444992542267,0.27782511711120605,0.5591574311256409,0.19616271555423737,0.2660890817642212,0.5352458953857422,0.27470073103904724,0.19361388683319092,0.261809378862381,0.4130953550338745
