,the,script,writer,for,the,special,went,on,to,have,what,role,in,the,revised,doctor,who,series,?
be,0.4248143136501312,0.1560034155845642,0.10302267223596573,0.3801851272583008,0.4248143136501312,0.2416570633649826,0.17535154521465302,0.37900757789611816,0.4972836375236511,0.5760743618011475,0.3929833769798279,0.1769188493490219,0.3481820821762085,0.4248143136501312,0.1835649162530899,0.1729569286108017,0.3371641933917999,0.21031107008457184,0.3324260413646698
head,0.3079071640968323,0.09851784259080887,0.1018587201833725,0.15612448751926422,0.3079071640968323,0.1598706841468811,0.21078041195869446,0.22092439234256744,0.2177244871854782,0.18845432996749878,0.18919230997562408,0.18104974925518036,0.21927717328071594,0.3079071640968323,0.07601273059844971,0.13413478434085846,0.20998527109622955,0.1065300703048706,0.10879309475421906
writer,0.1583879292011261,0.25806882977485657,1.0,0.18162067234516144,0.1583879292011261,0.06690811365842819,0.16727814078330994,0.19654935598373413,0.12567701935768127,0.08274578303098679,0.16903695464134216,0.20741716027259827,0.19054412841796875,0.1583879292011261,0.1340457797050476,0.3492763638496399,0.26322856545448303,0.22928641736507416,0.1860569268465042
and,0.5171257257461548,0.2026875913143158,0.2668316066265106,0.5064792633056641,0.5171257257461548,0.22352655231952667,0.3419242799282074,0.4077630043029785,0.48971283435821533,0.4711785912513733,0.31309178471565247,0.2629789710044861,0.4954058527946472,0.5171257257461548,0.17458297312259674,0.21673844754695892,0.41279885172843933,0.26972857117652893,0.20544172823429108
executive,0.2402946650981903,0.157070592045784,0.350045382976532,0.12237442284822464,0.2402946650981903,0.2179606556892395,0.10949865728616714,0.17521819472312927,0.20976532995700836,0.1287875771522522,0.13765592873096466,0.20076528191566467,0.1878502070903778,0.2402946650981903,0.07536949217319489,0.1511356085538864,0.20786358416080475,0.1810639202594757,0.12134998291730881
producer,0.20962586998939514,0.28992801904678345,0.5420899391174316,0.19654105603694916,0.20962586998939514,0.15283839404582977,0.14692726731300354,0.21874330937862396,0.16422288119792938,0.09921040385961533,0.15126943588256836,0.247266948223114,0.1708001047372818,0.20962586998939514,0.038076359778642654,0.23966555297374725,0.20600847899913788,0.2266491949558258,0.17015865445137024
to,0.535392165184021,0.20386800169944763,0.12567701935768127,0.4451248347759247,0.535392165184021,0.28623831272125244,0.33234721422195435,0.41031414270401,1.0,0.4544740617275238,0.455847829580307,0.17841029167175293,0.45010748505592346,0.535392165184021,0.14988531172275543,0.22950075566768646,0.42656609416007996,0.19879554212093353,0.29463258385658264
the,1.0,0.21384064853191376,0.1583879292011261,0.4739971458911896,1.0,0.3027077615261078,0.3345835506916046,0.5107308030128479,0.535392165184021,0.40389683842658997,0.42745697498321533,0.26607486605644226,0.6662389636039734,1.0,0.2513941526412964,0.2820442318916321,0.3733934462070465,0.31376904249191284,0.22068053483963013
revived,0.2936354875564575,0.21673111617565155,0.19504539668560028,0.22673362493515015,0.2936354875564575,0.20032517611980438,0.2527952790260315,0.2626784145832062,0.2145116627216339,0.2120283991098404,0.1789238303899765,0.22535528242588043,0.2954840660095215,0.2936354875564575,0.4087350070476532,0.1418628692626953,0.19575545191764832,0.24519865214824677,0.1299351006746292
series,0.31376904249191284,0.14627748727798462,0.22928641736507416,0.2715710699558258,0.31376904249191284,0.25486889481544495,0.10963287204504013,0.23828625679016113,0.19879554212093353,0.20911821722984314,0.17328087985515594,0.34679755568504333,0.2914260923862457,0.31376904249191284,0.1119956374168396,0.2712797522544861,0.21484537422657013,1.0000001192092896,0.1709602326154709
.,0.5934505462646484,0.19065852463245392,0.1906910538673401,0.4726039469242096,0.5934505462646484,0.26337340474128723,0.27773603796958923,0.49257001280784607,0.4645031690597534,0.41614407300949097,0.3567904531955719,0.22067026793956757,0.5591574311256409,0.5934505462646484,0.21657389402389526,0.22361043095588684,0.3541337847709656,0.3121925890445709,0.4130953550338745
