,in,which,year,did,the,jameel,gallery,of,islamic,art,opened,?
400,0.1977328509092331,0.19822151958942413,0.18612630665302277,0.09308091551065445,0.17705115675926208,0.20895469188690186,0.0670066773891449,0.1451684534549713,0.08284047245979309,0.05403761938214302,0.14176036417484283,0.14271585643291473
objects,0.23406893014907837,0.30641767382621765,0.13087163865566254,0.16254889965057373,0.24716724455356598,0.09795662760734558,0.24054859578609467,0.23814009130001068,0.16345582902431488,0.27836379408836365,0.08985057473182678,0.15479016304016113
with,0.4080928862094879,0.46403205394744873,0.3220449686050415,0.25472134351730347,0.4223487675189972,0.21164068579673767,0.172745481133461,0.41827285289764404,0.1242700070142746,0.13893495500087738,0.16281741857528687,0.2433311939239502
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.3122138977050781,0.19251246750354767,0.733189046382904,0.27231070399284363,0.20297785103321075,0.28544309735298157,0.22068053483963013
highlight,0.2666685879230499,0.26084786653518677,0.11360621452331543,0.1855459064245224,0.26126983761787415,0.17443184554576874,0.05281069502234459,0.25996389985084534,0.1046082079410553,0.12450678646564484,0.12307088822126389,0.19680358469486237
being,0.33162933588027954,0.4268448054790497,0.2561481297016144,0.27905046939849854,0.419739305973053,0.2375895082950592,0.13942569494247437,0.34885138273239136,0.1907387375831604,0.1493542343378067,0.1315234750509262,0.26743772625923157
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.3122138977050781,0.19251246750354767,0.733189046382904,0.27231070399284363,0.20297785103321075,0.28544309735298157,0.22068053483963013
ardabil,0.289279043674469,0.26320523023605347,0.15938135981559753,0.09647618234157562,0.31399786472320557,0.35737842321395874,0.21173231303691864,0.39263805747032166,0.423108845949173,0.2107386738061905,0.1498761624097824,0.1572667509317398
carpet,0.1638541966676712,0.22219233214855194,0.11829838156700134,0.08150255680084229,0.216116800904274,0.2256195843219757,0.28165873885154724,0.20198528468608856,0.2163163721561432,0.27940142154693604,0.11487369239330292,0.12471306324005127
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.29433247447013855,0.21593497693538666,0.4946078956127167,0.20175659656524658,0.2700960636138916,0.24598844349384308,0.31091248989105225
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.3122138977050781,0.19251246750354767,0.733189046382904,0.27231070399284363,0.20297785103321075,0.28544309735298157,0.22068053483963013
centrepiece,0.3134840130805969,0.39934849739074707,0.16465641558170319,0.20048788189888,0.4030064046382904,0.28111737966537476,0.3709056079387665,0.37105733156204224,0.26772502064704895,0.3452337086200714,0.2704944610595703,0.18626530468463898
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.733189046382904,0.2488299161195755,0.1971534639596939,1.0,0.25656506419181824,0.22648051381111145,0.16720551252365112,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.3122138977050781,0.19251246750354767,0.733189046382904,0.27231070399284363,0.20297785103321075,0.28544309735298157,0.22068053483963013
gallery,0.21665531396865845,0.19994710385799408,0.11597850918769836,0.10746263712644577,0.19251246750354767,0.1521780788898468,1.0,0.1971534639596939,0.12468046694993973,0.5883238911628723,0.249263733625412,0.18202216923236847
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.26996615529060364,0.21326512098312378,0.5352458953857422,0.20520655810832977,0.21795564889907837,0.26111578941345215,0.4130953550338745
