,besides,the,north,sea,and,the,irish,channel,",",what,else,was,lowered,in,the,last,cold,phase,?
the,0.367077499628067,1.0,0.36298373341560364,0.30363768339157104,0.5171257257461548,1.0,0.20936301350593567,0.2860044836997986,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.48711544275283813,0.3243449926376343,0.6662389636039734,1.0,0.3698786795139313,0.2897129952907562,0.29143109917640686,0.22068053483963013
north,0.16947393119335175,0.36298373341560364,1.0,0.3454431891441345,0.2776443064212799,0.36298373341560364,0.1610693484544754,0.1779143512248993,0.31834840774536133,0.18673177063465118,0.09039396047592163,0.29020047187805176,0.1384628415107727,0.39050599932670593,0.36298373341560364,0.1556471288204193,0.22699829936027527,0.12677563726902008,0.11829731613397598
sea,0.13999709486961365,0.30363768339157104,0.3454431891441345,1.0,0.30105236172676086,0.30363768339157104,0.20820876955986023,0.27030596137046814,0.30078184604644775,0.19525039196014404,0.1295221745967865,0.18031850457191467,0.2646830976009369,0.2302369773387909,0.30363768339157104,0.17452025413513184,0.22790871560573578,0.12195836007595062,0.15551945567131042
were,0.2729566991329193,0.3906462490558624,0.22497540712356567,0.21790136396884918,0.42175528407096863,0.3906462490558624,0.1590242087841034,0.11752215772867203,0.36755475401878357,0.22298263013362885,0.11256949603557587,0.590133786201477,0.2733403742313385,0.3815755248069763,0.3906462490558624,0.25959286093711853,0.19094033539295197,0.15020470321178436,0.17890112102031708
dry,0.18823638558387756,0.24019554257392883,0.25270238518714905,0.2625569999217987,0.22237363457679749,0.24019554257392883,0.09432509541511536,0.1042424887418747,0.2684629261493683,0.18359600007534027,0.156307652592659,0.16512928903102875,0.17567554116249084,0.2583382725715637,0.24019554257392883,0.1500547081232071,0.44046372175216675,0.1791396141052246,0.13395056128501892
land,0.1653757393360138,0.28587454557418823,0.2778964936733246,0.355392187833786,0.2874513864517212,0.28587454557418823,0.14796671271324158,0.17374582588672638,0.22220008075237274,0.23411516845226288,0.18130840361118317,0.23751215636730194,0.1597159504890442,0.22871792316436768,0.28587454557418823,0.18268847465515137,0.1757170408964157,0.1054738238453865,0.1432059109210968
",",0.340058833360672,0.4933079481124878,0.31834840774536133,0.30078184604644775,0.6633074283599854,0.4933079481124878,0.24875710904598236,0.18730267882347107,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.45456063747406006,0.22514908015727997,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.2868689298629761,0.17857486009597778,0.31091248989105225
mainly,0.37044745683670044,0.3790479004383087,0.25983187556266785,0.23851604759693146,0.44929978251457214,0.3790479004383087,0.19514521956443787,0.1808030605316162,0.3616383671760559,0.29325804114341736,0.17045074701309204,0.26961684226989746,0.13180281221866608,0.353954017162323,0.3790479004383087,0.20199230313301086,0.12190262228250504,0.15045830607414246,0.07608037441968918
because,0.3957853615283966,0.44596394896507263,0.19460582733154297,0.20932641625404358,0.5069696307182312,0.44596394896507263,0.21381814777851105,0.2112375646829605,0.372031033039093,0.46729007363319397,0.3560856282711029,0.3841400742530823,0.3319259285926819,0.37423941493034363,0.44596394896507263,0.2872610092163086,0.2774897813796997,0.1803138256072998,0.2528740465641022
sea,0.13999709486961365,0.30363768339157104,0.3454431891441345,1.0,0.30105236172676086,0.30363768339157104,0.20820876955986023,0.27030596137046814,0.30078184604644775,0.19525039196014404,0.1295221745967865,0.18031850457191467,0.2646830976009369,0.2302369773387909,0.30363768339157104,0.17452025413513184,0.22790871560573578,0.12195836007595062,0.15551945567131042
level,0.2239130139350891,0.31442487239837646,0.22353820502758026,0.3468961715698242,0.29463574290275574,0.31442487239837646,0.12404852360486984,0.2545797526836395,0.23317520320415497,0.27376922965049744,0.1741480678319931,0.12130098044872284,0.33003759384155273,0.279204785823822,0.31442487239837646,0.11636733263731003,0.1309051811695099,0.17685875296592712,0.20528386533260345
was,0.24878661334514618,0.48711544275283813,0.29020047187805176,0.18031850457191467,0.3740963041782379,0.48711544275283813,0.2472245693206787,0.15624403953552246,0.45456063747406006,0.22111038863658905,0.12499701976776123,1.0000001192092896,0.2698187828063965,0.45514053106307983,0.48711544275283813,0.32424551248550415,0.16259494423866272,0.159205824136734,0.18412111699581146
approximately,0.1754472851753235,0.33137547969818115,0.310242235660553,0.22330090403556824,0.3228789269924164,0.33137547969818115,0.13183514773845673,0.24852590262889862,0.3057648837566376,0.21610312163829803,0.1295064091682434,0.20827944576740265,0.2634144127368927,0.3145860731601715,0.33137547969818115,0.1821971982717514,0.10922849923372269,0.21367061138153076,0.10237617790699005
120,0.04844416677951813,0.19426260888576508,0.14302358031272888,-0.011943351477384567,0.05346276983618736,0.19426260888576508,-0.0857650488615036,0.12605397403240204,0.12570057809352875,-0.039026327431201935,-0.028366487473249435,0.2510603666305542,0.008258652873337269,0.2371283769607544,0.19426260888576508,0.11952833831310272,0.032282885164022446,0.025765007361769676,0.01702505350112915
m,0.18609744310379028,0.15156042575836182,0.16915392875671387,0.18571223318576813,0.24238429963588715,0.15156042575836182,0.08892418444156647,0.14931684732437134,0.27792346477508545,0.23871465027332306,0.19022664427757263,0.19339345395565033,0.07817357033491135,0.12893682718276978,0.15156042575836182,0.14527097344398499,0.11373583227396011,0.13991054892539978,0.2618667185306549
(,0.22793836891651154,0.33289089798927307,0.20408999919891357,0.19181853532791138,0.4862271547317505,0.33289089798927307,0.17355066537857056,0.1557239294052124,0.6363511681556702,0.2411840260028839,0.3322950303554535,0.2980341613292694,0.1497577577829361,0.3087427020072937,0.33289089798927307,0.290768563747406,0.1784229427576065,0.16279959678649902,0.40561532974243164
390,-0.04964832589030266,-0.04787406697869301,0.0792437493801117,0.032043736428022385,0.005355000961571932,-0.04787406697869301,-0.009502922184765339,-0.12162091583013535,-0.04742984101176262,-0.004997712559998035,-0.06679905951023102,0.037779301404953,-0.09356699883937836,0.03871656581759453,-0.04787406697869301,-0.05482760816812515,-0.023666594177484512,-0.08892719447612762,-0.01989002525806427
ft,0.14004769921302795,0.16553674638271332,0.22273914515972137,0.29382768273353577,0.20804522931575775,0.16553674638271332,0.06031416729092598,0.13508203625679016,0.19872617721557617,0.20828482508659363,0.1403014361858368,0.16512228548526764,0.18483701348304749,0.1763954907655716,0.16553674638271332,0.14642943441867828,0.1077846884727478,0.10903682559728622,0.17776548862457275
),0.22768832743167877,0.3456730246543884,0.19693730771541595,0.18647637963294983,0.4961937665939331,0.3456730246543884,0.17551693320274353,0.19096998870372772,0.63033527135849,0.26259949803352356,0.35794275999069214,0.3267642855644226,0.13131140172481537,0.3326910734176636,0.3456730246543884,0.30915912985801697,0.18041756749153137,0.15828311443328857,0.42300865054130554
lower,0.18430601060390472,0.3463275134563446,0.20818813145160675,0.16840431094169617,0.2802542746067047,0.3463275134563446,0.09178471565246582,0.1540602743625641,0.236776202917099,0.20079238712787628,0.17847827076911926,0.1138346716761589,0.5768429040908813,0.27455443143844604,0.3463275134563446,0.12070845067501068,0.1370362788438797,0.13714948296546936,0.08471795171499252
than,0.3378583490848541,0.3227543234825134,0.12535135447978973,0.13665421307086945,0.39361441135406494,0.3227543234825134,0.0953529104590416,0.17678901553153992,0.3371901512145996,0.29388150572776794,0.3254282474517822,0.1872616857290268,0.3158688545227051,0.3270052373409271,0.3227543234825134,0.2129838913679123,0.15743207931518555,0.16908402740955353,0.24917294085025787
today,0.2809460759162903,0.35740926861763,0.23140747845172882,0.17348980903625488,0.37503334879875183,0.35740926861763,0.13728265464305878,0.18548645079135895,0.3282252550125122,0.3814660608768463,0.18250858783721924,0.3137040436267853,0.1990087777376175,0.3300545811653137,0.35740926861763,0.2955802381038666,0.12696832418441772,0.18815986812114716,0.17338968813419342
.,0.28636154532432556,0.5934505462646484,0.3171539604663849,0.2680719196796417,0.588965117931366,0.5934505462646484,0.2006680816411972,0.2489151805639267,0.6812511086463928,0.3567904531955719,0.30548352003097534,0.40146201848983765,0.2595166563987732,0.5591574311256409,0.5934505462646484,0.3548945486545563,0.253801554441452,0.2420554906129837,0.4130953550338745
