,what,is,the,kilogram-force,sometimes,reffered,to,as,?
kilogram-force,0.26763954758644104,0.30803632736206055,0.29878470301628113,1.0,0.2876523733139038,0.2356719821691513,0.28112268447875977,0.2687912881374359,0.27672961354255676
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2848813235759735,0.19618426263332367,0.2951785922050476,0.30882009863853455,0.32029855251312256,0.40561532974243164
kgf,0.1379082053899765,0.16027331352233887,0.14055487513542175,0.5537058115005493,0.0693739578127861,0.2454209327697754,0.12270338088274002,0.13295534253120422,0.2334843873977661
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2864426076412201,0.21177692711353302,0.29801055788993835,0.31236231327056885,0.32161882519721985,0.42300865054130554
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2848813235759735,0.19618426263332367,0.2951785922050476,0.30882009863853455,0.32029855251312256,0.40561532974243164
sometimes,0.34229418635368347,0.3757973313331604,0.35816407203674316,0.2876523733139038,1.0,0.14683105051517487,0.4055429697036743,0.3959874212741852,0.1751544177532196
kilopond,0.2746104598045349,0.31594318151474,0.372927188873291,0.6560033559799194,0.3125261664390564,0.21432852745056152,0.32137441635131836,0.2845308780670166,0.22697466611862183
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2864426076412201,0.21177692711353302,0.29801055788993835,0.31236231327056885,0.32161882519721985,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2864890396595001,0.26600122451782227,0.38155683875083923,0.44245919585227966,0.48816442489624023,0.31091248989105225
is,0.28837618231773376,1.0,0.5823672413825989,0.30803632736206055,0.3757973313331604,0.19831320643424988,0.42745086550712585,0.43216490745544434,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.29878470301628113,0.35816407203674316,0.31033462285995483,0.535392165184021,0.48381632566452026,0.22068053483963013
force,0.16915984451770782,0.22036980092525482,0.2800885736942291,0.5069209337234497,0.1510532647371292,0.1747797429561615,0.24496492743492126,0.19216643273830414,0.1650998443365097
exerted,0.3017116189002991,0.20680226385593414,0.2988557517528534,0.41022226214408875,0.23100943863391876,0.3249983489513397,0.3224106431007385,0.21254786849021912,0.16865482926368713
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.21617521345615387,0.22042182087898254,0.30571651458740234,0.33534231781959534,0.3815547823905945,0.17966607213020325
standard,0.22809998691082,0.23514990508556366,0.29008856415748596,0.3749631941318512,0.21314354240894318,0.17812120914459229,0.1969985067844391,0.22084009647369385,0.17029257118701935
gravity,0.259439080953598,0.2301630824804306,0.22609853744506836,0.44825804233551025,0.18182587623596191,0.14134125411510468,0.23946231603622437,0.1831320971250534,0.18354056775569916
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.19032683968544006,0.20871618390083313,0.3411853611469269,0.41031414270401,0.36047765612602234,0.2714994251728058
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.33483636379241943,0.3097780644893646,0.2026623785495758,0.4025384783744812,0.3954789340496063,0.2673267424106598
kilogram,0.18058444559574127,0.2365434765815735,0.20804980397224426,0.9108783602714539,0.2628438472747803,0.15592209994792938,0.1865043342113495,0.20087094604969025,0.1629064679145813
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2609686255455017,0.296434611082077,0.2719896137714386,0.41548454761505127,0.3886612355709076,0.1826142966747284
mass,0.23905135691165924,0.21063528954982758,0.2284930944442749,0.4002437889575958,0.12734954059123993,0.1807841956615448,0.20907121896743774,0.20994383096694946,0.2076406031847
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.3344297409057617,0.24956031143665314,0.3083341717720032,0.4645031690597534,0.515582263469696,0.4130953550338745
