,on,january,7,",",2016,",",it,was,confirmed,that,which,start,would,join,coldplay,for,the,halftime,show,?
collaborated,0.2856511175632477,0.2723672688007355,-0.11217284202575684,0.3016852140426636,-0.06703626364469528,0.3016852140426636,0.18318194150924683,0.28790363669395447,0.2306797057390213,0.1907569319009781,0.16781020164489746,0.1975346803665161,0.16530737280845642,0.2255564033985138,0.38578665256500244,0.19627490639686584,0.16492803394794464,0.2866460978984833,0.1867842823266983,0.17153695225715637
with,0.40749499201774597,0.21498841047286987,-0.1633719950914383,0.4120737314224243,0.06456093490123749,0.4120737314224243,0.3369046747684479,0.27411898970603943,0.1726243793964386,0.4154358208179474,0.46403205394744873,0.26863762736320496,0.38372042775154114,0.3150412142276764,0.2788647711277008,0.39140474796295166,0.4223487675189972,0.3187163174152374,0.3004990220069885,0.2433311939239502
coldplay,0.328664094209671,0.1838347464799881,-0.20110511779785156,0.27876466512680054,-0.025646686553955078,0.27876466512680054,0.2887067496776581,0.2899988889694214,0.20357553660869598,0.25482890009880066,0.266986221075058,0.20216813683509827,0.25914010405540466,0.15650981664657593,0.9999998807907104,0.2923817038536072,0.2809646725654602,0.5025559067726135,0.28030601143836975,0.2499987930059433
on,0.9999999403953552,0.3576357066631317,-0.10819486528635025,0.49057599902153015,-0.03417709469795227,0.49057599902153015,0.4529881477355957,0.3909217119216919,0.2786523103713989,0.42569106817245483,0.4245251417160034,0.2699633240699768,0.35589995980262756,0.235531285405159,0.328664094209671,0.36199691891670227,0.5107308030128479,0.3158947825431824,0.3708709180355072,0.2714994251728058
the,0.5107308030128479,0.2467057853937149,-0.1142377033829689,0.4933079481124878,0.11571308970451355,0.4933079481124878,0.6251175999641418,0.48711544275283813,0.2951974868774414,0.5473989248275757,0.6521818041801453,0.3656389117240906,0.4133751392364502,0.3205963969230652,0.2809646725654602,0.4739971458911896,1.0,0.31780552864074707,0.319829523563385,0.22068053483963013
single,0.28480544686317444,0.08942655473947525,-0.10965019464492798,0.21322597563266754,-0.0606730654835701,0.21322597563266754,0.26235145330429077,0.22785933315753937,0.200642392039299,0.2703927755355835,0.34546270966529846,0.23142272233963013,0.2524743378162384,0.2098870724439621,0.39245250821113586,0.247688427567482,0.29338565468788147,0.324224591255188,0.24212293326854706,0.2151121199131012
``,-0.03274054825305939,0.0859564021229744,0.017302565276622772,0.09681109338998795,-0.0330972895026207,0.09681109338998795,0.035206809639930725,-0.012679691426455975,0.03826949745416641,0.05285148695111275,0.05178012326359749,0.10742469877004623,0.08063928782939911,0.04601292312145233,-0.043688900768756866,0.01270448137074709,0.029072100296616554,-0.08055625855922699,0.015512588433921337,0.0685480609536171
hymn,0.15253622829914093,0.14815352857112885,-0.055661726742982864,0.22048476338386536,0.007327426224946976,0.22048476338386536,0.18387563526630402,0.21226729452610016,0.103033646941185,0.15097936987876892,0.23427073657512665,0.14595337212085724,0.12917393445968628,0.215696319937706,0.20288200676441193,0.1612643152475357,0.22713270783424377,0.18831829726696014,0.11411269009113312,0.15131041407585144
for,0.36199691891670227,0.27304044365882874,-0.11536749452352524,0.4464869201183319,0.054391246289014816,0.4464869201183319,0.32171204686164856,0.3863949179649353,0.18403750658035278,0.4137635827064514,0.44095608592033386,0.2663039267063141,0.39877474308013916,0.244563028216362,0.2923817038536072,0.9999999403953552,0.4739971458911896,0.31425946950912476,0.3141973614692688,0.264628142118454
the,0.5107308030128479,0.2467057853937149,-0.1142377033829689,0.4933079481124878,0.11571308970451355,0.4933079481124878,0.6251175999641418,0.48711544275283813,0.2951974868774414,0.5473989248275757,0.6521818041801453,0.3656389117240906,0.4133751392364502,0.3205963969230652,0.2809646725654602,0.4739971458911896,1.0,0.31780552864074707,0.319829523563385,0.22068053483963013
weekend,0.31891369819641113,0.21139821410179138,-0.12421657145023346,0.2945350706577301,-0.05456560105085373,0.2945350706577301,0.2506107687950134,0.17549192905426025,0.1102469190955162,0.20707367360591888,0.1872393637895584,0.28785496950149536,0.22438518702983856,0.20215721428394318,0.3233741521835327,0.2303866147994995,0.19240649044513702,0.3516817092895508,0.2708965539932251,0.29261621832847595
'',0.04238596186041832,-0.05028661713004112,-0.0732874795794487,-0.037358131259679794,0.0811200812458992,-0.037358131259679794,-0.016964951530098915,0.04456103965640068,0.084910549223423,0.007880004122853279,-0.03332270681858063,0.05317810922861099,0.02574172429740429,-0.04118485748767853,-0.0542275607585907,-0.04479556903243065,0.041273195296525955,-0.04847588762640953,0.04856986179947853,0.018684765323996544
",",0.49057599902153015,0.4213674068450928,0.07715427130460739,1.0000001192092896,-0.10076791793107986,1.0000001192092896,0.48329564929008484,0.45456063747406006,0.18906112015247345,0.4137537479400635,0.3658004403114319,0.2934366464614868,0.32586824893951416,0.23633374273777008,0.27876466512680054,0.4464869201183319,0.4933079481124878,0.3626100420951843,0.31928569078445435,0.31091248989105225
would,0.35589995980262756,0.2550308406352997,-0.1984405219554901,0.32586824893951416,0.10351062566041946,0.32586824893951416,0.36398744583129883,0.41663143038749695,0.30726590752601624,0.5895259380340576,0.3854503035545349,0.3351765275001526,1.0000001192092896,0.3445580303668976,0.25914010405540466,0.39877474308013916,0.4133751392364502,0.2520970106124878,0.23511441051959991,0.37178951501846313
be,0.37900757789611816,0.184214249253273,-0.23325690627098083,0.39254459738731384,0.06743061542510986,0.39254459738731384,0.5203388929367065,0.42228707671165466,0.22684486210346222,0.6036020517349243,0.476310670375824,0.3203446865081787,0.5202695727348328,0.2038189321756363,0.24400204420089722,0.3801851272583008,0.4248143136501312,0.23832185566425323,0.29246196150779724,0.3324260413646698
making,0.3108430504798889,0.15907986462116241,-0.159209206700325,0.3254455029964447,0.015272346325218678,0.3254455029964447,0.3834436535835266,0.28285154700279236,0.15538139641284943,0.4043114185333252,0.38859307765960693,0.29164552688598633,0.38044995069503784,0.16191236674785614,0.18984241783618927,0.4092673361301422,0.35185980796813965,0.21617494523525238,0.25651848316192627,0.2539324164390564
an,0.3192969560623169,0.247449591755867,-0.07402464002370834,0.3581022024154663,-0.015175946988165379,0.3581022024154663,0.39472338557243347,0.3694365322589874,0.1777935028076172,0.365763783454895,0.3611921966075897,0.1929628849029541,0.2650099992752075,0.16049239039421082,0.166375070810318,0.3236706852912903,0.4207492768764496,0.2023870050907135,0.23366062343120575,0.19793890416622162
appearance,0.2527751624584198,0.13412992656230927,-0.229572132229805,0.2185479998588562,0.042500633746385574,0.2185479998588562,0.22927075624465942,0.2275954782962799,0.1824256330728531,0.2286599576473236,0.27942386269569397,0.17493197321891785,0.18553724884986877,0.15085536241531372,0.2352624088525772,0.23348291218280792,0.2678116261959076,0.3527001738548279,0.45060673356056213,0.17315366864204407
.,0.49257001280784607,0.36771366000175476,-0.00045486254384741187,0.6812511086463928,-0.0580042228102684,0.6812511086463928,0.5593622326850891,0.40146201848983765,0.21654154360294342,0.4460422694683075,0.45942068099975586,0.3501981496810913,0.35067233443260193,0.2342308759689331,0.2623732089996338,0.4726039469242096,0.5934505462646484,0.33941835165023804,0.3016606271266937,0.4130953550338745
