,what,art,historical,style,was,used,in,the,decoration,for,the,northern,part,of,the,museum,?
italian,0.15137425065040588,0.15582555532455444,0.11620228737592697,0.17679092288017273,0.27526864409446716,0.11254885047674179,0.1941935271024704,0.19855095446109772,0.2236057072877884,0.18703393638134003,0.19855095446109772,0.156748965382576,0.1362287402153015,0.20819662511348724,0.19855095446109772,0.07830674201250076,0.1156633123755455
renaissance,0.22905825078487396,0.37710267305374146,0.32550662755966187,0.3401931822299957,0.2764733135700226,0.24042512476444244,0.20993053913116455,0.2050212025642395,0.3238545358181,0.19461236894130707,0.2050212025642395,0.26358404755592346,0.21455271542072296,0.21895526349544525,0.2050212025642395,0.2021889090538025,0.12260647863149643
",",0.3087472915649414,0.2700960636138916,0.2461894154548645,0.2071632742881775,0.45456063747406006,0.3120402991771698,0.5201468467712402,0.4933079481124878,0.2684226334095001,0.4464869201183319,0.4933079481124878,0.29473260045051575,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.20741747319698334,0.31091248989105225
much,0.45316147804260254,0.22760595381259918,0.14369763433933258,0.25158798694610596,0.2580166161060333,0.3209210932254791,0.2725222110748291,0.35023224353790283,0.17764392495155334,0.2994346022605896,0.35023224353790283,0.13106901943683624,0.3357490599155426,0.2671096920967102,0.35023224353790283,0.1407303512096405,0.23442231118679047
use,0.3453877568244934,0.1492377519607544,0.1629611700773239,0.2829517126083374,0.17744606733322144,0.7127541303634644,0.2715643048286438,0.34342584013938904,0.20482583343982697,0.47655582427978516,0.34342584013938904,0.10506048053503036,0.22493810951709747,0.2750902473926544,0.34342584013938904,0.15783165395259857,0.32795652747154236
was,0.22111038863658905,0.20564036071300507,0.18540561199188232,0.17358732223510742,1.0000001192092896,0.23679393529891968,0.45514053106307983,0.48711544275283813,0.23056358098983765,0.3863949179649353,0.48711544275283813,0.22730717062950134,0.3407018780708313,0.4069072902202606,0.48711544275283813,0.21266788244247437,0.18412111699581146
made,0.23419176042079926,0.14836835861206055,0.17150595784187317,0.17099177837371826,0.3433256447315216,0.3574022352695465,0.25271502137184143,0.3885267674922943,0.22888927161693573,0.3147922456264496,0.3885267674922943,0.0962284505367279,0.2793762683868408,0.33167365193367004,0.3885267674922943,0.16088193655014038,0.17218779027462006
of,0.33290785551071167,0.22648051381111145,0.3218611776828766,0.23203764855861664,0.4069072902202606,0.3075267970561981,0.5696388483047485,0.733189046382904,0.3101682662963867,0.4185989499092102,0.733189046382904,0.32586339116096497,0.452393114566803,1.0,0.733189046382904,0.23314370214939117,0.1826142966747284
terracotta,0.1761527955532074,0.2791813313961029,0.28423625230789185,0.25695616006851196,0.2653079330921173,0.3540372848510742,0.2623767554759979,0.2803131341934204,0.42413249611854553,0.2394798994064331,0.2803131341934204,0.21584944427013397,0.1939101666212082,0.2926011085510254,0.2803131341934204,0.3033863604068756,0.11132478713989258
",",0.3087472915649414,0.2700960636138916,0.2461894154548645,0.2071632742881775,0.45456063747406006,0.3120402991771698,0.5201468467712402,0.4933079481124878,0.2684226334095001,0.4464869201183319,0.4933079481124878,0.29473260045051575,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.20741747319698334,0.31091248989105225
brick,0.19906455278396606,0.2206905037164688,0.17829065024852753,0.24495354294776917,0.24581456184387207,0.28049948811531067,0.2567489445209503,0.2380465269088745,0.34797731041908264,0.240924671292305,0.2380465269088745,0.2103702872991562,0.2307676374912262,0.25685781240463257,0.2380465269088745,0.17799286544322968,0.12426483631134033
and,0.31309178471565247,0.2631918787956238,0.21805961430072784,0.2745923101902008,0.3740963041782379,0.3150506615638733,0.4954058527946472,0.5171257257461548,0.2748916745185852,0.5064792633056641,0.5171257257461548,0.2852024435997009,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.21554097533226013,0.20544172823429108
mosaic,0.14306141436100006,0.2377595156431198,0.1984068751335144,0.19428040087223053,0.24306641519069672,0.1888275146484375,0.21105307340621948,0.27219533920288086,0.32735466957092285,0.1802903711795807,0.27219533920288086,0.07836654782295227,0.16347700357437134,0.2979963719844818,0.27219533920288086,0.21566423773765564,0.12222903966903687
",",0.3087472915649414,0.2700960636138916,0.2461894154548645,0.2071632742881775,0.45456063747406006,0.3120402991771698,0.5201468467712402,0.4933079481124878,0.2684226334095001,0.4464869201183319,0.4933079481124878,0.29473260045051575,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.20741747319698334,0.31091248989105225
this,0.5489566326141357,0.23056387901306152,0.23872853815555573,0.2789948880672455,0.3638818562030792,0.3996967375278473,0.45205554366111755,0.6274310946464539,0.2677359879016876,0.5082864165306091,0.6274310946464539,0.21539166569709778,0.38220882415771484,0.45148900151252747,0.6274310946464539,0.19769281148910522,0.3155723512172699
north,0.18673177063465118,0.13842333853244781,0.22053779661655426,0.0861954540014267,0.29020047187805176,0.14014680683612823,0.39050599932670593,0.36298373341560364,0.13933433592319489,0.17560088634490967,0.36298373341560364,0.5398455858230591,0.35967114567756653,0.3604778051376343,0.36298373341560364,0.19029363989830017,0.11829731613397598
façade,0.15778933465480804,0.3093661069869995,0.20742540061473846,0.36777961254119873,0.24647100269794464,0.24202533066272736,0.25095683336257935,0.33251336216926575,0.42406976222991943,0.1945168524980545,0.33251336216926575,0.1641448736190796,0.23749704658985138,0.28033289313316345,0.33251336216926575,0.3074198365211487,0.14144746959209442
was,0.22111038863658905,0.20564036071300507,0.18540561199188232,0.17358732223510742,1.0000001192092896,0.23679393529891968,0.45514053106307983,0.48711544275283813,0.23056358098983765,0.3863949179649353,0.48711544275283813,0.22730717062950134,0.3407018780708313,0.4069072902202606,0.48711544275283813,0.21266788244247437,0.18412111699581146
intended,0.32450535893440247,0.1903129667043686,0.20370563864707947,0.2547988295555115,0.2740823030471802,0.4979482591152191,0.2369074523448944,0.29853108525276184,0.20869851112365723,0.31711438298225403,0.29853108525276184,0.09210623800754547,0.22132299840450287,0.24364815652370453,0.29853108525276184,0.08836307376623154,0.21823447942733765
as,0.31749409437179565,0.19598303735256195,0.2356967031955719,0.2206137776374817,0.3677520453929901,0.35160550475120544,0.3887844979763031,0.48381632566452026,0.25950080156326294,0.44774648547172546,0.48381632566452026,0.2425830066204071,0.2563304007053375,0.3886612355709076,0.48381632566452026,0.15384963154792786,0.27043893933296204
the,0.42745697498321533,0.20297785103321075,0.30835282802581787,0.2331719547510147,0.48711544275283813,0.3718377649784088,0.6662389636039734,1.0,0.3275705873966217,0.4739971458911896,1.0,0.3422943353652954,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
main,0.2344268560409546,0.07540872693061829,0.24560905992984772,0.16068793833255768,0.21035033464431763,0.2582900822162628,0.28862449526786804,0.38631999492645264,0.11574627459049225,0.27491986751556396,0.38631999492645264,0.15631534159183502,0.32072335481643677,0.3177044689655304,0.38631999492645264,0.12107153236865997,0.1665669083595276
entrance,0.20933914184570312,0.23132462799549103,0.20739302039146423,0.17599621415138245,0.24333937466144562,0.19811561703681946,0.215397909283638,0.31372344493865967,0.2752227187156677,0.18154969811439514,0.31372344493865967,0.23026253283023834,0.2566089630126953,0.2534947693347931,0.31372344493865967,0.2587375044822693,0.07963564246892929
to,0.455847829580307,0.22068513929843903,0.22193273901939392,0.2404285967350006,0.3636345863342285,0.40058770775794983,0.45010748505592346,0.535392165184021,0.20693810284137726,0.4451248347759247,0.535392165184021,0.1886475831270218,0.2875264883041382,0.41548454761505127,0.535392165184021,0.1640389859676361,0.29463258385658264
the,0.42745697498321533,0.20297785103321075,0.30835282802581787,0.2331719547510147,0.48711544275283813,0.3718377649784088,0.6662389636039734,1.0,0.3275705873966217,0.4739971458911896,1.0,0.3422943353652954,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
museum,0.1771627515554428,0.5128974318504333,0.24564608931541443,0.0626421719789505,0.21266788244247437,0.15161366760730743,0.2407650351524353,0.24861779808998108,0.2355928272008896,0.15718214213848114,0.24861779808998108,0.143607497215271,0.2040945291519165,0.23314370214939117,0.24861779808998108,1.0000001192092896,0.14128351211547852
with,0.2464839518070221,0.13893495500087738,0.14475785195827484,0.19696997106075287,0.27411898970603943,0.3047430217266083,0.4080928862094879,0.4223487675189972,0.23095154762268066,0.39140474796295166,0.4223487675189972,0.18022236227989197,0.294111043214798,0.41827285289764404,0.4223487675189972,0.08185859024524689,0.2433311939239502
its,0.30393704771995544,0.16629348695278168,0.2611750662326813,0.2043296992778778,0.3518870174884796,0.294392853975296,0.3793783485889435,0.559237003326416,0.2179926186800003,0.2992613911628723,0.559237003326416,0.22242440283298492,0.3693010210990906,0.48690423369407654,0.559237003326416,0.18129056692123413,0.15103481709957123
bronze,0.09919140487909317,0.1786264032125473,0.12640954554080963,0.16114690899848938,0.21250294148921967,0.19291990995407104,0.1848762184381485,0.2526973485946655,0.40189558267593384,0.18907371163368225,0.2526973485946655,0.15147073566913605,0.13029460608959198,0.2355436533689499,0.2526973485946655,0.2092113196849823,0.12390820682048798
doors,0.17951326072216034,0.13657128810882568,0.03571299463510513,0.17911642789840698,0.22551825642585754,0.18609334528446198,0.18483485281467438,0.2340378314256668,0.31745344400405884,0.2094033807516098,0.2340378314256668,0.08497411012649536,0.11280238628387451,0.13909965753555298,0.2340378314256668,0.15460798144340515,0.12192773818969727
designed,0.15902110934257507,0.214391827583313,0.20367297530174255,0.2501359283924103,0.28384989500045776,0.4257775843143463,0.22657902538776398,0.2559613883495331,0.30924129486083984,0.22817277908325195,0.2559613883495331,0.1150723397731781,0.1781352460384369,0.2000347077846527,0.2559613883495331,0.19523267447948456,0.11213942617177963
by,0.2455483376979828,0.2189643532037735,0.1782611459493637,0.20164106786251068,0.4752357602119446,0.27705541253089905,0.370934396982193,0.4408751428127289,0.23158778250217438,0.3248702883720398,0.4408751428127289,0.15989580750465393,0.28271573781967163,0.3646814823150635,0.4408751428127289,0.15592984855175018,0.17966607213020325
james,0.20536290109157562,0.13281607627868652,0.18080610036849976,0.13069798052310944,0.2958067059516907,0.1167444959282875,0.1994210183620453,0.22481533885002136,0.12341339886188507,0.2054290771484375,0.22481533885002136,0.13925369083881378,0.10939797013998032,0.18323110044002533,0.22481533885002136,0.15925109386444092,0.12139993160963058
gamble,0.17394956946372986,0.1551516205072403,0.1434110403060913,0.11944407224655151,0.2394535392522812,0.07159305363893509,0.21576806902885437,0.17621295154094696,0.056433673948049545,0.1788184940814972,0.17621295154094696,0.10736352205276489,0.12353086471557617,0.2270197570323944,0.17621295154094696,0.11878053843975067,0.11599765717983246
&,0.11141876131296158,0.1891014128923416,0.14127764105796814,0.13545219600200653,0.12134000658988953,0.04071924090385437,0.1358654648065567,0.14992168545722961,0.11542098224163055,0.15479104220867157,0.14992168545722961,0.173527330160141,0.1702250838279724,0.19900451600551605,0.14992168545722961,0.18110838532447815,0.12596383690834045
reuben,0.1915624588727951,0.2036464512348175,0.18372951447963715,0.11522403359413147,0.32729944586753845,0.12294729799032211,0.24811337888240814,0.2474769800901413,0.09390437602996826,0.23891806602478027,0.2474769800901413,0.11216291785240173,0.15192270278930664,0.17142564058303833,0.2474769800901413,0.24212568998336792,0.2130155861377716
townroe,0.23440352082252502,0.12050952762365341,0.2372036576271057,0.22472093999385834,0.3018196225166321,0.16000576317310333,0.3227407932281494,0.29075637459754944,0.16907784342765808,0.21844127774238586,0.29075637459754944,0.2810884118080139,0.26748067140579224,0.25313934683799744,0.29075637459754944,0.18091824650764465,0.23078353703022003
having,0.34064167737960815,0.11092238128185272,0.11817441135644913,0.19438904523849487,0.2792723774909973,0.2505834698677063,0.32022708654403687,0.3821379244327545,0.17697256803512573,0.38465240597724915,0.3821379244327545,0.0848420187830925,0.18969279527664185,0.38889452815055847,0.3821379244327545,0.028010420501232147,0.22418256103992462
six,0.1779850870370865,0.16430412232875824,0.1461835354566574,0.06520884484052658,0.3042767345905304,0.13651177287101746,0.3013422191143036,0.3614266812801361,0.13110136985778809,0.2699260711669922,0.3614266812801361,0.17770040035247803,0.2391802966594696,0.3317931592464447,0.3614266812801361,0.1439153552055359,0.15298804640769958
panels,0.16380813717842102,0.23856617510318756,0.14414416253566742,0.26994672417640686,0.167794868350029,0.2965058982372284,0.1841103434562683,0.24509690701961517,0.3487280309200287,0.24037350714206696,0.24509690701961517,0.12156043201684952,0.15959706902503967,0.20957092940807343,0.24509690701961517,0.15761655569076538,0.12462826073169708
depicting,0.16780970990657806,0.3160460889339447,0.2993012070655823,0.20699261128902435,0.1858387142419815,0.262187123298645,0.18864300847053528,0.29021337628364563,0.3528377115726471,0.21183045208454132,0.29021337628364563,0.08514231443405151,0.17022697627544403,0.3379758298397064,0.29021337628364563,0.22900474071502686,0.09648919850587845
:,-0.12022944539785385,-0.006715555675327778,-0.04426801949739456,-0.03884708508849144,0.002802103292196989,-0.13810665905475616,0.020521078258752823,-0.03403344005346298,0.05776724964380264,-0.02522280067205429,-0.03403344005346298,-0.09943497180938721,0.012250585481524467,-0.08807745575904846,-0.03403344005346298,-0.09555457532405853,-0.07156077772378922
humphry,0.1648697406053543,0.21008796989917755,0.14055241644382477,0.10931955277919769,0.2887604534626007,0.19437195360660553,0.21613894402980804,0.17896400392055511,0.16086043417453766,0.203471377491951,0.17896400392055511,0.21797387301921844,0.0639830231666565,0.19543413817882538,0.17896400392055511,0.2631976902484894,0.22881247103214264
davy,0.1920226663351059,0.13067878782749176,0.1485578864812851,0.04999467730522156,0.2311696708202362,0.1817193180322647,0.18281042575836182,0.23676380515098572,0.1244400143623352,0.24894477427005768,0.23676380515098572,0.05469338595867157,0.12892642617225647,0.19636495411396027,0.23676380515098572,0.2324269711971283,0.1402597427368164
(,0.2411840260028839,0.1266477406024933,0.1550343930721283,0.1627875566482544,0.2980341613292694,0.19005385041236877,0.3087427020072937,0.33289089798927307,0.18856556713581085,0.3357032239437103,0.33289089798927307,0.21831387281417847,0.2208257019519806,0.35032153129577637,0.33289089798927307,0.15624505281448364,0.40561532974243164
chemistry,0.25086724758148193,0.24376747012138367,0.17840425670146942,0.12832774221897125,0.15839804708957672,0.19462691247463226,0.22757266461849213,0.16179440915584564,0.17030848562717438,0.20551735162734985,0.16179440915584564,0.08212742209434509,0.18936152756214142,0.2278279960155487,0.16179440915584564,0.17129658162593842,0.1710113137960434
),0.26259949803352356,0.1455603688955307,0.1678861379623413,0.19838260114192963,0.3267642855644226,0.1905621439218521,0.3326910734176636,0.3456730246543884,0.22247299551963806,0.3639558255672455,0.3456730246543884,0.19624486565589905,0.24734117090702057,0.3680361211299896,0.3456730246543884,0.15237168967723846,0.42300865054130554
;,0.10986888408660889,0.10231279581785202,0.1319541186094284,0.10324172675609589,0.0754367932677269,0.11651374399662018,0.092739537358284,0.09152708947658539,0.059370819479227066,0.0293948445469141,0.09152708947658539,0.1101643294095993,0.17379768192768097,0.054534342139959335,0.09152708947658539,0.11569859832525253,0.10349778085947037
isaac,0.19571390748023987,0.13349276781082153,0.13338905572891235,0.12564894556999207,0.30599451065063477,0.07603112608194351,0.16879957914352417,0.15343432128429413,0.16188518702983856,0.14826206862926483,0.15343432128429413,0.11535525321960449,0.14448560774326324,0.16408409178256989,0.15343432128429413,0.16598744690418243,0.1153682991862297
newton,0.20841743052005768,0.05109244957566261,0.15934033691883087,0.07912302017211914,0.25264593958854675,0.1013568639755249,0.23639483749866486,0.1876603662967682,0.11808277666568756,0.18168501555919647,0.1876603662967682,0.11716082692146301,0.11954609304666519,0.18479612469673157,0.1876603662967682,0.04816095903515816,0.09645649790763855
(,0.2411840260028839,0.1266477406024933,0.1550343930721283,0.1627875566482544,0.2980341613292694,0.19005385041236877,0.3087427020072937,0.33289089798927307,0.18856556713581085,0.3357032239437103,0.33289089798927307,0.21831387281417847,0.2208257019519806,0.35032153129577637,0.33289089798927307,0.15624505281448364,0.40561532974243164
astronomy,0.24302026629447937,0.2661020755767822,0.2641361355781555,0.12899097800254822,0.2346394956111908,0.23680967092514038,0.21906150877475739,0.21570739150047302,0.20676136016845703,0.2158007025718689,0.21570739150047302,0.21117505431175232,0.19154556095600128,0.2611670196056366,0.21570739150047302,0.2413906455039978,0.09398981928825378
),0.26259949803352356,0.1455603688955307,0.1678861379623413,0.19838260114192963,0.3267642855644226,0.1905621439218521,0.3326910734176636,0.3456730246543884,0.22247299551963806,0.3639558255672455,0.3456730246543884,0.19624486565589905,0.24734117090702057,0.3680361211299896,0.3456730246543884,0.15237168967723846,0.42300865054130554
;,0.10986888408660889,0.10231279581785202,0.1319541186094284,0.10324172675609589,0.0754367932677269,0.11651374399662018,0.092739537358284,0.09152708947658539,0.059370819479227066,0.0293948445469141,0.09152708947658539,0.1101643294095993,0.17379768192768097,0.054534342139959335,0.09152708947658539,0.11569859832525253,0.10349778085947037
james,0.20536290109157562,0.13281607627868652,0.18080610036849976,0.13069798052310944,0.2958067059516907,0.1167444959282875,0.1994210183620453,0.22481533885002136,0.12341339886188507,0.2054290771484375,0.22481533885002136,0.13925369083881378,0.10939797013998032,0.18323110044002533,0.22481533885002136,0.15925109386444092,0.12139993160963058
watt,0.12468069046735764,0.20226511359214783,0.08840680867433548,0.12201976776123047,0.20568017661571503,0.1704828441143036,0.14650258421897888,0.1903349757194519,0.21116891503334045,0.19073650240898132,0.1903349757194519,0.1366509646177292,0.0836717039346695,0.21599632501602173,0.1903349757194519,0.12793804705142975,0.16354146599769592
(,0.2411840260028839,0.1266477406024933,0.1550343930721283,0.1627875566482544,0.2980341613292694,0.19005385041236877,0.3087427020072937,0.33289089798927307,0.18856556713581085,0.3357032239437103,0.33289089798927307,0.21831387281417847,0.2208257019519806,0.35032153129577637,0.33289089798927307,0.15624505281448364,0.40561532974243164
mechanics,0.3135516941547394,0.16437295079231262,0.17293404042720795,0.1898563802242279,0.190043106675148,0.1948109120130539,0.19751228392124176,0.25626060366630554,0.1826290637254715,0.18680281937122345,0.25626060366630554,0.09691952168941498,0.1900785118341446,0.27608323097229004,0.25626060366630554,0.08682162314653397,0.15634238719940186
),0.26259949803352356,0.1455603688955307,0.1678861379623413,0.19838260114192963,0.3267642855644226,0.1905621439218521,0.3326910734176636,0.3456730246543884,0.22247299551963806,0.3639558255672455,0.3456730246543884,0.19624486565589905,0.24734117090702057,0.3680361211299896,0.3456730246543884,0.15237168967723846,0.42300865054130554
;,0.10986888408660889,0.10231279581785202,0.1319541186094284,0.10324172675609589,0.0754367932677269,0.11651374399662018,0.092739537358284,0.09152708947658539,0.059370819479227066,0.0293948445469141,0.09152708947658539,0.1101643294095993,0.17379768192768097,0.054534342139959335,0.09152708947658539,0.11569859832525253,0.10349778085947037
bramante,0.23055784404277802,0.2479652315378189,0.13980866968631744,0.2289278209209442,0.29197558760643005,0.12450731545686722,0.1649848073720932,0.18221262097358704,0.3235374093055725,0.15881995856761932,0.18221262097358704,0.11261231452226639,0.15337640047073364,0.16950640082359314,0.18221262097358704,0.17344093322753906,0.2364172786474228
(,0.2411840260028839,0.1266477406024933,0.1550343930721283,0.1627875566482544,0.2980341613292694,0.19005385041236877,0.3087427020072937,0.33289089798927307,0.18856556713581085,0.3357032239437103,0.33289089798927307,0.21831387281417847,0.2208257019519806,0.35032153129577637,0.33289089798927307,0.15624505281448364,0.40561532974243164
architecture,0.23286667466163635,0.4339444041252136,0.3297978639602661,0.37103867530822754,0.2264874130487442,0.17630843818187714,0.2624244689941406,0.24488379061222076,0.3817620873451233,0.18863317370414734,0.24488379061222076,0.15711908042430878,0.21366946399211884,0.2756515443325043,0.24488379061222076,0.2689494788646698,0.14343059062957764
),0.26259949803352356,0.1455603688955307,0.1678861379623413,0.19838260114192963,0.3267642855644226,0.1905621439218521,0.3326910734176636,0.3456730246543884,0.22247299551963806,0.3639558255672455,0.3456730246543884,0.19624486565589905,0.24734117090702057,0.3680361211299896,0.3456730246543884,0.15237168967723846,0.42300865054130554
;,0.10986888408660889,0.10231279581785202,0.1319541186094284,0.10324172675609589,0.0754367932677269,0.11651374399662018,0.092739537358284,0.09152708947658539,0.059370819479227066,0.0293948445469141,0.09152708947658539,0.1101643294095993,0.17379768192768097,0.054534342139959335,0.09152708947658539,0.11569859832525253,0.10349778085947037
michelangelo,0.2171591967344284,0.30161380767822266,0.1478862464427948,0.19639426469802856,0.2559930086135864,0.17197400331497192,0.19959935545921326,0.1876763552427292,0.30881741642951965,0.1730491667985916,0.1876763552427292,0.1316870003938675,0.2081928253173828,0.1672085076570511,0.1876763552427292,0.2298838198184967,0.19637954235076904
(,0.2411840260028839,0.1266477406024933,0.1550343930721283,0.1627875566482544,0.2980341613292694,0.19005385041236877,0.3087427020072937,0.33289089798927307,0.18856556713581085,0.3357032239437103,0.33289089798927307,0.21831387281417847,0.2208257019519806,0.35032153129577637,0.33289089798927307,0.15624505281448364,0.40561532974243164
sculpture,0.16644549369812012,0.4837363064289093,0.24925117194652557,0.19168709218502045,0.23845447599887848,0.1971001774072647,0.23036405444145203,0.23690329492092133,0.4550115168094635,0.17596618831157684,0.23690329492092133,0.15982501208782196,0.17495131492614746,0.2746802270412445,0.23690329492092133,0.405792236328125,0.1571214497089386
),0.26259949803352356,0.1455603688955307,0.1678861379623413,0.19838260114192963,0.3267642855644226,0.1905621439218521,0.3326910734176636,0.3456730246543884,0.22247299551963806,0.3639558255672455,0.3456730246543884,0.19624486565589905,0.24734117090702057,0.3680361211299896,0.3456730246543884,0.15237168967723846,0.42300865054130554
;,0.10986888408660889,0.10231279581785202,0.1319541186094284,0.10324172675609589,0.0754367932677269,0.11651374399662018,0.092739537358284,0.09152708947658539,0.059370819479227066,0.0293948445469141,0.09152708947658539,0.1101643294095993,0.17379768192768097,0.054534342139959335,0.09152708947658539,0.11569859832525253,0.10349778085947037
titian,0.12173138558864594,0.28000131249427795,0.18836714327335358,0.2062341272830963,0.16094043850898743,0.1472335010766983,0.13040389120578766,0.1482429951429367,0.2864087224006653,0.12218806892633438,0.1482429951429367,0.08467186242341995,0.11880894005298615,0.1816166192293167,0.1482429951429367,0.1950414478778839,0.19106589257717133
(,0.2411840260028839,0.1266477406024933,0.1550343930721283,0.1627875566482544,0.2980341613292694,0.19005385041236877,0.3087427020072937,0.33289089798927307,0.18856556713581085,0.3357032239437103,0.33289089798927307,0.21831387281417847,0.2208257019519806,0.35032153129577637,0.33289089798927307,0.15624505281448364,0.40561532974243164
painting,0.24190671741962433,0.5437445640563965,0.1874544620513916,0.28768664598464966,0.22054141759872437,0.181430384516716,0.22482578456401825,0.20519959926605225,0.37115660309791565,0.20506258308887482,0.20519959926605225,0.1347724348306656,0.13297633826732635,0.22635287046432495,0.20519959926605225,0.3381798565387726,0.18062187731266022
),0.26259949803352356,0.1455603688955307,0.1678861379623413,0.19838260114192963,0.3267642855644226,0.1905621439218521,0.3326910734176636,0.3456730246543884,0.22247299551963806,0.3639558255672455,0.3456730246543884,0.19624486565589905,0.24734117090702057,0.3680361211299896,0.3456730246543884,0.15237168967723846,0.42300865054130554
;,0.10986888408660889,0.10231279581785202,0.1319541186094284,0.10324172675609589,0.0754367932677269,0.11651374399662018,0.092739537358284,0.09152708947658539,0.059370819479227066,0.0293948445469141,0.09152708947658539,0.1101643294095993,0.17379768192768097,0.054534342139959335,0.09152708947658539,0.11569859832525253,0.10349778085947037
thus,0.30745524168014526,0.14038605988025665,0.13448837399482727,0.1991598755121231,0.22773678600788116,0.2586517930030823,0.26358214020729065,0.4036877751350403,0.2223789095878601,0.35466766357421875,0.4036877751350403,0.137918159365654,0.20071153342723846,0.3487406373023987,0.4036877751350403,0.03562311455607414,0.18769288063049316
representing,0.1524650901556015,0.14007897675037384,0.21658681333065033,0.1331711858510971,0.2130533903837204,0.25136953592300415,0.3327813446521759,0.35762789845466614,0.254851371049881,0.32728907465934753,0.35762789845466614,0.22716043889522552,0.26596707105636597,0.42015817761421204,0.35762789845466614,0.09414099901914597,0.10637413710355759
the,0.42745697498321533,0.20297785103321075,0.30835282802581787,0.2331719547510147,0.48711544275283813,0.3718377649784088,0.6662389636039734,1.0,0.3275705873966217,0.4739971458911896,1.0,0.3422943353652954,0.527681291103363,0.733189046382904,1.0,0.24861779808998108,0.22068053483963013
range,0.19613829255104065,0.10631529986858368,0.1620168536901474,0.15717534720897675,0.1336074322462082,0.23457826673984528,0.2084861844778061,0.2311336100101471,0.11878957599401474,0.2565288841724396,0.2311336100101471,0.23024849593639374,0.28296032547950745,0.234999418258667,0.2311336100101471,0.05902322754263878,0.1204894632101059
of,0.33290785551071167,0.22648051381111145,0.3218611776828766,0.23203764855861664,0.4069072902202606,0.3075267970561981,0.5696388483047485,0.733189046382904,0.3101682662963867,0.4185989499092102,0.733189046382904,0.32586339116096497,0.452393114566803,1.0,0.733189046382904,0.23314370214939117,0.1826142966747284
