,along,with,marine,engines,and,industrial,units,",",in,what,machines,was,compounding,popular,?
for,0.249526709318161,0.39140474796295166,0.19650663435459137,0.19945158064365387,0.5064792633056641,0.2770422399044037,0.24534544348716736,0.4464869201183319,0.4322226941585541,0.3017193675041199,0.2706963121891022,0.3863949179649353,0.2905847132205963,0.30736467242240906,0.264628142118454
road,0.3328495919704437,0.21253445744514465,0.17061683535575867,0.16842490434646606,0.21445010602474213,0.18816852569580078,0.09578286856412888,0.1889011263847351,0.23586870729923248,0.14859327673912048,0.11717954277992249,0.21728332340717316,0.12778399884700775,0.10351715981960297,0.10894691944122314
engines,0.10451225191354752,0.21779674291610718,0.1420617550611496,1.0000001192092896,0.21148960292339325,0.3049415349960327,0.27563780546188354,0.20245449244976044,0.18084456026554108,0.1634974628686905,0.3918200731277466,0.18948708474636078,0.2879071533679962,0.16749583184719086,0.18940703570842743
and,0.4213258922100067,0.5477725267410278,0.24699723720550537,0.21148960292339325,1.0,0.3274568021297455,0.2126137614250183,0.6633074283599854,0.4954058527946472,0.31309178471565247,0.2919604778289795,0.3740963041782379,0.27331241965293884,0.3164171278476715,0.20544172823429108
almost,0.2404780238866806,0.3421899080276489,0.17912474274635315,0.26610755920410156,0.36736544966697693,0.1595502495765686,0.21822552382946014,0.3425607979297638,0.3422279357910156,0.2467888444662094,0.23113326728343964,0.2474903166294098,0.20219023525714874,0.19250471889972687,0.1372147500514984
universal,0.11152379214763641,0.1955629140138626,0.09846773743629456,0.08647601306438446,0.22791598737239838,0.20689499378204346,0.14106485247612,0.23720639944076538,0.17730140686035156,0.20640362799167633,0.25816109776496887,0.210410475730896,0.20618468523025513,0.20822390913963318,0.2074412703514099
for,0.249526709318161,0.39140474796295166,0.19650663435459137,0.19945158064365387,0.5064792633056641,0.2770422399044037,0.24534544348716736,0.4464869201183319,0.4322226941585541,0.3017193675041199,0.2706963121891022,0.3863949179649353,0.2905847132205963,0.30736467242240906,0.264628142118454
marine,0.23077262938022614,0.19302231073379517,0.9999999403953552,0.1420617550611496,0.24699723720550537,0.2368510365486145,0.2604849934577942,0.231239914894104,0.24858763813972473,0.15737493336200714,0.16105574369430542,0.14990459382534027,0.1916746199131012,0.10929203033447266,0.1407923698425293
engines,0.10451225191354752,0.21779674291610718,0.1420617550611496,1.0000001192092896,0.21148960292339325,0.3049415349960327,0.27563780546188354,0.20245449244976044,0.18084456026554108,0.1634974628686905,0.3918200731277466,0.18948708474636078,0.2879071533679962,0.16749583184719086,0.18940703570842743
after,0.2816265821456909,0.33843478560447693,0.15975195169448853,0.18249601125717163,0.3765919506549835,0.2044745236635208,0.1400182545185089,0.38860568404197693,0.44050168991088867,0.21973377466201782,0.182349294424057,0.49306565523147583,0.19390618801116943,0.18715699017047882,0.16608688235282898
1880,0.009362312033772469,0.0049948422238230705,0.16146042943000793,0.11496571451425552,0.03563316538929939,-0.031739264726638794,0.05256319046020508,0.028594277799129486,0.04348104074597359,0.08119592815637589,0.03569275513291359,-0.05979476869106293,0.10258834809064865,-0.13204053044319153,0.07120001316070557
;,0.04494662955403328,0.12944702804088593,0.07200813293457031,-0.004980872385203838,0.08403264731168747,0.011297528631985188,0.09370802342891693,0.04938793554902077,0.092739537358284,0.10986888408660889,-0.042604923248291016,0.0754367932677269,0.03347131982445717,0.09031965583562851,0.10349778085947037
it,0.23895776271820068,0.3369046747684479,0.1841871291399002,0.2587372362613678,0.40957894921302795,0.2930006682872772,0.21117368340492249,0.48329564929008484,0.5130809545516968,0.45803478360176086,0.23724479973316193,0.4577186405658722,0.2514593005180359,0.29535067081451416,0.25732165575027466
was,0.24175575375556946,0.27411898970603943,0.14990459382534027,0.18948708474636078,0.3740963041782379,0.2614017128944397,0.20471836626529694,0.45456063747406006,0.45514053106307983,0.22111038863658905,0.18074968457221985,1.0000001192092896,0.13572673499584198,0.2916531562805176,0.18412111699581146
not,0.21075627207756042,0.3409014642238617,0.1892407089471817,0.24523323774337769,0.39099299907684326,0.18715240061283112,0.24219836294651031,0.3769696354866028,0.3403114080429077,0.5449194312095642,0.2967908978462219,0.2888734042644501,0.2975088059902191,0.20684370398521423,0.41942933201789856
universally,0.14358878135681152,0.23205702006816864,0.06660312414169312,0.11375734210014343,0.2741870582103729,0.18925166130065918,0.14020811021327972,0.25256139039993286,0.21270988881587982,0.33443203568458557,0.30917200446128845,0.2689116597175598,0.27447307109832764,0.26426610350608826,0.2618650197982788
popular,0.16040678322315216,0.22570717334747314,0.10929203033447266,0.16749583184719086,0.3164171278476715,0.2780130207538605,0.04082699865102768,0.2819201350212097,0.3157482445240021,0.186283677816391,0.2211686670780182,0.2916531562805176,0.19683460891246796,1.0,0.13108457624912262
in,0.3603311777114868,0.4080928862094879,0.24858763813972473,0.18084456026554108,0.4954058527946472,0.3118434548377991,0.24701444804668427,0.5201468467712402,1.0,0.30808621644973755,0.2209317833185196,0.45514053106307983,0.20182771980762482,0.3157482445240021,0.20430970191955566
railway,0.22928255796432495,0.13719378411769867,0.1574668437242508,0.23705577850341797,0.19695477187633514,0.3146052658557892,0.31170499324798584,0.21531596779823303,0.2326211929321289,0.16704553365707397,0.21409527957439423,0.20427824556827545,0.10561233013868332,0.1506107747554779,0.07994066178798676
locomotives,0.12481763958930969,0.17084451019763947,0.17191484570503235,0.4945548176765442,0.1988791525363922,0.29123803973197937,0.4097992777824402,0.19764263927936554,0.17941859364509583,0.12965811789035797,0.3085976839065552,0.15560707449913025,0.20085693895816803,0.1611957848072052,0.13195066154003143
where,0.3530636131763458,0.4142743945121765,0.18294478952884674,0.14921875298023224,0.43859338760375977,0.23779618740081787,0.1630878746509552,0.3149496018886566,0.5344807505607605,0.4457937180995941,0.27511492371559143,0.20731619000434875,0.24909266829490662,0.2174384891986847,0.24793872237205505
it,0.23895776271820068,0.3369046747684479,0.1841871291399002,0.2587372362613678,0.40957894921302795,0.2930006682872772,0.21117368340492249,0.48329564929008484,0.5130809545516968,0.45803478360176086,0.23724479973316193,0.4577186405658722,0.2514593005180359,0.29535067081451416,0.25732165575027466
was,0.24175575375556946,0.27411898970603943,0.14990459382534027,0.18948708474636078,0.3740963041782379,0.2614017128944397,0.20471836626529694,0.45456063747406006,0.45514053106307983,0.22111038863658905,0.18074968457221985,1.0000001192092896,0.13572673499584198,0.2916531562805176,0.18412111699581146
often,0.2906119227409363,0.41081544756889343,0.21087858080863953,0.17119567096233368,0.42465832829475403,0.22617854177951813,0.1708149015903473,0.24139221012592316,0.3380797803401947,0.3849453330039978,0.35235682129859924,0.2700076997280121,0.3797283172607422,0.3764054477214813,0.23748154938220978
perceived,0.11907117068767548,0.22974033653736115,0.14147107303142548,0.154993936419487,0.24759353697299957,0.2003156542778015,0.2071904093027115,0.21034355461597443,0.1872926652431488,0.35275155305862427,0.22803142666816711,0.22454136610031128,0.23654530942440033,0.15918177366256714,0.20685844123363495
as,0.31813573837280273,0.40387406945228577,0.21632720530033112,0.17400804162025452,0.49487000703811646,0.20984408259391785,0.20228685438632965,0.48816442489624023,0.3887844979763031,0.31749409437179565,0.2588748633861542,0.3677520453929901,0.3089309334754944,0.2382158637046814,0.27043893933296204
complicated,0.14954526722431183,0.24602000415325165,0.12392810732126236,0.17433451116085052,0.2878640592098236,0.17238150537014008,0.1746692806482315,0.30891942977905273,0.2114717811346054,0.34040677547454834,0.3524973392486572,0.1945992410182953,0.33057910203933716,0.2913978397846222,0.23008595407009125
.,0.27491724491119385,0.4446153938770294,0.2793916165828705,0.24894580245018005,0.588965117931366,0.2738547623157501,0.2587635815143585,0.6812511086463928,0.5591574311256409,0.3567904531955719,0.22565115988254547,0.40146201848983765,0.2173369824886322,0.2864297032356262,0.4130953550338745
