,how,much,potential,economic,growth,could,the,united,states,amass,if,everyone,went,through,more,schooling,?
completed,0.2009071707725525,0.19402572512626648,0.1763186901807785,0.15571095049381256,0.16741012036800385,0.18384581804275513,0.29278936982154846,0.19354301691055298,0.18147212266921997,0.16433726251125336,0.17459987103939056,0.13875821232795715,0.2885144352912903,0.20918557047843933,0.23426322638988495,0.27289068698883057,0.08272653818130493
just,0.41178324818611145,0.4764378070831299,0.3256760239601135,0.18246431648731232,0.1803990751504898,0.4842248260974884,0.40061673521995544,0.20634333789348602,0.2132861316204071,0.29396504163742065,0.5014921426773071,0.44328224658966064,0.23408830165863037,0.2714075446128845,0.4423702657222748,0.3020058572292328,0.4144178032875061
one,0.3213292360305786,0.3110751807689667,0.3284100592136383,0.17755547165870667,0.17276571691036224,0.35166996717453003,0.5514441132545471,0.28796783089637756,0.2856254577636719,0.279300332069397,0.37931159138679504,0.31525227427482605,0.25320643186569214,0.252647340297699,0.42017561197280884,0.24202662706375122,0.2673267424106598
more,0.4319567084312439,0.5936280488967896,0.33727627992630005,0.2351950705051422,0.24925704300403595,0.4129549562931061,0.39758381247520447,0.1760239452123642,0.22187471389770508,0.31186753511428833,0.3938486874103546,0.2835237979888916,0.1588897556066513,0.2341902107000351,1.0,0.25861892104148865,0.27894994616508484
year,0.19631797075271606,0.2093992531299591,0.09143698960542679,0.11479319632053375,0.1888519674539566,0.17617186903953552,0.3609684407711029,0.23911906778812408,0.24276629090309143,0.20951969921588898,0.23539488017559052,0.19451908767223358,0.2551687955856323,0.14608070254325867,0.2547462582588196,0.1589396893978119,0.18315006792545319
of,0.2480744868516922,0.2671096920967102,0.2684917747974396,0.3030148148536682,0.2679378092288971,0.29043012857437134,0.733189046382904,0.3187655806541443,0.30884552001953125,0.33640721440315247,0.2557544410228729,0.12618285417556763,0.2527906000614166,0.3647414743900299,0.30478984117507935,0.2633171081542969,0.1826142966747284
school,0.11585085093975067,0.13289304077625275,0.09386208653450012,0.1459326446056366,0.1250261515378952,0.15214446187019348,0.22953221201896667,0.2464505136013031,0.23234744369983673,0.14103099703788757,0.09458249062299728,0.26495352387428284,0.3504471778869629,0.17572128772735596,0.1141543760895729,0.7211902141571045,0.15091250836849213
",",0.22659391164779663,0.36182254552841187,0.23060423135757446,0.2340485155582428,0.2218456119298935,0.27399855852127075,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.30111926794052124,0.257730096578598,0.2942839562892914,0.29013195633888245,0.3060276508331299,0.3696524500846863,0.26933252811431885,0.31091248989105225
it,0.36714982986450195,0.48116767406463623,0.22285383939743042,0.2075573205947876,0.2740481495857239,0.329755574464798,0.6251175999641418,0.28033962845802307,0.3072223365306854,0.23549039661884308,0.35967332124710083,0.33954963088035583,0.20512190461158752,0.3374522924423218,0.42550966143608093,0.2270432412624359,0.25732165575027466
would,0.43239715695381165,0.41720274090766907,0.4016842544078827,0.2501782774925232,0.19281575083732605,0.8068214654922485,0.4133751392364502,0.20624218881130219,0.2281532734632492,0.2723132371902466,0.5543612837791443,0.3764569163322449,0.36659005284309387,0.25157630443573,0.446984201669693,0.21348857879638672,0.37178951501846313
add,0.3019906282424927,0.2713031768798828,0.24875259399414062,0.12033803015947342,0.13958263397216797,0.30019477009773254,0.22751019895076752,0.22542467713356018,0.24986377358436584,0.25661933422088623,0.5133745670318604,0.2648903429508209,0.08401206880807877,0.13335086405277252,0.3068007230758667,0.12409025430679321,0.37847816944122314
an,0.2520636022090912,0.2866077721118927,0.28476187586784363,0.15034084022045135,0.1870514452457428,0.24300263822078705,0.4207492768764496,0.15972375869750977,0.2041347622871399,0.2893330454826355,0.26347705721855164,0.23242242634296417,0.1684015691280365,0.208332821726799,0.316240519285202,0.16675515472888947,0.19793890416622162
additional,0.22369614243507385,0.22581768035888672,0.29373711347579956,0.1831066906452179,0.14008334279060364,0.25753453373908997,0.2539002597332001,0.16237109899520874,0.1584399938583374,0.1715628057718277,0.2871832549571991,0.21856527030467987,0.08003437519073486,0.14756256341934204,0.30313533544540405,0.1492767482995987,0.24309562146663666
$,0.18718640506267548,0.205519899725914,0.2069198042154312,0.19738967716693878,0.1824886053800583,0.18696258962154388,0.23367542028427124,0.24067075550556183,0.25376713275909424,0.2783348262310028,0.28158438205718994,0.20873482525348663,0.21214887499809265,0.11759123206138611,0.24537016451358795,0.14923980832099915,0.2786129117012024
105,0.11153377592563629,0.11238133162260056,-0.050166163593530655,0.08181219547986984,0.10511073470115662,0.11317146569490433,0.1126137226819992,0.015155605971813202,0.02540510706603527,0.09700959175825119,0.15184709429740906,0.09942799061536789,0.09180654585361481,0.05942366644740105,0.1359408050775528,0.0897422805428505,0.1772395223379135
billion,0.2582297921180725,0.2614055871963501,0.22943967580795288,0.20660744607448578,0.24626819789409637,0.2067616879940033,0.2162325382232666,0.21774736046791077,0.2332400530576706,0.35107797384262085,0.21534733474254608,0.1266808807849884,0.12743382155895233,0.14659744501113892,0.31486132740974426,0.11794369667768478,0.25791820883750916
in,0.2601168751716614,0.2725222110748291,0.204794779419899,0.22027181088924408,0.2819603681564331,0.29357993602752686,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.2004040777683258,0.2589588761329651,0.20111700892448425,0.30470821261405945,0.38533157110214233,0.32563260197639465,0.2776888310909271,0.20430970191955566
growth,0.20989903807640076,0.2974993884563446,0.28361746668815613,0.4732155203819275,1.0000001192092896,0.12511534988880157,0.2912366986274719,0.17530947923660278,0.1767372190952301,0.17505237460136414,0.17337800562381744,0.11912162601947784,0.13586391508579254,0.2317325323820114,0.24925704300403595,0.2985876798629761,0.07547862827777863
to,0.44169697165489197,0.40610215067863464,0.3595958650112152,0.26856908202171326,0.2701800763607025,0.5461788773536682,0.535392165184021,0.2715383470058441,0.2828785181045532,0.21467050909996033,0.4559597074985504,0.33541402220726013,0.33234721422195435,0.4062686562538147,0.47084665298461914,0.305494099855423,0.29463258385658264
the,0.33890387415885925,0.35023224353790283,0.27955570816993713,0.282455176115036,0.2912366986274719,0.35393214225769043,1.0,0.34367692470550537,0.3463578522205353,0.2843348979949951,0.33724796772003174,0.26820138096809387,0.3345835506916046,0.44071322679519653,0.39758381247520447,0.23840026557445526,0.22068053483963013
country,0.17206698656082153,0.254434198141098,0.13710740208625793,0.28465786576271057,0.21119706332683563,0.1958961933851242,0.30432501435279846,0.3808354437351227,0.4065426290035248,0.1700434684753418,0.18476323783397675,0.14438891410827637,0.21743865311145782,0.17511385679244995,0.16735000908374786,0.14492014050483704,0.12647280097007751
's,-0.026164190843701363,0.06731651723384857,-0.1107819452881813,0.0034841743763536215,-0.008487226441502571,0.02905246801674366,-0.01540423184633255,-0.03853745758533478,-0.004298824816942215,0.10761016607284546,-0.0015437148977071047,0.12848050892353058,0.0411166250705719,-0.020649312064051628,0.032942235469818115,0.020758578553795815,-0.023395681753754616
economy,0.24316272139549255,0.31323134899139404,0.2308950424194336,0.734853208065033,0.48972833156585693,0.1867925375699997,0.24644890427589417,0.1988813877105713,0.2084074169397354,0.20862753689289093,0.14520956575870514,0.19280342757701874,0.17006760835647583,0.16849173605442047,0.2642498016357422,0.29493048787117004,0.11486924439668655
over,0.31446483731269836,0.3711091876029968,0.26442527770996094,0.1459772288799286,0.17924273014068604,0.3118501901626587,0.39856547117233276,0.25157564878463745,0.2563806474208832,0.2939137816429138,0.2865285277366638,0.2034318447113037,0.23968729376792908,0.38297292590141296,0.452426552772522,0.1866333782672882,0.25742942094802856
five,0.20553050935268402,0.13753974437713623,0.09052279591560364,0.15002723038196564,0.1483587622642517,0.22732430696487427,0.41977158188819885,0.29035672545433044,0.27354732155799866,0.2217293381690979,0.2002227008342743,0.1733482927083969,0.2512880265712738,0.18988868594169617,0.3175167143344879,0.24714098870754242,0.18342848122119904
years,0.21949264407157898,0.2631898522377014,0.103012315928936,0.11291959881782532,0.17453862726688385,0.2500765919685364,0.2912273406982422,0.2736840844154358,0.28678232431411743,0.28284454345703125,0.2103022336959839,0.18115875124931335,0.3474752604961395,0.22591422498226166,0.29188093543052673,0.26620540022850037,0.1914375126361847
.,0.3287222981452942,0.3374604284763336,0.23111921548843384,0.22435031831264496,0.2825547754764557,0.3200591504573822,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.33585304021835327,0.421799898147583,0.2913646101951599,0.27773603796958923,0.3174465596675873,0.4070230722427368,0.28928086161613464,0.4130953550338745
