,what,is,the,process,in,which,neutrophils,move,towards,the,site,of,inflammation,called,?
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23962904512882233,0.5696388483047485,0.5011631846427917,0.207316592335701,0.19058799743652344,0.26409703493118286,0.733189046382904,0.24291633069515228,1.0,0.24866501986980438,0.4222904443740845,0.1826142966747284
bacterial,0.15751782059669495,0.19765795767307281,0.22637629508972168,0.31039831042289734,0.22392700612545013,0.33285030722618103,0.6369696855545044,0.1956482082605362,0.18222886323928833,0.22637629508972168,0.11823873221874237,0.2418697476387024,0.5409437417984009,0.22754360735416412,0.1303567886352539
infection,0.17579561471939087,0.23968450725078583,0.21775591373443604,0.19696055352687836,0.2487044632434845,0.26289740204811096,0.46916356682777405,0.19840431213378906,0.18787430226802826,0.21775591373443604,0.12604989111423492,0.2276538908481598,0.6680411696434021,0.17475956678390503,0.18650056421756744
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2061346471309662,0.5201468467712402,0.3658004403114319,0.2170010507106781,0.25767531991004944,0.2550581693649292,0.4933079481124878,0.2036259025335312,0.4946078956127167,0.21966072916984558,0.26549121737480164,0.31091248989105225
neutrophils,0.15195876359939575,0.18515409529209137,0.20497199892997742,0.29037773609161377,0.19761201739311218,0.33476492762565613,0.9999999403953552,0.2045273780822754,0.1743367463350296,0.20497199892997742,0.09051583707332611,0.207316592335701,0.5912877917289734,0.26289424300193787,0.1422376185655594
migrate,0.24744319915771484,0.16151070594787598,0.23256927728652954,0.23240935802459717,0.2098366916179657,0.242203027009964,0.27233344316482544,0.377956360578537,0.27582988142967224,0.23256927728652954,0.03709663450717926,0.18236465752124786,0.19982026517391205,0.1862809807062149,0.1371379941701889
toward,0.2619364559650421,0.20858484506607056,0.3341628313064575,0.2306526005268097,0.2282264530658722,0.26801982522010803,0.16490969061851501,0.33914709091186523,0.8479601740837097,0.3341628313064575,0.1357841044664383,0.25209522247314453,0.25644367933273315,0.1661664992570877,0.09989774227142334
the,0.42745697498321533,0.5823672413825989,1.0,0.264274537563324,0.6662389636039734,0.6521818041801453,0.20497199892997742,0.29817628860473633,0.31815874576568604,1.0,0.288954496383667,0.733189046382904,0.2567841410636902,0.489897221326828,0.22068053483963013
site,0.21561308205127716,0.2314486801624298,0.288954496383667,0.1767716407775879,0.20704983174800873,0.25946786999702454,0.09051583707332611,0.08307342231273651,0.16435231268405914,0.288954496383667,1.0000001192092896,0.24291633069515228,0.09820418059825897,0.20379231870174408,0.2014765441417694
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23962904512882233,0.5696388483047485,0.5011631846427917,0.207316592335701,0.19058799743652344,0.26409703493118286,0.733189046382904,0.24291633069515228,1.0,0.24866501986980438,0.4222904443740845,0.1826142966747284
inflammation,0.24853453040122986,0.24709373712539673,0.2567841410636902,0.2843659818172455,0.23383644223213196,0.3527457118034363,0.5912877917289734,0.18982051312923431,0.2229042947292328,0.2567841410636902,0.09820418059825897,0.24866501986980438,0.9999999403953552,0.3159918487071991,0.2187519371509552
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.19851736724376678,1.0,0.4840516746044159,0.19761201739311218,0.23030683398246765,0.23474496603012085,0.6662389636039734,0.20704983174800873,0.5696388483047485,0.23383644223213196,0.40847352147102356,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2601566016674042,0.539380669593811,0.56894451379776,0.21761451661586761,0.2925316393375397,0.2078181505203247,0.5829201340675354,0.21085289120674133,0.5052502155303955,0.24587523937225342,0.4868806302547455,0.23916715383529663
process,0.3466717302799225,0.21762968599796295,0.264274537563324,0.9999998807907104,0.19851736724376678,0.3943749964237213,0.29037773609161377,0.20610417425632477,0.23432570695877075,0.264274537563324,0.1767716407775879,0.23962904512882233,0.2843659818172455,0.20657534897327423,0.2460896074771881
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.20657534897327423,0.40847352147102356,0.5573342442512512,0.26289424300193787,0.22207562625408173,0.1606559306383133,0.489897221326828,0.20379231870174408,0.4222904443740845,0.3159918487071991,1.0,0.18963319063186646
chemotaxis,0.3181557059288025,0.2998161315917969,0.35146889090538025,0.3459218144416809,0.330614298582077,0.3897671699523926,0.506767988204956,0.30753618478775024,0.18194536864757538,0.35146889090538025,0.18036885559558868,0.29623839259147644,0.6033581495285034,0.283542662858963,0.28672122955322266
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2061346471309662,0.5201468467712402,0.3658004403114319,0.2170010507106781,0.25767531991004944,0.2550581693649292,0.4933079481124878,0.2036259025335312,0.4946078956127167,0.21966072916984558,0.26549121737480164,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.20204883813858032,0.4954058527946472,0.506277859210968,0.22170935571193695,0.2671177089214325,0.32443711161613464,0.5171257257461548,0.19108152389526367,0.5116966962814331,0.2020522803068161,0.3251761794090271,0.20544172823429108
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.23280955851078033,0.3841303884983063,0.42922598123550415,0.32790884375572205,0.2278190404176712,0.243723064661026,0.40399202704429626,0.20005904138088226,0.39081433415412903,0.301786333322525,0.3676711618900299,0.24591213464736938
usually,0.32521089911460876,0.4230746626853943,0.36782920360565186,0.31580594182014465,0.28848564624786377,0.5414474010467529,0.2914767563343048,0.30711889266967773,0.24059823155403137,0.36782920360565186,0.0812404528260231,0.33931583166122437,0.3402884006500244,0.4720117449760437,0.19435347616672516
the,0.42745697498321533,0.5823672413825989,1.0,0.264274537563324,0.6662389636039734,0.6521818041801453,0.20497199892997742,0.29817628860473633,0.31815874576568604,1.0,0.288954496383667,0.733189046382904,0.2567841410636902,0.489897221326828,0.22068053483963013
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.23198917508125305,0.4127444326877594,0.3828166127204895,0.15029549598693848,0.20505985617637634,0.1580626368522644,0.49448907375335693,0.1522475779056549,0.3536086082458496,0.09562309086322784,0.39303290843963623,0.18701928853988647
cells,0.1758001297712326,0.1644774079322815,0.19095487892627716,0.3208608031272888,0.1711641103029251,0.3000165820121765,0.6309497356414795,0.19804082810878754,0.1372685730457306,0.19095487892627716,0.1405700296163559,0.21305565536022186,0.4767861068248749,0.20908011496067047,0.1898086667060852
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.35462963581085205,0.45010748505592346,0.5345056653022766,0.21281901001930237,0.37858664989471436,0.3675195574760437,0.535392165184021,0.2310456782579422,0.41548454761505127,0.23084807395935059,0.2987143397331238,0.29463258385658264
arrive,0.27792268991470337,0.1479402631521225,0.31055817008018494,0.18480877578258514,0.2258726805448532,0.19722393155097961,0.17059925198554993,0.3281075358390808,0.29693686962127686,0.31055817008018494,0.1383497267961502,0.223322331905365,0.13244038820266724,0.20370085537433624,0.15686719119548798
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.1761283278465271,0.4374977946281433,0.3286694884300232,0.16225118935108185,0.21947361528873444,0.35422083735466003,0.457212895154953,0.27583423256874084,0.42558613419532776,0.14097577333450317,0.23534239828586578,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,1.0,0.264274537563324,0.6662389636039734,0.6521818041801453,0.20497199892997742,0.29817628860473633,0.31815874576568604,1.0,0.288954496383667,0.733189046382904,0.2567841410636902,0.489897221326828,0.22068053483963013
scene,0.2464400678873062,0.1770610213279724,0.28271281719207764,0.23542244732379913,0.2325267344713211,0.2591595947742462,0.12317418307065964,0.12133946269750595,0.18464840948581696,0.28271281719207764,0.17865607142448425,0.20904886722564697,0.16111449897289276,0.18737955391407013,0.13100950419902802
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23962904512882233,0.5696388483047485,0.5011631846427917,0.207316592335701,0.19058799743652344,0.26409703493118286,0.733189046382904,0.24291633069515228,1.0,0.24866501986980438,0.4222904443740845,0.1826142966747284
infection,0.17579561471939087,0.23968450725078583,0.21775591373443604,0.19696055352687836,0.2487044632434845,0.26289740204811096,0.46916356682777405,0.19840431213378906,0.18787430226802826,0.21775591373443604,0.12604989111423492,0.2276538908481598,0.6680411696434021,0.17475956678390503,0.18650056421756744
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23766504228115082,0.5591574311256409,0.45942068099975586,0.24983173608779907,0.31650546193122864,0.24058549106121063,0.5934505462646484,0.22011229395866394,0.5352458953857422,0.2382277250289917,0.300344854593277,0.4130953550338745
