,what,term,best,describes,southern,california,'s,collection,of,landscapes,?
topographic,0.14779779314994812,0.21765610575675964,0.12731121480464935,0.2570870518684387,0.2763514816761017,0.2140149176120758,-0.016085777431726456,0.21000532805919647,0.3007392883300781,0.46131712198257446,0.11078166216611862
",",0.3087472915649414,0.21599270403385162,0.3461092710494995,0.18127357959747314,0.2795628309249878,0.2704589068889618,-0.0016132977325469255,0.2277175933122635,0.4946078956127167,0.24080586433410645,0.31091248989105225
and,0.31309178471565247,0.22272127866744995,0.30328524112701416,0.24532921612262726,0.24232792854309082,0.2441616654396057,0.06895173341035843,0.2379438579082489,0.5116966962814331,0.3002045452594757,0.20544172823429108
natural,0.15666867792606354,0.14669835567474365,0.1532556265592575,0.16651342809200287,0.1499609798192978,0.23368637263774872,-0.049410052597522736,0.16071149706840515,0.2963479459285736,0.3219762146472931,0.16155436635017395
ecosystem,0.18935301899909973,0.24549297988414764,0.15100060403347015,0.19077761471271515,0.23716072738170624,0.2135319858789444,0.002329043112695217,0.18310090899467468,0.26304125785827637,0.3436226546764374,0.1864660233259201
landscapes,0.22770287096500397,0.18792639672756195,0.19867579638957977,0.21932926774024963,0.22172266244888306,0.13314741849899292,-0.016804710030555725,0.27543845772743225,0.2691197097301483,1.0,0.13407273590564728
in,0.30808621644973755,0.27866655588150024,0.2813531160354614,0.31060853600502014,0.3190481662750244,0.2772824168205261,-0.037580832839012146,0.23004686832427979,0.5696388483047485,0.26519930362701416,0.20430970191955566
a,0.3320399522781372,0.3080509603023529,0.2547774314880371,0.3405686020851135,0.25843560695648193,0.2426064908504486,0.04866964742541313,0.24716788530349731,0.5052502155303955,0.21160751581192017,0.23916715383529663
diversity,0.2244141548871994,0.20902544260025024,0.14275451004505157,0.2075638473033905,0.18585266172885895,0.20930375158786774,0.02489376813173294,0.30018705129623413,0.30036839842796326,0.2640896737575531,0.057167764753103256
outnumbering,0.28970929980278015,0.18109188973903656,0.2058754563331604,0.18691109120845795,0.3093954920768738,0.1009846106171608,0.04985194280743599,0.19166558980941772,0.2726598083972931,0.16748575866222382,0.1729564070701599
other,0.341873437166214,0.24595949053764343,0.18074102699756622,0.19845543801784515,0.22025135159492493,0.19346874952316284,0.04445967823266983,0.2705381214618683,0.38583824038505554,0.14317122101783752,0.24682199954986572
major,0.21026742458343506,0.19023802876472473,0.20945711433887482,0.17731007933616638,0.15392079949378967,0.1549016237258911,-0.010959804058074951,0.18903550505638123,0.2641255557537079,0.21346653997898102,0.19788557291030884
regions,0.22129066288471222,0.1925688534975052,0.10743557661771774,0.1598644107580185,0.3461337983608246,0.14872722327709198,-0.04780859872698784,0.11821196973323822,0.3694140613079071,0.31591638922691345,0.11608363687992096
in,0.30808621644973755,0.27866655588150024,0.2813531160354614,0.31060853600502014,0.3190481662750244,0.2772824168205261,-0.037580832839012146,0.23004686832427979,0.5696388483047485,0.26519930362701416,0.20430970191955566
the,0.42745697498321533,0.2740369141101837,0.3134109377861023,0.30593109130859375,0.3282862603664398,0.2750805914402008,-0.01540423184633255,0.25281965732574463,0.733189046382904,0.21186833083629608,0.22068053483963013
state,0.24273863434791565,0.1784105747938156,0.11398056149482727,0.19407139718532562,0.2978775203227997,0.3314559757709503,0.038451772183179855,0.15386095643043518,0.34253445267677307,0.09762436896562576,0.1160883978009224
and,0.31309178471565247,0.22272127866744995,0.30328524112701416,0.24532921612262726,0.24232792854309082,0.2441616654396057,0.06895173341035843,0.2379438579082489,0.5116966962814331,0.3002045452594757,0.20544172823429108
country,0.22705033421516418,0.213531032204628,0.16901198029518127,0.17854198813438416,0.2523879408836365,0.1743260771036148,0.0747150406241417,0.1212298572063446,0.28866857290267944,0.2051900178194046,0.12647280097007751
.,0.3567904531955719,0.18456575274467468,0.31068575382232666,0.17289398610591888,0.26629969477653503,0.2870451807975769,-0.003708066651597619,0.2516246736049652,0.5352458953857422,0.2569131553173065,0.4130953550338745
