,which,mongol,conqueror,was,most,celebrated,by,the,mughal,emperors,?
populations,0.2758159041404724,0.223795086145401,0.15273438394069672,0.1152937039732933,0.26709264516830444,0.14856576919555664,0.1657859832048416,0.2796059846878052,0.178595170378685,0.15933139622211456,0.17519071698188782
of,0.5011631846427917,0.22712039947509766,0.27546966075897217,0.4069072902202606,0.4178851246833801,0.2706945240497589,0.3646814823150635,0.733189046382904,0.25181251764297485,0.3114609718322754,0.1826142966747284
south,0.24635352194309235,0.17559237778186798,0.21083447337150574,0.2792486846446991,0.24453285336494446,0.18014898896217346,0.23838843405246735,0.3129390776157379,0.19239076972007751,0.08326585590839386,0.12336621433496475
asia,0.24878287315368652,0.3416658937931061,0.1954004466533661,0.17820896208286285,0.25688427686691284,0.18817375600337982,0.19741199910640717,0.2838890850543976,0.34755128622055054,0.25618720054626465,0.1340748518705368
.,0.45942068099975586,0.16751837730407715,0.21119242906570435,0.40146201848983765,0.35404038429260254,0.22366653382778168,0.3936232924461365,0.5934505462646484,0.20260190963745117,0.2601882815361023,0.4130953550338745
,which,mongol,conqueror,was,most,celebrated,by,the,mughal,emperors,?
although,0.3901670575141907,0.13727089762687683,0.1387549638748169,0.3711436688899994,0.35402846336364746,0.21845395863056183,0.2373359203338623,0.3265823423862457,0.20592302083969116,0.23226682841777802,0.15541206300258636
the,0.6521818041801453,0.2924198508262634,0.3065539300441742,0.48711544275283813,0.47635307908058167,0.27264803647994995,0.4408751428127289,1.0,0.2288299798965454,0.3175390362739563,0.22068053483963013
famous,0.24636515974998474,0.1697658896446228,0.1550527811050415,0.31606587767601013,0.4934774339199066,0.36391204595565796,0.24140264093875885,0.28616565465927124,0.2341088056564331,0.17913132905960083,0.10379006713628769
mughal,0.1589783877134323,0.5165902376174927,0.3758825361728668,0.24469386041164398,0.18256843090057373,0.2323811650276184,0.18050874769687653,0.2288299798965454,1.0000001192092896,0.4662812352180481,0.1443050354719162
emperors,0.22473634779453278,0.3681061267852783,0.3324602246284485,0.23466189205646515,0.24113863706588745,0.25114306807518005,0.20061898231506348,0.3175390362739563,0.4662812352180481,1.0000001192092896,0.20214810967445374
were,0.2807837128639221,0.21221880614757538,0.191649928689003,0.590133786201477,0.3543298542499542,0.18756923079490662,0.4406847059726715,0.3906462490558624,0.27067476511001587,0.32265302538871765,0.17890112102031708
proud,0.1434302031993866,0.12393749505281448,0.2511502802371979,0.2014627456665039,0.2306080460548401,0.2613387107849121,0.16277827322483063,0.16312110424041748,0.22701109945774078,0.1535581350326538,0.24361149966716766
descendants,0.1771552413702011,0.3035191297531128,0.3420824408531189,0.24016273021697998,0.3034527003765106,0.20185382664203644,0.2009553462266922,0.3091757893562317,0.2656852900981903,0.3132498264312744,0.10391592979431152
of,0.5011631846427917,0.22712039947509766,0.27546966075897217,0.4069072902202606,0.4178851246833801,0.2706945240497589,0.3646814823150635,0.733189046382904,0.25181251764297485,0.3114609718322754,0.1826142966747284
genghis,0.26472097635269165,0.6244974732398987,0.4710787832736969,0.3037589192390442,0.22644314169883728,0.18277835845947266,0.22102472186088562,0.3448939025402069,0.576445460319519,0.440491259098053,0.18813461065292358
khan,0.19211235642433167,0.5576101541519165,0.32583603262901306,0.23483267426490784,0.15546606481075287,0.09446839988231659,0.13558374345302582,0.21067845821380615,0.5494067668914795,0.27338123321533203,0.12862591445446014
and,0.506277859210968,0.21553155779838562,0.24943439662456512,0.3740963041782379,0.4309377074241638,0.19334107637405396,0.4289871156215668,0.5171257257461548,0.2251623421907425,0.20162275433540344,0.20544172823429108
particularly,0.4413786828517914,0.06540533900260925,0.14197967946529388,0.2561531662940979,0.5707136988639832,0.2788219153881073,0.2482723891735077,0.32132959365844727,0.21628338098526,0.18595649302005768,0.2644225060939789
timur,0.17253513634204865,0.5979902148246765,0.4397563636302948,0.16843290627002716,0.1305490881204605,0.15158087015151978,0.13288845121860504,0.2211863100528717,0.572106122970581,0.3231406509876251,0.11864087730646133
",",0.3658004403114319,0.2229510098695755,0.20662738382816315,0.45456063747406006,0.3636029064655304,0.2734745144844055,0.3680937886238098,0.4933079481124878,0.18070413172245026,0.24660007655620575,0.31091248989105225
they,0.5165667533874512,0.21323534846305847,0.20287002623081207,0.3300964832305908,0.4356461465358734,0.16084687411785126,0.3391372263431549,0.49925389885902405,0.1953592151403427,0.27823787927627563,0.2753053903579712
clearly,0.46585381031036377,0.17029309272766113,0.13640277087688446,0.241038516163826,0.3274412751197815,0.13630738854408264,0.24807767570018768,0.37195420265197754,0.21257421374320984,0.2381499707698822,0.40760257840156555
distanced,0.27169719338417053,0.23124569654464722,0.17729389667510986,0.20328302681446075,0.22125419974327087,0.08934120088815689,0.22590427100658417,0.26465117931365967,0.16498644649982452,0.1746496856212616,0.08741751313209534
themselves,0.3376573920249939,0.17934909462928772,0.17463669180870056,0.1582118272781372,0.30967894196510315,0.10354501754045486,0.30082204937934875,0.3444426357746124,0.1793372631072998,0.2640400528907776,0.20170879364013672
from,0.38755592703819275,0.2123146951198578,0.15051451325416565,0.31171464920043945,0.28580769896507263,0.1303599625825882,0.3373257517814636,0.40150508284568787,0.13877467811107635,0.19567647576332092,0.19969791173934937
the,0.6521818041801453,0.2924198508262634,0.3065539300441742,0.48711544275283813,0.47635307908058167,0.27264803647994995,0.4408751428127289,1.0,0.2288299798965454,0.3175390362739563,0.22068053483963013
mongol,0.22227831184864044,1.0000001192092896,0.40318408608436584,0.17204789817333221,0.14344215393066406,0.10120490193367004,0.1995033621788025,0.2924198508262634,0.5165902376174927,0.3681061267852783,0.12849251925945282
atrocities,0.21316373348236084,0.2664985954761505,0.2121407836675644,0.19443660974502563,0.17789410054683685,0.16351886093616486,0.23399966955184937,0.22528600692749023,0.26847726106643677,0.2813948690891266,0.2020578682422638
committed,0.1612052470445633,0.15708906948566437,0.16642317175865173,0.3178342878818512,0.1450524628162384,0.2028055191040039,0.29855242371559143,0.18229636549949646,0.14838306605815887,0.28368955850601196,0.20722328126430511
against,0.27554041147232056,0.21419116854667664,0.2669449746608734,0.22972732782363892,0.21446017920970917,0.16228534281253815,0.24816733598709106,0.3090755045413971,0.1518632471561432,0.19715169072151184,0.18095137178897858
the,0.6521818041801453,0.2924198508262634,0.3065539300441742,0.48711544275283813,0.47635307908058167,0.27264803647994995,0.4408751428127289,1.0,0.2288299798965454,0.3175390362739563,0.22068053483963013
khwarizim,0.3171890676021576,0.4962072968482971,0.3464229106903076,0.2697056829929352,0.28557899594306946,0.1913377195596695,0.2932392656803131,0.3308010399341583,0.6185641288757324,0.2582438290119171,0.2611028552055359
shahs,0.2963640093803406,0.45543938875198364,0.3354793190956116,0.20739209651947021,0.26681625843048096,0.21706050634384155,0.17521505057811737,0.3037593960762024,0.6538644433021545,0.37824830412864685,0.14481137692928314
",",0.3658004403114319,0.2229510098695755,0.20662738382816315,0.45456063747406006,0.3636029064655304,0.2734745144844055,0.3680937886238098,0.4933079481124878,0.18070413172245026,0.24660007655620575,0.31091248989105225
turks,0.15972456336021423,0.40437063574790955,0.3572799861431122,0.181900754570961,0.17914222180843353,0.18760845065116882,0.2066512107849121,0.25820091366767883,0.38700711727142334,0.25867462158203125,0.1953624188899994
",",0.3658004403114319,0.2229510098695755,0.20662738382816315,0.45456063747406006,0.3636029064655304,0.2734745144844055,0.3680937886238098,0.4933079481124878,0.18070413172245026,0.24660007655620575,0.31091248989105225
persians,0.22923626005649567,0.4445832669734955,0.3934743106365204,0.1872938722372055,0.22735477983951569,0.19614574313163757,0.20750074088573456,0.2948695123195648,0.4727947413921356,0.3487786650657654,0.12061160057783127
",",0.3658004403114319,0.2229510098695755,0.20662738382816315,0.45456063747406006,0.3636029064655304,0.2734745144844055,0.3680937886238098,0.4933079481124878,0.18070413172245026,0.24660007655620575,0.31091248989105225
the,0.6521818041801453,0.2924198508262634,0.3065539300441742,0.48711544275283813,0.47635307908058167,0.27264803647994995,0.4408751428127289,1.0,0.2288299798965454,0.3175390362739563,0.22068053483963013
citizens,0.19813594222068787,0.1717931181192398,0.15275369584560394,0.2462056279182434,0.2553249001502991,0.2133510559797287,0.1486787050962448,0.29208630323410034,0.19868914783000946,0.2581431269645691,0.14885954558849335
of,0.5011631846427917,0.22712039947509766,0.27546966075897217,0.4069072902202606,0.4178851246833801,0.2706945240497589,0.3646814823150635,0.733189046382904,0.25181251764297485,0.3114609718322754,0.1826142966747284
baghdad,0.23038727045059204,0.3932018578052521,0.2637432813644409,0.2591417729854584,0.15709374845027924,0.1750563681125641,0.22417062520980835,0.24554139375686646,0.46068423986434937,0.21397486329078674,0.10744515061378479
and,0.506277859210968,0.21553155779838562,0.24943439662456512,0.3740963041782379,0.4309377074241638,0.19334107637405396,0.4289871156215668,0.5171257257461548,0.2251623421907425,0.20162275433540344,0.20544172823429108
damascus,0.22388234734535217,0.34469854831695557,0.27731558680534363,0.2858681082725525,0.16954557597637177,0.17009969055652618,0.2084168791770935,0.2840416729450226,0.3686680197715759,0.23161502182483673,0.16925494372844696
",",0.3658004403114319,0.2229510098695755,0.20662738382816315,0.45456063747406006,0.3636029064655304,0.2734745144844055,0.3680937886238098,0.4933079481124878,0.18070413172245026,0.24660007655620575,0.31091248989105225
nishapur,0.20765773952007294,0.40564122796058655,0.301723450422287,0.24612197279930115,0.15851925313472748,0.20524607598781586,0.14401192963123322,0.23090749979019165,0.6356573700904846,0.3423449695110321,0.08867823332548141
",",0.3658004403114319,0.2229510098695755,0.20662738382816315,0.45456063747406006,0.3636029064655304,0.2734745144844055,0.3680937886238098,0.4933079481124878,0.18070413172245026,0.24660007655620575,0.31091248989105225
bukhara,0.24789899587631226,0.5482480525970459,0.2919130325317383,0.24019742012023926,0.23069541156291962,0.20226171612739563,0.160210981965065,0.279489129781723,0.5792867541313171,0.3380591571331024,0.10820566117763519
and,0.506277859210968,0.21553155779838562,0.24943439662456512,0.3740963041782379,0.4309377074241638,0.19334107637405396,0.4289871156215668,0.5171257257461548,0.2251623421907425,0.20162275433540344,0.20544172823429108
historical,0.2430531233549118,0.23805275559425354,0.2009720653295517,0.18540561199188232,0.23410455882549286,0.17276841402053833,0.1782611459493637,0.30835282802581787,0.23167653381824493,0.19317959249019623,0.1665111482143402
figures,0.22192882001399994,0.10876265913248062,0.1099383607506752,0.22765325009822845,0.28562691807746887,0.193977490067482,0.25432345271110535,0.2664589285850525,0.21209225058555603,0.2021825611591339,0.15584851801395416
such,0.406057745218277,0.13928619027137756,0.07960744947195053,0.12487147748470306,0.38148126006126404,0.1428924798965454,0.2736194431781769,0.3575236201286316,0.13246406614780426,0.2116996943950653,0.17851735651493073
as,0.41006597876548767,0.17740172147750854,0.162313312292099,0.3677520453929901,0.3548237979412079,0.2132735699415207,0.3815547823905945,0.48381632566452026,0.16429877281188965,0.20643748342990875,0.27043893933296204
attar,0.2419315129518509,0.3040236532688141,0.23566973209381104,0.2540973126888275,0.17029742896556854,0.25956276059150696,0.18697290122509003,0.22278161346912384,0.45817628502845764,0.17855800688266754,0.07809232175350189
of,0.5011631846427917,0.22712039947509766,0.27546966075897217,0.4069072902202606,0.4178851246833801,0.2706945240497589,0.3646814823150635,0.733189046382904,0.25181251764297485,0.3114609718322754,0.1826142966747284
nishapur,0.20765773952007294,0.40564122796058655,0.301723450422287,0.24612197279930115,0.15851925313472748,0.20524607598781586,0.14401192963123322,0.23090749979019165,0.6356573700904846,0.3423449695110321,0.08867823332548141
and,0.506277859210968,0.21553155779838562,0.24943439662456512,0.3740963041782379,0.4309377074241638,0.19334107637405396,0.4289871156215668,0.5171257257461548,0.2251623421907425,0.20162275433540344,0.20544172823429108
many,0.5168171525001526,0.1816871017217636,0.18713976442813873,0.260356068611145,0.6236066222190857,0.2214108258485794,0.3409687578678131,0.4335206151008606,0.19951550662517548,0.22722773253917694,0.2124512493610382
other,0.50507652759552,0.17935317754745483,0.15990202128887177,0.14651623368263245,0.4585079252719879,0.13668127357959747,0.3321913778781891,0.44152235984802246,0.14200904965400696,0.23772194981575012,0.24682199954986572
notable,0.22319382429122925,0.11450991779565811,0.10343626886606216,0.175777867436409,0.33399084210395813,0.22910982370376587,0.16601009666919708,0.20948168635368347,0.2161535918712616,0.22931459546089172,0.31928157806396484
muslims,0.23588113486766815,0.3406200408935547,0.3039548993110657,0.18350748717784882,0.2406945675611496,0.27944839000701904,0.19704215228557587,0.2657718360424042,0.4253748059272766,0.2523266077041626,0.18742211163043976
.,0.45942068099975586,0.16751837730407715,0.21119242906570435,0.40146201848983765,0.35404038429260254,0.22366653382778168,0.3936232924461365,0.5934505462646484,0.20260190963745117,0.2601882815361023,0.4130953550338745
