,what,type,of,measurements,result,under,schrodinger,equations,when,using,operators,instead,of,newtonian,variables,?
though,0.4089210331439972,0.15306183695793152,0.37307101488113403,0.27477309107780457,0.3371344804763794,0.24937668442726135,0.2785906195640564,0.182960644364357,0.45963284373283386,0.3035411238670349,0.20352952182292938,0.3465709686279297,0.37307101488113403,0.2014416754245758,0.22790640592575073,0.3188856542110443
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.2758421301841736,0.2606547176837921,0.1822032481431961,0.243880957365036,0.2577098309993744,0.38307374715805054,0.28867876529693604,0.2648528516292572,0.3538399934768677,0.4999135136604309,0.25483354926109314,0.249581977725029,0.2673267424106598
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.24401028454303741,0.19420543313026428,0.21294879913330078,0.20439529418945312,0.22679516673088074,0.3471449911594391,0.26543745398521423,0.18070605397224426,0.3180348575115204,0.4854315221309662,0.26634591817855835,0.26567497849464417,0.22961433231830597
now,0.4903225302696228,0.15984998643398285,0.29182544350624084,0.13212983310222626,0.15635468065738678,0.2369835525751114,0.21534542739391327,0.185241237282753,0.38253819942474365,0.20785295963287354,0.2904798090457916,0.2941703200340271,0.29182544350624084,0.126662015914917,0.14867056906223297,0.29641881585121155
dealing,0.3540358245372772,0.19433175027370453,0.3187740445137024,0.2717844843864441,0.20158162713050842,0.253818154335022,0.2343253791332245,0.2879309356212616,0.2733130156993866,0.37622174620628357,0.27124765515327454,0.27501755952835083,0.3187740445137024,0.2001904398202896,0.26035961508750916,0.27334651350975037
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.19908776879310608,0.21787862479686737,0.2667143940925598,0.27256903052330017,0.18802013993263245,0.5075214505195618,0.3917884826660156,0.20864874124526978,0.3479769229888916,0.41827285289764404,0.16205400228500366,0.19604627788066864,0.2433311939239502
operators,0.24600493907928467,0.19546207785606384,0.20075355470180511,0.3012126684188843,0.2110539674758911,0.1905488222837448,0.17760635912418365,0.38192853331565857,0.24160869419574738,0.34064483642578125,1.0,0.2219909280538559,0.20075355470180511,0.21629635989665985,0.2944852113723755,0.15860143303871155
instead,0.4104403555393219,0.29869118332862854,0.31208282709121704,0.21971236169338226,0.2841285169124603,0.20363464951515198,0.1997259557247162,0.23800286650657654,0.5292962193489075,0.5064479112625122,0.2219909280538559,0.9999998807907104,0.31208282709121704,0.2143804132938385,0.2559069097042084,0.2942638397216797
of,0.33290785551071167,0.18112817406654358,1.0,0.2575634717941284,0.231380432844162,0.32766106724739075,0.24432553350925446,0.186348557472229,0.3757161796092987,0.24298200011253357,0.20075355470180511,0.31208282709121704,1.0,0.21370476484298706,0.197788804769516,0.1826142966747284
classical,0.22816240787506104,0.19309042394161224,0.2391258031129837,0.20734615623950958,0.13655386865139008,0.1476421356201172,0.3545439839363098,0.31612628698349,0.22570239007472992,0.16997404396533966,0.0885591059923172,0.17623160779476166,0.2391258031129837,0.32100486755371094,0.26429226994514465,0.18862907588481903
variables,0.24388675391674042,0.2933294475078583,0.197788804769516,0.49610239267349243,0.3381788730621338,0.15808425843715668,0.253473162651062,0.6048927307128906,0.26398226618766785,0.32092776894569397,0.2944852113723755,0.2559069097042084,0.197788804769516,0.3747499883174896,1.0000001192092896,0.2210804969072342
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2663172781467438,0.27436327934265137,0.3005301356315613,0.2983173429965973,0.1906200498342514,0.4716290831565857,0.33157408237457275,0.2503012716770172,0.38524195551872253,0.5116966962814331,0.22491638362407684,0.19382593035697937,0.20544172823429108
though,0.4089210331439972,0.15306183695793152,0.37307101488113403,0.27477309107780457,0.3371344804763794,0.24937668442726135,0.2785906195640564,0.182960644364357,0.45963284373283386,0.3035411238670349,0.20352952182292938,0.3465709686279297,0.37307101488113403,0.2014416754245758,0.22790640592575073,0.3188856542110443
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2816277742385864,0.27778977155685425,0.3348022699356079,0.24251551926136017,0.1991964876651764,0.5091903209686279,0.28364112973213196,0.2580118775367737,0.3940567970275879,0.733189046382904,0.2466065138578415,0.1977231651544571,0.22068053483963013
physics,0.26464056968688965,0.08305909484624863,0.2395489662885666,0.3706058859825134,0.14149731397628784,0.15464285016059875,0.36281338334083557,0.5178844928741455,0.21113912761211395,0.12995381653308868,0.23186983168125153,0.12242229282855988,0.2395489662885666,0.37948912382125854,0.3083088994026184,0.1470423936843872
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.24401028454303741,0.19420543313026428,0.21294879913330078,0.20439529418945312,0.22679516673088074,0.3471449911594391,0.26543745398521423,0.18070605397224426,0.3180348575115204,0.4854315221309662,0.26634591817855835,0.26567497849464417,0.22961433231830597
now,0.4903225302696228,0.15984998643398285,0.29182544350624084,0.13212983310222626,0.15635468065738678,0.2369835525751114,0.21534542739391327,0.185241237282753,0.38253819942474365,0.20785295963287354,0.2904798090457916,0.2941703200340271,0.29182544350624084,0.126662015914917,0.14867056906223297,0.29641881585121155
described,0.22590412199497223,0.14520542323589325,0.297532320022583,0.2578035891056061,0.22729507088661194,0.18005460500717163,0.28379321098327637,0.29114338755607605,0.2246418446302414,0.23512002825737,0.14024852216243744,0.11658412218093872,0.297532320022583,0.29805833101272583,0.26735493540763855,0.1374269425868988
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.21789118647575378,0.21075581014156342,0.3161602020263672,0.26547154784202576,0.2063426524400711,0.4376842677593231,0.349493145942688,0.23059901595115662,0.2769894301891327,0.3646814823150635,0.18209092319011688,0.15221388638019562,0.17966607213020325
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2816277742385864,0.27778977155685425,0.3348022699356079,0.24251551926136017,0.1991964876651764,0.5091903209686279,0.28364112973213196,0.2580118775367737,0.3940567970275879,0.733189046382904,0.2466065138578415,0.1977231651544571,0.22068053483963013
schrödinger,0.36661428213119507,0.15086418390274048,0.22917421162128448,0.3468300700187683,0.21633872389793396,0.17604054510593414,0.7674834728240967,0.5741212964057922,0.28007972240448,0.2624889314174652,0.23352709412574768,0.22493599355220795,0.22917421162128448,0.48173072934150696,0.39893513917922974,0.24498341977596283
equation,0.281838983297348,0.20040369033813477,0.18257875740528107,0.4171987473964691,0.29908618330955505,0.1694018542766571,0.33226969838142395,0.928786039352417,0.2790486216545105,0.28942087292671204,0.3198050260543823,0.23251324892044067,0.18257875740528107,0.4755356013774872,0.5571995973587036,0.22958515584468842
instead,0.4104403555393219,0.29869118332862854,0.31208282709121704,0.21971236169338226,0.2841285169124603,0.20363464951515198,0.1997259557247162,0.23800286650657654,0.5292962193489075,0.5064479112625122,0.2219909280538559,0.9999998807907104,0.31208282709121704,0.2143804132938385,0.2559069097042084,0.2942638397216797
of,0.33290785551071167,0.18112817406654358,1.0,0.2575634717941284,0.231380432844162,0.32766106724739075,0.24432553350925446,0.186348557472229,0.3757161796092987,0.24298200011253357,0.20075355470180511,0.31208282709121704,1.0,0.21370476484298706,0.197788804769516,0.1826142966747284
newtonian,0.2607386112213135,0.18848685920238495,0.21370476484298706,0.39609214663505554,0.199059396982193,0.11454062908887863,0.3644351065158844,0.5043784976005554,0.25781261920928955,0.230576753616333,0.21629635989665985,0.2143804132938385,0.21370476484298706,1.0000001192092896,0.3747499883174896,0.16408871114253998
equations,0.26397332549095154,0.1865101456642151,0.186348557472229,0.4994627833366394,0.2701967656612396,0.1666918694972992,0.3578771948814392,1.0,0.2736402750015259,0.3358033001422882,0.38192853331565857,0.23800286650657654,0.186348557472229,0.5043784976005554,0.6048927307128906,0.2186179906129837
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.26048997044563293,0.31092435121536255,0.2901604175567627,0.3638042211532593,0.23421989381313324,0.475719153881073,0.3629456162452698,0.19080603122711182,0.3707379400730133,0.5352458953857422,0.191025048494339,0.21261359751224518,0.4130953550338745
