,what,team,did,rivera,play,for,in,super,bowl,xx,?
in,0.30808621644973755,0.18841172754764557,0.2593238651752472,0.2068725824356079,0.24321173131465912,0.4322226941585541,1.0,0.18576006591320038,0.17236235737800598,0.19526483118534088,0.20430970191955566
super,0.13651713728904724,0.23339706659317017,0.16038043797016144,0.16309233009815216,0.17709366977214813,0.22938419878482819,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.31983134150505066,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.18569406867027283,0.13566109538078308,0.19427603483200073,0.24430087208747864,0.17236235737800598,0.4848237931728363,1.0,0.29072365164756775,0.21118052303791046
xx,0.05625376105308533,0.15849855542182922,0.06287450343370438,0.09212981909513474,0.0042221988551318645,0.16021662950515747,0.19526483118534088,0.31983134150505066,0.29072365164756775,1.0,0.11678656935691833
",",0.3087472915649414,0.21287471055984497,0.3015086054801941,0.31991347670555115,0.2231253683567047,0.4464869201183319,0.5201468467712402,0.22322475910186768,0.1810409277677536,0.2275100201368332,0.31091248989105225
and,0.31309178471565247,0.22394508123397827,0.34479495882987976,0.25707077980041504,0.25634777545928955,0.5064792633056641,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.12197627127170563,0.20544172823429108
kubiak,0.10377798974514008,0.353924959897995,0.1598021686077118,0.4018152058124542,0.18532447516918182,0.19223859906196594,0.1927659809589386,0.2177102267742157,0.21843846142292023,0.16796144843101501,0.15975911915302277
replacing,0.1711706519126892,0.17266450822353363,0.11901331692934036,0.16716653108596802,0.1655438095331192,0.29616579413414,0.19875891506671906,0.14328931272029877,0.1583619862794876,0.0840691328048706,0.16467362642288208
elway,0.2192334681749344,0.2936027944087982,0.19734835624694824,0.3478318452835083,0.32164624333381653,0.27748486399650574,0.2640700042247772,0.2389257848262787,0.3023669123649597,0.11456117779016495,0.2248448133468628
at,0.2838611304759979,0.22562791407108307,0.28390252590179443,0.129739910364151,0.15264669060707092,0.34237727522850037,0.4374977946281433,0.11449114978313446,0.2709662914276123,0.12522301077842712,0.21978627145290375
the,0.42745697498321533,0.22564226388931274,0.34736719727516174,0.21485848724842072,0.24793598055839539,0.4739971458911896,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.2355078011751175,0.22068053483963013
end,0.29234179854393005,0.1527280956506729,0.18808481097221375,0.09768650680780411,0.19739589095115662,0.22042374312877655,0.28539085388183594,0.11666745692491531,0.15939030051231384,0.15717342495918274,0.12543344497680664
of,0.33290785551071167,0.20352502167224884,0.2513895630836487,0.19537796080112457,0.15350224077701569,0.4185989499092102,0.5696388483047485,0.14718765020370483,0.2243070751428604,0.13862080872058868,0.1826142966747284
the,0.42745697498321533,0.22564226388931274,0.34736719727516174,0.21485848724842072,0.24793598055839539,0.4739971458911896,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.2355078011751175,0.22068053483963013
broncos,0.1787765771150589,0.32797038555145264,0.1738176792860031,0.26032325625419617,0.3148726522922516,0.2739109396934509,0.20316283404827118,0.36141330003738403,0.4351775348186493,0.18524041771888733,0.18377114832401276
',0.3245812654495239,0.23008745908737183,0.25488927960395813,0.22962841391563416,0.16186515986919403,0.31184524297714233,0.4158826768398285,0.17380782961845398,0.10706733912229538,0.20304761826992035,0.330942302942276
defeats,0.15390469133853912,0.2532796859741211,0.14079704880714417,0.16100656986236572,0.16124886274337769,0.12585511803627014,0.20533151924610138,0.2005646526813507,0.14958985149860382,0.08863336592912674,0.14861717820167542
in,0.30808621644973755,0.18841172754764557,0.2593238651752472,0.2068725824356079,0.24321173131465912,0.4322226941585541,1.0,0.18576006591320038,0.17236235737800598,0.19526483118534088,0.20430970191955566
super,0.13651713728904724,0.23339706659317017,0.16038043797016144,0.16309233009815216,0.17709366977214813,0.22938419878482819,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.31983134150505066,0.166326642036438
bowls,0.12354444712400436,0.2955347001552582,0.16408908367156982,0.15938664972782135,0.2745884656906128,0.2635827958583832,0.14384441077709198,0.3995929956436157,0.73409503698349,0.15467554330825806,0.1849047988653183
xxi,0.06845451891422272,0.17211608588695526,0.14004164934158325,0.27193373441696167,0.06896741688251495,0.12593093514442444,0.18647773563861847,0.3472650349140167,0.33720362186431885,0.5652150511741638,0.13385747373104095
and,0.31309178471565247,0.22394508123397827,0.34479495882987976,0.25707077980041504,0.25634777545928955,0.5064792633056641,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.12197627127170563,0.20544172823429108
xxiv,0.128992959856987,0.2624499499797821,0.21089497208595276,0.21393346786499023,0.16727571189403534,0.22738787531852722,0.24070294201374054,0.3896741271018982,0.4162754714488983,0.5791261792182922,0.18002042174339294
",",0.3087472915649414,0.21287471055984497,0.3015086054801941,0.31991347670555115,0.2231253683567047,0.4464869201183319,0.5201468467712402,0.22322475910186768,0.1810409277677536,0.2275100201368332,0.31091248989105225
this,0.5489566326141357,0.13932108879089355,0.3609912693500519,0.11410047113895416,0.19101715087890625,0.5082864165306091,0.45205554366111755,0.1776810586452484,0.17725728452205658,0.22204138338565826,0.3155723512172699
will,0.3510494530200958,0.1701771467924118,0.40638336539268494,0.11720435321331024,0.23626932501792908,0.3647450804710388,0.2580665349960327,0.1544499397277832,0.1507955938577652,0.15884602069854736,0.35046905279159546
be,0.3929833769798279,0.11497053503990173,0.22657383978366852,0.10466388612985611,0.26653528213500977,0.3801851272583008,0.3481820821762085,0.1880253106355667,0.18567830324172974,0.16440652310848236,0.3324260413646698
the,0.42745697498321533,0.22564226388931274,0.34736719727516174,0.21485848724842072,0.24793598055839539,0.4739971458911896,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.2355078011751175,0.22068053483963013
first,0.28086137771606445,0.24193075299263,0.33691170811653137,0.1805904507637024,0.28701257705688477,0.3800288736820221,0.4127444326877594,0.2717077434062958,0.20817767083644867,0.15762227773666382,0.18701928853988647
super,0.13651713728904724,0.23339706659317017,0.16038043797016144,0.16309233009815216,0.17709366977214813,0.22938419878482819,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.31983134150505066,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.18569406867027283,0.13566109538078308,0.19427603483200073,0.24430087208747864,0.17236235737800598,0.4848237931728363,1.0,0.29072365164756775,0.21118052303791046
in,0.30808621644973755,0.18841172754764557,0.2593238651752472,0.2068725824356079,0.24321173131465912,0.4322226941585541,1.0,0.18576006591320038,0.17236235737800598,0.19526483118534088,0.20430970191955566
which,0.5261979103088379,0.17144864797592163,0.2750149369239807,0.1443777084350586,0.24836887419223785,0.44095608592033386,0.4840516746044159,0.25759580731391907,0.23468568921089172,0.1493493914604187,0.25814583897590637
both,0.3361809551715851,0.17795604467391968,0.34255191683769226,0.13344819843769073,0.2619777321815491,0.3887220323085785,0.3960166871547699,0.20366154611110687,0.15468505024909973,0.18378794193267822,0.19455738365650177
head,0.18919230997562408,0.11526045948266983,0.1776210218667984,0.1845838725566864,0.10412155091762543,0.15612448751926422,0.21927717328071594,0.10849252343177795,0.1580892950296402,-0.02473280392587185,0.10879309475421906
coaches,0.14603088796138763,0.3839249014854431,0.15848028659820557,0.22534501552581787,0.2788239121437073,0.25747817754745483,0.19499917328357697,0.11054391413927078,0.2103501260280609,0.14305350184440613,0.13366200029850006
played,0.14831039309501648,0.3707479238510132,0.19653649628162384,0.2939036190509796,0.6030629277229309,0.31373727321624756,0.27605336904525757,0.21511296927928925,0.19033360481262207,0.026100892573595047,0.14096300303936005
in,0.30808621644973755,0.18841172754764557,0.2593238651752472,0.2068725824356079,0.24321173131465912,0.4322226941585541,1.0,0.18576006591320038,0.17236235737800598,0.19526483118534088,0.20430970191955566
the,0.42745697498321533,0.22564226388931274,0.34736719727516174,0.21485848724842072,0.24793598055839539,0.4739971458911896,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.2355078011751175,0.22068053483963013
game,0.2246788740158081,0.3462994396686554,0.19789010286331177,0.19872012734413147,0.44828343391418457,0.2608485519886017,0.23986028134822845,0.3480181396007538,0.2413962334394455,0.05710017681121826,0.1829071193933487
themselves,0.34807315468788147,0.11031374335289001,0.32371795177459717,0.09724946320056915,0.18653330206871033,0.2530568838119507,0.17596714198589325,0.09409379214048386,0.09238836914300919,0.09950629621744156,0.20170879364013672
.,0.3567904531955719,0.26467522978782654,0.35288307070732117,0.21891999244689941,0.25552695989608765,0.4726039469242096,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.21717563271522522,0.4130953550338745
