,how,did,the,principle,treaties,that,form,the,european,union,begin,?
and,0.33647966384887695,0.34479495882987976,0.5171257257461548,0.18017759919166565,0.2571636438369751,0.4731321930885315,0.30469027161598206,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.2599445581436157,0.20544172823429108
then,0.36093711853027344,0.303744375705719,0.4297412931919098,0.13977225124835968,0.16244088113307953,0.455153226852417,0.2818933129310608,0.4297412931919098,0.08923911303281784,0.14710988104343414,0.3257429301738739,0.2884598970413208
atomic,0.26101911067962646,0.15765592455863953,0.20241498947143555,0.26446789503097534,0.2031257450580597,0.2316160649061203,0.12459220737218857,0.20241498947143555,0.23401087522506714,0.20219269394874573,0.15418855845928192,0.16654692590236664
energy,0.24522052705287933,0.14123573899269104,0.26756542921066284,0.26697418093681335,0.15760537981987,0.2617390751838684,0.22681395709514618,0.26756542921066284,0.16494452953338623,0.177167609333992,0.22168517112731934,0.14860127866268158
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,0.22548964619636536,0.2152065634727478,0.4137537479400635,0.21805599331855774,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.27304404973983765,0.31091248989105225
but,0.43101516366004944,0.49033689498901367,0.4859698414802551,0.2799842357635498,0.29910993576049805,0.7244205474853516,0.3349745571613312,0.4859698414802551,0.20225681364536285,0.25711774826049805,0.27360019087791443,0.27921953797340393
more,0.4319567084312439,0.2803135812282562,0.39758381247520447,0.18730144202709198,0.2186625599861145,0.4813884496688843,0.2894657850265503,0.39758381247520447,0.1796877533197403,0.17267271876335144,0.2749013304710388,0.27894994616508484
complete,0.2646922171115875,0.2538607120513916,0.277624249458313,0.2325523942708969,0.22999431192874908,0.30512917041778564,0.19122223556041718,0.277624249458313,0.1374148726463318,0.17132394015789032,0.3217735290527344,0.11962060630321503
and,0.33647966384887695,0.34479495882987976,0.5171257257461548,0.18017759919166565,0.2571636438369751,0.4731321930885315,0.30469027161598206,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.2599445581436157,0.20544172823429108
formal,0.2216119021177292,0.2325638383626938,0.245810866355896,0.32493844628334045,0.33975914120674133,0.30228835344314575,0.3462667167186737,0.245810866355896,0.21109271049499512,0.2101903110742569,0.21078568696975708,0.1989586055278778
institutions,0.2266826033592224,0.21867677569389343,0.2776423394680023,0.3147887885570526,0.4500040113925934,0.2494417130947113,0.19254468381404877,0.2776423394680023,0.26148170232772827,0.2973901629447937,0.11884234100580215,0.19119486212730408
were,0.2082374095916748,0.4162326455116272,0.3906462490558624,0.12945392727851868,0.2733614146709442,0.35517072677612305,0.18066823482513428,0.3906462490558624,0.21272888779640198,0.20750673115253448,0.23794667422771454,0.17890112102031708
established,0.10839782655239105,0.18989217281341553,0.33092597126960754,0.2092858999967575,0.27123111486434937,0.2216063141822815,0.1662365049123764,0.33092597126960754,0.18241068720817566,0.19041317701339722,0.11909785121679306,0.15917523205280304
through,0.2704794108867645,0.14190755784511566,0.44071322679519653,0.12255720794200897,0.1737106740474701,0.3152649402618408,0.22590146958827972,0.44071322679519653,0.18028515577316284,0.1379835307598114,0.30493611097335815,0.16913433372974396
the,0.33890387415885925,0.34736719727516174,1.0,0.24017377197742462,0.28970760107040405,0.5473989248275757,0.29286009073257446,1.0,0.3423081040382385,0.24421639740467072,0.34293439984321594,0.22068053483963013
treaty,0.15433618426322937,0.19075942039489746,0.2690109610557556,0.21129724383354187,0.7044145464897156,0.19276702404022217,0.11322973668575287,0.2690109610557556,0.25059598684310913,0.3147597312927246,0.16132202744483948,0.1174844279885292
of,0.2480744868516922,0.2513895630836487,0.733189046382904,0.2430231273174286,0.3281906247138977,0.41498205065727234,0.29600051045417786,0.733189046382904,0.2507138252258301,0.2642118036746979,0.24830074608325958,0.1826142966747284
rome,0.0952538326382637,0.21517880260944366,0.2399049997329712,0.14186842739582062,0.30131813883781433,0.19937314093112946,0.09698736667633057,0.2399049997329712,0.25585344433784485,0.1847766488790512,0.18166419863700867,0.16867119073867798
1957,-0.06331565976142883,-0.11595331132411957,-0.091727614402771,-0.10129512846469879,-0.016816191375255585,-0.11624494940042496,0.0004941269871778786,-0.091727614402771,-0.00414459640160203,-0.06068522483110428,-0.09696240723133087,-0.11977791041135788
and,0.33647966384887695,0.34479495882987976,0.5171257257461548,0.18017759919166565,0.2571636438369751,0.4731321930885315,0.30469027161598206,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.2599445581436157,0.20544172823429108
the,0.33890387415885925,0.34736719727516174,1.0,0.24017377197742462,0.28970760107040405,0.5473989248275757,0.29286009073257446,1.0,0.3423081040382385,0.24421639740467072,0.34293439984321594,0.22068053483963013
maastricht,0.136209174990654,0.1264047473669052,0.2621105909347534,0.2191554605960846,0.3520578444004059,0.17690454423427582,0.08671437203884125,0.2621105909347534,0.35362476110458374,0.30620095133781433,0.13688449561595917,0.1555221527814865
treaty,0.15433618426322937,0.19075942039489746,0.2690109610557556,0.21129724383354187,0.7044145464897156,0.19276702404022217,0.11322973668575287,0.2690109610557556,0.25059598684310913,0.3147597312927246,0.16132202744483948,0.1174844279885292
1992,0.06566344946622849,0.1798131763935089,0.12138951569795609,0.041326433420181274,0.2921060025691986,0.11506303399801254,0.009729898534715176,0.12138951569795609,0.18986862897872925,0.1988413780927658,0.08552499115467072,0.11522171646356583
(,0.1676948219537735,0.18979617953300476,0.33289089798927307,0.16021208465099335,0.11301841586828232,0.2264307141304016,0.1860738843679428,0.33289089798927307,0.17014704644680023,0.13465912640094757,0.12756820023059845,0.40561532974243164
now,0.2802366018295288,0.2646316885948181,0.38266420364379883,0.2221827656030655,0.20422546565532684,0.4135645031929016,0.13875965774059296,0.38266420364379883,0.1185959205031395,0.19606991112232208,0.2040015012025833,0.29641881585121155
:,-0.11215605586767197,-0.05305134505033493,-0.03403344005346298,-0.0481274388730526,0.019913095980882645,-0.12200210988521576,-0.05595085769891739,-0.03403344005346298,0.1955081820487976,0.09806941449642181,-0.015765231102705002,-0.07156077772378922
tfeu,0.16258184611797333,0.13739699125289917,0.23805710673332214,0.1583641618490219,0.2947172522544861,0.15542970597743988,0.11787699908018112,0.23805710673332214,0.25883084535598755,0.24710100889205933,0.07886525243520737,0.2193283885717392
),0.17939934134483337,0.18584993481636047,0.3456730246543884,0.1508719027042389,0.11589182168245316,0.23478686809539795,0.20926380157470703,0.3456730246543884,0.17755553126335144,0.15587253868579865,0.13078060746192932,0.42300865054130554
.,0.3287222981452942,0.35288307070732117,0.5934505462646484,0.1894911378622055,0.21012970805168152,0.4460422694683075,0.28317511081695557,0.5934505462646484,0.2095622420310974,0.23708370327949524,0.24827922880649567,0.4130953550338745
