,at,what,time,is,the,harvard-yale,rivalry,set,aside,?
compete,0.24778808653354645,0.2122422456741333,0.23288430273532867,0.19857431948184967,0.28425246477127075,0.2341075986623764,0.34166911244392395,0.16387808322906494,0.1986282765865326,0.07650651037693024
against,0.183924600481987,0.24561616778373718,0.22697563469409943,0.1754940152168274,0.3090755045413971,0.09825139492750168,0.3167870044708252,0.16083915531635284,0.2682197391986847,0.18095137178897858
a,0.3095070421695709,0.3320399522781372,0.3292340338230133,0.658733606338501,0.5829201340675354,0.27996161580085754,0.22841809689998627,0.2540091574192047,0.3305223286151886,0.23916715383529663
combined,0.21965526044368744,0.21267308294773102,0.1879739761352539,0.22170862555503845,0.3713363707065582,0.14552634954452515,0.17492543160915375,0.22339390218257904,0.1663924753665924,0.17985320091247559
oxford,0.26316291093826294,0.17534328997135162,0.20449015498161316,0.15880683064460754,0.24588388204574585,0.5224470496177673,0.23430004715919495,0.13997559249401093,0.140586256980896,0.14411403238773346
university,0.30386853218078613,0.20256435871124268,0.2106194943189621,0.20346471667289734,0.263973206281662,0.6266540884971619,0.2595117688179016,0.150424987077713,0.18383216857910156,0.11887256056070328
and,0.3571503460407257,0.31309178471565247,0.3025408685207367,0.3859752118587494,0.5171257257461548,0.3160947561264038,0.2228763997554779,0.27649927139282227,0.2829201817512512,0.20544172823429108
cambridge,0.30685847997665405,0.19321057200431824,0.2030855417251587,0.14754945039749146,0.21810851991176605,0.5644160509109497,0.22015254199504852,0.11235115677118301,0.15008440613746643,0.14006337523460388
university,0.30386853218078613,0.20256435871124268,0.2106194943189621,0.20346471667289734,0.263973206281662,0.6266540884971619,0.2595117688179016,0.150424987077713,0.18383216857910156,0.11887256056070328
team,0.22562791407108307,0.17632107436656952,0.2895461320877075,0.14871908724308014,0.22564226388931274,0.15856291353702545,0.2885066270828247,0.1533861607313156,0.08992329984903336,0.11243411153554916
",",0.38314947485923767,0.3087472915649414,0.3029961884021759,0.4691906273365021,0.4933079481124878,0.3242632746696472,0.2185443490743637,0.24912182986736298,0.2501535415649414,0.31091248989105225
a,0.3095070421695709,0.3320399522781372,0.3292340338230133,0.658733606338501,0.5829201340675354,0.27996161580085754,0.22841809689998627,0.2540091574192047,0.3305223286151886,0.23916715383529663
competition,0.2269010990858078,0.18313148617744446,0.24673621356487274,0.19382719695568085,0.257230669260025,0.20452998578548431,0.3468693196773529,0.18384960293769836,0.18952374160289764,0.1394461691379547
that,0.3183255195617676,0.6297725439071655,0.388528436422348,0.3995479643344879,0.5473989248275757,0.25208958983421326,0.214837446808815,0.2916346788406372,0.39764827489852905,0.32716336846351624
is,0.25906258821487427,0.28837618231773376,0.25187405943870544,1.0,0.5823672413825989,0.19314062595367432,0.1551303267478943,0.21148966252803802,0.28022003173828125,0.22961433231830597
the,0.457212895154953,0.42745697498321533,0.43061500787734985,0.5823672413825989,1.0,0.2795542776584625,0.227608323097229,0.2927955985069275,0.3075125813484192,0.22068053483963013
oldest,0.19083666801452637,0.12504005432128906,0.16301970183849335,0.3135911226272583,0.30836519598960876,0.2505541443824768,0.2280271053314209,0.05283316224813461,0.06176374480128288,0.14864160120487213
continuous,0.14816124737262726,0.24768517911434174,0.3106561601161957,0.22904802858829498,0.2679058313369751,0.19058655202388763,0.14465077221393585,0.24894990026950836,0.1636551320552826,0.10320229828357697
international,0.22578327357769012,0.10870302468538284,0.17679178714752197,0.19279639422893524,0.23719607293605804,0.29395171999931335,0.15166603028774261,0.17353253066539764,0.13639605045318604,0.15335838496685028
amateur,0.21939393877983093,0.17013204097747803,0.23344829678535461,0.11931709200143814,0.18396872282028198,0.1764153242111206,0.25413233041763306,0.10477034747600555,0.06659922003746033,0.08575764298439026
competition,0.2269010990858078,0.18313148617744446,0.24673621356487274,0.19382719695568085,0.257230669260025,0.20452998578548431,0.3468693196773529,0.18384960293769836,0.18952374160289764,0.1394461691379547
in,0.4374977946281433,0.30808621644973755,0.3431483507156372,0.5394441485404968,0.6662389636039734,0.3044044077396393,0.21544429659843445,0.2663729190826416,0.2715734839439392,0.20430970191955566
the,0.457212895154953,0.42745697498321533,0.43061500787734985,0.5823672413825989,1.0,0.2795542776584625,0.227608323097229,0.2927955985069275,0.3075125813484192,0.22068053483963013
world,0.22825311124324799,0.21669597923755646,0.36250725388526917,0.24458536505699158,0.33604270219802856,0.24137938022613525,0.23344771564006805,0.17349648475646973,0.16494670510292053,0.17579582333564758
.,0.4549728035926819,0.3567904531955719,0.371569961309433,0.4569662809371948,0.5934505462646484,0.31042248010635376,0.1718112975358963,0.2928885817527771,0.27241116762161255,0.4130953550338745
