,who,discovered,the,compton,effect,?
",",0.3365725874900818,0.26185235381126404,0.4933079481124878,0.3501780331134796,0.2150653600692749,0.31091248989105225
``,0.02397952415049076,-0.020482761785387993,0.029072100296616554,-0.011076350696384907,0.09088348597288132,0.0685480609536171
the,0.3733934462070465,0.27493247389793396,1.0,0.2691735029220581,0.2865084111690521,0.22068053483963013
father,0.4164644777774811,0.19238163530826569,0.24010279774665833,0.22312074899673462,0.15786443650722504,0.14826634526252747
of,0.2827862501144409,0.22074753046035767,0.733189046382904,0.2335338592529297,0.24129827320575714,0.1826142966747284
the,0.3733934462070465,0.27493247389793396,1.0,0.2691735029220581,0.2865084111690521,0.22068053483963013
hydrogen,0.12991398572921753,0.25723177194595337,0.20406323671340942,0.16040241718292236,0.2873508632183075,0.14590126276016235
bomb,0.18051815032958984,0.1824650764465332,0.2533206045627594,0.19926875829696655,0.15192139148712158,0.13747179508209229
'',0.024401003494858742,0.04094013199210167,0.041273195296525955,0.01279284618794918,0.026487460359930992,0.018684765323996544
edward,0.25107425451278687,0.1969435065984726,0.1896408498287201,0.2816442847251892,0.1114460900425911,0.1439376026391983
teller,0.2986164689064026,0.15724404156208038,0.23598416149616241,0.147899329662323,0.08803077042102814,0.203445702791214
",",0.3365725874900818,0.26185235381126404,0.4933079481124878,0.3501780331134796,0.2150653600692749,0.31091248989105225
``,0.02397952415049076,-0.020482761785387993,0.029072100296616554,-0.011076350696384907,0.09088348597288132,0.0685480609536171
one,0.40083858370780945,0.18590885400772095,0.5514441132545471,0.15719658136367798,0.2534133493900299,0.2673267424106598
of,0.2827862501144409,0.22074753046035767,0.733189046382904,0.2335338592529297,0.24129827320575714,0.1826142966747284
the,0.3733934462070465,0.27493247389793396,1.0,0.2691735029220581,0.2865084111690521,0.22068053483963013
most,0.35393568873405457,0.2378244251012802,0.47635307908058167,0.11196338385343552,0.22101694345474243,0.2107497900724411
brilliant,0.26863133907318115,0.1704483926296234,0.19243596494197845,0.16677455604076385,0.19573350250720978,0.2091972529888153
and,0.41279885172843933,0.21031536161899567,0.5171257257461548,0.26895734667778015,0.23508284986019135,0.20544172823429108
productive,0.21602237224578857,0.15320852398872375,0.22455596923828125,0.1361406445503235,0.26492825150489807,0.30353474617004395
experimental,0.20474687218666077,0.2540713846683502,0.2084609717130661,0.17555050551891327,0.3257032334804535,0.14400577545166016
physicists,0.26929381489753723,0.3308832049369812,0.20523659884929657,0.18891175091266632,0.28564247488975525,0.1777985841035843
of,0.2827862501144409,0.22074753046035767,0.733189046382904,0.2335338592529297,0.24129827320575714,0.1826142966747284
the,0.3733934462070465,0.27493247389793396,1.0,0.2691735029220581,0.2865084111690521,0.22068053483963013
twentieth,0.23588986694812775,0.19933173060417175,0.30029913783073425,0.16620396077632904,0.20856596529483795,0.05639015510678291
century,0.2990973889827728,0.30326300859451294,0.3617299497127533,0.1427546888589859,0.1789766252040863,0.1026201918721199
'',0.024401003494858742,0.04094013199210167,0.041273195296525955,0.01279284618794918,0.026487460359930992,0.018684765323996544
luis,0.14031393826007843,0.1573183238506317,0.2025856077671051,0.21326138079166412,0.11170830577611923,0.07192636281251907
walter,0.2818695306777954,0.20679669082164764,0.16759788990020752,0.21071460843086243,0.15557900071144104,0.1297207623720169
alvarez,0.30030637979507446,0.23018895089626312,0.22535932064056396,0.3734092116355896,0.1487019956111908,0.18574973940849304
",",0.3365725874900818,0.26185235381126404,0.4933079481124878,0.3501780331134796,0.2150653600692749,0.31091248989105225
murray,0.2095356583595276,0.14803506433963776,0.23582130670547485,0.33317071199417114,0.07354222983121872,0.17931228876113892
gell-mann,0.3163031041622162,0.3469308912754059,0.2592487633228302,0.2964174747467041,0.19826945662498474,0.16764411330223083
who,0.9999998807907104,0.2225436121225357,0.3733934462070465,0.15395206212997437,0.18047219514846802,0.26220351457595825
introduced,0.18349657952785492,0.2955356240272522,0.242969810962677,0.14499834179878235,0.17934858798980713,0.16386865079402924
the,0.3733934462070465,0.27493247389793396,1.0,0.2691735029220581,0.2865084111690521,0.22068053483963013
quark,0.14529691636562347,0.22968800365924835,0.19210775196552277,0.1680290251970291,0.24793650209903717,0.17615367472171783
",",0.3365725874900818,0.26185235381126404,0.4933079481124878,0.3501780331134796,0.2150653600692749,0.31091248989105225
second,0.21920166909694672,0.14835157990455627,0.4620301127433777,0.17732879519462585,0.20963381230831146,0.17239587008953094
female,0.3403880000114441,0.05326570197939873,0.2673940658569336,0.1237078383564949,0.08955240994691849,0.17839525640010834
nobel,0.23225803673267365,0.3400900661945343,0.1909446120262146,0.1984233260154724,0.1941872537136078,0.15008176863193512
laureate,0.20555941760540009,0.3060266971588135,0.18559721112251282,0.20458658039569855,0.17691317200660706,0.15793240070343018
maria,0.20343798398971558,0.17423641681671143,0.15531538426876068,0.1508539915084839,0.07867078483104706,0.16458186507225037
goeppert-mayer,0.2425241768360138,0.305314302444458,0.274191677570343,0.2933727204799652,0.20260842144489288,0.23956938087940216
",",0.3365725874900818,0.26185235381126404,0.4933079481124878,0.3501780331134796,0.2150653600692749,0.31091248989105225
the,0.3733934462070465,0.27493247389793396,1.0,0.2691735029220581,0.2865084111690521,0.22068053483963013
youngest,0.40976575016975403,0.22604085505008698,0.2996733486652374,0.2111908197402954,0.07372575998306274,0.14910350739955902
american,0.3093835413455963,0.12319929897785187,0.24562937021255493,0.24425500631332397,0.10064221173524857,0.18877598643302917
winner,0.2246360182762146,0.19790013134479523,0.25965070724487305,0.20859912037849426,0.08652802556753159,0.14322948455810547
of,0.2827862501144409,0.22074753046035767,0.733189046382904,0.2335338592529297,0.24129827320575714,0.1826142966747284
the,0.3733934462070465,0.27493247389793396,1.0,0.2691735029220581,0.2865084111690521,0.22068053483963013
nobel,0.23225803673267365,0.3400900661945343,0.1909446120262146,0.1984233260154724,0.1941872537136078,0.15008176863193512
prize,0.20312342047691345,0.27224260568618774,0.18969248235225677,0.18510544300079346,0.13451026380062103,0.14158497750759125
tsung-dao,0.22958433628082275,0.21350322663784027,0.27502742409706116,0.20179888606071472,0.2189195156097412,0.2238868921995163
lee,0.23078079521656036,0.09658850729465485,0.16821028292179108,0.2986176311969757,0.1571761518716812,0.19113655388355255
",",0.3365725874900818,0.26185235381126404,0.4933079481124878,0.3501780331134796,0.2150653600692749,0.31091248989105225
and,0.41279885172843933,0.21031536161899567,0.5171257257461548,0.26895734667778015,0.23508284986019135,0.20544172823429108
astrophysicist,0.20763534307479858,0.38200104236602783,0.19971944391727448,0.2514878511428833,0.1904039978981018,0.13779272139072418
subrahmanyan,0.2372470200061798,0.19871021807193756,0.2668096125125885,0.23039570450782776,0.19745825231075287,0.1861170530319214
chandrasekhar,0.18816594779491425,0.2454952597618103,0.23449960350990295,0.2840230166912079,0.19924145936965942,0.20365552604198456
.,0.3541337847709656,0.23523737490177155,0.5934505462646484,0.2956847846508026,0.2277858853340149,0.4130953550338745
